,position (um),Fat2dICD intensity,Abi intensity
0,0.0,45.929,2.817
1,0.0689,43.78,2.8191
2,0.1378,36.739,3.3005
3,0.2067,33.831,2.7852
4,0.2756,28.752,2.5493
5,0.3445,23.525,3.1334
6,0.4134,21.004,3.689
7,0.4823,21.774,3.1751
8,0.5512,17.622,2.986
9,0.6201,14.191,3.2283
10,0.6889,12.296,2.0972
11,0.7578,12.536,2.6811
12,0.8267,15.222,2.6104
13,0.8956,16.741,3.0028
14,0.9645,16.735,2.5676
15,1.0334,14.076,2.8446
16,1.1023,12.714,2.7614
17,1.1712,9.805,2.3734
18,1.2401,9.365,2.6087
19,1.309,10.023,2.4273
20,1.3779,10.267,2.4385
21,1.4468,12.138,3.789
22,1.5157,17.88,3.7857
23,1.5846,32.469,4.6412
24,1.6535,39.202,4.5873
25,1.7224,41.783,4.5223
26,1.7913,27.638,3.0142
27,1.8602,13.216,2.4994
28,1.929,9.411,2.3692
29,1.9979,9.911,2.1568
30,2.0668,10.014,2.1043
31,2.1357,9.758,2.3994
32,2.2046,11.093,2.4493
33,2.2735,15.325,2.4711
34,2.3424,15.713,2.1452
35,2.4113,12.299,2.4519
36,2.4802,12.694,2.3333
37,2.5491,10.26,1.9732
38,2.618,8.9,1.7832
39,2.6869,7.396,3.0218
40,2.7558,8.006,2.3599
41,2.8247,8.291,1.4417
42,2.8936,10.366,1.2107
43,2.9625,10.789,1.4227
44,3.0314,11.759,1.2813
45,3.1003,12.812,1.4581
46,3.1691,13.215,1.8962
47,3.238,11.95,1.8301
48,3.3069,12.7,1.2544
49,3.3758,15.578,1.5393
50,3.4447,17.217,2.3482
51,3.5136,22.028,2.1351
52,3.5825,29.625,2.6172
53,3.6514,39.681,2.7536
54,3.7203,29.742,3.9358
55,3.7892,24.029,4.0153
56,3.8581,24.572,3.0073
57,3.927,21.175,3.0982
58,3.9959,16.365,3.1974
59,4.0648,13.769,3.0052
60,4.1337,11.627,2.2373
