,position (um),Fat2dICD intensity,Abi intensity
0,0.0,35.15,2.71097
1,0.0689,31.341,2.32929
2,0.1378,26.508,2.36257
3,0.2067,19.48,2.26102
4,0.2756,20.107,1.96616
5,0.3445,24.677,2.17887
6,0.4134,22.679,2.29031
7,0.4823,20.296,2.57001
8,0.5512,23.467,2.27192
9,0.6201,26.02,1.97518
10,0.6889,26.939,2.13189
11,0.7578,25.73,1.64467
12,0.8267,31.26,2.48103
13,0.8956,44.859,3.02395
14,0.9645,47.87,2.46324
15,1.0334,55.146,1.7654
16,1.1023,50.307,1.99134
17,1.1712,48.521,1.94636
18,1.2401,49.33,2.72968
19,1.309,54.212,3.22903
20,1.3779,60.219,2.93256
21,1.4468,55.624,2.73626
22,1.5157,45.165,3.0885
23,1.5846,40.95,3.4722
24,1.6535,35.697,2.11017
25,1.7224,26.902,1.41747
26,1.7913,17.126,1.3668
27,1.8602,12.326,0.65679
28,1.929,10.207,0.76739
29,1.9979,9.526,0.66151
30,2.0668,6.517,0.86697
31,2.1357,5.276,1.22499
32,2.2046,5.046,1.1578
33,2.2735,6.953,0.89658
34,2.3424,8.493,1.29738
35,2.4113,9.964,1.11654
36,2.4802,9.677,0.97751
37,2.5491,8.459,1.56413
38,2.618,6.661,1.23809
39,2.6869,7.962,1.05757
40,2.7558,7.186,1.10499
41,2.8247,7.408,1.12833
42,2.8936,11.768,1.04218
43,2.9625,19.205,1.58886
44,3.0314,22.322,1.51033
45,3.1003,20.321,1.53853
46,3.1691,16.48,1.86762
47,3.238,18.269,1.78974
48,3.3069,18.61,2.03901
49,3.3758,19.509,1.92918
50,3.4447,17.345,2.09025
51,3.5136,15.675,1.97894
52,3.5825,14.59,2.04995
53,3.6514,15.737,1.37931
54,3.7203,16.146,1.33937
55,3.7892,13.97,1.09522
56,3.8581,12.19,1.43943
57,3.927,9.28,0.88276
58,3.9959,8.881,0.67866
59,4.0648,7.901,1.07449
60,4.1337,7.93,1.13761
61,4.2026,11.536,1.64504
62,4.2715,12.432,1.90633
63,4.3404,8.756,1.903
64,4.4092,7.799,1.9212
65,4.4781,8.61,1.51356
66,4.547,7.5,2.25183
67,4.6159,9.622,2.14198
68,4.6848,9.224,3.16772
69,4.7537,8.082,2.19751
70,4.8226,10.829,2.74058
71,4.8915,12.642,2.58795
72,4.9604,13.444,1.90507
73,5.0293,18.309,1.41846
74,5.0982,19.218,1.79838
75,5.1671,18.781,1.35686
76,5.236,14.088,1.53752
77,5.3049,11.899,1.65559
78,5.3738,11.293,1.85552
79,5.4427,10.987,1.50403
80,5.5116,12.989,1.93557
81,5.5805,13.535,2.13661
82,5.6493,10.417,1.97901
83,5.7182,8.025,1.30674
84,5.7871,6.535,1.09708
85,5.856,4.759,1.34355
86,5.9249,7.662,1.16739
87,5.9938,7.938,0.89173
88,6.0627,10.449,0.91559
89,6.1316,13.469,1.3711
90,6.2005,13.145,0.66778
91,6.2694,16.851,1.38032
92,6.3383,22.379,1.69712
93,6.4072,31.573,1.49728
94,6.4761,38.971,2.05364
95,6.545,46.033,2.40888
96,6.6139,46.743,2.68728
97,6.6828,46.134,1.94921
98,6.7517,34.838,1.93447
99,6.8206,25.78,2.16713
100,6.8894,21.972,2.11098
101,6.9583,17.972,1.70199
102,7.0272,12.684,1.42944
103,7.0961,7.979,1.18942
104,7.165,9.376,1.13168
105,7.2339,9.027,0.93075
106,7.3028,8.383,1.1822
107,7.3717,12.89,1.0141
108,7.4406,18.071,1.72686
109,7.5095,22.164,2.27651
110,7.5784,25.206,2.05775
111,7.6473,28.453,2.70175
112,7.7162,32.49,3.40825
113,7.7851,35.588,2.69184
114,7.854,40.53,2.6502
115,7.9229,51.751,2.89237
116,7.9918,53.107,3.16381
117,8.0607,56.039,4.17225
118,8.1296,47.238,4.70327
119,8.1984,41.919,4.42299
120,8.2673,35.675,4.42027
121,8.3362,32.118,3.77634
122,8.4051,31.599,3.9129
123,8.474,34.3,4.72785
124,8.5429,36.214,4.69605
125,8.6118,33.798,3.6114
126,8.6807,26.554,2.78133
127,8.7496,27.646,2.58666
128,8.8185,24.931,1.93926
129,8.8874,26.064,2.0705
130,8.9563,30.739,2.14555
131,9.0252,33.196,1.76645
132,9.0941,31.262,1.66844
133,9.163,31.25,1.43376
134,9.2319,30.783,1.89899
135,9.3008,37.082,2.15276
136,9.3697,50.369,2.81366
137,9.4385,70.529,2.34101
138,9.5074,85.243,2.47634
139,9.5763,107.326,3.34938
140,9.6452,117.143,4.36842
141,9.7141,121.997,5.50103
142,9.783,129.808,7.53775
143,9.8519,128.963,7.58107
144,9.9208,105.922,5.40952
145,9.9897,68.759,4.25114
146,10.0586,39.469,2.72546
147,10.1275,26.434,1.90441
148,10.1964,22.072,1.71355
149,10.2653,16.926,1.99061
150,10.3342,12.832,1.54654
151,10.4031,9.348,1.90709
152,10.472,7.483,1.53251
153,10.5409,5.327,0.8661
154,10.6098,7.584,1.04495
155,10.6786,7.466,0.77734
156,10.7475,5.455,0.76001
157,10.8164,3.533,0.50582
158,10.8853,2.956,0.29085
159,10.9542,2.347,0.57545
160,11.0231,2.394,0.60482
161,11.092,3.508,0.74311
162,11.1609,3.46,0.85705
163,11.2298,4.027,0.90785
164,11.2987,3.01,0.85641
165,11.3676,3.729,0.67521
166,11.4365,2.821,0.67403
167,11.5054,3.053,0.64442
168,11.5743,4.495,0.68919
169,11.6432,4.568,0.76349
170,11.7121,4.217,0.80443
171,11.781,6.132,0.58088
172,11.8499,6.293,1.18483
173,11.9187,6.427,1.04587
174,11.9876,4.086,1.14196
175,12.0565,3.331,1.36392
176,12.1254,5.124,1.71879
177,12.1943,8.399,2.22749
178,12.2632,10.526,2.57126
179,12.3321,11.441,2.91641
180,12.401,10.568,2.47973
181,12.4699,9.109,2.12329
182,12.5388,8.306,1.65112
183,12.6077,7.023,1.48368
184,12.6766,5.754,1.31587
185,12.7455,4.319,1.11015
186,12.8144,3.208,1.02827
187,12.8833,2.735,1.04832
188,12.9522,4.598,1.17156
189,13.0211,7.303,0.81983
190,13.09,7.035,1.33043
191,13.1588,6.386,0.89485
192,13.2277,5.218,1.17462
193,13.2966,5.322,0.83649
194,13.3655,4.895,1.20117
195,13.4344,6.713,1.61838
196,13.5033,8.922,1.70605
197,13.5722,10.735,2.17872
198,13.6411,9.204,2.29589
199,13.71,6.092,1.92888
200,13.7789,6.743,1.43235
201,13.8478,7.451,1.55513
202,13.9167,8.997,2.14634
203,13.9856,12.509,2.34885
204,14.0545,19.199,2.46326
205,14.1234,29.92,3.14281
206,14.1923,38.076,2.4242
207,14.2612,43.172,2.05255
208,14.3301,52.598,2.77382
209,14.3989,58.346,3.23092
210,14.4678,46.659,2.97156
211,14.5367,34.157,2.34333
212,14.6056,23.022,2.72457
213,14.6745,15.47,1.65476
214,14.7434,13.742,1.57599
215,14.8123,9.961,1.56145
216,14.8812,10.3,1.73247
217,14.9501,16.003,1.21768
218,15.019,22.841,1.75225
219,15.0879,23.317,1.88244
220,15.1568,23.337,1.586
221,15.2257,24.739,1.81841
222,15.2946,24.47,1.6617
223,15.3635,25.082,1.73215
224,15.4324,18.244,2.75606
225,15.5013,16.423,3.21107
226,15.5702,13.054,2.49053
227,15.6391,11.405,2.3341
228,15.7079,9.508,2.60387
229,15.7768,9.377,3.17627
230,15.8457,11.034,3.27049
231,15.9146,14.778,2.85551
232,15.9835,11.936,3.11548
233,16.0524,12.046,3.27619
234,16.1213,13.153,2.88082
235,16.1902,14.249,2.34664
236,16.2591,14.475,2.90771
237,16.328,16.424,2.7713
238,16.3969,16.655,2.92664
239,16.4658,16.467,2.93381
240,16.5347,16.898,3.12257
241,16.6036,15.173,3.17242
242,16.6725,13.523,2.72253
243,16.7414,12.903,2.54181
244,16.8103,12.094,2.21777
245,16.8792,9.979,1.82288
246,16.948,7.335,0.98684
247,17.0169,5.653,0.98966
248,17.0858,5.426,0.96015
249,17.1547,6.932,0.50002
250,17.2236,7.267,0.51322
251,17.2925,6.803,0.42008
252,17.3614,6.126,0.74629
253,17.4303,6.435,1.23157
254,17.4992,7.612,1.18889
255,17.5681,9.366,0.76283
256,17.637,12.389,0.9169
257,17.7059,11.327,2.04993
258,17.7748,10.553,1.63716
259,17.8437,11.77,1.40561
260,17.9126,12.554,1.34906
261,17.9815,16.501,1.89991
262,18.0504,20.323,2.54579
263,18.1193,20.894,2.56383
264,18.1881,15.999,1.99745
265,18.257,13.5,1.83204
266,18.3259,11.345,1.84496
267,18.3948,11.706,1.67252
268,18.4637,11.539,2.13979
269,18.5326,11.714,1.73208
270,18.6015,13.147,2.02903
271,18.6704,13.54,1.96238
272,18.7393,12.869,1.54603
273,18.8082,12.593,2.59017
274,18.8771,10.429,2.35026
275,18.946,11.599,1.64749
276,19.0149,12.472,1.483
277,19.0838,14.284,1.72276
278,19.1527,15.085,2.45482
279,19.2216,14.387,2.95517
280,19.2905,20.189,2.72405
281,19.3594,32.055,3.14532
282,19.4282,39.065,3.67084
283,19.4971,35.2,4.22743
284,19.566,29.759,3.00666
285,19.6349,22.446,3.3982
286,19.7038,21.64,3.95178
287,19.7727,23.845,2.99135
288,19.8416,33.873,3.46272
289,19.9105,41.26,3.5945
290,19.9794,31.856,3.02432
291,20.0483,21.423,2.98283
292,20.1172,16.544,2.10017
293,20.1861,14.408,2.42397
294,20.255,15.943,1.99031
295,20.3239,24.729,3.27941
296,20.3928,28.918,3.27815
297,20.4617,29.416,3.80528
298,20.5306,23.222,3.46656
299,20.5995,19.751,2.89842
300,20.6683,12.648,2.51579
301,20.7372,10.323,3.21707
302,20.8061,8.563,3.28193
303,20.875,7.298,2.80323
304,20.9439,7.588,2.37866
305,21.0128,9.627,2.63183
306,21.0817,11.908,2.1744
307,21.1506,13.155,1.36204
308,21.2195,10.278,1.90435
309,21.2884,9.379,2.03428
310,21.3573,9.133,1.71741
311,21.4262,9.352,1.66655
312,21.4951,6.772,1.22735
313,21.564,6.183,1.70156
314,21.6329,4.849,1.62311
315,21.7018,4.005,1.40073
316,21.7707,6.002,1.30417
317,21.8396,5.267,1.58801
318,21.9084,6.676,1.20311
319,21.9773,6.262,1.38806
320,22.0462,6.698,1.97924
321,22.1151,9.81,1.7483
322,22.184,9.646,2.13503
323,22.2529,8.357,1.08477
324,22.3218,6.145,1.08719
325,22.3907,7.175,0.89003
326,22.4596,7.389,0.95062
327,22.5285,7.106,0.96835
328,22.5974,7.171,0.91169
329,22.6663,5.903,0.89622
330,22.7352,9.783,1.67459
331,22.8041,16.805,2.08693
332,22.873,20.228,1.87975
333,22.9419,17.908,2.04393
334,23.0108,14.278,1.9311
335,23.0797,8.463,1.27849
336,23.1486,5.011,2.35415
337,23.2174,7.772,1.9689
338,23.2863,11.437,1.91776
339,23.3552,11.36,1.53601
340,23.4241,11.047,2.19291
341,23.493,11.092,3.13186
342,23.5619,16.106,2.78651
343,23.6308,23.699,2.93783
344,23.6997,42.376,4.79821
345,23.7686,59.867,4.67751
346,23.8375,70.657,4.46732
347,23.9064,67.538,5.05805
348,23.9753,51.168,4.17947
349,24.0442,38.239,3.12955
350,24.1131,34.697,2.9447
351,24.182,32.643,3.4067
352,24.2509,36.944,3.34233
353,24.3198,36.071,3.1085
354,24.3887,32.551,3.25847
355,24.4575,28.636,3.83913
356,24.5264,22.927,3.65331
357,24.5953,20.936,3.47801
358,24.6642,20.606,3.59442
359,24.7331,26.327,4.60057
360,24.802,26.693,5.27855
361,24.8709,35.058,4.23013
362,24.9398,35.501,5.15966
363,25.0087,37.023,3.36944
364,25.0776,42.064,2.05725
365,25.1465,48.361,2.06148
366,25.2154,63.005,2.59221
367,25.2843,90.38,2.28917
368,25.3532,125.763,2.68304
369,25.4221,146.187,3.99727
370,25.491,132.886,3.81271
371,25.5599,95.669,3.23943
372,25.6288,52.919,2.72419
373,25.6976,31.641,2.44431
374,25.7665,22.401,2.45099
