,position (um),Fat2 intensity,Abi intensity
0,0.0,36.7522,4.17043
1,0.0689,38.3406,3.74631
2,0.1378,39.7924,4.18644
3,0.2067,31.4015,4.34747
4,0.2756,25.2968,3.57367
5,0.3445,17.642,2.69567
6,0.4134,13.5904,2.86162
7,0.4823,10.8485,2.19972
8,0.5512,13.1436,2.00021
9,0.6201,11.0027,1.35919
10,0.6889,11.2019,1.63662
11,0.7578,8.8597,1.6771
12,0.8267,8.2263,1.71998
13,0.8956,8.7255,2.49316
14,0.9645,11.5378,2.34449
15,1.0334,10.2435,1.62401
16,1.1023,7.1308,1.84774
17,1.1712,6.3764,1.3527
18,1.2401,4.1574,1.40146
19,1.309,2.7731,1.0059
20,1.3779,2.8746,0.83845
21,1.4468,3.6443,0.76321
22,1.5157,3.0148,1.00683
23,1.5846,3.479,0.79032
24,1.6535,3.3316,0.28133
25,1.7224,2.4501,0.52592
26,1.7913,1.9151,0.84177
27,1.8602,3.1097,0.98773
28,1.929,3.044,1.18957
29,1.9979,3.5051,0.78956
30,2.0668,4.7775,1.20335
31,2.1357,3.8602,1.15373
32,2.2046,3.631,1.42998
33,2.2735,2.3795,1.80375
34,2.3424,3.7523,1.50766
35,2.4113,3.9355,1.54425
36,2.4802,5.1111,1.23601
37,2.5491,4.9036,1.7066
38,2.618,4.4386,1.62666
39,2.6869,5.6306,1.5094
40,2.7558,5.0676,1.44017
41,2.8247,3.8481,1.64973
42,2.8936,5.212,1.6356
43,2.9625,3.5345,1.84221
44,3.0314,3.6905,2.07701
45,3.1003,4.6185,1.61689
46,3.1691,6.3838,2.48351
47,3.238,7.1734,2.3689
48,3.3069,9.3459,2.53045
49,3.3758,10.7688,2.41259
50,3.4447,10.0309,2.87125
51,3.5136,10.8047,3.78677
52,3.5825,10.6713,3.7629
53,3.6514,9.1248,3.12671
54,3.7203,8.3439,2.97523
55,3.7892,7.9503,2.51059
56,3.8581,6.712,2.84427
57,3.927,5.5536,2.48501
58,3.9959,4.4578,2.30136
59,4.0648,2.1348,2.61161
60,4.1337,1.8482,2.38152
61,4.2026,1.3585,2.0242
62,4.2715,2.4133,2.23075
63,4.3404,2.891,1.49621
64,4.4092,2.5923,1.63765
65,4.4781,4.5715,1.5519
66,4.547,5.9505,1.29015
67,4.6159,5.9524,0.61871
68,4.6848,5.6158,0.83386
69,4.7537,3.9815,1.22991
70,4.8226,3.0057,1.29008
71,4.8915,1.9358,1.29191
72,4.9604,2.047,1.40109
73,5.0293,1.0836,1.31934
74,5.0982,2.5337,1.45926
75,5.1671,1.6031,1.07823
76,5.236,1.6127,1.04016
77,5.3049,1.5527,1.46969
78,5.3738,1.0316,1.7035
79,5.4427,0.9147,1.29957
80,5.5116,1.0062,1.15538
81,5.5805,1.0727,1.33366
82,5.6493,0.6332,1.63172
83,5.7182,0.6862,1.87222
84,5.7871,0.9521,1.55648
85,5.856,1.814,2.00589
86,5.9249,1.9311,1.41376
87,5.9938,3.1801,1.68582
88,6.0627,5.1566,1.74945
89,6.1316,5.1633,1.62985
90,6.2005,4.6977,1.60359
91,6.2694,3.487,1.2034
92,6.3383,2.9494,1.33056
93,6.4072,2.383,0.96613
94,6.4761,2.0119,1.3479
95,6.545,1.328,1.38812
96,6.6139,1.9589,1.46954
97,6.6828,3.1086,1.53933
98,6.7517,2.6343,1.51405
99,6.8206,2.826,1.77646
100,6.8895,2.5004,2.40081
101,6.9583,1.8001,1.6525
102,7.0272,2.7043,0.95458
103,7.0961,1.6817,1.37304
104,7.165,1.6277,1.57502
105,7.2339,1.2795,1.39714
