,position (um),Fat2 intensity,Abi intensity
0,0.0,22.376,4.5929
1,0.0689,19.3704,5.6881
2,0.1378,16.4902,5.769
3,0.2067,13.1559,4.8067
4,0.2756,11.2283,4.5436
5,0.3445,12.614,5.1512
6,0.4134,14.6878,4.4607
7,0.4823,21.7211,3.9483
8,0.5512,25.8771,3.9997
9,0.6201,22.6284,4.5143
10,0.6889,20.4637,3.8283
11,0.7578,18.4419,4.9233
12,0.8267,17.1129,3.3964
13,0.8956,10.3719,2.9092
14,0.9645,10.026,3.0431
15,1.0334,6.6109,3.4322
16,1.1023,4.6133,2.8984
17,1.1712,4.5873,3.6748
18,1.2401,9.391,3.0723
19,1.309,18.4618,4.2853
20,1.3779,25.6735,4.5309
21,1.4468,26.6427,4.2434
22,1.5157,22.7717,4.8874
23,1.5846,17.4512,4.9059
24,1.6535,13.6259,4.2089
25,1.7224,6.5677,4.0006
26,1.7913,4.6672,3.3983
27,1.8602,3.2795,2.939
28,1.929,4.1848,3.1846
29,1.9979,4.9567,3.2926
30,2.0668,4.8815,2.9508
31,2.1357,4.8681,1.9482
32,2.2046,3.861,2.0979
33,2.2735,1.4499,1.7144
34,2.3424,2.0882,1.8807
35,2.4113,3.3352,2.7342
36,2.4802,3.7528,2.5614
37,2.5491,5.2382,2.5537
38,2.618,6.2256,1.2843
39,2.6869,5.9114,2.4681
40,2.7558,5.0152,1.8327
41,2.8247,3.0773,2.0638
42,2.8936,2.0435,2.3491
43,2.9625,1.5514,1.6444
44,3.0314,1.0278,1.8893
45,3.1003,1.4489,1.5527
46,3.1691,1.7672,1.9712
47,3.238,3.5288,2.3678
48,3.3069,6.4782,2.7903
49,3.3758,7.1305,3.0923
50,3.4447,6.4734,2.8743
51,3.5136,7.3302,2.6611
52,3.5825,10.0566,3.1367
53,3.6514,9.2772,3.1019
54,3.7203,8.7285,3.6373
55,3.7892,11.0204,2.7645
56,3.8581,16.508,3.2139
57,3.927,23.8361,4.1062
58,3.9959,35.2239,4.2196
59,4.0648,56.7543,6.437
60,4.1337,76.1239,8.0522
61,4.2026,89.3203,9.7654
62,4.2715,80.8443,11.4037
63,4.3404,55.6687,13.0328
64,4.4092,34.7774,10.2767
65,4.4781,18.2967,7.9066
66,4.547,11.2281,4.804
67,4.6159,8.8115,3.7298
68,4.6848,6.6316,3.2085
69,4.7537,7.3842,3.2618
70,4.8226,6.6456,2.7945
71,4.8915,6.0502,2.5521
72,4.9604,4.6719,2.4584
73,5.0293,3.7757,2.1253
74,5.0982,3.2809,1.7375
75,5.1671,2.7232,1.8719
76,5.236,1.5122,1.8071
77,5.3049,1.4368,2.3536
78,5.3738,1.3877,2.2005
79,5.4427,1.193,1.6961
80,5.5116,2.0646,1.6978
81,5.5805,2.4479,1.3583
82,5.6493,2.5992,1.8831
83,5.7182,2.7985,1.9964
84,5.7871,2.1212,2.2772
85,5.856,2.1851,1.9797
86,5.9249,1.527,1.7511
87,5.9938,1.7639,1.8403
88,6.0627,1.6835,2.0881
89,6.1316,1.8663,1.9624
90,6.2005,1.9707,1.8368
91,6.2694,2.7275,1.2163
92,6.3383,4.5598,1.6316
93,6.4072,3.2415,1.2491
94,6.4761,2.7979,1.8898
95,6.545,4.091,2.5452
96,6.6139,4.3915,2.0841
97,6.6828,5.849,2.6875
98,6.7517,9.6978,3.5913
99,6.8206,11.7545,3.3204
100,6.8895,14.9863,2.8585
101,6.9583,12.5699,2.1236
102,7.0272,11.1817,2.4629
103,7.0961,10.5525,2.3789
104,7.165,12.3129,2.5923
105,7.2339,13.0891,2.4613
106,7.3028,8.3087,2.5915
107,7.3717,7.9638,2.2877
108,7.4406,10.4097,2.697
109,7.5095,13.2077,2.9321
110,7.5784,14.1151,4.2061
111,7.6473,17.256,5.6125
112,7.7162,15.7509,7.598
113,7.7851,13.6861,6.0646
114,7.854,11.9423,4.9896
115,7.9229,8.5539,4.4093
116,7.9918,7.0851,2.6703
117,8.0607,5.2802,3.286
118,8.1296,4.4929,3.2559
119,8.1984,3.9598,2.7069
120,8.2673,6.0157,3.129
121,8.3362,8.7747,4.7321
122,8.4051,9.366,5.448
123,8.474,13.4824,6.016
124,8.5429,13.9452,5.4494
125,8.6118,15.3025,5.2946
126,8.6807,20.3021,6.0448
127,8.7496,22.4708,5.7967
128,8.8185,17.3097,5.1398
129,8.8874,13.983,3.9121
130,8.9563,10.8536,3.6314
131,9.0252,11.5337,4.221
132,9.0941,12.7285,4.4029
133,9.163,13.4579,4.0551
134,9.2319,17.0058,5.0298
135,9.3008,21.6189,4.7268
136,9.3697,22.9839,5.0052
137,9.4385,22.5223,5.163
138,9.5074,16.3249,5.1874
139,9.5763,14.9066,4.4638
140,9.6452,12.9958,4.9267
141,9.7141,10.8956,4.1424
142,9.783,9.9828,3.697
143,9.8519,9.9306,3.8447
144,9.9208,12.0306,5.0868
145,9.9897,16.1919,4.3948
146,10.0586,18.0087,3.9034
147,10.1275,16.247,4.8476
148,10.1964,13.8062,3.9943
149,10.2653,16.0391,4.9185
150,10.3342,12.9704,5.2666
151,10.4031,12.1279,4.2195
152,10.472,15.3842,4.0576
153,10.5409,15.4108,3.9427
154,10.6098,17.4213,4.3359
155,10.6786,16.9221,4.8268
156,10.7475,15.9615,4.7737
157,10.8164,13.3483,3.7139
158,10.8853,12.6428,3.4704
159,10.9542,10.441,2.9123
160,11.0231,8.7639,2.274
161,11.092,7.3242,1.8418
162,11.1609,4.8805,2.7938
163,11.2298,4.3102,2.4802
164,11.2987,8.5969,2.8489
165,11.3676,9.313,2.8271
166,11.4365,11.0394,3.0132
167,11.5054,12.9162,2.7628
168,11.5743,14.6617,3.7296
169,11.6432,15.7253,4.1236
170,11.7121,14.3435,4.159
171,11.781,9.1646,3.7484
172,11.8499,5.5612,4.0775
173,11.9187,3.2372,3.612
174,11.9876,3.2144,2.8513
175,12.0565,6.6073,1.7171
176,12.1254,9.5701,2.0172
177,12.1943,10.8705,2.1826
178,12.2632,9.6526,1.7709
179,12.3321,6.5633,2.099
180,12.401,5.8041,2.7343
181,12.4699,5.1404,2.7331
182,12.5388,4.216,2.2251
183,12.6077,2.9654,2.1303
184,12.6766,2.5231,1.4603
185,12.7455,2.0113,1.6412
186,12.8144,2.0395,1.4865
187,12.8833,4.1007,1.5644
188,12.9522,8.1631,1.2235
189,13.0211,8.2289,2.0754
190,13.09,9.3462,2.2834
191,13.1588,7.5257,2.0942
192,13.2277,4.9422,2.6931
193,13.2966,4.2409,2.8416
194,13.3655,5.0317,2.2723
195,13.4344,8.3701,2.1566
196,13.5033,8.1497,2.2296
197,13.5722,7.7399,2.6458
198,13.6411,7.4302,2.2841
199,13.71,8.2749,2.5568
200,13.7789,10.6723,2.6694
201,13.8478,11.8057,3.2083
202,13.9167,11.5242,3.4789
203,13.9856,12.7714,3.3615
204,14.0545,15.2072,4.0622
205,14.1234,14.0142,5.0055
206,14.1923,11.8414,4.356
207,14.2612,11.7706,3.1162
208,14.3301,12.4656,2.603
209,14.399,12.8506,3.0483
210,14.4678,16.4881,3.0842
211,14.5367,14.3698,2.8705
212,14.6056,18.4143,3.9907
213,14.6745,19.1401,4.8524
214,14.7434,21.8975,5.5913
215,14.8123,26.2665,5.4207
216,14.8812,35.0984,5.3829
217,14.9501,47.3088,6.9962
218,15.019,54.7109,7.9635
219,15.0879,47.8977,11.4871
220,15.1568,32.4779,9.5234
221,15.2257,22.6822,7.8635
222,15.2946,17.9395,5.8295
223,15.3635,22.7156,5.4649
224,15.4324,28.9559,3.5733
225,15.5013,33.4582,4.1796
226,15.5702,30.393,3.591
227,15.6391,22.1823,2.5615
228,15.7079,18.922,2.7788
229,15.7768,18.8826,3.7143
230,15.8457,17.4757,4.6734
231,15.9146,17.5835,5.3021
232,15.9835,12.3617,5.0937
233,16.0524,9.1418,5.4201
234,16.1213,8.0527,4.0632
235,16.1902,7.0735,4.8852
236,16.2591,7.1331,3.9229
237,16.328,6.902,3.996
238,16.3969,10.5408,3.286
239,16.4658,16.0928,3.324
240,16.5347,18.9715,4.2606
241,16.6036,24.8901,4.3928
