,position (um),Fat2 intensity,Abi intensity
0,0.0,21.9707,2.50686
1,0.0689,25.6544,3.36771
2,0.1378,25.2876,2.90275
3,0.2067,24.5234,3.63201
4,0.2756,26.078,3.69078
5,0.3445,34.9329,4.03684
6,0.4134,38.5696,4.89386
7,0.4823,39.1144,3.447
8,0.5512,33.2119,3.11155
9,0.6201,27.5308,2.76644
10,0.6889,21.5681,2.25742
11,0.7578,17.2777,1.18294
12,0.8267,13.0565,1.94597
13,0.8956,13.2175,1.9826
14,0.9645,11.7977,2.28396
15,1.0334,8.2188,2.63817
16,1.1023,5.5733,2.13289
17,1.1712,4.1039,1.15532
18,1.2401,4.4061,0.99716
19,1.309,5.2354,1.60837
20,1.3779,5.2433,1.02446
21,1.4468,6.3925,1.24566
22,1.5157,10.7659,1.57461
23,1.5846,11.1083,0.90647
24,1.6535,10.0079,0.63453
25,1.7224,7.2749,0.93508
26,1.7913,5.1829,0.92904
27,1.8602,2.9972,1.19093
28,1.929,2.0771,1.11319
29,1.9979,2.6117,1.7812
30,2.0668,1.7916,1.73508
31,2.1357,1.4727,1.98721
32,2.2046,2.8851,1.21881
33,2.2735,5.7315,2.36602
34,2.3424,6.5306,2.49296
35,2.4113,7.5004,2.85205
36,2.4802,6.47,2.46314
37,2.5491,4.6569,1.58717
38,2.618,3.5529,1.92719
39,2.6869,2.9169,1.25611
40,2.7558,1.9239,1.11643
41,2.8247,2.2679,0.8759
42,2.8936,2.211,0.6348
43,2.9625,1.1812,0.95352
44,3.0314,2.3651,0.6537
45,3.1003,4.0548,0.49515
46,3.1691,5.8136,0.82855
47,3.238,8.6018,0.55382
48,3.3069,8.168,1.42053
49,3.3758,10.2119,1.81842
50,3.4447,13.3738,1.84552
51,3.5136,16.6718,1.94722
52,3.5825,19.7554,2.13378
53,3.6514,20.3108,2.95601
54,3.7203,18.7868,3.43464
55,3.7892,17.7381,3.4641
56,3.8581,17.2463,2.92279
57,3.927,21.048,4.66696
58,3.9959,25.7858,5.45926
59,4.0648,19.3274,5.40552
60,4.1337,14.0643,4.59564
61,4.2026,8.7432,3.88757
62,4.2715,9.478,3.54298
63,4.3404,17.2131,2.80235
64,4.4092,26.5811,2.85082
65,4.4781,35.285,3.24215
66,4.547,37.8627,3.88909
67,4.6159,37.9781,4.16671
68,4.6848,35.0402,4.01364
69,4.7537,28.3252,4.11872
70,4.8226,26.6904,2.65369
71,4.8915,28.6512,2.64114
72,4.9604,30.3574,2.71069
73,5.0293,22.4083,2.94368
74,5.0982,16.8763,2.36561
75,5.1671,10.2208,1.82915
76,5.236,8.8747,1.45031
77,5.3049,10.0397,1.49545
78,5.3738,7.1153,1.6504
79,5.4427,5.9167,1.88717
80,5.5116,6.5783,2.24644
81,5.5805,6.9154,1.89343
82,5.6493,8.0822,2.1946
83,5.7182,7.7118,2.35575
84,5.7871,6.6081,1.97076
85,5.856,5.6672,1.69845
86,5.9249,4.2739,2.16047
87,5.9938,4.0965,1.71021
88,6.0627,6.747,1.80882
89,6.1316,10.937,1.91313
90,6.2005,12.0959,2.30746
91,6.2694,11.4418,2.70576
92,6.3383,8.1635,2.49544
93,6.4072,5.9048,2.44131
94,6.4761,7.2569,2.57424
95,6.545,9.1856,2.66912
96,6.6139,11.5165,2.00574
97,6.6828,11.6788,1.91477
98,6.7517,10.7338,1.92101
99,6.8206,8.8387,1.7879
100,6.8895,5.8406,2.40684
101,6.9583,7.1789,2.41433
102,7.0272,10.2582,2.03233
103,7.0961,14.9787,2.02129
104,7.165,26.0762,3.18082
105,7.2339,25.6885,2.79205
106,7.3028,20.4025,3.09269
107,7.3717,15.4875,3.39955
108,7.4406,8.7261,3.39214
109,7.5095,7.1278,3.07715
110,7.5784,6.6179,2.66484
111,7.6473,10.2429,2.94613
112,7.7162,16.0226,3.09218
113,7.7851,16.5255,3.30574
114,7.854,17.2283,3.79869
115,7.9229,22.8675,3.63824
116,7.9918,34.1416,4.32869
117,8.0607,50.5493,5.65592
118,8.1296,59.521,6.11141
119,8.1984,43.2306,6.01272
120,8.2673,19.2445,4.28845
121,8.3362,14.4146,2.33004
122,8.4051,13.5935,2.56228
123,8.474,11.1583,3.34013
124,8.5429,10.4998,3.27918
125,8.6118,6.6425,3.02675
126,8.6807,3.5988,2.57839
127,8.7496,4.0777,3.17314
128,8.8185,6.7792,2.99688
129,8.8874,9.1211,1.6656
130,8.9563,12.3909,1.25819
131,9.0252,17.0797,1.21911
132,9.0941,19.7997,1.61962
133,9.163,18.246,1.95592
134,9.2319,16.2574,2.39795
135,9.3008,12.6282,2.74787
136,9.3697,12.2098,2.8327
137,9.4385,13.0356,3.28141
138,9.5074,9.1481,3.22418
139,9.5763,6.5013,2.68726
140,9.6452,8.088,3.07994
141,9.7141,15.5942,2.72194
142,9.783,22.1257,3.66824
143,9.8519,24.2976,3.18316
144,9.9208,22.2459,3.16858
145,9.9897,16.1126,2.50572
146,10.0586,11.9135,2.78963
147,10.1275,13.0194,2.62015
148,10.1964,19.0162,2.5333
149,10.2653,20.5136,2.14058
150,10.3342,19.595,2.66125
151,10.4031,15.6991,2.25663
152,10.472,13.7266,1.83733
153,10.5409,9.4961,1.21275
154,10.6098,6.994,1.78597
155,10.6786,8.0651,1.79914
156,10.7475,7.9048,1.47963
157,10.8164,12.66,1.2622
158,10.8853,10.7004,1.34359
159,10.9542,11.2834,1.44671
160,11.0231,11.9646,1.30286
161,11.092,11.0815,1.48529
162,11.1609,11.898,1.57907
163,11.2298,12.9554,2.01339
164,11.2987,14.9745,2.32365
165,11.3676,13.964,2.4361
166,11.4365,15.5961,2.43598
167,11.5054,16.5085,2.21807
168,11.5743,13.2257,2.63168
169,11.6432,12.5995,2.65258
170,11.7121,11.2329,2.3535
171,11.781,8.0055,2.00009
172,11.8499,8.1961,1.45387
173,11.9187,10.7184,1.80587
174,11.9876,12.0077,2.19941
175,12.0565,14.2868,2.67754
176,12.1254,10.3852,1.88925
177,12.1943,6.8413,1.54404
178,12.2632,4.6078,2.29083
179,12.3321,4.8231,2.514
180,12.401,8.0469,2.80012
181,12.4699,9.4272,2.92274
182,12.5388,10.9951,3.19242
183,12.6077,10.7818,3.05241
184,12.6766,8.386,3.37058
185,12.7455,7.0572,2.74754
186,12.8144,7.6799,2.47007
187,12.8833,9.9616,3.09052
188,12.9522,14.6715,3.24788
189,13.0211,20.3243,3.44973
190,13.09,21.9927,4.16868
191,13.1588,22.1581,3.97392
192,13.2277,23.2399,3.17864
193,13.2966,25.214,2.99617
194,13.3655,27.9882,2.17912
195,13.4344,22.1814,2.58377
196,13.5033,17.622,2.50205
197,13.5722,16.9719,2.87908
198,13.6411,24.2467,3.70241
199,13.71,22.2329,3.06976
200,13.7789,27.0639,2.07519
201,13.8478,20.6514,2.51446
202,13.9167,11.6131,2.87279
203,13.9856,6.9499,2.05945
204,14.0545,5.3064,1.72662
205,14.1234,4.3633,1.55786
206,14.1923,8.2248,1.78331
207,14.2612,12.7635,2.91415
208,14.3301,16.4478,3.57156
209,14.399,18.0527,4.94082
210,14.4678,17.1019,6.13184
211,14.5367,13.9984,5.40373
212,14.6056,13.6295,4.94945
213,14.6745,13.6937,3.37319
214,14.7434,16.6913,3.52975
215,14.8123,25.3672,4.52045
216,14.8812,36.8989,4.3708
