,position (um),Fat2 intensity,Abi intensity
0,0.0,52.466,7.71409
1,0.0689,40.1733,9.07877
2,0.1378,27.8602,7.28196
3,0.2067,21.6454,5.18088
4,0.2756,18.7241,4.0426
5,0.3445,17.3507,3.47084
6,0.4134,17.8459,3.29329
7,0.4823,18.9257,3.93579
8,0.5512,18.235,2.93374
9,0.6201,13.9303,3.58666
10,0.6889,13.0548,3.44967
11,0.7578,10.7531,3.14997
12,0.8267,8.6394,2.57397
13,0.8956,6.5732,2.7312
14,0.9645,6.4255,2.26116
15,1.0334,7.0964,2.41836
16,1.1023,8.572,2.64342
17,1.1712,8.3187,2.26292
18,1.2401,7.0349,2.37905
19,1.309,6.1875,2.8226
20,1.3779,4.778,2.25818
21,1.4468,3.3742,1.96301
22,1.5157,2.4875,1.85836
23,1.5846,1.6012,1.21155
24,1.6535,1.8942,1.04188
25,1.7224,3.629,1.78632
26,1.7913,7.1105,3.01704
27,1.8602,8.2131,3.21332
28,1.929,9.1418,2.97801
29,1.9979,8.1678,2.73545
30,2.0668,8.5674,2.62815
31,2.1357,8.4725,2.52586
32,2.2046,13.4761,2.01578
33,2.2735,13.2504,1.99003
34,2.3424,9.4054,2.39774
35,2.4113,6.1551,2.05305
36,2.4802,4.9565,2.08145
37,2.5491,3.8618,1.98241
38,2.618,5.4601,1.1928
39,2.6869,6.9523,1.71898
40,2.7558,6.5073,2.39308
41,2.8247,6.7828,2.47707
42,2.8936,5.2996,1.79719
43,2.9625,3.5756,2.28346
44,3.0314,3.331,2.17143
45,3.1003,2.0688,1.60771
46,3.1691,2.2763,1.29673
47,3.238,4.1442,1.43122
48,3.3069,6.4732,1.27447
49,3.3758,8.8787,1.05165
50,3.4447,8.4538,0.9402
51,3.5136,7.9971,1.80377
52,3.5825,6.4543,2.16182
53,3.6514,4.8622,1.99158
54,3.7203,3.9419,1.68925
55,3.7892,4.4922,1.40693
56,3.8581,4.907,1.63694
57,3.927,4.9372,1.48525
58,3.9959,5.4184,1.77872
59,4.0648,4.298,1.73406
60,4.1337,3.5458,2.23775
61,4.2026,3.6038,1.77977
62,4.2715,5.067,2.01096
63,4.3404,6.3422,2.93968
64,4.4092,7.5939,3.2941
65,4.4781,8.0648,3.80785
66,4.547,9.0824,3.39578
67,4.6159,9.9129,3.12238
68,4.6848,14.0022,3.76355
69,4.7537,18.3424,4.23695
70,4.8226,15.1371,4.19845
71,4.8915,14.0823,3.87281
72,4.9604,7.122,3.04299
73,5.0293,5.3621,1.97189
74,5.0982,3.3551,1.91084
75,5.1671,1.264,2.30332
76,5.236,0.9531,2.35306
77,5.3049,1.1792,2.67685
78,5.3738,1.3303,2.40409
79,5.4427,2.9197,1.90024
80,5.5116,5.8852,2.13343
81,5.5805,7.2907,1.613
82,5.6493,9.2913,2.18206
83,5.7182,10.4356,1.51434
84,5.7871,8.3981,1.87956
85,5.856,6.5479,2.1928
86,5.9249,4.7737,2.11539
87,5.9938,5.1533,2.15361
88,6.0627,4.4161,2.38198
89,6.1316,4.8372,2.20427
90,6.2005,3.9931,2.38318
91,6.2694,4.4261,2.40072
92,6.3383,5.7982,2.78651
93,6.4072,6.2881,2.93432
94,6.4761,11.3422,2.90284
95,6.545,13.0384,2.95955
96,6.6139,5.8266,2.49769
97,6.6828,6.4439,2.61539
98,6.7517,7.7466,2.58903
99,6.8206,7.3499,2.56792
100,6.8895,4.8135,1.97102
101,6.9583,3.1598,1.83407
102,7.0272,2.6166,2.22179
103,7.0961,1.665,2.39221
104,7.165,1.6163,2.2971
105,7.2339,1.611,1.9921
106,7.3028,2.1822,1.9339
107,7.3717,2.0539,1.52932
108,7.4406,3.1912,1.25162
109,7.5095,2.9062,1.69835
110,7.5784,4.1689,1.32385
111,7.6473,3.9307,1.44439
112,7.7162,4.0575,1.58328
113,7.7851,3.7673,1.76143
114,7.854,3.2272,0.97744
115,7.9229,4.8694,1.23057
116,7.9918,7.6817,1.70328
117,8.0607,9.5445,2.35117
118,8.1296,12.3454,1.59672
119,8.1984,9.6008,1.95797
120,8.2673,7.0183,2.31767
121,8.3362,8.0823,2.42948
122,8.4051,10.3343,2.08395
123,8.474,10.8882,1.90686
124,8.5429,9.2274,2.41629
125,8.6118,11.5502,2.66876
126,8.6807,10.7283,2.53312
127,8.7496,9.0457,2.30554
128,8.8185,13.0577,2.63274
129,8.8874,12.3131,2.94637
130,8.9563,12.273,2.54792
131,9.0252,11.5925,2.63317
132,9.0941,10.1618,2.67268
133,9.163,5.6047,2.29044
134,9.2319,6.8646,1.71217
135,9.3008,9.7354,1.2458
136,9.3697,11.7192,1.95515
137,9.4385,15.9271,2.74358
138,9.5074,16.3497,3.46582
139,9.5763,11.2799,3.72118
140,9.6452,8.1179,3.85881
141,9.7141,8.7857,3.58794
142,9.783,7.7887,3.74043
