,position (um),Fat2 intensity,Abi intensity
0,0.0,13.792,2.67442
1,0.0689,9.3307,2.20581
2,0.1378,7.3035,2.6489
3,0.2067,6.8975,1.91619
4,0.2756,9.8318,1.43627
5,0.3445,13.8479,2.02985
6,0.4134,16.5437,3.58299
7,0.4823,17.2245,3.78052
8,0.5512,15.2056,4.91854
9,0.6201,9.4005,4.17134
10,0.6889,6.639,4.36763
11,0.7578,7.2142,3.27252
12,0.8267,5.7025,2.76071
13,0.8956,4.8905,3.44344
14,0.9645,4.7552,2.21312
15,1.0334,5.2161,2.05835
16,1.1023,4.2579,1.79714
17,1.1712,3.8441,1.28436
18,1.2401,1.5756,1.35521
19,1.309,1.1543,1.6682
20,1.3779,2.2299,1.53799
21,1.4468,1.5189,1.32941
22,1.5157,1.6117,1.06147
23,1.5846,1.2345,1.32287
24,1.6535,0.8948,1.36639
25,1.7224,0.4617,1.21781
26,1.7913,0.7329,1.02839
27,1.8602,0.3626,0.49279
28,1.929,1.4507,1.07906
29,1.9979,3.4347,1.26523
30,2.0668,6.2788,1.59106
31,2.1357,6.9128,1.58748
32,2.2046,5.2456,1.99636
33,2.2735,3.8253,1.45614
34,2.3424,3.0179,1.25554
35,2.4113,1.5015,1.70664
36,2.4802,1.6727,1.51934
37,2.5491,1.7063,1.4991
38,2.618,1.4141,1.2027
39,2.6869,1.3217,0.8404
40,2.7558,1.2834,1.24268
41,2.8247,1.1183,1.81123
42,2.8936,1.7984,1.53775
43,2.9625,1.1111,0.75445
44,3.0314,1.2123,0.84957
45,3.1003,1.0383,1.12353
46,3.1691,1.0385,1.55499
47,3.238,1.0305,1.09045
48,3.3069,0.4388,1.03336
49,3.3758,0.705,0.93674
50,3.4447,0.9649,1.69593
51,3.5136,0.9861,1.62215
52,3.5825,1.4058,0.74144
53,3.6514,1.2169,0.89668
54,3.7203,2.7058,0.86093
55,3.7892,4.0466,0.65633
56,3.8581,6.8017,1.53858
57,3.927,6.4763,2.1791
58,3.9959,5.5513,2.82584
59,4.0648,4.4957,3.91916
60,4.1337,3.5602,3.06788
61,4.2026,5.2028,2.42319
62,4.2715,4.6826,2.46358
63,4.3404,9.0522,2.70199
64,4.4092,12.4424,2.72705
65,4.4781,14.6015,2.98376
66,4.547,14.7752,3.48247
67,4.6159,10.7918,3.05996
68,4.6848,6.524,3.01319
69,4.7537,5.0148,1.86742
70,4.8226,4.1733,1.26429
71,4.8915,4.3597,1.44488
72,4.9604,2.6849,1.92806
73,5.0293,2.23,1.91524
74,5.0982,2.6276,1.96417
75,5.1671,3.354,1.44481
76,5.236,3.8223,1.66329
77,5.3049,4.7265,1.23047
78,5.3738,3.488,1.01065
79,5.4427,2.4354,1.74493
80,5.5116,2.5316,1.51817
81,5.5805,2.6027,1.14783
82,5.6493,2.8116,0.93887
83,5.7182,2.6972,0.98028
84,5.7871,1.7748,1.52816
85,5.856,2.7521,1.40453
86,5.9249,6.8098,1.15473
87,5.9938,7.3389,1.81678
88,6.0627,12.8291,2.0495
89,6.1316,13.5112,2.39545
90,6.2005,14.4364,2.25392
91,6.2694,23.7459,2.87067
92,6.3383,35.5919,4.94106
93,6.4072,38.5692,6.97089
94,6.4761,32.0629,7.0455
95,6.545,18.6997,5.82813
96,6.6139,10.9667,4.38162
97,6.6828,6.6671,2.77498
98,6.7517,11.1961,3.58108
99,6.8206,17.9622,4.22657
100,6.8895,16.2687,4.12293
101,6.9583,10.4437,3.58256
102,7.0272,7.4893,2.13132
103,7.0961,5.3193,2.07463
104,7.165,5.1742,2.44264
105,7.2339,4.0141,1.47267
106,7.3028,3.7501,1.49396
107,7.3717,3.3121,1.04404
108,7.4406,3.0383,1.50734
109,7.5095,1.2576,1.24681
110,7.5784,1.6645,1.5636
111,7.6473,3.3644,2.14002
112,7.7162,4.4352,1.91688
113,7.7851,3.7588,1.70766
114,7.854,4.0343,2.31236
115,7.9229,1.4891,1.9658
116,7.9918,1.3211,1.85364
117,8.0607,1.8295,1.24531
118,8.1296,0.8931,1.55864
119,8.1984,2.2873,1.84964
120,8.2673,8.2409,1.65553
121,8.3362,6.7806,1.20925
122,8.4051,5.5265,1.19999
123,8.474,9.9622,1.26788
124,8.5429,13.6992,1.88531
125,8.6118,14.5976,2.51442
126,8.6807,17.9479,3.18606
127,8.7496,18.1292,3.72013
128,8.8185,15.9566,4.11584
129,8.8874,16.3405,3.60206
130,8.9563,20.2499,4.65412
131,9.0252,31.1351,5.89742
132,9.0941,41.4109,5.60267
133,9.163,46.0085,5.79619
134,9.2319,44.6219,7.86885
135,9.3008,39.0307,7.36966
136,9.3697,29.4879,5.46762
137,9.4385,18.5478,3.92635
138,9.5074,15.0771,3.97118
139,9.5763,13.2972,3.62895
140,9.6452,11.9028,2.82108
141,9.7141,10.9411,2.89007
142,9.783,9.9654,2.23202
143,9.8519,7.227,2.4823
144,9.9208,3.8477,1.85437
145,9.9897,2.4134,1.80746
146,10.0586,2.7333,1.85449
147,10.1275,3.3155,1.39619
148,10.1964,2.4583,0.83641
149,10.2653,1.8455,1.23023
150,10.3342,1.1839,1.14931
151,10.4031,1.0464,1.52348
152,10.472,1.2442,1.19027
153,10.5409,1.3182,1.17962
154,10.6098,1.3807,1.01462
155,10.6786,1.4345,1.19089
156,10.7475,0.9194,1.60441
157,10.8164,1.6516,2.08487
158,10.8853,2.8763,2.33465
159,10.9542,2.7093,2.46819
160,11.0231,2.6328,2.02719
161,11.092,3.4104,1.53135
162,11.1609,3.0574,1.93818
163,11.2298,3.266,1.87721
164,11.2987,7.6444,1.87731
165,11.3676,9.8071,1.81102
166,11.4365,10.4162,1.6737
167,11.5054,9.3564,1.59314
168,11.5743,7.9256,1.59875
169,11.6432,8.7492,2.03087
170,11.7121,9.6368,2.03836
171,11.781,9.1743,2.38081
172,11.8499,7.8951,3.28173
173,11.9187,5.8917,2.73541
174,11.9876,6.5542,2.4527
175,12.0565,10.6323,3.51383
176,12.1254,12.6801,3.39347
177,12.1943,15.0857,3.23318
