X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,4.74759,0.0000,4.70487,0.0000,3.08681,0.0000,2.83922,0.0000,2.54091,0.0000,3.58371
0.0689,5.36052,0.0689,5.53010,0.0689,2.46497,0.0689,1.58052,0.0689,2.03202,0.0689,3.61610
0.1378,6.62641,0.1378,3.86558,0.1378,1.97789,0.1378,1.91258,0.1378,2.07366,0.1378,2.64176
0.2067,5.86458,0.2067,3.36738,0.2067,2.27658,0.2067,1.54003,0.2067,2.12467,0.2067,2.65450
0.2756,4.25712,0.2756,2.45695,0.2756,1.96046,0.2756,1.79380,0.2756,2.33067,0.2756,2.52840
0.3445,4.49936,0.3445,2.62977,0.3445,2.06288,0.3445,2.59558,0.3445,2.73824,0.3445,3.37197
0.4134,5.98004,0.4134,1.96850,0.4134,2.49119,0.4134,2.80584,0.4134,1.93062,0.4134,2.67217
0.4823,5.97355,0.4823,1.71744,0.4823,2.38248,0.4823,2.75592,0.4823,1.68852,0.4823,2.02305
0.5512,5.54943,0.5512,2.18760,0.5512,2.75099,0.5512,1.77375,0.5512,1.33497,0.5512,2.77259
0.6201,4.26653,0.6201,1.64727,0.6201,2.96645,0.6201,1.41420,0.6201,1.25919,0.6201,2.43271
0.6889,2.95401,0.6889,1.08319,0.6889,1.22662,0.6889,2.18322,0.6889,1.55318,0.6889,2.73120
0.7578,3.44225,0.7578,1.02343,0.7578,1.43221,0.7578,2.52209,0.7578,1.80548,0.7578,2.74697
0.8267,3.13465,0.8267,0.90972,0.8267,1.62177,0.8267,2.80457,0.8267,1.65406,0.8267,2.26732
0.8956,2.99826,0.8956,0.78017,0.8956,1.80918,0.8956,2.21679,0.8956,1.52834,0.8956,1.77574
0.9645,2.22703,0.9645,1.77744,0.9645,2.49491,0.9645,1.95598,0.9645,1.44211,0.9645,1.27616
1.0334,1.50242,1.0334,1.18184,1.0334,2.80839,1.0334,1.77921,1.0334,1.48008,1.0334,1.21088
1.1023,1.73530,1.1023,1.77135,1.1023,2.20814,1.1023,1.59607,1.1023,1.53260,1.1023,1.04988
1.1712,1.89487,1.1712,1.65623,1.1712,2.32829,1.1712,0.87622,1.1712,1.88864,1.1712,0.67811
1.2401,1.36336,1.2401,2.26256,1.2401,2.12712,1.2401,1.33478,1.2401,1.84632,1.2401,1.02409
1.3090,1.62947,1.3090,2.33625,1.3090,2.92963,1.3090,1.57534,1.3090,1.31506,1.3090,1.45062
1.3779,1.52623,1.3779,2.98025,1.3779,3.52949,1.3779,1.40151,1.3779,1.77245,1.3779,1.63178
1.4468,1.52529,1.4468,2.46022,1.4468,3.24297,1.4468,1.51156,1.4468,1.46553,1.4468,1.53796
1.5157,1.66691,1.5157,1.83875,1.5157,2.46423,1.5157,1.51266,1.5157,1.71247,1.5157,1.72312
1.5846,2.05826,1.5846,1.38990,1.5846,2.39655,1.5846,2.48424,1.5846,1.51087,1.5846,2.38673
1.6535,2.44754,1.6535,1.37955,1.6535,2.04154,1.6535,2.86911,1.6535,1.70738,1.6535,2.09508
1.7224,3.40978,1.7224,1.32874,1.7224,2.38941,1.7224,2.39446,1.7224,1.68109,1.7224,2.51473
1.7913,3.85857,1.7913,1.41456,1.7913,3.03744,1.7913,3.32323,1.7913,2.14595,1.7913,2.26010
1.8602,5.34023,1.8602,1.61021,1.8602,4.59714,1.8602,3.75210,1.8602,2.55333,1.8602,2.89293
1.9290,7.07335,1.9290,1.41337,1.9290,4.97206,1.9290,3.25511,1.9290,1.65349,1.9290,2.69700
1.9979,6.28962,1.9979,1.33000,1.9979,4.10810,1.9979,4.65058,1.9979,1.77913,1.9979,2.54908
2.0668,4.15314,2.0668,2.25919,2.0668,4.35582,2.0668,4.65486,2.0668,1.43539,2.0668,2.52765
2.1357,3.63127,2.1357,2.72747,2.1357,3.99080,2.1357,5.35779,2.1357,1.17059,2.1357,2.47367
2.2046,2.45751,2.2046,1.62769,2.2046,4.43150,2.2046,6.06877,2.2046,1.45202,2.2046,3.54041
2.2735,1.92825,2.2735,1.67587,2.2735,4.46457,2.2735,5.61842,2.2735,0.77478,2.2735,2.95854
2.3424,2.21184,2.3424,2.02109,2.3424,3.81848,2.3424,4.13932,2.3424,0.74201,2.3424,2.94099
2.4113,2.04655,2.4113,2.55508,2.4113,2.88387,2.4113,3.94390,2.4113,1.41248,2.4113,3.90253
2.4802,1.66828,2.4802,2.06449,2.4802,1.93588,2.4802,5.17838,2.4802,1.58533,2.4802,4.24748
2.5491,1.19262,2.5491,1.34054,2.5491,1.75728,2.5491,4.99141,2.5491,1.05297,2.5491,3.98795
