X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,18.8421,0.0000,44.8752,0.0000,25.151,0.0000,31.9668,0.0000,12.9308
0.0689,12.3529,0.0689,53.4293,0.0689,29.910,0.0689,30.6704,0.0689,19.0819
0.1378,11.2811,0.1378,56.4372,0.1378,36.102,0.1378,31.0961,0.1378,28.7308
0.2067,11.1143,0.2067,48.9829,0.2067,40.396,0.2067,27.5632,0.2067,37.4571
0.2756,10.3110,0.2756,32.3637,0.2756,36.311,0.2756,23.1411,0.2756,28.7479
0.3445,8.4739,0.3445,21.3026,0.3445,31.570,0.3445,14.0621,0.3445,20.3352
0.4134,8.6908,0.4134,13.4111,0.4134,31.684,0.4134,6.2058,0.4134,14.6234
0.4823,6.2978,0.4823,8.4643,0.4823,23.512,0.4823,3.5300,0.4823,16.9152
0.5512,4.3885,0.5512,6.8910,0.5512,17.636,0.5512,2.9690,0.5512,17.8313
0.6201,3.6390,0.6201,8.2732,0.6201,9.128,0.6201,4.9257,0.6201,20.3708
0.6889,2.6316,0.6889,11.2969,0.6889,5.430,0.6889,4.6209,0.6889,23.8151
0.7578,1.8967,0.7578,12.0548,0.7578,2.968,0.7578,4.8249,0.7578,27.8681
0.8267,2.1624,0.8267,10.1541,0.8267,3.543,0.8267,6.5028,0.8267,23.5557
0.8956,3.5641,0.8956,8.1512,0.8956,3.980,0.8956,4.9447,0.8956,19.3329
0.9645,3.8945,0.9645,5.2212,0.9645,2.796,0.9645,6.7848,0.9645,19.3967
1.0334,3.1695,1.0334,4.5537,1.0334,4.816,1.0334,7.6543,1.0334,16.6993
1.1023,3.1930,1.1023,4.8168,1.1023,6.975,1.1023,7.2068,1.1023,13.4870
1.1712,3.8286,1.1712,4.0234,1.1712,9.343,1.1712,7.4382,1.1712,12.0712
1.2401,5.0315,1.2401,2.9469,1.2401,11.948,1.2401,7.1644,1.2401,7.7375
1.3090,5.4074,1.3090,3.3496,1.3090,14.245,1.3090,12.1007,1.3090,8.3531
1.3779,4.4684,1.3779,3.3129,1.3779,19.786,1.3779,18.5679,1.3779,7.6213
1.4468,3.0393,1.4468,4.5793,1.4468,25.933,1.4468,25.5873,1.4468,8.0997
1.5157,2.0186,1.5157,6.0667,1.5157,28.735,1.5157,28.1914,1.5157,10.4171
1.5846,1.8234,1.5846,7.4876,1.5846,29.115,1.5846,28.8569,1.5846,11.2191
1.6535,1.3995,1.6535,8.2753,1.6535,26.787,1.6535,28.9017,1.6535,13.5679
1.7224,3.0605,1.7224,8.7657,1.7224,16.183,1.7224,35.2156,1.7224,14.9445
1.7913,5.8259,1.7913,9.6286,1.7913,10.479,1.7913,37.9542,1.7913,18.7668
1.8602,9.9005,1.8602,8.4035,1.8602,7.199,1.8602,35.6512,1.8602,21.8275
1.9290,12.7967,1.9290,8.7452,1.9290,7.526,1.9290,29.9759,1.9290,20.4182
1.9979,13.7158,1.9979,11.4024,1.9979,9.657,1.9979,27.6519,1.9979,23.1279
2.0668,12.8160,2.0668,7.0848,2.0668,10.415,2.0668,23.0182,2.0668,22.1488
2.1357,9.2377,2.1357,6.4210,2.1357,10.145,2.1357,17.0961,2.1357,18.7363
2.2046,6.5588,2.2046,5.0849,2.2046,7.470,2.2046,12.3081,2.2046,12.6811
2.2735,6.0858,2.2735,4.7852,2.2735,7.437,2.2735,11.1990,2.2735,10.8708
2.3424,6.7003,2.3424,7.4362,2.3424,9.790,2.3424,9.4481,2.3424,9.1333
2.4113,6.9637,2.4113,7.4251,2.4113,11.181,2.4113,8.3122,2.4113,8.9054
2.4802,6.3868,2.4802,7.1662,2.4802,8.468,2.4802,9.8846,2.4802,14.0896
2.5491,4.9885,2.5491,6.5084,2.5491,6.988,2.5491,12.8274,2.5491,17.6188
2.6180,5.7230,2.6180,5.4342,2.6180,2.648,2.6180,16.8390,2.6180,22.9345
2.6869,6.0002,2.6869,3.9588,2.6869,1.823,2.6869,15.6636,2.6869,22.3933
2.7558,4.8194,2.7558,2.9095,2.7558,1.648,2.7558,12.8052,2.7558,15.6263
