X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,4.9437,0.0000,20.4965,0.0000,37.3814,0.0000,7.9121,0.0000,38.0433,0.0000,20.1993
0.0689,7.3665,0.0689,30.9175,0.0689,38.7457,0.0689,9.0925,0.0689,37.7710,0.0689,18.3498
0.1378,6.9928,0.1378,39.8169,0.1378,38.6638,0.1378,8.2650,0.1378,22.8897,0.1378,23.4101
0.2067,6.9169,0.2067,40.8551,0.2067,40.9059,0.2067,5.5598,0.2067,12.9181,0.2067,29.8727
0.2756,7.8852,0.2756,32.6768,0.2756,46.4478,0.2756,4.8469,0.2756,6.0605,0.2756,33.7982
0.3445,11.9295,0.3445,25.2721,0.3445,47.4184,0.3445,5.9217,0.3445,5.3546,0.3445,27.9612
0.4134,15.6390,0.4134,21.2013,0.4134,40.4623,0.4134,5.0095,0.4134,5.1859,0.4134,24.8101
0.4823,12.9691,0.4823,19.6408,0.4823,30.5946,0.4823,4.0107,0.4823,2.6243,0.4823,16.6215
0.5512,11.1650,0.5512,18.9073,0.5512,24.0708,0.5512,4.4962,0.5512,3.0649,0.5512,8.6238
0.6201,10.5039,0.6201,20.6520,0.6201,20.2729,0.6201,3.5057,0.6201,1.5854,0.6201,5.6826
0.6889,11.9771,0.6889,20.5613,0.6889,15.2902,0.6889,2.9261,0.6889,2.3831,0.6889,3.6671
0.7578,15.3241,0.7578,17.4138,0.7578,12.2715,0.7578,4.9146,0.7578,3.1198,0.7578,1.6150
0.8267,16.8589,0.8267,18.8409,0.8267,12.7295,0.8267,7.2843,0.8267,5.0321,0.8267,2.1759
0.8956,17.1146,0.8956,18.1279,0.8956,12.7898,0.8956,6.0517,0.8956,6.4978,0.8956,1.7736
0.9645,16.3844,0.9645,15.3353,0.9645,15.4432,0.9645,7.6068,0.9645,3.5586,0.9645,3.3044
1.0334,16.3518,1.0334,12.6522,1.0334,17.1918,1.0334,7.1628,1.0334,3.2951,1.0334,2.3978
1.1023,12.8483,1.1023,9.3335,1.1023,17.4730,1.1023,8.8456,1.1023,3.4073,1.1023,3.9416
1.1712,12.3801,1.1712,7.4746,1.1712,16.6920,1.1712,8.1222,1.1712,5.1386,1.1712,4.0264
1.2401,8.9186,1.2401,8.0345,1.2401,15.7136,1.2401,6.5247,1.2401,5.0341,1.2401,6.0377
1.3090,7.2205,1.3090,8.0995,1.3090,17.2832,1.3090,4.8149,1.3090,6.2884,1.3090,5.5610
1.3779,5.9391,1.3779,6.6112,1.3779,16.4321,1.3779,4.4041,1.3779,10.6505,1.3779,5.7591
1.4468,4.5655,1.4468,5.2743,1.4468,13.7856,1.4468,2.7540,1.4468,13.5123,1.4468,6.9017
1.5157,4.6511,1.5157,6.3230,1.5157,9.2838,1.5157,2.4794,1.5157,13.5284,1.5157,6.2681
1.5846,4.1387,1.5846,4.9345,1.5846,6.0017,1.5846,2.0291,1.5846,11.3970,1.5846,7.3252
1.6535,3.9907,1.6535,5.1057,1.6535,5.2712,1.6535,4.2230,1.6535,10.1545,1.6535,6.0249
1.7224,4.4839,1.7224,6.0683,1.7224,3.7192,1.7224,4.9498,1.7224,9.6810,1.7224,4.7950
1.7913,6.4862,1.7913,6.7450,1.7913,3.6938,1.7913,6.7211,1.7913,10.0124,1.7913,5.2780
1.8602,6.7148,1.8602,7.0363,1.8602,4.6311,1.8602,7.7603,1.8602,9.4469,1.8602,7.0974
1.9290,5.5536,1.9290,6.8025,1.9290,7.4021,1.9290,6.1402,1.9290,7.8204,1.9290,6.7856
1.9979,3.5076,1.9979,8.7178,1.9979,6.6374,1.9979,4.9786,1.9979,7.5623,1.9979,5.0151
2.0668,3.5711,2.0668,9.3725,2.0668,9.9923,2.0668,4.3173,2.0668,5.2678,2.0668,3.9494
2.1357,2.6181,2.1357,8.7693,2.1357,11.5663,2.1357,5.4083,2.1357,3.9319,2.1357,3.7686
2.2046,2.9208,2.2046,9.3299,2.2046,12.1697,2.2046,6.8854,2.2046,3.0791,2.2046,3.4613
2.2735,2.8682,2.2735,9.8282,2.2735,9.9504,2.2735,12.2757,2.2735,3.8864,2.2735,4.1729
2.3424,2.6954,2.3424,8.9851,2.3424,10.1746,2.3424,14.3304,2.3424,4.5774,2.3424,4.1575
2.4113,2.5708,2.4113,9.1613,2.4113,10.2735,2.4113,14.8345,2.4113,6.3040,2.4113,3.4533
2.4802,4.2198,2.4802,8.2644,2.4802,9.5370,2.4802,13.1108,2.4802,7.7717,2.4802,4.7740
2.5491,6.8144,2.5491,10.8951,2.5491,7.8652,2.5491,11.7799,2.5491,9.6326,2.5491,4.9112
2.6180,7.3637,2.6180,11.8544,2.6180,7.5848,2.6180,12.0929,2.6180,11.7739,2.6180,6.1074
2.6869,8.2938,2.6869,10.9407,2.6869,6.2761,2.6869,11.0669,2.6869,18.0460,2.6869,9.2943
2.7558,8.8571,2.7558,14.6333,2.7558,4.3259,2.7558,10.6991,2.7558,19.5320,2.7558,11.5190
2.8247,10.5947,2.8247,11.6942,2.8247,3.4319,2.8247,10.3313,2.8247,19.3972,2.8247,12.5271
2.8936,8.2065,2.8936,7.0706,2.8936,2.3860,2.8936,9.6828,2.8936,18.9063,2.8936,16.8475
2.9625,5.7512,2.9625,7.6149,2.9625,1.6753,2.9625,10.3051,2.9625,14.8638,2.9625,19.5482
3.0314,3.7469,3.0314,11.1850,3.0314,2.8865,3.0314,8.5771,3.0314,9.5308,3.0314,24.6124
3.1003,5.5442,3.1003,17.5374,3.1003,3.9724,3.1003,7.7846,3.1003,7.1488,3.1003,34.3051
3.1691,4.5854,3.1691,19.9425,3.1691,4.4892,3.1691,7.2903,3.1691,4.6781,3.1691,39.9962
3.2380,4.4393,3.2380,18.3341,3.2380,4.5187,3.2380,8.0581,3.2380,3.0152,3.2380,41.6409
3.3069,3.0608,3.3069,18.1127,3.3069,5.8919,3.3069,8.3925,3.3069,3.5661,3.3069,44.7007
3.3758,3.3842,3.3758,21.7969,3.3758,6.8964,3.3758,9.3685,3.3758,3.7411,3.3758,42.7353
3.4447,5.3558,3.4447,26.3341,3.4447,6.2023,3.4447,9.7095,3.4447,2.7366,3.4447,34.2678
3.5136,6.9978,3.5136,22.5860,3.5136,6.7043,3.5136,8.9963,3.5136,2.5754,3.5136,26.0159
3.5825,9.1386,3.5825,17.3515,3.5825,4.1244,3.5825,6.1569,3.5825,4.2383,3.5825,18.4403
3.6514,10.2966,3.6514,10.5899,3.6514,3.8001,3.6514,6.1596,3.6514,4.2274,3.6514,10.8697
3.7203,13.8315,3.7203,7.6740,3.7203,4.2387,3.7203,5.2342,3.7203,5.9931,3.7203,9.2934
3.7892,19.9057,3.7892,8.1504,3.7892,4.3496,3.7892,4.7856,3.7892,11.0483,3.7892,8.0331
3.8581,22.9799,3.8581,15.0112,3.8581,5.9984,3.8581,5.4062,3.8581,14.5892,3.8581,6.2324
3.9270,23.9409,3.9270,20.2571,3.9270,6.3096,3.9270,4.6595,3.9270,17.7679,3.9270,6.0346
3.9959,22.2210,3.9959,19.3647,3.9959,8.9269,3.9959,4.4253,3.9959,19.9138,3.9959,4.2893
4.0648,18.8763,4.0648,20.6438,4.0648,13.0940,4.0648,4.9957,4.0648,20.3274,4.0648,2.6566
4.1337,14.1784,4.1337,19.5439,4.1337,17.7217,4.1337,6.2760,4.1337,23.2581,4.1337,2.3476
4.2026,9.0739,4.2026,18.7163,4.2026,23.2178,4.2026,6.0132,4.2026,21.6531,4.2026,2.3994
4.2715,6.3668,4.2715,18.1196,4.2715,23.0301,4.2715,5.2767,4.2715,21.0783,4.2715,3.8705
4.3404,4.4343,4.3404,16.0803,4.3404,22.2807,4.3404,3.8524,4.3404,18.7994,4.3404,3.9300
4.4092,2.2581,4.4092,18.2095,4.4092,18.3959,4.4092,3.0155,4.4092,14.6606,4.4092,4.1488
4.4781,2.2962,4.4781,18.7049,4.4781,11.9245,4.4781,2.9544,4.4781,14.0793,4.4781,6.1309
4.5470,2.1380,4.5470,22.6929,4.5470,8.2947,4.5470,2.8017,4.5470,14.0076,4.5470,8.3707
4.6159,3.2183,4.6159,29.2852,4.6159,4.6991,4.6159,2.0538,4.6159,16.3890,4.6159,11.8867
4.6848,2.1009,4.6848,30.7391,4.6848,4.6715,4.6848,3.7095,4.6848,16.2573,4.6848,14.9219
4.7537,1.2373,4.7537,30.6125,4.7537,3.9437,4.7537,4.3695,4.7537,13.1868,4.7537,17.6344
4.8226,2.1009,4.8226,29.2977,4.8226,3.1777,4.8226,6.8296,4.8226,11.0533,4.8226,17.2398
4.8915,1.3480,4.8915,23.8862,4.8915,2.4076,4.8915,10.0792,4.8915,12.2881,4.8915,13.6261
4.9604,1.8335,4.9604,24.2396,4.9604,1.6879,4.9604,11.2495,4.9604,10.2305,4.9604,9.5483
5.0293,1.0214,5.0293,24.5271,5.0293,1.3858,5.0293,9.2790,5.0293,8.8302,5.0293,8.0505
5.0982,2.2188,5.0982,18.3345,5.0982,1.4978,5.0982,8.1415,5.0982,8.8544,5.0982,5.3671
5.1671,3.2472,5.1671,11.8196,5.1671,1.5048,5.1671,9.9721,5.1671,11.6011,5.1671,6.4066
5.2360,3.6469,5.2360,10.9855,5.2360,2.3162,5.2360,10.3943,5.2360,17.6378,5.2360,3.5655
5.3049,6.1120,5.3049,9.3392,5.3049,3.4168,5.3049,10.5243,5.3049,23.5791,5.3049,2.7808
5.3738,11.3272,5.3738,8.6227,5.3738,2.7725,5.3738,15.9970,5.3738,21.9074,5.3738,1.8304
5.4427,18.6044,5.4427,9.1786,5.4427,2.0597,5.4427,19.5287,5.4427,19.7435,5.4427,1.7018
5.5116,18.2112,5.5116,8.1611,5.5116,1.7725,5.5116,19.6268,5.5116,14.4632,5.5116,1.5588
5.5805,11.5061,5.5805,7.8429,5.5805,0.6143,5.5805,20.8913,5.5805,13.1931,5.5805,2.0663
5.6493,5.4151,5.6493,5.7109,5.6493,0.9720,5.6493,23.1838,5.6493,13.5901,5.6493,3.1489
5.7182,2.6750,5.7182,5.7471,5.7182,0.9777,5.7182,25.2961,5.7182,17.0345,5.7182,6.6284
5.7871,2.3040,5.7871,5.5769,5.7871,0.6081,5.7871,18.1375,5.7871,16.4636,5.7871,8.4381
5.8560,1.3181,5.8560,4.7426,5.8560,0.6080,5.8560,12.2796,5.8560,17.6577,5.8560,11.2846
5.9249,1.0859,5.9249,3.5140,5.9249,0.5030,5.9249,10.4058,5.9249,17.5807,5.9249,17.5168
5.9938,0.9295,5.9938,2.4268,5.9938,1.2911,5.9938,11.7781,5.9938,16.9260,5.9938,26.6678
6.0627,1.0092,6.0627,3.3449,6.0627,0.9041,6.0627,14.1826,6.0627,18.5299,6.0627,34.7171
6.1316,0.9462,6.1316,2.1892,6.1316,1.3163,6.1316,16.3780,6.1316,26.0497,6.1316,38.4264
6.2005,0.7526,6.2005,2.6428,6.2005,1.1175,6.2005,14.1162,6.2005,28.8349,6.2005,31.1319
6.2694,0.6099,6.2694,2.5380,6.2694,1.1972,6.2694,10.9142,6.2694,28.3061,6.2694,24.1598
6.3383,0.9723,6.3383,3.3071,6.3383,1.2496,6.3383,8.5746,6.3383,32.5349,6.3383,21.2121
6.4072,1.9788,6.4072,4.9088,6.4072,0.8289,6.4072,7.1482,6.4072,28.9857,6.4072,22.0125
6.4761,2.9524,6.4761,3.6922,6.4761,1.5384,6.4761,7.5784,6.4761,27.1940,6.4761,20.3400
6.5450,4.6906,6.5450,2.0015,6.5450,2.4290,6.5450,8.9560,6.5450,23.1854,6.5450,18.5672
6.6139,8.5774,6.6139,3.6033,6.6139,2.6717,6.6139,10.2409,6.6139,20.1258,6.6139,11.6534
6.6828,8.8933,6.6828,3.7011,6.6828,4.8461,6.6828,12.9128,6.6828,17.2026,6.6828,10.4457
6.7517,6.8956,6.7517,5.1025,6.7517,4.9303,6.7517,13.5917,6.7517,16.8188,6.7517,9.3377
