X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,1.16422,0.0000,1.66832,0.0000,5.11075,0.0000,3.26421,0.0000,6.90562,0.0000,3.28558
0.0689,1.35255,0.0689,3.62563,0.0689,6.39128,0.0689,3.09449,0.0689,7.36736,0.0689,3.13933
0.1378,1.07092,0.1378,4.73449,0.1378,7.12353,0.1378,2.70472,0.1378,6.53566,0.1378,3.96861
0.2067,1.52416,0.2067,5.39029,0.2067,7.69129,0.2067,2.59646,0.2067,5.81522,0.2067,2.77588
0.2756,1.93985,0.2756,5.50116,0.2756,8.89713,0.2756,1.32457,0.2756,4.25149,0.2756,3.83742
0.3445,1.46275,0.3445,4.59479,0.3445,8.07672,0.3445,2.69210,0.3445,2.27619,0.3445,3.21022
0.4134,1.95868,0.4134,3.45532,0.4134,6.70185,0.4134,1.80768,0.4134,1.61363,0.4134,2.03388
0.4823,2.25822,0.4823,2.89078,0.4823,5.58820,0.4823,2.40080,0.4823,1.56570,0.4823,2.10359
0.5512,1.85483,0.5512,3.16363,0.5512,4.99067,0.5512,1.89754,0.5512,1.51088,0.5512,1.31493
0.6201,1.85432,0.6201,3.19640,0.6201,3.97999,0.6201,2.29890,0.6201,1.60839,0.6201,1.90696
0.6889,1.53423,0.6889,2.95734,0.6889,3.90486,0.6889,1.60709,0.6889,0.79647,0.6889,1.39145
0.7578,1.76888,0.7578,3.62361,0.7578,3.13806,0.7578,1.58961,0.7578,1.09800,0.7578,0.82308
0.8267,1.80086,0.8267,3.51765,0.8267,3.00962,0.8267,1.99431,0.8267,1.61101,0.8267,1.27941
0.8956,1.69070,0.8956,2.86431,0.8956,3.87882,0.8956,1.35795,0.8956,2.17547,0.8956,1.03895
0.9645,2.30874,0.9645,2.41112,0.9645,3.81040,0.9645,2.56192,0.9645,2.57476,0.9645,1.30702
1.0334,2.96969,1.0334,2.26145,1.0334,4.44816,1.0334,2.77421,1.0334,1.81395,1.0334,0.71950
1.1023,1.90057,1.1023,1.42930,1.1023,4.95060,1.1023,3.12598,1.1023,1.54899,1.1023,0.69793
1.1712,1.95130,1.1712,1.22017,1.1712,3.61969,1.1712,2.73733,1.1712,1.56602,1.1712,0.93640
1.2401,1.73663,1.2401,0.98840,1.2401,3.57679,1.2401,3.11046,1.2401,1.90010,1.2401,1.23306
1.3090,1.39989,1.3090,1.40246,1.3090,4.14350,1.3090,2.38354,1.3090,1.50999,1.3090,0.65583
1.3779,1.00145,1.3779,1.21744,1.3779,2.68293,1.3779,2.09458,1.3779,2.41172,1.3779,0.93160
1.4468,1.15722,1.4468,1.10657,1.4468,3.03631,1.4468,1.71726,1.4468,2.90086,1.4468,1.20770
1.5157,0.76177,1.5157,1.51040,1.5157,2.91943,1.5157,1.59317,1.5157,2.98040,1.5157,1.38935
1.5846,0.69371,1.5846,1.01077,1.5846,2.23423,1.5846,1.94265,1.5846,2.95820,1.5846,0.86778
1.6535,1.21633,1.6535,0.89414,1.6535,1.94895,1.6535,1.77766,1.6535,2.43070,1.6535,0.79365
1.7224,1.04259,1.7224,1.12578,1.7224,1.35695,1.7224,1.74433,1.7224,2.92256,1.7224,0.87641
1.7913,0.82764,1.7913,1.14450,1.7913,1.27668,1.7913,2.05175,1.7913,1.90529,1.7913,0.95631
1.8602,0.80288,1.8602,0.85368,1.8602,0.85702,1.8602,2.74103,1.8602,2.55905,1.8602,1.41161
1.9290,0.81139,1.9290,1.42879,1.9290,2.03500,1.9290,4.23267,1.9290,2.39727,1.9290,1.58521
1.9979,0.44929,1.9979,0.92781,1.9979,2.10441,1.9979,3.48163,1.9979,2.57206,1.9979,1.75410
2.0668,0.60409,2.0668,1.57478,2.0668,1.88760,2.0668,2.51521,2.0668,2.55187,2.0668,1.80605
2.1357,0.52006,2.1357,2.54932,2.1357,2.17401,2.1357,2.36056,2.1357,3.32445,2.1357,1.42024
2.2046,0.63118,2.2046,3.14040,2.2046,2.24121,2.2046,1.61713,2.2046,3.03672,2.2046,1.43981
2.2735,0.81354,2.2735,2.53037,2.2735,1.99446,2.2735,2.19920,2.2735,2.52600,2.2735,1.38630
2.3424,0.69958,2.3424,2.28608,2.3424,2.01577,2.3424,2.10963,2.3424,2.63845,2.3424,0.95863
