X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,3.4375,0.0000,5.30339,0.0000,4.13573,0.0000,2.50380
0.0689,4.0298,0.0689,5.69951,0.0689,4.62284,0.0689,3.02698
0.1378,3.9404,0.1378,6.35256,0.1378,3.09791,0.1378,3.93069
0.2067,3.8129,0.2067,6.17463,0.2067,3.61926,0.2067,3.82624
0.2756,3.4264,0.2756,5.94357,0.2756,2.34486,0.2756,3.86896
0.3445,2.9984,0.3445,5.10782,0.3445,2.25894,0.3445,3.72471
0.4134,2.7292,0.4134,3.49392,0.4134,2.20838,0.4134,3.09816
0.4823,3.3349,0.4823,2.94178,0.4823,2.00583,0.4823,4.39327
0.5512,4.5524,0.5512,2.83475,0.5512,1.93124,0.5512,4.03453
0.6201,4.1825,0.6201,2.74464,0.6201,1.62524,0.6201,3.21078
0.6889,3.2591,0.6889,2.95470,0.6889,1.41122,0.6889,2.84402
0.7578,3.3333,0.7578,2.62259,0.7578,1.50829,0.7578,2.86807
0.8267,1.9474,0.8267,2.50709,0.8267,1.65152,0.8267,2.52999
0.8956,3.3867,0.8956,2.18918,0.8956,1.45298,0.8956,2.90557
0.9645,2.9478,0.9645,1.47085,0.9645,1.12040,0.9645,3.46108
1.0334,2.5038,1.0334,1.28773,1.0334,1.47052,1.0334,2.50897
1.1023,1.8095,1.1023,1.45983,1.1023,1.27897,1.1023,1.83766
1.1712,1.9794,1.1712,1.34716,1.1712,1.02950,1.1712,2.11303
1.2401,2.4237,1.2401,1.72036,1.2401,1.98047,1.2401,1.65063
1.3090,1.7555,1.3090,1.54882,1.3090,2.00821,1.3090,1.45493
1.3779,2.2213,1.3779,1.46885,1.3779,2.49894,1.3779,1.60886
1.4468,1.9829,1.4468,1.88175,1.4468,2.69684,1.4468,1.51374
1.5157,1.5247,1.5157,1.49223,1.5157,2.56621,1.5157,1.24937
1.5846,1.3809,1.5846,1.41362,1.5846,2.05728,1.5846,1.90249
1.6535,0.9652,1.6535,1.35562,1.6535,2.45053,1.6535,1.18399
1.7224,0.7566,1.7224,1.08319,1.7224,2.49033,1.7224,1.04151
1.7913,1.4103,1.7913,1.57155,1.7913,2.60972,1.7913,0.85499
1.8602,0.8086,1.8602,0.98361,1.8602,1.94057,1.8602,0.63334
1.9290,0.8815,1.9290,0.78735,1.9290,1.67823,1.9290,0.73240
1.9979,0.7403,1.9979,1.18192,1.9979,1.48710,1.9979,0.61712
2.0668,1.0679,2.0668,1.30093,2.0668,2.13665,2.0668,0.64175
2.1357,1.2424,2.1357,1.48795,2.1357,1.85693,2.1357,1.45243
2.2046,1.3161,2.2046,1.28250,2.2046,1.51321,2.2046,0.89404
2.2735,1.2302,2.2735,1.74790,2.2735,2.09381,2.2735,1.09797
2.3424,1.2929,2.3424,1.87404,2.3424,2.20777,2.3424,0.48850
2.4113,0.7496,2.4113,2.53953,2.4113,2.11007,2.4113,0.92943
2.4802,0.7641,2.4802,2.48999,2.4802,2.49538,2.4802,1.42326
2.5491,0.5408,2.5491,2.02844,2.5491,2.50047,2.5491,1.31848
2.6180,0.6584,2.6180,1.27362,2.6180,2.15261,2.6180,1.18950
2.6869,0.4035,2.6869,1.62750,2.6869,2.49291,2.6869,1.38055
2.7558,0.2350,2.7558,2.15448,2.7558,2.26809,2.7558,1.22501
2.8247,0.5927,2.8247,2.29736,2.8247,2.39056,2.8247,0.75568
2.8936,0.9036,2.8936,1.67105,2.8936,2.45191,2.8936,1.19557
2.9625,0.6343,2.9625,1.66546,2.9625,2.51325,2.9625,1.35770
3.0314,0.8533,3.0314,1.58804,3.0314,2.66022,3.0314,1.60282
3.1003,0.8002,3.1003,1.25120,3.1003,2.58068,3.1003,1.61378
3.1691,0.7519,3.1691,1.20688,3.1691,1.56936,3.1691,1.94335
3.2380,0.9420,3.2380,1.09722,3.2380,1.44958,3.2380,2.96947
3.3069,0.9178,3.3069,1.16012,3.3069,2.05639,3.3069,3.56992
3.3758,1.0530,3.3758,1.44742,3.3758,1.59934,3.3758,3.91283
3.4447,0.7226,3.4447,1.58017,3.4447,1.73863,3.4447,4.97574
3.5136,0.6993,3.5136,2.18097,3.5136,1.70836,3.5136,4.35134
3.5825,1.3304,3.5825,2.14369,3.5825,2.25971,3.5825,3.76341
3.6514,1.2623,3.6514,1.47750,3.6514,2.02766,3.6514,3.05967
3.7203,0.6852,3.7203,1.30666,3.7203,2.40993,3.7203,2.98373
