X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,30.6586,0.0000,8.2436,0.0000,13.5457,0.0000,37.1545
0.0689,32.3869,0.0689,13.1030,0.0689,18.1533,0.0689,37.0959
0.1378,32.2302,0.1378,15.2153,0.1378,14.4379,0.1378,33.9453
0.2067,33.2891,0.2067,14.8575,0.2067,9.6387,0.2067,26.6737
0.2756,29.4216,0.2756,15.2248,0.2756,9.1367,0.2756,14.7882
0.3445,26.3745,0.3445,12.0940,0.3445,8.7012,0.3445,9.2769
0.4134,20.5164,0.4134,9.7654,0.4134,7.6111,0.4134,7.5111
0.4823,25.9229,0.4823,7.5769,0.4823,8.0818,0.4823,6.0457
0.5512,27.6451,0.5512,7.8771,0.5512,9.8425,0.5512,4.9110
0.6201,25.5781,0.6201,6.0796,0.6201,9.2009,0.6201,5.3973
0.6889,20.9979,0.6889,4.8825,0.6889,9.1426,0.6889,8.7368
0.7578,13.1650,0.7578,3.7780,0.7578,7.1020,0.7578,10.8197
0.8267,9.4015,0.8267,2.6859,0.8267,7.3402,0.8267,14.5508
0.8956,10.7188,0.8956,2.4826,0.8956,11.1722,0.8956,14.5015
0.9645,8.9843,0.9645,1.5903,0.9645,8.6618,0.9645,17.5377
1.0334,8.2420,1.0334,2.1743,1.0334,7.9019,1.0334,21.8091
1.1023,10.3648,1.1023,2.1961,1.1023,8.6736,1.1023,22.5541
1.1712,12.4756,1.1712,2.3699,1.1712,9.1211,1.1712,19.1380
1.2401,14.8835,1.2401,1.5512,1.2401,5.5903,1.2401,9.7156
1.3090,11.9047,1.3090,2.5136,1.3090,6.0467,1.3090,5.8601
1.3779,8.1125,1.3779,2.6341,1.3779,7.2412,1.3779,4.6241
1.4468,4.6835,1.4468,5.3697,1.4468,9.9328,1.4468,3.1596
1.5157,4.4106,1.5157,8.6147,1.5157,6.3683,1.5157,2.0822
1.5846,7.1511,1.5846,14.1528,1.5846,3.6715,1.5846,1.8394
1.6535,8.7395,1.6535,21.8954,1.6535,5.2814,1.6535,3.6854
1.7224,9.7042,1.7224,25.2437,1.7224,7.0081,1.7224,3.7497
1.7913,13.5414,1.7913,26.5801,1.7913,9.6856,1.7913,4.6815
1.8602,16.1889,1.8602,31.1840,1.8602,9.9360,1.8602,3.5762
1.9290,19.5415,1.9290,41.6563,1.9290,8.4381,1.9290,2.9736
1.9979,18.9216,1.9979,49.4806,1.9979,14.1413,1.9979,3.1689
2.0668,14.3611,2.0668,49.0461,2.0668,27.7806,2.0668,3.5178
2.1357,8.1037,2.1357,45.1405,2.1357,40.2703,2.1357,4.5208
2.2046,4.9571,2.2046,30.9971,2.2046,47.7581,2.2046,4.8609
2.2735,3.1275,2.2735,21.2937,2.2735,39.2306,2.2735,3.0115
2.3424,1.6569,2.3424,17.3618,2.3424,33.3894,2.3424,3.5851
2.4113,1.1727,2.4113,19.4797,2.4113,28.3002,2.4113,7.0199
2.4802,1.3376,2.4802,25.6122,2.4802,22.0735,2.4802,16.1916
2.5491,2.4118,2.5491,37.3037,2.5491,19.1694,2.5491,23.7708
2.6180,1.6705,2.6180,47.5500,2.6180,18.4016,2.6180,27.4385
2.6869,1.7381,2.6869,55.2994,2.6869,14.9619,2.6869,18.4290
2.7558,1.0138,2.7558,54.4302,2.7558,16.0371,2.7558,7.6864
2.8247,0.5897,2.8247,46.4613,2.8247,13.4532,2.8247,6.5058
2.8936,0.7230,2.8936,35.2505,2.8936,9.5744,2.8936,6.4990
2.9625,0.9697,2.9625,24.8959,2.9625,5.3177,2.9625,5.6441
3.0314,1.0191,3.0314,22.8210,3.0314,4.9948,3.0314,3.8544
3.1003,1.2259,3.1003,17.9063,3.1003,6.2689,3.1003,3.6328
3.1691,0.5598,3.1691,13.4299,3.1691,8.0838,3.1691,2.1460
3.2380,0.6589,3.2380,12.2715,3.2380,10.1044,3.2380,3.1999
3.3069,1.3300,3.3069,13.4426,3.3069,16.4833,3.3069,4.5959
3.3758,1.8805,3.3758,9.5206,3.3758,17.7846,3.3758,5.1079
3.4447,2.6492,3.4447,7.0319,3.4447,12.7635,3.4447,2.1828
3.5136,4.5132,3.5136,6.4579,3.5136,6.3014,3.5136,1.1003
3.5825,5.8868,3.5825,5.9502,3.5825,3.8842,3.5825,3.3597
3.6514,5.5554,3.6514,6.8026,3.6514,4.0818,3.6514,3.8315
3.7203,6.3294,3.7203,6.5866,3.7203,3.4408,3.7203,4.9452
3.7892,4.8854,3.7892,7.5665,3.7892,3.1557,3.7892,5.5528
3.8581,4.5468,3.8581,6.3647,3.8581,4.6250,3.8581,6.3312
3.9270,3.2740,3.9270,7.4441,3.9270,9.5482,3.9270,5.5875
3.9959,4.4472,3.9959,7.6601,3.9959,13.8845,3.9959,3.8504
4.0648,6.2784,4.0648,9.5529,4.0648,9.9811,4.0648,2.4170
4.1337,9.8145,4.1337,8.4672,4.1337,8.0601,4.1337,2.3720
4.2026,10.4772,4.2026,8.2533,4.2026,4.8503,4.2026,2.5200
4.2715,11.5313,4.2715,7.3500,4.2715,3.5941,4.2715,2.2597
4.3404,10.5789,4.3404,5.1795,4.3404,4.1431,4.3404,3.3380
4.4092,12.0510,4.4092,3.9890,4.4092,3.3829,4.4092,7.0728
4.4781,19.7272,4.4781,2.7241,4.4781,3.8665,4.4781,12.3019
4.5470,31.3927,4.5470,1.8135,4.5470,5.6434,4.5470,15.6546
4.6159,43.2033,4.6159,2.6806,4.6159,5.7603,4.6159,14.1993
4.6848,48.3054,4.6848,4.0531,4.6848,7.1294,4.6848,11.0876
4.7537,44.6455,4.7537,4.1704,4.7537,9.6301,4.7537,6.1686
4.8226,38.0052,4.8226,4.8626,4.8226,10.2566,4.8226,4.4422
4.8915,34.9966,4.8915,4.7177,4.8915,10.7793,4.8915,4.0638
4.9604,35.1654,4.9604,4.8059,4.9604,17.3825,4.9604,3.6470
5.0293,30.9485,5.0293,6.3551,5.0293,28.0414,5.0293,3.1889
5.0982,22.5915,5.0982,10.3873,5.0982,36.6883,5.0982,1.6406
5.1671,15.3315,5.1671,13.6232,5.1671,38.4452,5.1671,1.2929
5.2360,10.8542,5.2360,12.3406,5.2360,31.5415,5.2360,1.3882
5.3049,4.2624,5.3049,9.4198,5.3049,21.8329,5.3049,0.7993
5.3738,2.8354,5.3738,10.3331,5.3738,20.6937,5.3738,1.2132
5.4427,1.5842,5.4427,10.1583,5.4427,14.2860,5.4427,2.1363
5.5116,1.3014,5.5116,9.7860,5.5116,8.3991,5.5116,1.9908
5.5805,0.6873,5.5805,9.2420,5.5805,7.9895,5.5805,3.2604
5.6493,1.3057,5.6493,7.5045,5.6493,8.3036,5.6493,5.6956
5.7182,1.9540,5.7182,6.5695,5.7182,9.8989,5.7182,6.3735
5.7871,2.9072,5.7871,4.6167,5.7871,6.8305,5.7871,9.8609
5.8560,3.8793,5.8560,2.1894,5.8560,3.9565,5.8560,11.1838
5.9249,2.7380,5.9249,2.2915,5.9249,4.4268,5.9249,9.2605
5.9938,3.6791,5.9938,2.0888,5.9938,8.2532,5.9938,9.4569
6.0627,5.6097,6.0627,2.3253,6.0627,13.8376,6.0627,9.8513
6.1316,10.0075,6.1316,3.3448,6.1316,20.7804,6.1316,11.3520
6.2005,11.3722,6.2005,5.1724,6.2005,23.0769,6.2005,11.3283
6.2694,13.4424,6.2694,5.3047,6.2694,19.7504,6.2694,9.1151
6.3383,15.6589,6.3383,4.4078,6.3383,11.8698,6.3383,7.1153
6.4072,17.2970,6.4072,4.9316,6.4072,7.6886,6.4072,8.9032
6.4761,13.9921,6.4761,6.8035,6.4761,4.0867,6.4761,7.3652
6.5450,13.7512,6.5450,6.0299,6.5450,4.0028,6.5450,6.8660
6.6139,12.4180,6.6139,9.0845,6.6139,4.4905,6.6139,6.4410
6.6828,13.6039,6.6828,6.9168,6.6828,5.0775,6.6828,4.4658
6.7517,14.1884,6.7517,7.1001,6.7517,6.6016,6.7517,4.8316
6.8206,12.4210,6.8206,5.5475,6.8206,6.0609,6.8206,4.8272
6.8895,10.9708,6.8895,8.4234,6.8895,8.9326,6.8895,4.6440
6.9583,9.9035,6.9583,9.6473,6.9583,11.2522,6.9583,6.7423
7.0272,6.2919,7.0272,9.3281,7.0272,15.5439,7.0272,8.0614
7.0961,4.3663,7.0961,9.4738,7.0961,10.8900,7.0961,10.3677
7.1650,3.6932,7.1650,12.4079,7.1650,8.3786,7.1650,10.4784
7.2339,4.4998,7.2339,17.1476,7.2339,5.9006,7.2339,13.9778
7.3028,3.7939,7.3028,18.4187,7.3028,3.6495,7.3028,12.3136
7.3717,5.4712,7.3717,25.5538,7.3717,3.7198,7.3717,14.5393
7.4406,8.4919,7.4406,29.2366,7.4406,3.7327,7.4406,14.5583
7.5095,10.4569,7.5095,24.9069,7.5095,8.4289,7.5095,18.1754
7.5784,11.2156,7.5784,17.4728,7.5784,13.8315,7.5784,14.6313
7.6473,10.4441,7.6473,15.0190,7.6473,13.9642,7.6473,13.1604
7.7162,9.1404,7.7162,19.2036,7.7162,13.0968,7.7162,17.4867
7.7851,8.5386,7.7851,20.2967,7.7851,8.1453,7.7851,19.4107
7.8540,8.2516,7.8540,18.0735,7.8540,6.2717,7.8540,20.1065
7.9229,12.1778,7.9229,26.0851,7.9229,2.2574,7.9229,15.4519
7.9918,15.4353,7.9918,40.7289,7.9918,2.1463,7.9918,13.5101
8.0607,26.3090,8.0607,38.2187,8.0607,2.7804,8.0607,10.3763
8.1296,31.7329,8.1296,37.2459,8.1296,2.7858,8.1296,9.6410
8.1984,32.1896,8.1984,37.1900,8.1984,3.8930,8.1984,6.7532
8.2673,26.9532,8.2673,31.9551,8.2673,5.7506,8.2673,4.9426
8.3362,23.5531,8.3362,25.5148,8.3362,5.3748,8.3362,5.1022
8.4051,20.7588,8.4051,24.8957,8.4051,5.2923,8.4051,6.5536
8.4740,17.7886,8.4740,22.2782,8.4740,7.0594,8.4740,8.1400
8.5429,15.3345,8.5429,20.2572,8.5429,8.9921,8.5429,10.1599
8.6118,12.0749,8.6118,19.1191,8.6118,11.0097,8.6118,9.3176
8.6807,11.0345,8.6807,16.2572,8.6807,17.7942,8.6807,9.4423
8.7496,9.8600,8.7496,13.2674,8.7496,20.2564,8.7496,8.2363
8.8185,11.0453,8.8185,15.5627,8.8185,14.0365,8.8185,4.0122
8.8874,12.3408,8.8874,18.8533,8.8874,8.0132,8.8874,3.8623
8.9563,14.8766,8.9563,23.8767,8.9563,6.6683,8.9563,4.8378
9.0252,19.4669,9.0252,25.5645,9.0252,8.2481,9.0252,8.4773
9.0941,19.9184,9.0941,23.0751,9.0941,12.2132,9.0941,8.0322
9.1630,16.7861,9.1630,19.1935,9.1630,16.9763,9.1630,8.4527
9.2319,13.3031,9.2319,15.2260,9.2319,21.3728,9.2319,7.0549
9.3008,12.0028,9.3008,10.2361,9.3008,36.9729,9.3008,8.6691
9.3697,12.1344,9.3697,8.3900,9.3697,67.8831,9.3697,10.5036
9.4385,11.4713,9.4385,6.3456,9.4385,79.1332,9.4385,8.7243
9.5074,9.8148,9.5074,4.1258,9.5074,54.3146,9.5074,10.5288
9.5763,10.3808,9.5763,4.4253,9.5763,36.5815,9.5763,14.8514
