X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,6.8057,0.0000,5.48085,0.0000,3.08997,0.0000,3.23141,0.0000,2.27929
0.0689,10.4497,0.0689,4.71496,0.0689,4.20738,0.0689,2.74619,0.0689,2.69962
0.1378,12.7347,0.1378,3.85174,0.1378,4.11148,0.1378,2.43098,0.1378,3.23001
0.2067,10.5875,0.2067,3.81575,0.2067,4.57806,0.2067,2.39785,0.2067,4.07144
0.2756,7.8919,0.2756,3.87278,0.2756,4.43907,0.2756,2.22700,0.2756,3.93204
0.3445,4.9872,0.3445,2.76235,0.3445,5.16319,0.3445,2.31906,0.3445,3.73652
0.4134,3.1875,0.4134,3.34031,0.4134,5.31745,0.4134,2.31001,0.4134,4.50939
0.4823,3.2698,0.4823,2.86525,0.4823,4.92049,0.4823,2.42493,0.4823,3.88046
0.5512,2.5102,0.5512,1.93522,0.5512,4.62361,0.5512,2.34115,0.5512,3.44250
0.6201,2.8564,0.6201,1.98605,0.6201,4.66786,0.6201,2.27948,0.6201,3.82201
0.6889,3.4199,0.6889,1.04297,0.6889,4.47745,0.6889,2.94736,0.6889,4.90453
0.7578,3.5625,0.7578,0.82602,0.7578,2.06424,0.7578,1.61908,0.7578,4.12482
0.8267,3.7321,0.8267,1.71954,0.8267,1.92692,0.8267,2.40266,0.8267,5.51036
0.8956,2.9701,0.8956,1.03575,0.8956,2.16073,0.8956,4.03505,0.8956,4.03459
0.9645,2.1315,0.9645,1.62062,0.9645,1.91481,0.9645,4.55678,0.9645,4.62383
1.0334,1.6833,1.0334,1.64844,1.0334,1.64331,1.0334,2.94053,1.0334,2.58832
1.1023,1.1240,1.1023,1.10700,1.1023,1.73577,1.1023,3.14803,1.1023,2.61771
1.1712,1.3064,1.1712,0.61648,1.1712,2.02437,1.1712,3.22365,1.1712,1.72341
1.2401,0.9988,1.2401,1.86094,1.2401,2.01632,1.2401,2.23567,1.2401,1.93662
1.3090,2.2220,1.3090,1.88982,1.3090,1.51051,1.3090,2.34855,1.3090,1.70515
1.3779,1.9981,1.3779,2.34988,1.3779,2.44521,1.3779,2.65907,1.3779,1.38504
1.4468,2.3049,1.4468,1.98800,1.4468,2.02563,1.4468,2.18363,1.4468,1.60096
1.5157,2.3698,1.5157,1.57106,1.5157,1.71439,1.5157,1.86610,1.5157,1.45502
1.5846,2.4263,1.5846,1.67656,1.5846,1.18464,1.5846,1.91142,1.5846,1.94980
1.6535,1.1507,1.6535,0.96506,1.6535,0.79320,1.6535,1.53719,1.6535,2.23347
1.7224,1.2505,1.7224,1.27119,1.7224,1.48511,1.7224,1.49902,1.7224,2.18034
1.7913,1.8497,1.7913,0.96672,1.7913,1.13316,1.7913,1.24084,1.7913,2.87678
1.8602,2.1863,1.8602,1.38200,1.8602,1.22130,1.8602,1.02474,1.8602,2.06210
1.9290,2.7062,1.9290,2.09501,1.9290,1.82426,1.9290,0.80359,1.9290,2.06129
1.9979,2.4967,1.9979,2.61401,1.9979,2.14281,1.9979,0.69454,1.9979,1.40520
2.0668,1.9697,2.0668,2.64118,2.0668,2.06918,2.0668,1.01485,2.0668,1.11380
2.1357,1.2942,2.1357,2.09956,2.1357,1.52358,2.1357,1.05499,2.1357,1.13487
2.2046,1.7924,2.2046,2.18877,2.2046,1.84138,2.2046,1.21852,2.2046,1.51947
2.2735,1.9634,2.2735,1.71730,2.2735,1.36807,2.2735,1.60024,2.2735,1.40053
2.3424,3.0142,2.3424,1.36031,2.3424,0.95163,2.3424,2.06267,2.3424,1.56709
2.4113,3.0837,2.4113,1.13335,2.4113,0.86533,2.4113,2.05152,2.4113,0.96810
2.4802,3.2110,2.4802,1.23330,2.4802,1.33857,2.4802,2.33958,2.4802,1.16952
2.5491,3.0926,2.5491,1.39296,2.5491,1.54663,2.5491,2.61773,2.5491,1.13068
2.6180,2.8013,2.6180,1.45384,2.6180,1.85503,2.6180,3.22771,2.6180,0.95494
2.6869,1.7667,2.6869,1.60845,2.6869,1.61454,2.6869,2.91436,2.6869,0.73357
2.7558,2.0392,2.7558,1.56573,2.7558,1.07820,2.7558,2.88294,2.7558,0.68615
2.8247,2.2763,2.8247,1.64827,2.8247,1.18849,2.8247,2.01966,2.8247,0.68201
2.8936,2.1965,2.8936,1.99929,2.8936,1.10208,2.8936,1.39010,2.8936,0.54634
2.9625,2.0940,2.9625,2.42613,2.9625,0.98221,2.9625,1.46988,2.9625,0.25339
3.0314,1.9854,3.0314,2.09416,3.0314,1.35990,3.0314,1.62880,3.0314,0.58847
3.1003,3.4600,3.1003,1.73802,3.1003,1.46320,3.1003,1.93856,3.1003,1.26350
3.1691,3.3619,3.1691,1.88689,3.1691,1.77870,3.1691,1.90818,3.1691,0.74950
3.2380,3.8912,3.2380,2.85813,3.2380,1.91131,3.2380,1.08505,3.2380,0.70448
3.3069,3.6726,3.3069,2.75763,3.3069,2.06244,3.3069,1.93702,3.3069,0.74610
3.3758,3.1108,3.3758,2.78874,3.3758,2.44255,3.3758,1.95242,3.3758,0.85019
3.4447,3.3581,3.4447,2.28453,3.4447,2.52726,3.4447,1.95461,3.4447,0.59571
3.5136,4.0633,3.5136,3.55328,3.5136,2.82113,3.5136,1.65794,3.5136,0.68780
3.5825,4.5783,3.5825,3.38184,3.5825,3.16570,3.5825,1.97514,3.5825,1.14068
3.6514,5.7798,3.6514,3.15100,3.6514,2.66963,3.6514,1.73251,3.6514,1.21206
3.7203,6.6239,3.7203,2.74467,3.7203,2.27925,3.7203,0.99204,3.7203,1.26023
3.7892,6.8978,3.7892,1.45125,3.7892,1.95475,3.7892,1.07274,3.7892,1.29458
