X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,5.402,0.0000,52.1579,0.0000,23.1807,0.0000,20.1067
0.0689,4.711,0.0689,45.8815,0.0689,16.1013,0.0689,26.8702
0.1378,3.632,0.1378,39.2869,0.1378,13.7606,0.1378,28.0786
0.2067,4.159,0.2067,42.7081,0.2067,15.2369,0.2067,29.7873
0.2756,3.953,0.2756,35.5022,0.2756,15.4971,0.2756,30.4638
0.3445,3.576,0.3445,26.6499,0.3445,14.2367,0.3445,31.7679
0.4134,8.932,0.4134,22.2926,0.4134,9.4414,0.4134,27.8007
0.4823,15.180,0.4823,20.7533,0.4823,5.0119,0.4823,25.5339
0.5512,20.549,0.5512,20.6225,0.5512,3.9823,0.5512,24.7395
0.6201,20.255,0.6201,25.5786,0.6201,5.0449,0.6201,18.9435
0.6889,22.091,0.6889,22.9483,0.6889,4.7190,0.6889,17.0823
0.7578,13.415,0.7578,16.4745,0.7578,3.5508,0.7578,18.8905
0.8267,7.529,0.8267,10.9784,0.8267,2.8984,0.8267,18.6966
0.8956,6.966,0.8956,9.7323,0.8956,4.0918,0.8956,15.3712
0.9645,4.779,0.9645,10.5930,0.9645,4.4410,0.9645,14.0912
1.0334,3.935,1.0334,10.2390,1.0334,6.7290,1.0334,14.3963
1.1023,4.003,1.1023,13.4569,1.1023,9.6201,1.1023,13.2316
1.1712,4.869,1.1712,10.3209,1.1712,8.8590,1.1712,11.4288
1.2401,6.027,1.2401,10.1196,1.2401,13.4506,1.2401,9.0818
1.3090,7.119,1.3090,8.9247,1.3090,17.7939,1.3090,7.0511
1.3779,7.224,1.3779,6.6592,1.3779,20.2078,1.3779,6.2738
1.4468,3.687,1.4468,5.0544,1.4468,19.9320,1.4468,5.8799
1.5157,4.497,1.5157,3.0905,1.5157,16.9467,1.5157,4.6351
1.5846,3.843,1.5846,2.5134,1.5846,16.2383,1.5846,4.8340
1.6535,5.088,1.6535,2.4630,1.6535,16.8814,1.6535,3.7613
1.7224,6.649,1.7224,2.3697,1.7224,16.5789,1.7224,3.1701
1.7913,9.035,1.7913,3.9437,1.7913,15.0454,1.7913,3.9289
1.8602,13.104,1.8602,7.8330,1.8602,11.4886,1.8602,3.6740
1.9290,13.554,1.9290,10.7230,1.9290,9.2617,1.9290,3.9102
1.9979,14.322,1.9979,11.1393,1.9979,9.8889,1.9979,4.2303
2.0668,14.405,2.0668,11.0449,2.0668,8.4824,2.0668,3.7770
2.1357,10.494,2.1357,11.5870,2.1357,9.2274,2.1357,3.0082
2.2046,6.212,2.2046,11.6443,2.2046,8.5617,2.2046,3.7845
2.2735,4.646,2.2735,10.8822,2.2735,8.0561,2.2735,3.4558
2.3424,3.393,2.3424,10.4284,2.3424,8.9112,2.3424,3.4522
2.4113,3.545,2.4113,11.3954,2.4113,11.3123,2.4113,2.8764
2.4802,1.481,2.4802,14.0864,2.4802,9.2093,2.4802,2.7602
2.5491,1.481,2.5491,20.9920,2.5491,6.1009,2.5491,2.8021
2.6180,2.189,2.6180,22.8896,2.6180,4.2267,2.6180,2.6435
2.6869,1.871,2.6869,22.2382,2.6869,4.4420,2.6869,2.1403
2.7558,2.288,2.7558,14.8071,2.7558,3.4881,2.7558,2.4266
2.8247,2.378,2.8247,13.5646,2.8247,4.0253,2.8247,2.3673
2.8936,2.121,2.8936,9.6906,2.8936,3.7267,2.8936,3.2512
2.9625,2.013,2.9625,6.7320,2.9625,3.1164,2.9625,5.2908
3.0314,2.426,3.0314,5.1052,3.0314,5.6233,3.0314,7.2852
3.1003,2.255,3.1003,8.0816,3.1003,7.6034,3.1003,9.3343
3.1691,1.589,3.1691,13.0340,3.1691,8.1626,3.1691,14.1663
3.2380,1.927,3.2380,24.9419,3.2380,13.0739,3.2380,18.3614
3.3069,2.980,3.3069,28.2595,3.3069,10.8415,3.3069,26.3176
3.3758,2.484,3.3758,25.3428,3.3758,8.3215,3.3758,37.3697
3.4447,2.154,3.4447,21.0313,3.4447,5.6879,3.4447,45.5943
3.5136,3.084,3.5136,14.8176,3.5136,7.0182,3.5136,40.3219
3.5825,3.241,3.5825,8.8405,3.5825,8.5782,3.5825,29.4669
3.6514,4.068,3.6514,5.1351,3.6514,11.5437,3.6514,17.3435
3.7203,4.225,3.7203,3.3310,3.7203,14.6311,3.7203,9.5680
3.7892,5.187,3.7892,2.4980,3.7892,16.6214,3.7892,5.5821
3.8581,5.699,3.8581,2.2757,3.8581,14.1794,3.8581,5.9402
3.9270,5.467,3.9270,3.4126,3.9270,12.0668,3.9270,5.3158
3.9959,5.192,3.9959,2.8419,3.9959,9.6205,3.9959,7.1344
4.0648,6.185,4.0648,4.4419,4.0648,5.9973,4.0648,8.1283
4.1337,3.395,4.1337,3.8088,4.1337,4.1352,4.1337,8.7390
4.2026,3.213,4.2026,5.1935,4.2026,2.8606,4.2026,8.5962
4.2715,3.733,4.2715,7.3256,4.2715,1.8365,4.2715,5.1654
4.3404,4.235,4.3404,6.5409,4.3404,2.1177,4.3404,3.1481
4.4092,5.071,4.4092,6.8279,4.4092,1.7362,4.4092,2.2824
4.4781,5.994,4.4781,7.2227,4.4781,1.8980,4.4781,2.2525
4.5470,4.547,4.5470,8.2266,4.5470,1.6842,4.5470,2.3165
4.6159,4.565,4.6159,9.0261,4.6159,1.1640,4.6159,2.4852
4.6848,2.503,4.6848,9.1837,4.6848,1.8162,4.6848,1.9656
4.7537,3.014,4.7537,7.2387,4.7537,2.4296,4.7537,3.9577
4.8226,2.247,4.8226,4.1698,4.8226,3.5609,4.8226,5.7073
4.8915,2.293,4.8915,4.5220,4.8915,4.6142,4.8915,8.6893
4.9604,2.916,4.9604,3.2386,4.9604,2.9465,4.9604,12.0793
5.0293,2.834,5.0293,3.5544,5.0293,3.3165,5.0293,18.4726
5.0982,4.597,5.0982,3.4073,5.0982,2.1260,5.0982,27.0985
5.1671,5.607,5.1671,4.2683,5.1671,1.5820,5.1671,27.4014
5.2360,5.164,5.2360,2.6351,5.2360,2.1413,5.2360,28.2318
5.3049,5.044,5.3049,3.6351,5.3049,2.4163,5.3049,26.1546
5.3738,3.224,5.3738,7.1690,5.3738,2.3115,5.3738,24.6091
5.4427,2.743,5.4427,10.3522,5.4427,2.4763,5.4427,27.6912
5.5116,2.741,5.5116,12.3885,5.5116,1.7750,5.5116,37.8321
5.5805,2.396,5.5805,9.3799,5.5805,0.8677,5.5805,47.0730
5.6493,2.913,5.6493,6.9327,5.6493,1.8873,5.6493,49.1754
5.7182,4.351,5.7182,4.8509,5.7182,1.7595,5.7182,38.1955
5.7871,5.133,5.7871,5.5713,5.7871,1.5702,5.7871,36.2728
5.8560,6.309,5.8560,6.1699,5.8560,2.0180,5.8560,27.9277
5.9249,4.568,5.9249,7.2392,5.9249,1.6743,5.9249,30.8533
5.9938,5.079,5.9938,7.2135,5.9938,1.1509,5.9938,29.0832
6.0627,5.789,6.0627,8.5389,6.0627,1.3543,6.0627,23.8794
6.1316,7.718,6.1316,8.8448,6.1316,1.4590,6.1316,18.5592
6.2005,10.301,6.2005,6.3736,6.2005,1.2347,6.2005,15.2891
6.2694,11.198,6.2694,5.7192,6.2694,0.7901,6.2694,10.6090
6.3383,10.833,6.3383,7.5728,6.3383,1.0258,6.3383,7.8325
6.4072,11.760,6.4072,11.0888,6.4072,2.1413,6.4072,8.2368
6.4761,10.138,6.4761,16.1233,6.4761,1.7928,6.4761,11.7572
6.5450,15.818,6.5450,20.3199,6.5450,3.6068,6.5450,17.5176
6.6139,22.975,6.6139,18.4681,6.6139,5.9979,6.6139,16.9545
6.6828,34.060,6.6828,12.8583,6.6828,7.3893,6.6828,16.9113
6.7517,43.068,6.7517,10.7753,6.7517,7.3996,6.7517,12.2081
