X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,42.6140,0.0000,52.6397,0.0000,56.486,0.0000,4.7180,0.0000,21.8820
0.0689,69.5224,0.0689,40.8189,0.0689,48.160,0.0689,3.7955,0.0689,21.0214
0.1378,74.6121,0.1378,27.1458,0.1378,42.051,0.1378,3.8536,0.1378,13.9318
0.2067,50.3630,0.2067,21.6404,0.2067,38.916,0.2067,2.9876,0.2067,13.3883
0.2756,29.2484,0.2756,15.6362,0.2756,37.444,0.2756,2.8557,0.2756,13.4096
0.3445,22.7695,0.3445,14.1925,0.3445,31.857,0.3445,2.9402,0.3445,16.0404
0.4134,15.0335,0.4134,17.5688,0.4134,30.069,0.4134,3.0729,0.4134,24.3782
0.4823,19.2220,0.4823,19.4619,0.4823,27.765,0.4823,2.7867,0.4823,29.0664
0.5512,23.1553,0.5512,17.9913,0.5512,25.739,0.5512,2.9578,0.5512,27.1162
0.6201,21.2817,0.6201,16.5654,0.6201,22.472,0.6201,2.3129,0.6201,24.9232
0.6889,12.8015,0.6889,12.2307,0.6889,14.964,0.6889,1.9607,0.6889,20.5686
0.7578,8.5035,0.7578,6.1951,0.7578,10.658,0.7578,2.4328,0.7578,15.0718
0.8267,5.6002,0.8267,4.0979,0.8267,9.422,0.8267,2.4020,0.8267,15.6875
0.8956,2.7189,0.8956,2.6413,0.8956,8.008,0.8956,2.6282,0.8956,18.3672
0.9645,2.0016,0.9645,1.9161,0.9645,6.368,0.9645,2.4947,0.9645,18.6346
1.0334,1.8530,1.0334,2.0473,1.0334,6.696,1.0334,3.3919,1.0334,15.3161
1.1023,3.1913,1.1023,2.6139,1.1023,8.349,1.1023,2.0367,1.1023,8.5722
1.1712,2.4585,1.1712,4.0153,1.1712,8.112,1.1712,2.1960,1.1712,6.0457
1.2401,3.5933,1.2401,1.8108,1.2401,6.179,1.2401,2.4523,1.2401,4.8566
1.3090,6.4493,1.3090,0.7451,1.3090,6.929,1.3090,2.8031,1.3090,4.6275
1.3779,6.2903,1.3779,0.6033,1.3779,5.975,1.3779,3.2932,1.3779,4.1063
1.4468,5.1075,1.4468,0.6640,1.4468,4.702,1.4468,3.3885,1.4468,4.0609
1.5157,2.6331,1.5157,1.2461,1.5157,3.782,1.5157,3.6501,1.5157,3.0014
1.5846,2.7391,1.5846,1.1394,1.5846,2.586,1.5846,6.1754,1.5846,2.7971
1.6535,5.5069,1.6535,1.2520,1.6535,1.746,1.6535,5.9204,1.6535,3.2380
1.7224,5.8419,1.7224,1.6722,1.7224,0.706,1.7224,5.4564,1.7224,4.1275
1.7913,6.5448,1.7913,8.3108,1.7913,0.676,1.7913,6.4841,1.7913,7.6220
1.8602,5.3333,1.8602,18.4433,1.8602,1.307,1.8602,6.2037,1.8602,8.0631
1.9290,3.8417,1.9290,32.4978,1.9290,1.957,1.9290,6.1647,1.9290,6.2418
1.9979,2.1509,1.9979,40.1857,1.9979,1.936,1.9979,4.6382,1.9979,3.4544
2.0668,0.9163,2.0668,31.3826,2.0668,3.626,2.0668,5.4880,2.0668,2.1713
2.1357,0.9223,2.1357,17.7492,2.1357,5.746,2.1357,4.3629,2.1357,1.6169
2.2046,1.2990,2.2046,8.9582,2.2046,6.261,2.2046,4.2298,2.2046,2.9492
2.2735,2.4246,2.2735,4.9120,2.2735,4.027,2.2735,3.6428,2.2735,4.6446
2.3424,6.2483,2.3424,3.9801,2.3424,2.011,2.3424,2.9629,2.3424,5.0760
2.4113,9.2346,2.4113,2.3183,2.4113,0.928,2.4113,2.6446,2.4113,4.8645
2.4802,12.5398,2.4802,1.3595,2.4802,1.289,2.4802,5.2876,2.4802,3.4426
2.5491,11.8760,2.5491,2.0706,2.5491,1.451,2.5491,6.1765,2.5491,2.9014
2.6180,16.3187,2.6180,4.0753,2.6180,2.416,2.6180,6.4511,2.6180,1.7203
2.6869,19.3793,2.6869,6.9794,2.6869,2.961,2.6869,5.6323,2.6869,1.1482
2.7558,21.5230,2.7558,6.7931,2.7558,3.652,2.7558,4.4609,2.7558,0.7841
2.8247,23.9969,2.8247,5.6994,2.8247,2.665,2.8247,5.9979,2.8247,0.9782
2.8936,22.9330,2.8936,5.2118,2.8936,4.030,2.8936,8.2421,2.8936,0.9389
2.9625,16.9564,2.9625,4.3414,2.9625,3.469,2.9625,10.1661,2.9625,1.3211
3.0314,11.8017,3.0314,2.4675,3.0314,6.136,3.0314,7.7853,3.0314,0.7541
3.1003,10.1348,3.1003,3.1404,3.1003,9.058,3.1003,4.3820,3.1003,0.8185
3.1691,9.6846,3.1691,2.8131,3.1691,9.945,3.1691,4.5020,3.1691,0.5627
3.2380,9.6715,3.2380,4.0344,3.2380,9.881,3.2380,6.6296,3.2380,1.1800
3.3069,11.8419,3.3069,6.8823,3.3069,9.822,3.3069,5.4018,3.3069,1.5341
3.3758,12.6530,3.3758,11.0475,3.3758,8.920,3.3758,6.3655,3.3758,1.1665
3.4447,16.5671,3.4447,16.3315,3.4447,9.688,3.4447,7.3111,3.4447,1.0615
3.5136,19.6636,3.5136,18.5294,3.5136,10.498,3.5136,4.3789,3.5136,0.9942
3.5825,27.4555,3.5825,13.4758,3.5825,7.059,3.5825,4.2809,3.5825,1.0645
3.6514,37.6826,3.6514,7.8539,3.6514,7.207,3.6514,6.6759,3.6514,1.2169
3.7203,43.9405,3.7203,6.3582,3.7203,7.523,3.7203,7.7116,3.7203,1.6517
3.7892,52.6368,3.7892,6.5265,3.7892,7.532,3.7892,5.3884,3.7892,2.1097
3.8581,53.2247,3.8581,4.9997,3.8581,6.905,3.8581,6.4268,3.8581,2.6630
3.9270,34.1843,3.9270,6.9803,3.9270,10.538,3.9270,11.1131,3.9270,2.1361
3.9959,19.5751,3.9959,7.5725,3.9959,11.306,3.9959,15.4078,3.9959,4.5709
