X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,0.56393,0.0000,3.89648,0.0000,2.99865,0.0000,0.47172
0.0689,0.87382,0.0689,3.51262,0.0689,2.86600,0.0689,0.33105
0.1378,1.61166,0.1378,2.96826,0.1378,3.87390,0.1378,0.38807
0.2067,1.91746,0.2067,2.65196,0.2067,4.39777,0.2067,0.48516
0.2756,1.84980,0.2756,1.86690,0.2756,4.65391,0.2756,0.54142
0.3445,1.89113,0.3445,2.55321,0.3445,3.42733,0.3445,0.76338
0.4134,1.44436,0.4134,1.88017,0.4134,3.66803,0.4134,1.17107
0.4823,1.40828,0.4823,2.35894,0.4823,2.50635,0.4823,1.42834
0.5512,1.63040,0.5512,2.86212,0.5512,2.16641,0.5512,1.19570
0.6201,1.33612,0.6201,2.46179,0.6201,2.23429,0.6201,0.95558
0.6889,1.62789,0.6889,2.12030,0.6889,2.07278,0.6889,0.91742
0.7578,2.13607,0.7578,1.43903,0.7578,1.34238,0.7578,0.98040
0.8267,1.75959,0.8267,1.43082,0.8267,1.70149,0.8267,0.79261
0.8956,1.48751,0.8956,2.13182,0.8956,2.29069,0.8956,0.76787
0.9645,1.26672,0.9645,1.75302,0.9645,1.45233,0.9645,0.68986
1.0334,1.22918,1.0334,1.84908,1.0334,1.52801,1.0334,0.55641
1.1023,1.39983,1.1023,1.49806,1.1023,1.59777,1.1023,0.69507
1.1712,0.63921,1.1712,1.85888,1.1712,1.47237,1.1712,0.64805
1.2401,0.72309,1.2401,1.45707,1.2401,2.04637,1.2401,0.86392
1.3090,0.68159,1.3090,1.60663,1.3090,2.73147,1.3090,1.15471
1.3779,1.46493,1.3779,0.88190,1.3779,2.72669,1.3779,1.15756
1.4468,1.63947,1.4468,1.59947,1.4468,3.16263,1.4468,0.97001
1.5157,1.75462,1.5157,1.43600,1.5157,2.73262,1.5157,1.31424
1.5846,1.28255,1.5846,2.29074,1.5846,1.54704,1.5846,1.52788
1.6535,1.76448,1.6535,2.04001,1.6535,1.58932,1.6535,1.01605
1.7224,2.14301,1.7224,2.25071,1.7224,1.81185,1.7224,1.15723
1.7913,1.88366,1.7913,2.02822,1.7913,1.53404,1.7913,1.60579
1.8602,1.64870,1.8602,2.18178,1.8602,1.12989,1.8602,0.88654
1.9290,1.88731,1.9290,1.48591,1.9290,1.16882,1.9290,0.78804
1.9979,1.49767,1.9979,1.66459,1.9979,1.93780,1.9979,1.05103
2.0668,1.57147,2.0668,2.24796,2.0668,2.25546,2.0668,0.36144
