X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,7.7112,0.0000,31.4027,0.0000,31.6978,0.0000,0.3090
0.0689,9.2319,0.0689,24.0761,0.0689,33.2053,0.0689,0.5053
0.1378,10.1563,0.1378,17.2285,0.1378,29.3994,0.1378,0.7850
0.2067,12.6824,0.2067,11.8591,0.2067,23.2608,0.2067,0.8196
0.2756,16.0022,0.2756,10.7647,0.2756,17.5507,0.2756,0.7962
0.3445,15.7084,0.3445,12.1780,0.3445,17.5413,0.3445,0.6361
0.4134,19.7825,0.4134,16.7188,0.4134,17.4759,0.4134,0.9937
0.4823,26.5869,0.4823,19.5006,0.4823,15.7656,0.4823,0.5484
0.5512,30.4988,0.5512,16.7284,0.5512,13.0197,0.5512,0.7128
0.6201,27.9300,0.6201,12.0516,0.6201,9.6052,0.6201,1.2886
0.6889,23.3717,0.6889,6.8683,0.6889,5.9609,0.6889,1.3971
0.7578,23.0045,0.7578,6.1498,0.7578,5.9924,0.7578,2.3720
0.8267,18.8182,0.8267,7.1086,0.8267,5.6260,0.8267,2.6238
0.8956,14.1112,0.8956,9.6599,0.8956,4.6887,0.8956,1.6599
0.9645,10.0125,0.9645,9.4138,0.9645,3.5883,0.9645,1.1050
1.0334,7.2946,1.0334,8.3067,1.0334,5.9675,1.0334,1.4825
1.1023,4.6902,1.1023,7.7833,1.1023,12.5089,1.1023,1.6644
1.1712,6.4690,1.1712,10.0417,1.1712,25.8390,1.1712,4.8901
1.2401,9.5716,1.2401,9.2301,1.2401,30.2943,1.2401,8.8608
1.3090,16.3860,1.3090,9.5514,1.3090,31.7207,1.3090,14.5319
1.3779,22.4450,1.3779,11.3875,1.3779,25.7981,1.3779,16.4545
1.4468,18.7993,1.4468,13.9744,1.4468,17.1253,1.4468,15.8756
1.5157,13.4610,1.5157,15.2289,1.5157,13.0872,1.5157,10.7677
1.5846,11.2049,1.5846,14.4730,1.5846,10.5683,1.5846,7.5696
1.6535,13.0374,1.6535,10.0772,1.6535,6.9717,1.6535,5.3857
1.7224,11.3760,1.7224,9.0617,1.7224,5.3906,1.7224,4.1366
1.7913,10.9112,1.7913,10.8726,1.7913,8.5525,1.7913,4.1422
1.8602,13.0170,1.8602,12.7827,1.8602,14.9481,1.8602,6.6539
1.9290,11.9501,1.9290,16.2335,1.9290,25.7608,1.9290,4.5968
1.9979,10.3863,1.9979,18.6933,1.9979,31.0472,1.9979,5.3254
2.0668,7.1369,2.0668,19.6690,2.0668,32.4576,2.0668,5.6073
2.1357,6.1179,2.1357,19.7819,2.1357,38.1104,2.1357,5.0543
2.2046,5.2478,2.2046,13.5967,2.2046,40.7563,2.2046,1.4338
2.2735,4.6109,2.2735,10.0690,2.2735,44.1327,2.2735,1.6030
2.3424,5.4581,2.3424,10.3939,2.3424,44.9603,2.3424,1.1323
2.4113,3.7475,2.4113,8.7277,2.4113,43.1935,2.4113,1.0064
