X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6
0.0000,6.43782,0.0000,3.96622,0.0000,1.56138,0.0000,1.86660,0.0000,2.7366,0.0000,2.15299,0.0000,1.67487
0.0689,5.39503,0.0689,4.86303,0.0689,2.48089,0.0689,2.99332,0.0689,1.8422,0.0689,2.85462,0.0689,0.94926
0.1378,4.52493,0.1378,5.29566,0.1378,2.58694,0.1378,3.60359,0.1378,3.7180,0.1378,3.19001,0.1378,0.82394
0.2067,3.86718,0.2067,5.34125,0.2067,2.13574,0.2067,4.22128,0.2067,4.1976,0.2067,2.70799,0.2067,0.36581
0.2756,3.22540,0.2756,5.10733,0.2756,2.30546,0.2756,4.08350,0.2756,3.7901,0.2756,2.86194,0.2756,0.78361
0.3445,2.92339,0.3445,5.12147,0.3445,2.53601,0.3445,3.65266,0.3445,3.0478,0.3445,2.50871,0.3445,0.77652
0.4134,3.09532,0.4134,3.97881,0.4134,1.90093,0.4134,3.87803,0.4134,1.8330,0.4134,2.38914,0.4134,0.77044
0.4823,3.41496,0.4823,3.73949,0.4823,2.74771,0.4823,3.96989,0.4823,1.0977,0.4823,2.91383,0.4823,1.00383
0.5512,3.53254,0.5512,3.31924,0.5512,3.70646,0.5512,3.97561,0.5512,1.1093,0.5512,3.25160,0.5512,1.05183
0.6201,3.10172,0.6201,3.05499,0.6201,2.76288,0.6201,3.85194,0.6201,1.3297,0.6201,3.79063,0.6201,1.36141
0.6889,4.03001,0.6889,2.47763,0.6889,3.23563,0.6889,2.44227,0.6889,1.1794,0.6889,5.13358,0.6889,1.91249
0.7578,2.94097,0.7578,2.61663,0.7578,3.46515,0.7578,2.39964,0.7578,1.3534,0.7578,4.90906,0.7578,2.02476
0.8267,2.96195,0.8267,1.74127,0.8267,3.79025,0.8267,1.45909,0.8267,0.7592,0.8267,5.78172,0.8267,1.62020
0.8956,2.16714,0.8956,1.91740,0.8956,3.64833,0.8956,0.79600,0.8956,0.6678,0.8956,6.32663,0.8956,2.26043
0.9645,2.40764,0.9645,2.25745,0.9645,2.27209,0.9645,0.66179,0.9645,0.7538,0.9645,5.95052,0.9645,2.32327
1.0334,3.33300,1.0334,2.90795,1.0334,2.52875,1.0334,1.46310,1.0334,0.5307,1.0334,5.81194,1.0334,2.28713
1.1023,2.76207,1.1023,3.64967,1.1023,2.44269,1.1023,1.41008,1.1023,0.9120,1.1023,4.93666,1.1023,1.90149
1.1712,1.71365,1.1712,4.55938,1.1712,2.35008,1.1712,1.13927,1.1712,0.5542,1.1712,3.98522,1.1712,1.75955
1.2401,1.68550,1.2401,3.64243,1.2401,2.02778,1.2401,1.52701,1.2401,0.3819,1.2401,2.13877,1.2401,1.95164
1.3090,1.17246,1.3090,2.62168,1.3090,2.65561,1.3090,1.95810,1.3090,0.6670,1.3090,2.00353,1.3090,1.53079
1.3779,1.34124,1.3779,2.68001,1.3779,3.41812,1.3779,2.64730,1.3779,0.6532,1.3779,2.23013,1.3779,1.22570
1.4468,1.26354,1.4468,0.84799,1.4468,2.84322,1.4468,1.81179,1.4468,1.0377,1.4468,1.53186,1.4468,1.33059
1.5157,0.99268,1.5157,1.20643,1.5157,2.73783,1.5157,1.64260,1.5157,2.2638,1.5157,2.21962,1.5157,1.72881
1.5846,1.12950,1.5846,1.76062,1.5846,2.40830,1.5846,2.05926,1.5846,1.5457,1.5846,2.44885,1.5846,2.49818
1.6535,1.53720,1.6535,1.74598,1.6535,2.20597,1.6535,2.18377,1.6535,0.8129,1.6535,2.58737,1.6535,2.82049
1.7224,1.95525,1.7224,2.20543,1.7224,0.98226,1.7224,1.46940,1.7224,0.5067,1.7224,2.90682,1.7224,3.12534
1.7913,2.24988,1.7913,2.23671,1.7913,1.53200,1.7913,1.42242,1.7913,0.8999,1.7913,1.85729,1.7913,3.62688
1.8602,2.04902,1.8602,1.66868,1.8602,1.33746,1.8602,1.15413,1.8602,1.0766,1.8602,2.33805,1.8602,2.41659
1.9290,2.24726,1.9290,1.20380,1.9290,1.58777,1.9290,1.24866,1.9290,2.3002,1.9290,1.15064,1.9290,1.97522
1.9979,2.32222,1.9979,2.09828,1.9979,1.10951,1.9979,1.30186,1.9979,2.7965,1.9979,1.35462,1.9979,1.55694
2.0668,2.01546,2.0668,1.81999,2.0668,1.32723,2.0668,1.50708,2.0668,2.3723,2.0668,1.37824,2.0668,1.83380
2.1357,1.98324,2.1357,1.80104,2.1357,1.34600,2.1357,2.07916,2.1357,1.6143,2.1357,1.09362,2.1357,2.02118
2.2046,2.27437,2.2046,2.30803,2.2046,0.69776,2.2046,2.52787,2.2046,2.0115,2.2046,1.13407,2.2046,2.38234
2.2735,2.93065,2.2735,1.89892,2.2735,0.82934,2.2735,2.24678,2.2735,1.8689,2.2735,1.26893,2.2735,2.36939
2.3424,2.17517,2.3424,1.62392,2.3424,0.96985,2.3424,1.58303,2.3424,1.7362,2.3424,1.53394,2.3424,2.61160
2.4113,1.59991,2.4113,1.74583,2.4113,0.88104,2.4113,1.49787,2.4113,1.2914,2.4113,1.45951,2.4113,3.06413
2.4802,2.03336,2.4802,0.93512,2.4802,1.95651,2.4802,1.83511,2.4802,1.4141,2.4802,2.01492,2.4802,2.74591
2.5491,1.53836,2.5491,1.08648,2.5491,1.75850,2.5491,1.80485,2.5491,1.3157,2.5491,3.62830,2.5491,2.69441
2.6180,1.39333,2.6180,1.22860,2.6180,2.38026,2.6180,2.68541,2.6180,0.9202,2.6180,3.96472,2.6180,2.18135
2.6869,0.65977,2.6869,0.86905,2.6869,2.34045,2.6869,4.57745,2.6869,1.1892,2.6869,3.68397,2.6869,1.06665
2.7558,1.28531,2.7558,0.52320,2.7558,2.65873,2.7558,4.52304,2.7558,1.0459,2.7558,4.02891,2.7558,1.27040
2.8247,1.81325,2.8247,0.52286,2.8247,2.35767,2.8247,4.43676,2.8247,0.5611,2.8247,4.43662,2.8247,1.21793
2.8936,1.98031,2.8936,0.53598,2.8936,2.95773,2.8936,5.26278,2.8936,1.0744,2.8936,4.03434,2.8936,1.41781
2.9625,3.28392,2.9625,1.11380,2.9625,1.87776,2.9625,6.95741,2.9625,0.4874,2.9625,3.70764,2.9625,1.75347
3.0314,3.34967,3.0314,1.14538,3.0314,1.99932,3.0314,7.21550,3.0314,0.5210,3.0314,2.99176,3.0314,2.16426
3.1003,3.36092,3.1003,0.87031,3.1003,1.32888,3.1003,6.08740,3.1003,0.8535,3.1003,2.88885,3.1003,3.10371
3.1691,2.32124,3.1691,1.50534,3.1691,1.43755,3.1691,5.96073,3.1691,0.7059,3.1691,2.50812,3.1691,3.12265
3.2380,2.61347,3.2380,1.40653,3.2380,1.89986,3.2380,3.34632,3.2380,0.9064,3.2380,1.47509,3.2380,2.78604
3.3069,1.99988,3.3069,0.68871,3.3069,1.65283,3.3069,2.76362,3.3069,1.2218,3.3069,1.48820,3.3069,2.77391
3.3758,2.10767,3.3758,0.94760,3.3758,2.11790,3.3758,2.45011,3.3758,2.1422,3.3758,2.07840,3.3758,2.13553
3.4447,2.27722,3.4447,1.24717,3.4447,2.27363,3.4447,2.16559,3.4447,1.2912,3.4447,2.40666,3.4447,2.43643
3.5136,2.62487,3.5136,1.34016,3.5136,1.86650,3.5136,1.53781,3.5136,1.4627,3.5136,3.52969,3.5136,1.94178
3.5825,2.89403,3.5825,1.08897,3.5825,1.90038,3.5825,1.80633,3.5825,0.8395,3.5825,4.36962,3.5825,1.81182
