X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8
11.6432,3.49315,11.6432,2.12663,11.6432,1.28418,11.6432,1.32625,,,,,11.6432,1.10996,11.6432,0.72464,11.6432,3.06599
11.7121,2.49564,11.7121,1.83352,11.7121,1.26442,11.7121,1.63427,,,,,11.7121,0.85333,11.7121,0.61240,11.7121,4.26896
11.7810,1.90898,11.7810,2.32297,11.7810,1.46869,11.7810,1.74386,,,,,11.7810,1.06539,11.7810,0.56199,11.7810,4.43050
11.8499,1.70586,11.8499,1.83075,11.8499,1.43802,11.8499,1.45536,,,,,11.8499,0.62817,11.8499,1.11159,11.8499,4.22160
11.9187,1.41647,11.9187,2.03018,11.9187,0.82275,11.9187,1.30480,,,,,11.9187,1.46478,11.9187,1.15093,11.9187,3.29454
11.9876,1.43848,11.9876,3.32575,11.9876,0.94725,11.9876,0.96783,,,,,11.9876,1.29201,11.9876,1.43290,11.9876,1.82522
12.0565,0.67881,12.0565,3.16906,12.0565,1.53965,12.0565,0.71332,,,,,12.0565,1.63541,12.0565,1.53014,12.0565,1.47261
12.1254,0.70837,12.1254,3.09349,12.1254,0.77488,12.1254,0.79764,,,,,12.1254,1.37083,12.1254,1.35894,12.1254,1.23675
12.1943,1.06624,12.1943,2.98441,12.1943,0.73185,12.1943,0.54967,,,,,12.1943,1.34620,12.1943,1.48822,12.1943,0.96112
12.2632,1.33080,12.2632,3.09100,12.2632,1.51088,12.2632,0.55886,,,,,12.2632,1.14059,12.2632,1.33119,12.2632,0.94412
12.3321,1.01289,12.3321,2.63184,12.3321,1.96403,12.3321,0.50922,,,,,12.3321,0.89559,12.3321,1.09672,12.3321,1.05044
12.4010,1.32352,12.4010,2.39748,12.4010,1.90227,12.4010,0.34773,,,,,12.4010,1.36035,12.4010,1.78950,12.4010,0.85319
12.4699,1.39318,12.4699,2.63377,12.4699,1.96339,12.4699,0.63603,,,,,12.4699,0.98779,12.4699,2.40894,12.4699,1.05504
12.5388,0.87781,12.5388,2.03196,12.5388,2.03210,12.5388,0.88891,,,,,12.5388,0.83683,12.5388,2.77993,12.5388,0.66088
12.6077,1.44503,12.6077,1.83372,12.6077,2.30226,12.6077,0.74273,,,,,12.6077,0.81590,12.6077,3.01217,12.6077,0.57058
12.6766,1.13768,12.6766,2.03502,12.6766,2.51293,12.6766,0.65178,,,,,12.6766,0.77816,12.6766,2.93153,12.6766,0.70855
12.7455,1.90380,12.7455,1.93542,12.7455,2.53861,12.7455,0.81833,,,,,12.7455,1.03530,12.7455,3.30088,12.7455,0.56128
12.8144,2.11422,12.8144,1.57695,12.8144,2.00992,12.8144,0.94269,,,,,12.8144,1.53469,12.8144,3.76401,12.8144,0.61980
12.8833,1.84765,12.8833,1.91407,12.8833,1.29959,12.8833,0.91831,,,,,12.8833,1.90808,12.8833,3.49971,12.8833,0.29013
12.9522,1.56078,12.9522,1.48975,12.9522,0.86798,12.9522,1.42121,,,,,12.9522,1.71066,12.9522,2.45825,12.9522,0.50520
13.0211,1.80790,13.0211,0.95526,13.0211,0.65074,13.0211,1.06698,,,,,13.0211,1.76769,13.0211,1.85177,13.0211,0.45461
13.0900,2.40044,13.0900,1.10764,13.0900,0.86108,13.0900,0.62168,,,,,13.0900,1.79700,13.0900,3.04176,13.0900,1.01031
13.1588,3.08874,13.1588,1.21572,13.1588,0.22213,13.1588,1.14094,,,,,13.1588,2.42313,13.1588,1.84228,13.1588,0.66556
13.2277,3.27090,13.2277,1.47625,13.2277,0.54335,13.2277,0.96276,,,,,13.2277,1.39538,13.2277,2.12198,13.2277,0.49696
13.2966,3.58302,13.2966,0.97236,13.2966,0.34960,13.2966,0.21304,,,,,13.2966,1.63687,13.2966,1.34042,13.2966,1.03719
13.3655,3.69573,13.3655,0.63548,13.3655,0.60230,13.3655,0.68138,,,,,13.3655,1.07629,13.3655,1.53113,13.3655,1.13283
13.4344,3.41113,13.4344,0.38859,13.4344,0.73761,13.4344,1.13068,,,,,13.4344,0.76675,13.4344,1.76218,13.4344,0.91163
13.5033,2.90681,13.5033,0.48420,13.5033,0.73684,13.5033,0.82864,,,,,13.5033,0.61601,13.5033,1.60969,13.5033,1.68743
13.5722,2.33523,13.5722,0.80595,13.5722,0.96069,13.5722,1.69098,,,,,13.5722,0.89896,13.5722,2.08217,13.5722,0.92333
13.6411,2.55479,13.6411,1.10543,13.6411,1.11003,13.6411,2.28879,,,,,13.6411,0.54379,13.6411,1.98641,13.6411,1.49010
13.7100,1.71379,13.7100,1.19686,13.7100,0.54156,13.7100,2.36814,,,,,13.7100,1.17132,13.7100,2.86934,13.7100,0.89798
13.7789,1.87714,13.7789,1.24305,13.7789,1.48465,13.7789,3.15976,,,,,13.7789,0.69474,13.7789,4.46611,13.7789,0.85757
13.8478,1.33962,13.8478,1.06732,13.8478,0.84563,13.8478,2.48195,,,,,13.8478,0.56413,13.8478,5.00591,13.8478,1.51352
13.9167,1.33409,13.9167,1.98595,13.9167,0.46902,13.9167,2.17123,,,,,13.9167,0.53232,13.9167,4.69518,13.9167,1.61881
13.9856,1.56039,13.9856,2.04671,13.9856,0.58274,13.9856,2.44001,,,,,13.9856,0.24732,13.9856,3.85788,13.9856,1.00416
14.0545,1.58939,14.0545,1.57280,14.0545,0.65390,14.0545,2.64594,,,,,14.0545,0.62236,14.0545,3.22430,14.0545,1.85154
14.1234,1.50206,14.1234,2.12238,14.1234,1.19225,14.1234,2.14101,,,,,14.1234,0.56095,14.1234,2.01324,14.1234,1.83252
14.1923,1.57397,14.1923,1.57321,14.1923,0.96701,14.1923,2.05647,,,,,14.1923,0.96048,14.1923,2.31370,14.1923,1.74617
14.2612,1.47695,14.2612,1.62206,14.2612,0.54263,14.2612,1.84589,,,,,14.2612,0.80624,14.2612,1.96024,14.2612,1.84734
14.3301,1.66655,14.3301,1.72371,14.3301,0.92915,14.3301,2.15296,,,,,14.3301,0.47084,14.3301,1.64111,14.3301,1.30240
14.3990,1.38644,14.3990,1.44079,14.3990,0.57939,14.3990,1.75198,,,,,14.3990,0.60644,14.3990,1.55991,14.3990,2.38676
14.4678,1.32489,14.4678,1.52711,14.4678,0.72767,14.4678,1.97146,,,,,14.4678,0.59561,14.4678,1.50572,14.4678,1.12384
14.5367,1.17913,14.5367,0.73817,14.5367,1.36285,14.5367,0.71054,,,,,14.5367,0.47447,14.5367,1.26010,14.5367,0.76423
14.6056,2.04649,14.6056,0.84461,14.6056,1.14705,14.6056,0.66869,,,,,14.6056,0.48003,14.6056,1.30163,14.6056,0.82519
14.6745,2.43348,14.6745,1.07902,14.6745,1.39239,14.6745,0.88996,,,,,14.6745,0.58238,14.6745,1.10389,14.6745,1.18859
14.7434,1.46531,14.7434,1.14380,14.7434,1.97446,14.7434,1.37465,,,,,14.7434,0.59736,14.7434,1.12757,14.7434,0.63091
14.8123,1.40940,14.8123,1.32415,14.8123,1.83358,14.8123,1.51130,,,,,14.8123,1.05684,14.8123,1.54038,14.8123,0.88888
14.8812,0.67176,14.8812,1.07219,14.8812,2.78918,14.8812,1.51536,,,,,14.8812,0.92095,14.8812,1.64674,14.8812,0.80589
14.9501,0.64030,14.9501,1.34513,14.9501,2.66515,14.9501,1.92093,,,,,14.9501,1.14991,14.9501,1.04654,14.9501,0.82301
15.0190,0.56444,15.0190,1.57912,15.0190,2.69581,15.0190,1.51140,,,,,15.0190,0.80085,15.0190,0.82933,15.0190,0.98047
15.0879,0.42460,15.0879,1.13614,15.0879,3.01355,15.0879,1.52007,,,,,15.0879,1.29283,15.0879,0.94082,15.0879,0.43919
15.1568,0.62070,15.1568,1.20097,15.1568,3.96247,15.1568,1.40834,,,,,15.1568,1.06650,15.1568,1.30636,15.1568,0.64738
15.2257,0.52707,15.2257,1.35151,15.2257,4.47496,15.2257,0.96876,,,,,15.2257,1.32509,15.2257,1.03670,15.2257,1.36339
15.2946,0.22239,15.2946,1.83646,15.2946,4.81911,15.2946,0.42569,,,,,15.2946,0.98495,15.2946,1.64703,15.2946,2.25758
15.3635,0.35465,15.3635,2.28921,15.3635,4.63213,15.3635,0.61706,,,,,15.3635,1.06731,15.3635,2.72588,15.3635,3.66161
15.4324,0.47248,15.4324,1.86728,15.4324,4.11113,15.4324,0.37618,,,,,15.4324,1.19827,15.4324,2.93592,15.4324,4.42755
15.5013,0.27683,15.5013,2.17352,15.5013,2.46745,15.5013,0.40008,,,,,15.5013,1.06670,15.5013,4.11652,15.5013,4.92440
15.5702,0.59731,15.5702,3.14457,15.5702,1.70588,15.5702,0.78607,,,,,15.5702,1.06721,15.5702,4.76223,15.5702,4.62105
15.6391,0.71947,15.6391,2.74384,15.6391,2.04559,15.6391,0.66265,,,,,15.6391,2.04621,15.6391,4.19889,,
15.7079,0.49190,15.7079,2.74253,15.7079,1.92387,15.7079,0.44240,,,,,15.7079,1.79028,15.7079,3.94363,,
15.7768,0.79921,15.7768,3.57255,15.7768,1.72519,15.7768,0.51108,,,,,15.7768,1.18094,15.7768,3.79638,,
15.8457,0.50673,15.8457,2.56050,15.8457,1.23405,15.8457,1.11111,,,,,15.8457,1.13325,15.8457,2.16602,,
15.9146,0.57839,15.9146,2.15581,15.9146,1.69243,15.9146,0.86963,,,,,15.9146,1.47493,15.9146,2.12359,,
15.9835,0.60865,,,15.9835,1.82421,15.9835,0.83728,,,,,,,15.9835,1.60891,,
16.0524,0.56755,,,16.0524,2.17091,16.0524,1.41289,,,,,,,16.0524,1.71736,,
16.1213,0.33559,,,16.1213,1.38679,16.1213,1.79268,,,,,,,16.1213,1.97514,,
16.1902,0.48482,,,16.1902,0.82698,16.1902,1.67858,,,,,,,16.1902,1.80447,,
16.2591,0.49243,,,16.2591,0.91869,16.2591,1.61781,,,,,,,16.2591,2.03249,,
16.3280,0.66162,,,16.3280,1.28457,16.3280,2.27983,,,,,,,16.3280,1.53456,,
16.3969,0.19166,,,16.3969,1.73444,16.3969,3.56319,,,,,,,16.3969,1.09510,,
16.4658,0.22851,,,16.4658,1.71056,16.4658,3.43280,,,,,,,16.4658,1.26291,,
16.5347,0.39591,,,16.5347,1.29848,16.5347,3.12537,,,,,,,16.5347,1.18046,,
16.6036,0.33677,,,16.6036,1.60440,16.6036,2.12320,,,,,,,16.6036,1.82599,,
16.6725,0.80283,,,16.6725,1.54973,16.6725,2.33366,,,,,,,16.6725,1.83534,,
16.7414,0.55176,,,16.7414,2.05207,16.7414,1.95487,,,,,,,16.7414,1.38943,,
16.8103,0.66148,,,16.8103,2.53211,16.8103,2.07138,,,,,,,16.8103,2.04218,,
16.8792,0.85470,,,16.8792,2.73441,16.8792,3.39369,,,,,,,16.8792,2.23592,,
16.9480,0.82756,,,16.9480,2.21054,16.9480,2.74819,,,,,,,16.9480,1.77561,,
17.0169,0.63705,,,17.0169,2.01514,17.0169,2.49560,,,,,,,17.0169,1.37233,,
17.0858,0.82001,,,17.0858,2.10956,17.0858,2.37713,,,,,,,17.0858,1.58611,,
17.1547,1.34303,,,17.1547,2.40046,17.1547,2.05064,,,,,,,17.1547,1.12555,,
17.2236,0.85136,,,17.2236,2.44270,17.2236,1.42426,,,,,,,17.2236,0.91067,,
17.2925,0.95809,,,17.2925,2.03374,17.2925,0.61885,,,,,,,17.2925,0.74691,,
17.3614,1.04985,,,17.3614,1.25727,17.3614,0.76266,,,,,,,17.3614,0.55252,,
17.4303,1.36362,,,17.4303,1.52485,17.4303,1.16122,,,,,,,17.4303,0.73163,,
17.4992,1.64864,,,17.4992,1.30669,17.4992,1.17003,,,,,,,17.4992,0.65602,,
17.5681,1.70135,,,17.5681,1.51797,17.5681,1.13148,,,,,,,17.5681,1.20436,,
17.6370,1.90327,,,17.6370,1.50348,17.6370,0.97360,,,,,,,17.6370,1.67978,,
17.7059,2.50102,,,17.7059,1.64958,17.7059,0.92675,,,,,,,17.7059,1.54783,,
17.7748,1.66979,,,17.7748,1.72947,17.7748,0.99196,,,,,,,17.7748,1.06754,,
17.8437,2.11747,,,17.8437,1.88082,17.8437,0.90551,,,,,,,17.8437,1.45971,,
17.9126,1.52210,,,17.9126,1.48317,17.9126,0.96692,,,,,,,17.9126,1.55726,,
17.9815,0.93790,,,17.9815,1.15935,17.9815,1.08769,,,,,,,17.9815,1.20087,,
18.0504,0.76348,,,18.0504,1.11290,18.0504,0.93788,,,,,,,18.0504,0.68185,,
18.1193,0.56569,,,18.1193,0.94011,18.1193,1.05876,,,,,,,18.1193,0.83771,,
18.1881,0.27706,,,18.1881,1.21405,18.1881,0.78427,,,,,,,18.1881,0.71817,,
18.2570,0.57300,,,18.2570,1.38204,18.2570,0.58163,,,,,,,18.2570,0.52003,,
18.3259,0.74708,,,18.3259,0.81902,18.3259,0.69950,,,,,,,18.3259,0.45125,,
18.3948,0.51783,,,18.3948,0.93321,18.3948,0.85155,,,,,,,18.3948,0.20284,,
18.4637,0.32942,,,18.4637,1.43283,18.4637,1.30476,,,,,,,18.4637,0.81579,,
18.5326,0.21196,,,18.5326,1.34059,18.5326,1.30019,,,,,,,18.5326,0.47672,,
18.6015,0.41682,,,18.6015,1.42449,18.6015,0.88005,,,,,,,18.6015,0.45225,,
18.6704,0.42975,,,18.6704,1.12464,18.6704,0.98388,,,,,,,18.6704,1.18102,,
18.7393,1.45484,,,18.7393,0.80647,18.7393,1.15402,,,,,,,18.7393,0.94122,,
18.8082,1.05057,,,18.8082,0.96706,18.8082,1.01977,,,,,,,18.8082,0.90215,,
18.8771,1.61679,,,18.8771,1.46427,18.8771,1.44980,,,,,,,18.8771,0.72864,,
18.9460,1.26687,,,18.9460,0.92139,18.9460,1.99482,,,,,,,18.9460,0.52054,,
19.0149,0.64776,,,19.0149,0.98671,19.0149,1.94314,,,,,,,19.0149,0.84126,,
19.0838,0.58927,,,19.0838,1.07073,19.0838,2.41717,,,,,,,19.0838,0.96400,,
19.1527,0.58323,,,19.1527,1.18368,19.1527,2.64932,,,,,,,19.1527,0.93576,,
19.2216,1.07676,,,19.2216,0.76152,19.2216,3.75038,,,,,,,19.2216,1.55854,,
19.2905,1.07150,,,19.2905,1.17984,19.2905,4.07984,,,,,,,19.2905,1.22385,,
19.3594,1.27667,,,19.3594,0.70357,19.3594,2.88946,,,,,,,19.3594,1.07349,,
19.4282,0.92969,,,19.4282,0.91442,19.4282,2.79946,,,,,,,19.4282,1.60025,,
19.4971,0.58570,,,19.4971,0.71491,19.4971,1.74535,,,,,,,19.4971,2.48215,,
19.5660,0.45014,,,19.5660,0.75203,19.5660,2.27247,,,,,,,19.5660,2.35521,,
19.6349,0.78135,,,19.6349,0.81213,19.6349,1.17389,,,,,,,19.6349,2.15930,,
19.7038,0.69543,,,19.7038,1.39326,19.7038,1.07130,,,,,,,19.7038,2.29830,,
19.7727,0.71322,,,19.7727,1.60537,19.7727,0.71565,,,,,,,19.7727,3.14329,,
19.8416,0.80453,,,19.8416,1.08043,19.8416,1.09716,,,,,,,19.8416,3.41094,,
19.9105,0.82438,,,19.9105,0.96895,19.9105,1.00458,,,,,,,19.9105,3.29913,,
19.9794,0.66573,,,19.9794,1.18430,19.9794,0.82598,,,,,,,19.9794,3.03664,,
20.0483,0.98831,,,20.0483,1.21231,20.0483,1.24316,,,,,,,20.0483,3.06976,,
20.1172,0.53126,,,20.1172,1.47131,20.1172,1.00921,,,,,,,20.1172,2.42803,,
20.1861,0.59519,,,20.1861,1.88550,20.1861,1.89374,,,,,,,20.1861,1.41110,,
20.2550,1.12382,,,20.2550,1.88203,20.2550,2.13633,,,,,,,20.2550,1.90760,,
20.3239,1.32129,,,20.3239,2.07067,20.3239,2.66371,,,,,,,20.3239,2.49558,,
20.3928,0.97882,,,20.3928,1.66998,20.3928,1.81556,,,,,,,20.3928,1.65207,,
20.4617,1.30361,,,20.4617,1.25842,20.4617,1.30644,,,,,,,20.4617,1.92860,,
20.5306,2.00365,,,20.5306,1.26256,20.5306,1.26305,,,,,,,20.5306,1.52797,,
20.5995,2.45931,,,20.5995,2.12202,20.5995,1.71942,,,,,,,20.5995,0.94558,,
20.6684,3.63997,,,20.6684,2.18667,20.6684,2.21063,,,,,,,20.6684,1.02571,,
20.7372,3.87274,,,20.7372,2.59268,20.7372,2.20506,,,,,,,20.7372,0.90378,,
20.8061,3.30992,,,,,20.8061,1.95373,,,,,,,20.8061,1.14128,,
20.8750,2.32306,,,,,20.8750,1.59583,,,,,,,20.8750,1.35026,,
20.9439,1.90471,,,,,20.9439,1.81588,,,,,,,20.9439,1.42198,,
21.0128,1.53228,,,,,21.0128,2.62772,,,,,,,21.0128,0.75969,,
21.0817,1.06526,,,,,21.0817,4.06045,,,,,,,21.0817,1.50038,,
21.1506,0.72250,,,,,21.1506,2.85974,,,,,,,21.1506,1.01562,,
21.2195,0.79369,,,,,21.2195,2.89781,,,,,,,21.2195,1.24143,,
21.2884,0.84465,,,,,21.2884,3.22833,,,,,,,21.2884,0.75810,,
21.3573,0.86223,,,,,21.3573,2.87490,,,,,,,21.3573,0.52269,,
21.4262,1.74150,,,,,21.4262,3.68760,,,,,,,21.4262,1.39564,,
21.4951,1.19369,,,,,21.4951,2.63010,,,,,,,21.4951,1.43820,,
21.5640,0.68631,,,,,21.5640,2.18125,,,,,,,21.5640,1.95467,,
21.6329,1.06120,,,,,21.6329,1.57350,,,,,,,21.6329,1.75313,,
21.7018,1.15769,,,,,21.7018,1.29352,,,,,,,21.7018,2.07413,,
21.7707,0.81412,,,,,21.7707,0.99960,,,,,,,21.7707,1.33395,,
21.8396,0.96395,,,,,21.8396,0.88246,,,,,,,21.8396,1.32332,,
21.9085,0.69588,,,,,21.9085,0.48881,,,,,,,21.9085,1.67398,,
21.9773,0.50297,,,,,21.9773,0.59247,,,,,,,21.9773,0.84091,,
22.0462,0.57033,,,,,22.0462,1.11178,,,,,,,22.0462,0.80252,,
22.1151,0.57368,,,,,22.1151,0.94666,,,,,,,22.1151,1.51441,,
22.1840,0.71041,,,,,22.1840,0.66660,,,,,,,22.1840,1.84601,,
22.2529,0.34531,,,,,22.2529,0.86427,,,,,,,22.2529,2.27483,,
22.3218,0.71186,,,,,22.3218,0.84516,,,,,,,22.3218,2.93304,,
22.3907,0.85136,,,,,22.3907,0.83244,,,,,,,22.3907,2.46385,,
22.4596,0.37433,,,,,22.4596,0.44591,,,,,,,22.4596,3.33808,,
22.5285,0.69548,,,,,22.5285,0.37187,,,,,,,22.5285,3.51303,,
22.5974,0.55768,,,,,22.5974,0.28352,,,,,,,22.5974,3.18404,,
22.6663,0.91850,,,,,22.6663,0.19599,,,,,,,22.6663,2.88094,,
22.7352,0.70930,,,,,22.7352,0.52126,,,,,,,22.7352,2.52681,,
22.8041,0.98693,,,,,22.8041,0.71115,,,,,,,22.8041,2.23157,,
22.8730,0.86131,,,,,22.8730,0.54451,,,,,,,22.8730,1.59846,,
22.9419,1.00174,,,,,22.9419,1.10263,,,,,,,22.9419,1.54879,,
23.0108,0.78719,,,,,23.0108,0.67094,,,,,,,23.0108,0.99565,,
23.0797,1.36375,,,,,23.0797,1.13116,,,,,,,23.0797,1.20482,,
23.1486,0.99943,,,,,23.1486,0.98659,,,,,,,23.1486,1.27430,,
23.2174,0.95772,,,,,23.2174,1.06254,,,,,,,23.2174,1.31359,,
23.2863,0.98365,,,,,23.2863,1.64045,,,,,,,23.2863,1.46986,,
23.3552,0.47204,,,,,23.3552,2.17025,,,,,,,23.3552,2.13615,,
23.4241,0.38662,,,,,23.4241,2.05794,,,,,,,23.4241,2.15829,,
23.4930,0.94239,,,,,23.4930,2.02283,,,,,,,23.4930,1.24888,,
23.5619,0.89933,,,,,23.5619,1.55055,,,,,,,23.5619,1.57235,,
23.6308,0.55998,,,,,23.6308,1.99682,,,,,,,23.6308,1.61653,,
23.6997,1.06911,,,,,23.6997,1.13269,,,,,,,23.6997,1.96499,,
23.7686,1.07231,,,,,23.7686,1.33844,,,,,,,23.7686,1.97719,,
23.8375,1.54321,,,,,23.8375,1.36066,,,,,,,23.8375,1.57351,,
23.9064,1.36116,,,,,23.9064,1.02598,,,,,,,23.9064,1.40096,,
23.9753,1.68331,,,,,23.9753,0.88598,,,,,,,23.9753,1.60762,,
24.0442,1.46714,,,,,24.0442,1.02040,,,,,,,24.0442,1.69492,,
24.1131,1.25818,,,,,24.1131,0.97927,,,,,,,24.1131,1.85668,,
24.1820,1.66386,,,,,24.1820,1.08152,,,,,,,24.1820,1.70598,,
24.2509,1.46096,,,,,24.2509,1.14431,,,,,,,24.2509,2.12915,,
24.3198,1.24220,,,,,24.3198,0.75690,,,,,,,24.3198,2.13874,,
24.3887,1.02226,,,,,24.3887,0.40998,,,,,,,24.3887,1.34145,,
24.4575,0.65827,,,,,24.4575,0.37149,,,,,,,24.4575,1.18294,,
24.5264,0.88740,,,,,24.5264,0.50674,,,,,,,24.5264,1.13075,,
24.5953,1.34660,,,,,24.5953,0.62143,,,,,,,24.5953,1.12866,,
24.6642,1.01959,,,,,24.6642,0.66472,,,,,,,24.6642,1.08770,,
24.7331,1.04524,,,,,24.7331,0.52442,,,,,,,24.7331,1.18803,,
24.8020,1.06115,,,,,24.8020,0.53252,,,,,,,24.8020,1.08162,,
24.8709,0.90552,,,,,24.8709,0.81626,,,,,,,24.8709,2.32316,,
24.9398,1.08377,,,,,24.9398,0.66979,,,,,,,24.9398,3.16297,,
25.0087,1.27311,,,,,25.0087,0.24189,,,,,,,25.0087,2.56419,,
25.0776,0.85915,,,,,25.0776,0.50702,,,,,,,25.0776,3.42495,,
25.1465,1.50046,,,,,25.1465,0.72033,,,,,,,25.1465,3.10593,,
25.2154,1.25373,,,,,25.2154,0.94569,,,,,,,25.2154,2.48532,,
25.2843,1.41715,,,,,25.2843,0.29916,,,,,,,25.2843,2.01761,,
25.3532,1.23173,,,,,25.3532,0.96054,,,,,,,25.3532,1.94737,,
25.4221,1.31529,,,,,25.4221,1.62024,,,,,,,25.4221,2.44661,,
25.4910,2.15915,,,,,25.4910,2.02066,,,,,,,25.4910,2.79563,,
25.5599,3.46997,,,,,25.5599,2.02796,,,,,,,25.5599,3.05293,,
25.6288,2.16036,,,,,25.6288,2.24382,,,,,,,25.6288,3.05566,,
25.6976,1.88659,,,,,25.6976,2.69395,,,,,,,25.6976,3.00533,,
25.7665,1.74153,,,,,25.7665,2.93413,,,,,,,25.7665,3.17548,,
25.8354,1.50135,,,,,25.8354,2.89793,,,,,,,25.8354,2.43311,,
25.9043,0.99496,,,,,25.9043,2.66649,,,,,,,25.9043,1.47517,,
25.9732,0.83826,,,,,25.9732,2.07113,,,,,,,25.9732,1.38576,,
26.0421,0.88088,,,,,26.0421,1.68619,,,,,,,26.0421,1.16815,,
26.1110,0.82244,,,,,26.1110,1.50544,,,,,,,26.1110,0.82272,,
26.1799,0.86615,,,,,26.1799,1.71917,,,,,,,26.1799,1.43050,,
26.2488,1.02593,,,,,26.2488,1.52937,,,,,,,26.2488,1.34767,,
26.3177,1.25990,,,,,26.3177,1.58528,,,,,,,26.3177,1.70588,,
26.3866,1.33250,,,,,26.3866,2.61218,,,,,,,26.3866,1.51367,,
26.4555,0.90405,,,,,26.4555,2.03230,,,,,,,26.4555,1.50447,,
26.5244,0.79569,,,,,26.5244,1.39335,,,,,,,26.5244,2.33133,,
26.5933,0.83467,,,,,26.5933,2.03704,,,,,,,26.5933,2.92981,,
26.6622,0.85299,,,,,26.6622,1.60067,,,,,,,26.6622,4.21794,,
26.7311,0.57605,,,,,26.7311,0.74659,,,,,,,26.7311,2.95897,,
26.8000,0.34697,,,,,26.8000,0.61839,,,,,,,26.8000,2.96693,,
26.8689,1.06361,,,,,26.8689,0.98671,,,,,,,26.8689,2.28788,,
26.9377,1.30934,,,,,26.9377,1.33539,,,,,,,26.9377,2.17491,,
27.0066,1.42154,,,,,27.0066,0.96854,,,,,,,27.0066,1.03191,,
27.0755,1.19122,,,,,27.0755,1.22938,,,,,,,27.0755,1.51881,,
27.1444,0.82282,,,,,27.1444,0.61730,,,,,,,27.1444,1.55860,,
27.2133,0.42312,,,,,27.2133,0.80717,,,,,,,27.2133,2.12217,,
27.2822,0.68100,,,,,27.2822,0.40609,,,,,,,27.2822,1.33719,,
27.3511,0.98797,,,,,27.3511,0.32629,,,,,,,27.3511,1.73364,,
27.4200,0.66760,,,,,27.4200,0.63917,,,,,,,27.4200,1.55019,,
27.4889,0.54011,,,,,27.4889,0.72436,,,,,,,27.4889,2.06643,,
27.5578,0.70668,,,,,27.5578,0.78448,,,,,,,27.5578,2.89906,,
27.6267,0.93072,,,,,27.6267,0.84242,,,,,,,27.6267,2.10670,,
27.6956,0.98233,,,,,27.6956,1.16004,,,,,,,27.6956,1.55877,,
27.7645,1.70108,,,,,27.7645,1.14834,,,,,,,27.7645,1.71203,,
27.8334,1.52176,,,,,27.8334,1.46445,,,,,,,27.8334,1.82364,,
27.9023,1.28313,,,,,27.9023,1.11576,,,,,,,27.9023,1.57700,,
27.9712,1.70959,,,,,27.9712,1.14550,,,,,,,,,,
28.0401,1.61199,,,,,28.0401,0.97024,,,,,,,,,,
28.1090,1.77440,,,,,28.1090,0.82505,,,,,,,,,,
28.1779,1.80090,,,,,28.1779,0.48764,,,,,,,,,,
28.2467,1.84282,,,,,28.2467,0.48381,,,,,,,,,,
28.3156,2.26283,,,,,28.3156,0.35436,,,,,,,,,,
28.3845,1.78771,,,,,28.3845,0.62779,,,,,,,,,,
28.4534,2.09156,,,,,28.4534,0.98123,,,,,,,,,,
28.5223,1.83255,,,,,28.5223,0.43375,,,,,,,,,,
28.5912,1.10963,,,,,28.5912,0.66587,,,,,,,,,,
28.6601,1.06721,,,,,28.6601,0.86170,,,,,,,,,,
28.7290,1.09601,,,,,28.7290,1.34306,,,,,,,,,,
28.7979,0.91801,,,,,28.7979,2.06595,,,,,,,,,,
28.8668,1.23631,,,,,28.8668,2.53717,,,,,,,,,,
28.9357,1.04632,,,,,28.9357,2.44479,,,,,,,,,,
29.0046,0.79594,,,,,29.0046,1.42275,,,,,,,,,,
29.0735,1.20000,,,,,29.0735,2.09367,,,,,,,,,,
29.1424,1.09289,,,,,29.1424,2.15981,,,,,,,,,,
29.2113,1.07971,,,,,29.2113,2.00798,,,,,,,,,,
29.2802,0.90996,,,,,29.2802,2.61096,,,,,,,,,,
29.3491,0.82794,,,,,29.3491,2.85919,,,,,,,,,,
29.4180,0.92582,,,,,29.4180,3.72122,,,,,,,,,,
29.4868,0.77300,,,,,29.4868,2.51943,,,,,,,,,,
29.5557,1.39632,,,,,29.5557,2.51995,,,,,,,,,,
29.6246,1.10258,,,,,29.6246,2.77052,,,,,,,,,,
29.6935,0.67249,,,,,29.6935,2.82317,,,,,,,,,,
29.7624,0.73516,,,,,29.7624,1.84655,,,,,,,,,,
29.8313,0.72164,,,,,29.8313,2.49223,,,,,,,,,,
29.9002,0.44234,,,,,29.9002,2.48263,,,,,,,,,,
29.9691,0.55961,,,,,29.9691,2.22446,,,,,,,,,,
30.0380,0.91367,,,,,30.0380,1.82727,,,,,,,,,,
30.1069,0.57587,,,,,30.1069,1.96885,,,,,,,,,,
30.1758,0.83381,,,,,30.1758,1.45544,,,,,,,,,,
30.2447,0.56711,,,,,30.2447,2.27269,,,,,,,,,,
30.3136,0.60232,,,,,30.3136,1.94473,,,,,,,,,,
30.3825,1.57657,,,,,30.3825,1.86027,,,,,,,,,,
30.4514,2.50507,,,,,30.4514,1.41851,,,,,,,,,,
30.5203,3.39425,,,,,30.5203,2.08353,,,,,,,,,,
30.5892,3.26167,,,,,30.5892,2.93051,,,,,,,,,,
30.6581,2.86971,,,,,30.6581,2.85299,,,,,,,,,,
30.7269,2.72848,,,,,30.7269,2.96272,,,,,,,,,,
30.7958,2.90863,,,,,30.7958,2.23818,,,,,,,,,,
