X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,11.4066,0.0000,12.230,0.0000,47.4171,0.0000,56.8874,0.0000,40.0110
0.0689,6.4241,0.0689,7.970,0.0689,40.6993,0.0689,59.0700,0.0689,52.1381
0.1378,3.8250,0.1378,6.387,0.1378,26.5260,0.1378,53.0053,0.1378,41.2196
0.2067,3.6349,0.2067,5.997,0.2067,20.2849,0.2067,55.4032,0.2067,29.8785
0.2756,2.7175,0.2756,4.816,0.2756,15.7236,0.2756,59.9252,0.2756,20.5619
0.3445,3.2669,0.3445,3.894,0.3445,12.7838,0.3445,60.3709,0.3445,12.6654
0.4134,2.7630,0.4134,4.385,0.4134,10.4335,0.4134,46.7637,0.4134,12.1994
0.4823,2.9677,0.4823,4.910,0.4823,12.5506,0.4823,37.6890,0.4823,14.5355
0.5512,3.3576,0.5512,4.750,0.5512,14.6203,0.5512,26.1845,0.5512,14.0391
0.6201,2.4393,0.6201,5.821,0.6201,17.1267,0.6201,20.0182,0.6201,14.2710
0.6889,2.3940,0.6889,5.028,0.6889,13.5365,0.6889,14.6053,0.6889,10.7713
0.7578,1.1570,0.7578,5.415,0.7578,9.4671,0.7578,14.0390,0.7578,8.7135
0.8267,1.8945,0.8267,3.756,0.8267,10.2703,0.8267,18.0830,0.8267,8.0512
0.8956,3.0189,0.8956,4.546,0.8956,15.1107,0.8956,21.9392,0.8956,7.7547
0.9645,4.5315,0.9645,4.516,0.9645,15.8012,0.9645,20.2509,0.9645,6.5746
1.0334,7.0882,1.0334,4.843,1.0334,15.9063,1.0334,15.7885,1.0334,6.9953
1.1023,11.8236,1.1023,4.829,1.1023,20.7096,1.1023,8.2936,1.1023,6.3155
1.1712,16.3489,1.1712,5.685,1.1712,15.6258,1.1712,4.9675,1.1712,5.0902
1.2401,19.4838,1.2401,7.745,1.2401,10.0633,1.2401,4.8838,1.2401,4.8349
1.3090,19.6470,1.3090,11.430,1.3090,5.1247,1.3090,3.6210,1.3090,5.4207
1.3779,13.8490,1.3779,12.160,1.3779,3.8610,1.3779,4.2319,1.3779,7.6717
1.4468,8.6216,1.4468,13.974,1.4468,2.7987,1.4468,2.8372,1.4468,6.6715
1.5157,9.4006,1.5157,11.770,1.5157,2.6513,1.5157,4.0557,1.5157,5.0968
1.5846,11.5137,1.5846,9.763,1.5846,3.8304,1.5846,4.9372,1.5846,4.4011
1.6535,13.6198,1.6535,11.635,1.6535,5.6523,1.6535,3.7418,1.6535,5.0654
1.7224,13.0606,1.7224,11.047,1.7224,7.4418,1.7224,2.8196,1.7224,7.4695
1.7913,17.7342,1.7913,12.713,1.7913,8.8672,1.7913,5.5334,1.7913,10.1509
1.8602,29.8810,1.8602,7.962,1.8602,13.5905,1.8602,5.3609,1.8602,9.3505
1.9290,41.5252,1.9290,5.586,1.9290,13.4203,1.9290,4.0974,1.9290,9.1916
1.9979,46.9586,1.9979,6.492,1.9979,12.1365,1.9979,5.1509,1.9979,10.5811
2.0668,41.1879,2.0668,5.943,2.0668,13.3011,2.0668,6.7968,2.0668,8.9625
2.1357,26.5244,2.1357,5.611,2.1357,11.9534,2.1357,5.3355,2.1357,8.2292
2.2046,17.8596,2.2046,4.608,2.2046,8.4117,2.2046,2.5623,2.2046,5.2059
2.2735,9.6093,2.2735,4.858,2.2735,5.3658,2.2735,1.4528,2.2735,4.1557
2.3424,6.3193,2.3424,2.593,2.3424,5.4664,2.3424,1.2912,2.3424,2.7978
2.4113,5.7772,2.4113,2.523,2.4113,5.3712,2.4113,2.8402,2.4113,1.6987
2.4802,6.6595,2.4802,2.975,2.4802,6.2517,2.4802,5.7203,2.4802,2.7131
2.5491,7.0137,2.5491,1.241,2.5491,6.6959,2.5491,6.3116,2.5491,2.8068
2.6180,8.7430,2.6180,1.879,2.6180,6.8354,2.6180,5.2821,2.6180,3.4326
2.6869,5.3724,2.6869,1.951,2.6869,4.7936,2.6869,4.1851,2.6869,5.1731
2.7558,2.5616,2.7558,2.001,2.7558,2.9723,2.7558,2.6363,2.7558,5.6572
2.8247,1.1276,2.8247,1.732,2.8247,2.7651,2.8247,3.0862,2.8247,5.9023
2.8936,1.2328,2.8936,2.188,2.8936,4.7602,2.8936,5.6058,2.8936,6.2660
2.9625,1.2715,2.9625,3.699,2.9625,6.6529,2.9625,7.1179,2.9625,7.7170
3.0314,0.9365,3.0314,3.431,3.0314,13.4529,3.0314,5.5333,3.0314,8.0403
3.1003,0.5940,3.1003,5.044,3.1003,16.9846,3.1003,6.1409,3.1003,8.7125
3.1691,1.0891,3.1691,4.781,3.1691,18.6509,3.1691,6.9246,3.1691,8.1819
3.2380,2.0767,3.2380,5.402,3.2380,23.2172,3.2380,9.1073,3.2380,8.9996
3.3069,1.7118,3.3069,4.239,3.3069,31.2367,3.3069,8.5657,3.3069,8.9204
3.3758,1.7803,3.3758,4.920,3.3758,31.7524,3.3758,5.2912,3.3758,11.1231
3.4447,3.1962,3.4447,7.603,3.4447,26.0849,3.4447,3.0214,3.4447,11.7649
