X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6
0.0000,7.6110,0.0000,14.6650,0.0000,8.6765,0.0000,24.1872,0.0000,20.3863,0.0000,3.2706,0.0000,11.9214
0.0689,7.4431,0.0689,14.0929,0.0689,12.1934,0.0689,30.4071,0.0689,23.5631,0.0689,4.5555,0.0689,10.2767
0.1378,9.8487,0.1378,16.9120,0.1378,13.6676,0.1378,35.9044,0.1378,23.9798,0.1378,5.3391,0.1378,5.3129
0.2067,11.4002,0.2067,19.0173,0.2067,12.1311,0.2067,38.7724,0.2067,22.0917,0.2067,8.0622,0.2067,4.3841
0.2756,8.5826,0.2756,18.9622,0.2756,7.1090,0.2756,33.7833,0.2756,17.6562,0.2756,11.8168,0.2756,2.3755
0.3445,7.9875,0.3445,15.3554,0.3445,5.3834,0.3445,42.6127,0.3445,16.8132,0.3445,12.5577,0.3445,1.8975
0.4134,11.4699,0.4134,10.5571,0.4134,10.0531,0.4134,52.3324,0.4134,15.2498,0.4134,15.5323,0.4134,3.0884
0.4823,13.9916,0.4823,12.2803,0.4823,10.5834,0.4823,58.4925,0.4823,13.9681,0.4823,14.8725,0.4823,3.0220
0.5512,16.9437,0.5512,10.1516,0.5512,12.1044,0.5512,48.1966,0.5512,10.9792,0.5512,14.5464,0.5512,6.1907
0.6201,17.3381,0.6201,10.0062,0.6201,12.2633,0.6201,32.5191,0.6201,5.9653,0.6201,15.3770,0.6201,5.7371
0.6889,15.3425,0.6889,11.5355,0.6889,9.0150,0.6889,17.3602,0.6889,4.5216,0.6889,20.7350,0.6889,9.1572
0.7578,18.6900,0.7578,11.5192,0.7578,8.0633,0.7578,8.7481,0.7578,5.6686,0.7578,34.8049,0.7578,12.6497
0.8267,16.0262,0.8267,13.2691,0.8267,8.9772,0.8267,7.3086,0.8267,7.9822,0.8267,45.6848,0.8267,13.5932
0.8956,19.2253,0.8956,19.5595,0.8956,12.7284,0.8956,5.3303,0.8956,8.5335,0.8956,57.9664,0.8956,11.0731
0.9645,19.2605,0.9645,25.6880,0.9645,13.8846,0.9645,5.0998,0.9645,8.0819,0.9645,60.1009,0.9645,4.8096
1.0334,17.6703,1.0334,21.3928,1.0334,12.5090,1.0334,6.6931,1.0334,3.2435,1.0334,54.0019,1.0334,3.7003
1.1023,12.3108,1.1023,16.4066,1.1023,8.8568,1.1023,10.5552,1.1023,2.1571,1.1023,33.6587,1.1023,4.2760
1.1712,7.9185,1.1712,14.5546,1.1712,8.5576,1.1712,12.0817,1.1712,1.4339,1.1712,14.5014,1.1712,2.8041
1.2401,4.5151,1.2401,12.8861,1.2401,16.4295,1.2401,12.1419,1.2401,1.3145,1.2401,9.4938,1.2401,4.2515
1.3090,3.5082,1.3090,8.0200,1.3090,19.2834,1.3090,12.3542,1.3090,1.1385,1.3090,6.7247,1.3090,3.7190
1.3779,5.1320,1.3779,4.2068,1.3779,16.2726,1.3779,13.7134,1.3779,1.9756,1.3779,5.8614,1.3779,4.9017
1.4468,7.5844,1.4468,3.4822,1.4468,15.3714,1.4468,14.3886,1.4468,5.6516,1.4468,5.6966,1.4468,6.2272
1.5157,7.4481,1.5157,4.6532,1.5157,13.2986,1.5157,16.5055,1.5157,5.7245,1.5157,10.2587,1.5157,8.3983
1.5846,7.1625,1.5846,6.7488,1.5846,9.4871,1.5846,14.8962,1.5846,5.1155,1.5846,16.9096,1.5846,11.2452
1.6535,5.8066,1.6535,9.9909,1.6535,5.2883,1.6535,14.8611,1.6535,3.7625,1.6535,20.3911,1.6535,16.5947
1.7224,5.7580,1.7224,10.3226,1.7224,3.1715,1.7224,12.1854,1.7224,3.9380,1.7224,19.9715,1.7224,19.8554
1.7913,8.5105,1.7913,9.4847,1.7913,1.9582,1.7913,7.1270,1.7913,6.0603,1.7913,14.4834,1.7913,23.4426
1.8602,11.4626,1.8602,4.9192,1.8602,2.0212,1.8602,8.1529,1.8602,8.7613,1.8602,7.6002,1.8602,19.9128
1.9290,15.8869,1.9290,3.9802,1.9290,1.5306,1.9290,11.9514,1.9290,11.9477,1.9290,4.8060,1.9290,17.2552
1.9979,18.9417,1.9979,4.9024,1.9979,1.7400,1.9979,16.8319,1.9979,10.2572,1.9979,4.0499,1.9979,16.1616
2.0668,17.0106,2.0668,3.3801,2.0668,2.4315,2.0668,22.0410,2.0668,7.6515,2.0668,3.5846,2.0668,10.7496
2.1357,12.9979,2.1357,3.8324,2.1357,2.7143,2.1357,22.5776,2.1357,6.8864,2.1357,3.9915,2.1357,8.9130
2.2046,8.9875,2.2046,4.7508,2.2046,2.6811,2.2046,16.5110,2.2046,8.6038,2.2046,3.6104,2.2046,10.9894
2.2735,6.1724,2.2735,3.9822,2.2735,2.7136,2.2735,13.4645,2.2735,8.6412,2.2735,2.6033,2.2735,15.9126
2.3424,4.5228,2.3424,3.6019,2.3424,4.8740,2.3424,8.3671,2.3424,13.9670,2.3424,1.0147,2.3424,15.3052
2.4113,2.8752,2.4113,2.3919,2.4113,9.9458,2.4113,9.8037,2.4113,10.4136,2.4113,1.0058,2.4113,10.0962
2.4802,2.0466,2.4802,2.0772,2.4802,19.0755,2.4802,14.8489,2.4802,8.6204,2.4802,0.8660,2.4802,6.0087
2.5491,1.1105,2.5491,1.7184,2.5491,32.5691,2.5491,21.0493,2.5491,4.3694,2.5491,1.3033,2.5491,3.9485
2.6180,1.2453,2.6180,0.9054,2.6180,46.0237,2.6180,26.1055,2.6180,2.4557,2.6180,1.8354,2.6180,2.8421
2.6869,3.3127,2.6869,0.7599,2.6869,45.7605,2.6869,33.7785,2.6869,1.8734,2.6869,4.4687,2.6869,2.2012
2.7558,4.0728,2.7558,1.1405,2.7558,36.6090,2.7558,38.4251,2.7558,1.4620,2.7558,6.3660,2.7558,5.2620
2.8247,7.5897,2.8247,3.2303,2.8247,26.8047,2.8247,46.5717,2.8247,1.5287,2.8247,8.0112,2.8247,5.5888
2.8936,15.9089,2.8936,5.0493,2.8936,21.7621,2.8936,55.2187,2.8936,1.2027,2.8936,7.7987,2.8936,7.2440
2.9625,22.3591,2.9625,7.4069,2.9625,15.5207,2.9625,52.6484,2.9625,0.6803,2.9625,6.6443,2.9625,6.4127
3.0314,23.4175,3.0314,5.4647,3.0314,10.4232,3.0314,42.7262,3.0314,0.9347,3.0314,3.8967,3.0314,12.1065
3.1003,20.3816,3.1003,3.8343,3.1003,5.9190,3.1003,27.6578,3.1003,1.2994,3.1003,2.7000,3.1003,15.2187
3.1691,16.2449,3.1691,2.9291,3.1691,5.0837,3.1691,21.6949,3.1691,1.9408,3.1691,1.9233,3.1691,20.2990
3.2380,13.5623,3.2380,2.1230,3.2380,3.3800,3.2380,27.4633,3.2380,2.5889,3.2380,1.7568,3.2380,21.8294
3.3069,11.5026,3.3069,1.4301,3.3069,2.3341,3.3069,25.5101,3.3069,2.4002,3.3069,2.7572,3.3069,17.9088
3.3758,12.8681,3.3758,1.8556,3.3758,2.4287,3.3758,14.8435,3.3758,2.1950,3.3758,5.6698,3.3758,13.0194
3.4447,11.9894,3.4447,2.9244,3.4447,6.0470,3.4447,11.4604,3.4447,2.1777,3.4447,11.6538,3.4447,9.6412
3.5136,15.9109,3.5136,2.2064,3.5136,13.8210,3.5136,10.7671,3.5136,3.4691,3.5136,17.2967,3.5136,6.0025
3.5825,15.7292,3.5825,1.5128,3.5825,22.0706,3.5825,13.2341,3.5825,2.0645,3.5825,18.4824,3.5825,5.7134
3.6514,13.0854,3.6514,1.0443,3.6514,19.9042,3.6514,12.8075,3.6514,2.1140,3.6514,13.6552,3.6514,6.3383
3.7203,12.0281,3.7203,1.9192,3.7203,16.3737,3.7203,11.5706,3.7203,2.0200,3.7203,11.6254,3.7203,7.6152
3.7892,9.1237,3.7892,1.5346,3.7892,11.6859,3.7892,10.8906,3.7892,1.6516,3.7892,8.9303,3.7892,11.9641
3.8581,8.6531,3.8581,1.4782,3.8581,8.3544,3.8581,13.1955,3.8581,2.0016,3.8581,6.8329,3.8581,17.5643
3.9270,11.4357,3.9270,2.2615,3.9270,6.8558,3.9270,10.5703,3.9270,2.9464,3.9270,5.7258,3.9270,18.4060
3.9959,16.8335,3.9959,2.7530,3.9959,4.1822,3.9959,6.3092,3.9959,3.5989,3.9959,3.1007,3.9959,16.9001
4.0648,23.4002,4.0648,2.6572,4.0648,4.1365,4.0648,4.6017,4.0648,5.1972,4.0648,2.3020,4.0648,20.8070
4.1337,30.9024,4.1337,3.4790,4.1337,5.9042,4.1337,3.1887,4.1337,4.4471,4.1337,2.0826,4.1337,20.8687
4.2026,33.5558,4.2026,3.0049,4.2026,9.0316,4.2026,4.4186,4.2026,2.0238,4.2026,4.0792,4.2026,18.8192
4.2715,30.7611,4.2715,3.5430,4.2715,10.2637,4.2715,6.4010,4.2715,0.8728,4.2715,8.5129,4.2715,12.2989
4.3404,25.4284,4.3404,4.1354,4.3404,8.2313,4.3404,10.0016,4.3404,2.1377,4.3404,10.2725,4.3404,8.4184
4.4092,21.5249,4.4092,4.8199,4.4092,6.5333,4.4092,15.3594,4.4092,1.2470,4.4092,8.1880,4.4092,6.6985
4.4781,22.0872,4.4781,4.2111,4.4781,4.5842,4.4781,18.2765,4.4781,1.6365,4.4781,5.8260,4.4781,6.8985
4.5470,23.9078,4.5470,3.8843,4.5470,3.6797,4.5470,22.7775,4.5470,1.8049,4.5470,4.5515,4.5470,11.4264
4.6159,19.2686,4.6159,3.8177,4.6159,4.5944,4.6159,24.5920,4.6159,1.5907,4.6159,5.1479,4.6159,13.4513
4.6848,13.5482,4.6848,4.3224,4.6848,3.2637,4.6848,22.9752,4.6848,2.5681,4.6848,6.8897,4.6848,10.6821
4.7537,8.6484,4.7537,5.8762,4.7537,2.2731,4.7537,14.3481,4.7537,4.5334,4.7537,8.0434,4.7537,10.0186
4.8226,4.6815,4.8226,13.0436,4.8226,2.6290,4.8226,6.5448,4.8226,5.8094,4.8226,8.3819,4.8226,12.3762
4.8915,6.0561,4.8915,16.2422,4.8915,3.0807,4.8915,6.2355,4.8915,4.2103,4.8915,8.4987,4.8915,16.0338
4.9604,5.7145,4.9604,22.0854,4.9604,2.8816,4.9604,6.2323,4.9604,3.8226,4.9604,11.2418,4.9604,20.2208
5.0293,6.9891,5.0293,18.1643,5.0293,4.9069,5.0293,5.8465,5.0293,2.9093,5.0293,14.3155,5.0293,27.6603
5.0982,7.9070,5.0982,11.4105,5.0982,5.9214,5.0982,6.8706,5.0982,3.4327,5.0982,16.4591,5.0982,33.9974
5.1671,9.2320,5.1671,9.1904,5.1671,6.4925,5.1671,7.9771,5.1671,2.1924,5.1671,14.3911,5.1671,47.2577
5.2360,14.3802,5.2360,6.7592,5.2360,9.3519,5.2360,12.4436,5.2360,2.1418,5.2360,11.7852,5.2360,49.5110
5.3049,21.5392,5.3049,4.3435,5.3049,11.7192,5.3049,14.5357,5.3049,1.9079,5.3049,11.0434,5.3049,30.1815
5.3738,28.1873,5.3738,2.4695,5.3738,15.6948,5.3738,17.4549,5.3738,1.5148,5.3738,16.8632,5.3738,16.5281
5.4427,25.7808,5.4427,4.1338,5.4427,20.1485,5.4427,20.4042,5.4427,1.0990,5.4427,14.8573,5.4427,11.2800
5.5116,16.0581,5.5116,6.8683,5.5116,21.4095,5.5116,18.5429,5.5116,2.3766,5.5116,14.9080,5.5116,7.8322
5.5805,8.8118,5.5805,6.7571,5.5805,17.1713,5.5805,14.1900,5.5805,2.4538,5.5805,13.5595,5.5805,4.1444
5.6493,7.2499,5.6493,7.8805,5.6493,9.5655,5.6493,11.7029,5.6493,3.1172,5.6493,15.6019,5.6493,2.7560
5.7182,6.6342,5.7182,6.6406,5.7182,5.3159,5.7182,8.4838,5.7182,4.3519,5.7182,15.3196,5.7182,2.2270
5.7871,6.6661,5.7871,6.5805,5.7871,3.0620,5.7871,6.0455,5.7871,4.4447,5.7871,12.4028,5.7871,1.2297
5.8560,9.6927,5.8560,8.5978,5.8560,2.5563,5.8560,4.4697,5.8560,4.0035,5.8560,13.7034,5.8560,1.2539
5.9249,9.9231,5.9249,7.9278,5.9249,3.4916,5.9249,3.0298,5.9249,5.8343,5.9249,10.1379,5.9249,1.3054
5.9938,11.6970,5.9938,5.5434,5.9938,3.8900,5.9938,2.4366,5.9938,8.1173,5.9938,10.0784,5.9938,2.2572
6.0627,14.1981,6.0627,3.7910,6.0627,4.3762,6.0627,1.1203,6.0627,11.2971,6.0627,10.1951,6.0627,6.0978
6.1316,15.9987,6.1316,3.1514,6.1316,4.1679,6.1316,1.2921,6.1316,16.3008,6.1316,8.7135,6.1316,9.3146
6.2005,17.1300,6.2005,2.1417,6.2005,2.7912,6.2005,1.5997,6.2005,18.0407,6.2005,10.7138,6.2005,13.4529
6.2694,14.9040,6.2694,1.7737,6.2694,1.7473,6.2694,1.8468,6.2694,18.3158,6.2694,6.4798,6.2694,14.7500
6.3383,15.3319,6.3383,0.6503,6.3383,1.7043,6.3383,2.9534,6.3383,24.0116,6.3383,6.1914,6.3383,16.1139
6.4072,13.0151,6.4072,0.9812,6.4072,1.4721,6.4072,4.0722,6.4072,33.5030,6.4072,9.5421,6.4072,22.0299
6.4761,15.3426,6.4761,0.5721,6.4761,1.4115,6.4761,3.3363,6.4761,36.4479,6.4761,10.9669,6.4761,15.6243
6.5450,19.5985,6.5450,0.8798,6.5450,3.2570,6.5450,2.6389,6.5450,32.9582,6.5450,12.0649,6.5450,6.9549
6.6139,12.7755,6.6139,1.2783,6.6139,4.9469,6.6139,2.1136,6.6139,26.5399,6.6139,10.8493,6.6139,4.7224
6.6828,8.2934,6.6828,1.0807,6.6828,6.6554,6.6828,1.8161,6.6828,25.9413,6.6828,7.8193,6.6828,3.9680
6.7517,7.2127,6.7517,1.0225,6.7517,13.8158,6.7517,1.4480,6.7517,20.7912,6.7517,3.4044,6.7517,5.3926
6.8206,5.1016,6.8206,1.0386,6.8206,23.1946,6.8206,2.4069,6.8206,15.6702,6.8206,3.8902,6.8206,8.4826
6.8895,2.6859,6.8895,1.1934,6.8895,26.4451,6.8895,3.4901,6.8895,10.7232,6.8895,3.4282,6.8895,10.6599
6.9583,3.0248,6.9583,1.2203,6.9583,22.9640,6.9583,3.2654,6.9583,10.5038,6.9583,2.8862,6.9583,8.1834
7.0272,3.6511,7.0272,1.6957,7.0272,14.4301,7.0272,3.3754,7.0272,12.3511,7.0272,2.9434,7.0272,6.3823
7.0961,4.5358,7.0961,1.5160,7.0961,8.7289,7.0961,5.5515,7.0961,17.7409,7.0961,1.7964,7.0961,6.8978
7.1650,5.8402,7.1650,2.2029,7.1650,4.9093,7.1650,9.3489,7.1650,19.0443,7.1650,2.3426,7.1650,6.1555
7.2339,5.6593,7.2339,1.6885,7.2339,2.5612,7.2339,12.6111,7.2339,14.5900,7.2339,2.0378,7.2339,9.2067
7.3028,6.9737,7.3028,1.5141,7.3028,2.1800,7.3028,12.2705,7.3028,11.1551,7.3028,1.8722,7.3028,13.4515
7.3717,7.7858,7.3717,1.1420,7.3717,3.0794,7.3717,11.4956,7.3717,8.2657,7.3717,2.0452,7.3717,11.7766
7.4406,8.5616,7.4406,1.3286,7.4406,5.9725,7.4406,9.9189,7.4406,6.0153,7.4406,1.5318,7.4406,11.6693
7.5095,8.4714,7.5095,1.0164,7.5095,11.9366,7.5095,11.4701,7.5095,6.2175,7.5095,2.5535,7.5095,12.7889
7.5784,8.1052,7.5784,3.2450,7.5784,15.4948,7.5784,15.3065,7.5784,5.1617,7.5784,2.1448,7.5784,14.5164
7.6473,7.6146,7.6473,3.2482,7.6473,19.7996,7.6473,14.1833,7.6473,5.3681,7.6473,2.1208,7.6473,13.0662
7.7162,6.7278,7.7162,4.7577,7.7162,23.3451,7.7162,9.4663,7.7162,6.2940,7.7162,1.3157,7.7162,10.3309
7.7851,7.6666,7.7851,7.7833,7.7851,25.9719,7.7851,7.0190,7.7851,5.3606,7.7851,0.4819,7.7851,9.5012
7.8540,13.4809,7.8540,11.0518,7.8540,31.5745,7.8540,6.2037,7.8540,5.1913,7.8540,1.0683,7.8540,6.0605
