X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,3.80142,0.0000,0.49525,0.0000,1.88548,0.0000,5.72651
0.0689,4.56647,0.0689,1.15202,0.0689,2.12921,0.0689,6.04094
0.1378,3.86524,0.1378,1.81678,0.1378,2.90840,0.1378,5.77850
0.2067,3.93835,0.2067,2.39210,0.2067,2.46381,0.2067,5.73193
0.2756,4.67457,0.2756,3.31777,0.2756,2.74299,0.2756,5.25464
0.3445,3.69117,0.3445,2.73969,0.3445,2.57071,0.3445,3.39335
0.4134,4.31790,0.4134,2.52167,0.4134,2.28564,0.4134,1.84364
0.4823,4.36072,0.4823,2.47836,0.4823,2.33711,0.4823,1.51735
0.5512,3.93803,0.5512,2.07083,0.5512,2.04091,0.5512,1.78574
0.6201,3.71299,0.6201,1.85708,0.6201,2.97023,0.6201,1.45253
0.6889,3.87193,0.6889,1.62236,0.6889,3.94702,0.6889,1.82514
0.7578,3.49692,0.7578,1.07642,0.7578,3.64481,0.7578,2.14041
0.8267,2.19648,0.8267,1.03481,0.8267,3.40789,0.8267,2.14218
0.8956,2.35813,0.8956,1.08863,0.8956,2.65973,0.8956,2.40189
0.9645,2.40092,0.9645,0.95806,0.9645,4.11475,0.9645,2.59384
1.0334,2.24915,1.0334,0.97995,1.0334,4.38576,1.0334,2.86609
1.1023,2.00791,1.1023,1.23113,1.1023,3.07754,1.1023,2.57109
1.1712,2.23326,1.1712,0.79998,1.1712,3.46485,1.1712,2.27626
1.2401,1.88761,1.2401,0.96915,1.2401,3.17387,1.2401,3.11264
1.3090,2.24347,1.3090,1.33841,1.3090,2.21271,1.3090,2.79619
1.3779,2.09764,1.3779,1.21286,1.3779,2.85205,1.3779,2.30866
1.4468,1.48083,1.4468,1.03934,1.4468,3.03733,1.4468,1.45982
1.5157,1.14506,1.5157,1.19442,1.5157,2.44362,1.5157,1.47521
1.5846,1.72114,1.5846,1.65008,1.5846,2.88025,1.5846,1.25791
1.6535,1.92223,1.6535,1.58107,1.6535,2.94334,1.6535,1.31700
1.7224,1.78283,1.7224,1.35103,1.7224,3.27680,1.7224,1.05057
1.7913,2.39721,1.7913,1.82575,1.7913,2.97899,1.7913,0.76879
1.8602,2.98009,1.8602,2.49682,1.8602,2.17387,1.8602,1.04489
1.9290,2.77848,1.9290,2.88716,1.9290,1.99305,1.9290,1.07780
1.9979,2.71740,1.9979,4.05953,1.9979,2.58852,1.9979,0.98671
2.0668,2.24027,2.0668,3.74363,2.0668,3.07936,2.0668,1.07256
2.1357,1.59704,2.1357,4.03663,2.1357,4.92614,2.1357,1.24037
2.2046,1.97173,2.2046,2.98673,2.2046,7.21426,2.2046,1.51449
2.2735,2.08114,2.2735,2.83864,2.2735,8.67126,2.2735,2.24113
2.3424,1.23977,2.3424,3.30008,2.3424,9.85066,2.3424,1.04959
2.4113,1.04272,2.4113,2.99389,2.4113,7.78524,2.4113,0.98871
2.4802,1.42195,2.4802,3.16581,2.4802,7.39481,2.4802,1.54125
2.5491,1.92645,2.5491,4.09759,2.5491,6.26506,2.5491,1.66484
2.6180,2.35231,2.6180,5.92320,2.6180,5.46121,2.6180,1.55255
2.6869,1.58900,2.6869,7.05401,2.6869,4.32712,2.6869,1.95800
2.7558,1.25179,2.7558,5.67988,2.7558,4.38908,2.7558,1.71968
2.8247,1.35682,2.8247,4.91887,2.8247,3.88214,2.8247,1.83667
2.8936,0.74624,2.8936,5.49078,2.8936,2.39402,2.8936,1.17690
2.9625,0.77378,2.9625,4.46031,2.9625,2.00022,2.9625,0.81218
3.0314,0.80331,3.0314,3.93182,3.0314,2.48624,3.0314,1.84915
3.1003,0.94528,3.1003,2.44545,3.1003,1.98190,3.1003,1.18453
3.1691,1.66394,3.1691,1.77863,3.1691,1.86750,3.1691,1.14918
3.2380,1.41396,3.2380,1.68044,3.2380,1.89892,3.2380,0.94924
3.3069,1.37980,3.3069,1.54787,3.3069,1.86988,3.3069,0.91473
3.3758,1.02232,3.3758,1.76811,3.3758,2.31109,3.3758,1.26161
3.4447,1.07284,3.4447,1.73870,3.4447,3.15878,3.4447,1.26566
3.5136,0.61065,3.5136,1.57571,3.5136,2.84270,3.5136,1.35348
3.5825,0.83096,3.5825,1.93765,3.5825,2.22830,3.5825,0.80201
3.6514,0.95507,3.6514,2.56544,3.6514,1.65568,3.6514,1.02876
3.7203,1.36516,3.7203,2.33932,3.7203,1.17925,3.7203,0.92469
3.7892,1.41106,3.7892,2.66562,3.7892,1.15404,3.7892,1.36496
3.8581,1.32450,3.8581,2.38521,3.8581,1.44006,3.8581,1.73817
3.9270,1.14767,3.9270,1.68378,3.9270,1.54311,3.9270,1.95111
3.9959,1.70979,3.9959,2.42343,3.9959,1.55483,3.9959,1.80035
4.0648,2.07123,4.0648,2.11694,4.0648,1.66633,4.0648,1.75662
4.1337,1.23071,4.1337,2.84462,4.1337,1.93910,4.1337,1.51661
4.2026,1.67129,4.2026,1.95677,4.2026,2.05254,4.2026,1.03482
4.2715,1.88923,4.2715,1.56722,4.2715,2.58076,4.2715,1.61382
4.3404,2.69102,4.3404,1.30529,4.3404,2.52550,4.3404,0.90844
4.4092,4.04668,4.4092,1.02337,4.4092,2.28148,4.4092,1.09861
4.4781,3.73843,4.4781,0.92947,4.4781,1.82974,4.4781,1.32679
4.5470,4.14663,4.5470,1.05467,4.5470,1.45368,4.5470,2.42744
4.6159,5.10955,4.6159,0.80139,4.6159,1.59018,4.6159,3.10705
4.6848,5.14679,4.6848,1.33821,4.6848,2.06363,4.6848,3.41292
4.7537,5.80684,4.7537,1.92484,4.7537,2.26247,4.7537,3.59277
4.8226,7.31225,4.8226,1.86540,4.8226,2.32138,4.8226,3.06262
4.8915,7.06186,4.8915,1.38237,4.8915,2.01425,4.8915,2.92257
4.9604,5.01009,4.9604,1.78542,4.9604,2.17484,4.9604,2.96438
5.0293,3.64145,5.0293,1.93381,5.0293,2.47031,5.0293,2.46368
5.0982,3.13865,5.0982,1.95446,5.0982,3.12637,5.0982,2.59427
5.1671,2.28635,5.1671,2.18835,5.1671,3.13699,5.1671,2.49868
5.2360,2.10466,5.2360,2.53419,5.2360,2.35017,5.2360,2.58059
5.3049,1.12748,5.3049,3.02338,5.3049,2.36266,5.3049,2.13030
5.3738,1.26852,5.3738,3.85546,5.3738,2.60295,5.3738,1.84722
5.4427,1.52640,5.4427,2.95312,5.4427,2.73444,5.4427,1.27690
5.5116,1.28615,5.5116,2.22121,5.5116,2.51580,5.5116,1.72001
5.5805,1.04278,5.5805,2.10015,5.5805,2.36307,5.5805,2.07385
5.6493,1.61206,5.6493,1.34404,5.6493,2.06616,5.6493,2.64970
5.7182,1.27678,5.7182,1.54266,5.7182,3.24031,5.7182,2.77636
5.7871,0.61310,5.7871,1.47726,5.7871,2.99426,5.7871,2.23783
5.8560,1.27771,5.8560,1.26785,5.8560,2.50297,5.8560,2.82172
