X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,33.2953,0.0000,21.9950,0.0000,6.3862,0.0000,3.0350,0.0000,5.5790,0.0000,31.7907
0.0689,35.6657,0.0689,21.2411,0.0689,6.4284,0.0689,3.2613,0.0689,5.5165,0.0689,22.5355
0.1378,36.3791,0.1378,18.6667,0.1378,5.2374,0.1378,2.0989,0.1378,4.6358,0.1378,20.3747
0.2067,30.5241,0.2067,13.9930,0.2067,5.0706,0.2067,2.6261,0.2067,6.3823,0.2067,18.5482
0.2756,27.9255,0.2756,7.3073,0.2756,6.0711,0.2756,4.1528,0.2756,7.0201,0.2756,12.9725
0.3445,31.9057,0.3445,6.5011,0.3445,8.0642,0.3445,4.7993,0.3445,5.7779,0.3445,11.7670
0.4134,32.1916,0.4134,6.2396,0.4134,8.7190,0.4134,3.5324,0.4134,5.6954,0.4134,10.8415
0.4823,32.3322,0.4823,7.4518,0.4823,6.8463,0.4823,3.2213,0.4823,4.3897,0.4823,10.5194
0.5512,21.4946,0.5512,5.7062,0.5512,6.4537,0.5512,3.1770,0.5512,3.3895,0.5512,9.4914
0.6201,13.0414,0.6201,4.2400,0.6201,4.6716,0.6201,4.7197,0.6201,2.3256,0.6201,8.7381
0.6889,15.5560,0.6889,4.6202,0.6889,4.8623,0.6889,3.8630,0.6889,2.7722,0.6889,7.3519
0.7578,20.4563,0.7578,3.8418,0.7578,4.3823,0.7578,4.0347,0.7578,3.9143,0.7578,6.8216
0.8267,19.0818,0.8267,1.9100,0.8267,6.3175,0.8267,2.8522,0.8267,3.1216,0.8267,8.0464
0.8956,20.5810,0.8956,1.8970,0.8956,11.3386,0.8956,2.5720,0.8956,4.1844,0.8956,9.9329
0.9645,17.7701,0.9645,3.7386,0.9645,15.0730,0.9645,1.9659,0.9645,3.8364,0.9645,11.1103
1.0334,11.0953,1.0334,6.9939,1.0334,16.7418,1.0334,3.8711,1.0334,3.4656,1.0334,9.3158
1.1023,8.8914,1.1023,12.0711,1.1023,13.1213,1.1023,6.0246,1.1023,2.4958,1.1023,8.0392
1.1712,6.4017,1.1712,20.1339,1.1712,13.3713,1.1712,5.3605,1.1712,2.1482,1.1712,6.2782
1.2401,6.2259,1.2401,24.2646,1.2401,15.8588,1.2401,5.4206,1.2401,1.8400,1.2401,6.1128
1.3090,4.9197,1.3090,21.6123,1.3090,19.6708,1.3090,5.5408,1.3090,2.6494,1.3090,5.8168
1.3779,7.1026,1.3779,15.1091,1.3779,21.5899,1.3779,7.7897,1.3779,1.9579,1.3779,6.7894
1.4468,8.9320,1.4468,8.7437,1.4468,16.0764,1.4468,11.2727,1.4468,1.3732,1.4468,4.7501
1.5157,6.2995,1.5157,6.6867,1.5157,12.1665,1.5157,16.3545,1.5157,1.4601,1.5157,5.5624
1.5846,8.2783,1.5846,5.3280,1.5846,13.4560,1.5846,21.8111,1.5846,2.2637,1.5846,6.2744
1.6535,8.7022,1.6535,6.9344,1.6535,21.1473,1.6535,17.2728,1.6535,2.7190,1.6535,8.7971
1.7224,11.1087,1.7224,7.4652,1.7224,25.8446,1.7224,12.5981,1.7224,2.5901,1.7224,11.0508
1.7913,18.8645,1.7913,7.2438,1.7913,29.4400,1.7913,8.5804,1.7913,2.1289,1.7913,13.5948
1.8602,23.4093,1.8602,7.1771,1.8602,29.2769,1.8602,7.6521,1.8602,2.3802,1.8602,17.5388
1.9290,23.5559,1.9290,4.8500,1.9290,25.9626,1.9290,8.5793,1.9290,2.2842,1.9290,19.5689
1.9979,13.1107,1.9979,4.8125,1.9979,31.1386,1.9979,12.8949,1.9979,2.4452,1.9979,23.6959
2.0668,8.7979,2.0668,3.2889,2.0668,41.1448,2.0668,15.1728,2.0668,3.0612,2.0668,30.4356
2.1357,7.0157,2.1357,2.4798,2.1357,49.6720,2.1357,16.1267,2.1357,3.9967,2.1357,37.6707
2.2046,5.9843,2.2046,4.0360,2.2046,44.0416,2.2046,16.0192,2.2046,2.5890,2.2046,40.4102
2.2735,5.1981,2.2735,4.5851,2.2735,33.0805,2.2735,15.8459,2.2735,2.1159,2.2735,34.1633
2.3424,3.4207,2.3424,5.5967,2.3424,16.6628,2.3424,15.6868,2.3424,1.5068,2.3424,27.4883
2.4113,2.9795,2.4113,5.3336,2.4113,11.3941,2.4113,17.5640,2.4113,1.3597,2.4113,21.9613
2.4802,2.4937,2.4802,4.9060,2.4802,11.8409,2.4802,18.6298,2.4802,1.5732,2.4802,14.8856
2.5491,3.2103,2.5491,3.7367,2.5491,8.7682,2.5491,19.5958,2.5491,0.9544,2.5491,9.9752
2.6180,4.2341,2.6180,4.2013,2.6180,6.2936,2.6180,23.5932,2.6180,1.2169,2.6180,9.8668
2.6869,3.5775,2.6869,3.6572,2.6869,4.5581,2.6869,31.9528,2.6869,1.5669,2.6869,12.2306
2.7558,2.0279,2.7558,5.7366,2.7558,4.5553,2.7558,36.7219,2.7558,1.3346,2.7558,15.1134
2.8247,2.1402,2.8247,7.2479,2.8247,4.3020,2.8247,46.3725,2.8247,1.7081,2.8247,21.3286
2.8936,2.8096,2.8936,11.0256,2.8936,3.7587,2.8936,44.4009,2.8936,1.5335,2.8936,25.6755
2.9625,3.0808,2.9625,14.9729,2.9625,2.2935,2.9625,39.3767,2.9625,2.5901,2.9625,26.1079
3.0314,2.8586,3.0314,14.7038,3.0314,3.3141,3.0314,37.3715,3.0314,2.3672,3.0314,19.8943
3.1003,4.3176,3.1003,14.0664,3.1003,3.1856,3.1003,29.3678,3.1003,1.5128,3.1003,12.9797
3.1691,3.2673,3.1691,13.7713,3.1691,2.6659,3.1691,23.0841,3.1691,2.3668,3.1691,7.9447
3.2380,2.0883,3.2380,14.7211,3.2380,3.6116,3.2380,22.5691,3.2380,3.4891,3.2380,4.3262
3.3069,2.2876,3.3069,16.3475,3.3069,2.3695,3.3069,18.7453,3.3069,4.8915,3.3069,2.9245
3.3758,2.9358,3.3758,18.5981,3.3758,3.5065,3.3758,19.9365,3.3758,8.2620,3.3758,2.0525
3.4447,2.8990,3.4447,24.7308,3.4447,4.5512,3.4447,21.6072,3.4447,12.5208,3.4447,3.2549
3.5136,2.9358,3.5136,31.0117,3.5136,8.9245,3.5136,24.4431,3.5136,12.3112,3.5136,4.1955
3.5825,4.1754,3.5825,32.7832,3.5825,12.6637,3.5825,19.0234,3.5825,11.5493,3.5825,2.8251
3.6514,6.5174,3.6514,35.2838,3.6514,14.8250,3.6514,16.9255,3.6514,9.8028,3.6514,2.9365
3.7203,7.7021,3.7203,39.8563,3.7203,14.8524,3.7203,14.2057,3.7203,7.0953,3.7203,3.3994
3.7892,8.5286,3.7892,42.7268,3.7892,12.6861,3.7892,10.5920,3.7892,3.9359,3.7892,3.2353
3.8581,7.9747,3.8581,45.1350,3.8581,10.5900,3.8581,9.3206,3.8581,3.4925,3.8581,6.3260
3.9270,12.0298,3.9270,43.0655,3.9270,7.3212,3.9270,10.8293,3.9270,4.7311,3.9270,9.1137
3.9959,10.3487,3.9959,43.9463,3.9959,4.9024,3.9959,15.9448,3.9959,3.8584,3.9959,9.1837
4.0648,10.0807,4.0648,40.0497,4.0648,5.1686,4.0648,20.1482,4.0648,3.4657,4.0648,10.0665
4.1337,8.3826,4.1337,35.2351,4.1337,12.7460,4.1337,28.2609,4.1337,5.2374,4.1337,11.4021
4.2026,5.3842,4.2026,35.1845,4.2026,22.7533,4.2026,30.0561,4.2026,8.0602,4.2026,12.1808
4.2715,4.3178,4.2715,28.4315,4.2715,29.5329,4.2715,27.3725,4.2715,15.2451,4.2715,13.1243
4.3404,2.9404,4.3404,25.3240,4.3404,21.1154,4.3404,23.1571,4.3404,23.4699,4.3404,14.1983
4.4092,1.6701,4.4092,22.7088,4.4092,16.5380,4.4092,17.4738,4.4092,26.0827,4.4092,13.1138
4.4781,1.4608,4.4781,16.2743,4.4781,12.6004,4.4781,13.0046,4.4781,22.0141,4.4781,13.1747
4.5470,1.1929,4.5470,13.8151,4.5470,9.1579,4.5470,8.3157,4.5470,20.3412,4.5470,18.6168
4.6159,0.9350,4.6159,14.1322,4.6159,8.2877,4.6159,7.6352,4.6159,11.6295,4.6159,16.4177
4.6848,1.1563,4.6848,15.7925,4.6848,8.6065,4.6848,6.5234,4.6848,6.2237,4.6848,15.2945
4.7537,1.1896,4.7537,23.6043,4.7537,7.9967,4.7537,6.5588,4.7537,4.0654,4.7537,11.1176
4.8226,1.2228,4.8226,29.0369,4.8226,6.8483,4.8226,3.9436,4.8226,3.5463,4.8226,8.3669
4.8915,1.5582,4.8915,24.4517,4.8915,7.5014,4.8915,4.8730,4.8915,3.0737,4.8915,8.5497
4.9604,3.6099,4.9604,20.5664,4.9604,7.2073,4.9604,4.9794,4.9604,3.9018,4.9604,8.5315
5.0293,4.5838,5.0293,21.6378,5.0293,6.6421,5.0293,6.6964,5.0293,4.7878,5.0293,10.6255
5.0982,5.3818,5.0982,22.5631,5.0982,6.5584,5.0982,5.7854,5.0982,5.0897,5.0982,9.8722
5.1671,5.9026,5.1671,19.8224,5.1671,8.5678,5.1671,5.5895,5.1671,5.8524,5.1671,9.5276
5.2360,3.2931,5.2360,13.4736,5.2360,9.9389,5.2360,7.7231,5.2360,5.6776,5.2360,6.8722
5.3049,2.0558,5.3049,10.7083,5.3049,9.9909,5.3049,9.5640,5.3049,5.7703,5.3049,5.7491
5.3738,1.1254,5.3738,8.4480,5.3738,9.9757,5.3738,10.5787,5.3738,6.2466,5.3738,4.6350
5.4427,2.3953,5.4427,6.8225,5.4427,13.0313,5.4427,13.3910,5.4427,4.4906,5.4427,4.9904
5.5116,3.2182,5.5116,7.7652,5.5116,17.4776,5.5116,15.4634,5.5116,4.9165,5.5116,6.4789
5.5805,5.4530,5.5805,9.1979,5.5805,22.0691,5.5805,17.9258,5.5805,4.0440,5.5805,6.6759
5.6493,8.2560,5.6493,14.9388,5.6493,24.7723,5.6493,24.0160,5.6493,4.9614,5.6493,7.1510
5.7182,9.8498,5.7182,16.1546,5.7182,18.6676,5.7182,30.4988,5.7182,5.6096,5.7182,7.6990
5.7871,10.1577,5.7871,15.3865,5.7871,17.9858,5.7871,34.0576,5.7871,6.2877,5.7871,5.7008
5.8560,7.0558,5.8560,9.4705,5.8560,9.5139,5.8560,38.8860,5.8560,4.0120,5.8560,6.3933
5.9249,5.4722,5.9249,7.6391,5.9249,8.8695,5.9249,41.6989,5.9249,1.9658,5.9249,10.7533
5.9938,3.9444,5.9938,8.1609,5.9938,10.1437,5.9938,38.7162,5.9938,1.6578,5.9938,15.2468
6.0627,3.0997,6.0627,6.9551,6.0627,11.7373,6.0627,31.5813,6.0627,3.2349,6.0627,19.6081
6.1316,3.6888,6.1316,3.1396,6.1316,14.6107,6.1316,18.7413,6.1316,3.7610,6.1316,16.1494
6.2005,3.2744,6.2005,2.7017,6.2005,14.3791,6.2005,12.4703,6.2005,4.7933,6.2005,12.9863
6.2694,3.6169,6.2694,1.4708,6.2694,12.7116,6.2694,13.6395,6.2694,4.3609,6.2694,15.1075
6.3383,4.2900,6.3383,2.1345,6.3383,9.3705,6.3383,14.5438,6.3383,6.4000,6.3383,13.7828
6.4072,2.9679,6.4072,3.7292,6.4072,8.2453,6.4072,13.5673,6.4072,7.2932,6.4072,12.6206
6.4761,2.0421,6.4761,6.0032,6.4761,6.4956,6.4761,13.5509,6.4761,9.7347,6.4761,11.8856
6.5450,2.1757,6.5450,3.2017,6.5450,4.6483,6.5450,12.4052,6.5450,15.0099,6.5450,10.2183
6.6139,2.0120,6.6139,5.2567,6.6139,3.6666,6.6139,13.4108,6.6139,24.4081,6.6139,7.5312
6.6828,3.7646,6.6828,4.8041,6.6828,5.9237,6.6828,11.8067,6.6828,25.4494,6.6828,7.6855
6.7517,3.9166,6.7517,3.5112,6.7517,8.5986,6.7517,12.3878,6.7517,18.6054,6.7517,6.0313
6.8206,4.2969,6.8206,6.7807,6.8206,11.1701,6.8206,8.5230,6.8206,14.9887,6.8206,3.5855
6.8895,4.9751,6.8895,9.5346,6.8895,11.9882,6.8895,7.7649,6.8895,8.7188,6.8895,2.6580
6.9583,4.2470,6.9583,21.5027,6.9583,14.4637,6.9583,4.5870,6.9583,6.9484,6.9583,3.0812
7.0272,2.9219,7.0272,26.5176,7.0272,14.8340,7.0272,3.7305,7.0272,5.3189,7.0272,4.2080
7.0961,3.4840,7.0961,20.6624,7.0961,17.5768,7.0961,3.7955,7.0961,5.2162,7.0961,5.1670
7.1650,3.8021,7.1650,13.4600,7.1650,21.1037,7.1650,4.5044,7.1650,5.8609,7.1650,3.4871
7.2339,2.6604,7.2339,9.0110,7.2339,24.8285,7.2339,5.7083,7.2339,6.4748,7.2339,2.2172
7.3028,5.0362,7.3028,5.4586,7.3028,30.1185,7.3028,9.7517,7.3028,5.7973,7.3028,3.2155
7.3717,7.6653,7.3717,4.6242,7.3717,34.8383,7.3717,12.4621,7.3717,6.0231,7.3717,3.2800
7.4406,11.5061,7.4406,4.5055,7.4406,40.7395,7.4406,16.4124,7.4406,9.9242,7.4406,2.5885
7.5095,18.2815,7.5095,2.9031,7.5095,46.0326,7.5095,25.6887,7.5095,10.5139,7.5095,2.2676
7.5784,35.0656,7.5784,3.0014,7.5784,46.3202,7.5784,29.9117,7.5784,15.9431,7.5784,1.9124
7.6473,54.7953,7.6473,3.0655,7.6473,35.1634,7.6473,37.1217,7.6473,20.4403,7.6473,2.0978
