X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,2.65718,0.0000,4.13620,0.0000,4.87361,0.0000,1.62013,0.0000,5.99577
0.0689,3.21390,0.0689,3.28822,0.0689,6.94027,0.0689,1.58279,0.0689,6.88486
0.1378,3.05710,0.1378,2.02132,0.1378,7.72732,0.1378,1.47615,0.1378,6.66566
0.2067,3.62539,0.2067,2.27155,0.2067,6.40246,0.2067,1.46432,0.2067,5.91225
0.2756,3.24168,0.2756,1.98475,0.2756,5.94095,0.2756,1.40994,0.2756,4.02042
0.3445,2.82383,0.3445,1.92288,0.3445,5.49065,0.3445,1.84229,0.3445,3.03659
0.4134,2.45737,0.4134,1.84510,0.4134,4.48713,0.4134,2.53477,0.4134,2.53952
0.4823,2.07881,0.4823,2.07845,0.4823,4.04069,0.4823,2.20651,0.4823,2.24907
0.5512,1.98413,0.5512,3.14289,0.5512,2.47524,0.5512,1.98425,0.5512,1.74473
0.6201,2.21619,0.6201,3.86261,0.6201,1.93791,0.6201,2.53009,0.6201,2.21941
0.6889,1.41140,0.6889,3.93419,0.6889,1.17051,0.6889,1.87876,0.6889,2.38055
0.7578,2.00837,0.7578,4.38511,0.7578,1.18266,0.7578,2.58082,0.7578,3.23368
0.8267,2.30215,0.8267,5.91956,0.8267,1.80658,0.8267,2.25378,0.8267,3.69247
0.8956,2.27007,0.8956,6.94026,0.8956,1.42490,0.8956,2.72165,0.8956,3.20765
0.9645,2.78301,0.9645,6.95822,0.9645,1.80572,0.9645,2.52606,0.9645,3.09433
1.0334,3.38784,1.0334,6.23700,1.0334,2.27996,1.0334,2.22026,1.0334,2.47096
1.1023,3.66708,1.1023,5.72326,1.1023,2.11211,1.1023,2.04349,1.1023,1.88627
1.1712,3.81154,1.1712,5.07465,1.1712,1.79898,1.1712,1.34210,1.1712,2.27204
1.2401,3.85321,1.2401,4.07843,1.2401,1.60309,1.2401,1.14847,1.2401,2.45476
1.3090,3.77128,1.3090,3.66881,1.3090,1.01741,1.3090,1.04626,1.3090,3.01947
1.3779,2.59001,1.3779,3.50387,1.3779,0.92654,1.3779,0.61130,1.3779,4.06549
1.4468,2.02131,1.4468,3.02621,1.4468,1.26276,1.4468,1.06248,1.4468,2.62938
1.5157,1.51510,1.5157,2.93527,1.5157,1.09410,1.5157,1.09921,1.5157,1.98439
