X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,25.476,0.0000,62.697,0.0000,20.9134,0.0000,25.6468,0.0000,44.0645,0.0000,27.0747
0.0689,19.892,0.0689,92.925,0.0689,17.7891,0.0689,21.0943,0.0689,37.8820,0.0689,31.3925
0.1378,18.576,0.1378,101.027,0.1378,13.4689,0.1378,14.4487,0.1378,33.6561,0.1378,38.0949
0.2067,17.263,0.2067,91.126,0.2067,11.2247,0.2067,10.5447,0.2067,26.9998,0.2067,44.6376
0.2756,19.041,0.2756,62.433,0.2756,10.5568,0.2756,8.8669,0.2756,20.0709,0.2756,49.7316
0.3445,28.143,0.3445,41.955,0.3445,9.3393,0.3445,8.2100,0.3445,15.2949,0.3445,60.9084
0.4134,45.446,0.4134,28.944,0.4134,9.7176,0.4134,6.2016,0.4134,17.6613,0.4134,67.1647
0.4823,62.010,0.4823,21.030,0.4823,8.8297,0.4823,4.4910,0.4823,16.5626,0.4823,62.3950
0.5512,75.198,0.5512,13.995,0.5512,10.2124,0.5512,4.6234,0.5512,13.5066,0.5512,48.5423
0.6201,67.420,0.6201,11.633,0.6201,12.9920,0.6201,4.3619,0.6201,11.3344,0.6201,29.9515
0.6889,51.523,0.6889,12.191,0.6889,19.1769,0.6889,4.1130,0.6889,11.0447,0.6889,17.1524
0.7578,35.449,0.7578,13.464,0.7578,20.8599,0.7578,2.4898,0.7578,10.9799,0.7578,12.4419
0.8267,29.016,0.8267,15.611,0.8267,22.6998,0.8267,2.5218,0.8267,12.9763,0.8267,10.0923
0.8956,22.062,0.8956,16.158,0.8956,24.4708,0.8956,2.3514,0.8956,14.1197,0.8956,9.3120
0.9645,18.998,0.9645,20.868,0.9645,25.5854,0.9645,1.6761,0.9645,16.2130,0.9645,11.2960
1.0334,16.526,1.0334,22.733,1.0334,30.3162,1.0334,1.6837,1.0334,15.1472,1.0334,13.8586
1.1023,15.885,1.1023,29.000,1.1023,24.8594,1.1023,2.6237,1.1023,11.8307,1.1023,14.7107
1.1712,13.984,1.1712,40.158,1.1712,22.7248,1.1712,3.3204,1.1712,7.2393,1.1712,12.2829
1.2401,12.643,1.2401,58.996,1.2401,19.2114,1.2401,2.9395,1.2401,6.4562,1.2401,7.6143
1.3090,9.496,1.3090,72.745,1.3090,20.3475,1.3090,1.9752,1.3090,4.6968,1.3090,4.5211
1.3779,7.719,1.3779,78.051,1.3779,24.1693,1.3779,2.3244,1.3779,4.7440,1.3779,3.6187
1.4468,5.786,1.4468,68.185,1.4468,24.2676,1.4468,2.6386,1.4468,3.6237,1.4468,2.5768
1.5157,3.931,1.5157,52.319,1.5157,24.4397,1.5157,2.0068,1.5157,3.0062,1.5157,3.1208
1.5846,3.124,1.5846,41.577,1.5846,25.1560,1.5846,2.7912,1.5846,3.6534,1.5846,2.1819
1.6535,1.455,1.6535,26.029,1.6535,23.3495,1.6535,3.2205,1.6535,5.9177,1.6535,1.6476
1.7224,1.661,1.7224,16.104,1.7224,14.6208,1.7224,4.5982,1.7224,5.6913,1.7224,1.8018
1.7913,1.961,1.7913,10.584,1.7913,9.5067,1.7913,7.9358,1.7913,10.2288,1.7913,2.2217
1.8602,2.539,1.8602,5.601,1.8602,7.0481,1.8602,13.7722,1.8602,14.9114,1.8602,2.9451
1.9290,2.635,1.9290,2.984,1.9290,8.5309,1.9290,14.8365,1.9290,15.7345,1.9290,2.1103
1.9979,1.602,1.9979,2.423,1.9979,9.9096,1.9979,15.2248,1.9979,14.9335,1.9979,2.3125
2.0668,2.329,2.0668,3.516,2.0668,9.1232,2.0668,20.2186,2.0668,15.5710,2.0668,2.7856
2.1357,3.166,2.1357,4.189,2.1357,8.3763,2.1357,22.2555,2.1357,15.8347,2.1357,3.2968
2.2046,3.688,2.2046,5.301,2.2046,5.7428,2.2046,22.2880,2.2046,17.5144,2.2046,3.9422
2.2735,7.804,2.2735,3.263,2.2735,4.1613,2.2735,24.1071,2.2735,16.4589,2.2735,3.4371
2.3424,11.763,2.3424,3.738,2.3424,4.0952,2.3424,22.1916,2.3424,12.5777,2.3424,1.6839
2.4113,9.256,2.4113,5.364,2.4113,5.3074,2.4113,17.7334,2.4113,8.2304,2.4113,0.9745
2.4802,6.191,2.4802,5.197,2.4802,6.3789,2.4802,16.3690,2.4802,3.5781,2.4802,1.2689
2.5491,4.137,2.5491,5.349,2.5491,6.5418,2.5491,13.7634,2.5491,2.1911,2.5491,1.0093
2.6180,4.153,2.6180,4.182,2.6180,6.1639,2.6180,13.8674,2.6180,1.3741,2.6180,1.4754
2.6869,5.569,2.6869,6.713,2.6869,6.9290,2.6869,11.2144,2.6869,0.8114,2.6869,1.6528
2.7558,6.874,2.7558,9.119,2.7558,6.7457,2.7558,7.5485,2.7558,0.8817,2.7558,1.1967
2.8247,6.298,2.8247,13.860,2.8247,7.1903,2.8247,6.0356,2.8247,0.7774,2.8247,4.1063
2.8936,9.431,2.8936,8.766,2.8936,7.4775,2.8936,5.3108,2.8936,0.9844,2.8936,9.7615
2.9625,9.133,2.9625,6.616,2.9625,7.8701,2.9625,6.1723,2.9625,2.0742,2.9625,17.9536
3.0314,10.369,3.0314,8.650,3.0314,6.4364,3.0314,8.3573,3.0314,1.7248,3.0314,28.2647
3.1003,6.846,3.1003,14.216,3.1003,4.2482,3.1003,11.4736,3.1003,2.3362,3.1003,32.2228
3.1691,7.604,3.1691,18.367,3.1691,5.2570,3.1691,10.7790,3.1691,1.8568,3.1691,28.2457
3.2380,6.222,3.2380,17.265,3.2380,7.4685,3.2380,12.8127,3.2380,4.0510,3.2380,20.3370
3.3069,5.447,3.3069,14.914,3.3069,11.8017,3.3069,12.6697,3.3069,3.8667,3.3069,15.3904
3.3758,4.757,3.3758,9.847,3.3758,13.1300,3.3758,9.8732,3.3758,2.3665,3.3758,13.9816
3.4447,6.445,3.4447,8.489,3.4447,11.3961,3.4447,5.9679,3.4447,1.8440,3.4447,15.7193
3.5136,8.494,3.5136,10.475,3.5136,8.3539,3.5136,4.0379,3.5136,2.2629,3.5136,13.7118
3.5825,7.798,3.5825,13.182,3.5825,4.9495,3.5825,3.6970,3.5825,1.6664,3.5825,13.7853
3.6514,5.532,3.6514,18.869,3.6514,4.4531,3.6514,4.8985,3.6514,2.5712,3.6514,14.2243
3.7203,2.784,3.7203,20.820,3.7203,4.2917,3.7203,8.9872,3.7203,4.6883,3.7203,17.2108
3.7892,2.185,3.7892,25.577,3.7892,7.2292,3.7892,10.8072,3.7892,6.7105,3.7892,19.2506
3.8581,1.858,3.8581,25.925,3.8581,13.7737,3.8581,12.1598,3.8581,7.4462,3.8581,19.0665
3.9270,1.829,3.9270,24.849,3.9270,18.3473,3.9270,12.0098,3.9270,5.7793,3.9270,16.0739
3.9959,1.707,3.9959,24.600,3.9959,23.1901,3.9959,10.3605,3.9959,6.5888,3.9959,15.8583
4.0648,1.788,4.0648,22.479,4.0648,34.6472,4.0648,10.2250,4.0648,7.7888,4.0648,13.3975
4.1337,1.594,4.1337,15.369,4.1337,33.0789,4.1337,6.8514,4.1337,9.9886,4.1337,11.0703
4.2026,1.278,4.2026,10.443,4.2026,28.0578,4.2026,8.9908,4.2026,7.1039,4.2026,7.4408
4.2715,2.476,4.2715,7.063,4.2715,23.0800,4.2715,12.5472,4.2715,4.1638,4.2715,4.4837
4.3404,2.809,4.3404,6.991,4.3404,17.6663,4.3404,12.5379,4.3404,2.8031,4.3404,3.3816
4.4092,2.326,4.4092,8.099,4.4092,12.3365,4.4092,12.5116,4.4092,3.9604,4.4092,3.7474
4.4781,2.927,4.4781,5.973,4.4781,11.3046,4.4781,7.7341,4.4781,6.6646,4.4781,5.7966
4.5470,3.106,4.5470,4.527,4.5470,9.3563,4.5470,6.7464,4.5470,9.9186,4.5470,9.3915
4.6159,1.919,4.6159,3.904,4.6159,9.6705,4.6159,3.4900,4.6159,10.3369,4.6159,14.0823
4.6848,3.175,4.6848,3.688,4.6848,10.4055,4.6848,3.5118,4.6848,11.3527,4.6848,17.4577
4.7537,3.490,4.7537,5.044,4.7537,12.2302,4.7537,3.5769,4.7537,12.7280,4.7537,14.0998
4.8226,3.256,4.8226,5.896,4.8226,13.9711,4.8226,5.7984,4.8226,11.7026,4.8226,9.0011
4.8915,2.295,4.8915,9.161,4.8915,9.8528,4.8915,5.7500,4.8915,13.4727,4.8915,3.9755
4.9604,2.163,4.9604,12.417,4.9604,8.5521,4.9604,5.4719,4.9604,13.6702,4.9604,3.8370
5.0293,4.189,5.0293,14.502,5.0293,5.3039,5.0293,5.3642,5.0293,11.4668,5.0293,6.4177
5.0982,6.908,5.0982,13.158,5.0982,5.2669,5.0982,8.7702,5.0982,11.7437,5.0982,9.0599
5.1671,12.587,5.1671,9.016,5.1671,5.4714,5.1671,7.7513,5.1671,8.9704,5.1671,13.0944
5.2360,10.394,5.2360,6.261,5.2360,6.0111,5.2360,8.3839,5.2360,7.1225,5.2360,16.4093
5.3049,12.313,5.3049,4.221,5.3049,8.1687,5.3049,8.5604,5.3049,5.4240,5.3049,18.1146
5.3738,16.382,5.3738,2.981,5.3738,14.1402,5.3738,6.0937,5.3738,3.6326,5.3738,15.8921
5.4427,16.203,5.4427,7.583,5.4427,19.9822,5.4427,5.6380,5.4427,1.4581,5.4427,9.0378
5.5116,12.214,5.5116,10.971,5.5116,18.2468,5.5116,8.5700,5.5116,2.3638,5.5116,6.2265
5.5805,8.952,5.5805,12.880,5.5805,21.6478,5.5805,9.5795,5.5805,4.3622,5.5805,3.9961
5.6493,5.667,5.6493,12.687,5.6493,17.2564,5.6493,10.6907,5.6493,5.7832,5.6493,2.6021
5.7182,1.968,5.7182,11.235,5.7182,10.5094,5.7182,12.6013,5.7182,6.0486,5.7182,3.7613
5.7871,1.424,5.7871,12.009,5.7871,6.0255,5.7871,11.5064,5.7871,2.7552,5.7871,6.8696
5.8560,0.569,5.8560,13.994,5.8560,5.9935,5.8560,8.3625,5.8560,3.2003,5.8560,7.2865
5.9249,0.666,5.9249,14.177,5.9249,6.8000,5.9249,6.1508,5.9249,4.1795,5.9249,7.1034
