X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6
0.0000,22.2298,0.0000,45.0373,0.0000,42.7016,0.0000,32.0366,0.0000,9.7885,0.0000,39.0584,0.0000,62.2263
0.0689,10.9318,0.0689,41.4297,0.0689,31.7765,0.0689,24.5641,0.0689,8.9823,0.0689,44.3319,0.0689,56.7760
0.1378,8.0439,0.1378,27.0136,0.1378,23.4801,0.1378,14.8691,0.1378,9.7777,0.1378,46.8721,0.1378,45.8448
0.2067,7.0569,0.2067,22.3413,0.2067,17.7828,0.2067,11.2722,0.2067,11.5886,0.2067,45.7649,0.2067,37.4170
0.2756,6.0891,0.2756,21.4080,0.2756,12.4782,0.2756,12.2127,0.2756,7.7164,0.2756,47.6242,0.2756,33.3536
0.3445,7.0142,0.3445,13.3007,0.3445,8.1940,0.3445,12.3036,0.3445,5.7356,0.3445,45.4085,0.3445,26.3477
0.4134,4.9285,0.4134,8.0475,0.4134,5.8270,0.4134,8.8336,0.4134,4.1985,0.4134,45.7304,0.4134,19.4225
0.4823,3.7170,0.4823,4.8832,0.4823,5.5310,0.4823,5.2672,0.4823,3.7399,0.4823,38.7970,0.4823,13.7907
0.5512,4.0253,0.5512,3.8045,0.5512,3.9278,0.5512,5.9548,0.5512,6.3730,0.5512,30.6864,0.5512,10.6460
0.6201,2.6340,0.6201,3.2085,0.6201,2.8285,0.6201,4.9652,0.6201,8.7884,0.6201,27.0758,0.6201,10.6418
0.6889,3.2743,0.6889,3.1879,0.6889,3.9064,0.6889,3.1843,0.6889,14.4687,0.6889,24.8810,0.6889,9.6269
0.7578,3.8335,0.7578,4.1693,0.7578,3.5718,0.7578,4.0464,0.7578,15.4253,0.7578,22.9184,0.7578,6.3003
0.8267,3.8001,0.8267,1.7613,0.8267,4.4927,0.8267,11.6002,0.8267,12.3997,0.8267,19.0817,0.8267,5.4416
0.8956,2.8621,0.8956,4.0148,0.8956,4.6880,0.8956,14.3364,0.8956,10.0773,0.8956,14.5680,0.8956,6.1984
0.9645,2.6936,0.9645,8.4927,0.9645,5.8544,0.9645,14.1931,0.9645,4.4756,0.9645,11.6136,0.9645,13.4475
1.0334,3.3616,1.0334,10.5226,1.0334,9.3054,1.0334,10.4460,1.0334,2.3101,1.0334,11.0421,1.0334,21.2493
1.1023,3.9657,1.1023,10.8285,1.1023,11.9767,1.1023,6.0070,1.1023,1.6094,1.1023,6.5974,1.1023,27.0647
1.1712,3.6414,1.1712,8.4631,1.1712,16.2475,1.1712,1.7496,1.1712,1.4984,1.1712,2.4750,1.1712,26.6916
1.2401,4.9671,1.2401,5.2533,1.2401,17.9281,1.2401,0.9803,1.2401,1.7158,1.2401,2.0068,1.2401,18.6803
1.3090,5.7301,1.3090,7.4163,1.3090,16.3924,1.3090,1.6392,1.3090,0.3947,1.3090,2.5263,1.3090,11.9703
1.3779,5.0788,1.3779,14.5726,1.3779,11.1542,1.3779,3.0257,1.3779,1.1256,1.3779,1.3519,1.3779,10.9722
1.4468,5.4131,1.4468,17.3554,1.4468,7.2597,1.4468,9.5982,1.4468,1.8197,1.4468,1.1444,1.4468,13.3536
1.5157,4.4147,1.5157,17.5044,1.5157,10.3194,1.5157,16.0572,1.5157,2.5485,1.5157,1.2008,1.5157,15.5264
1.5846,4.0338,1.5846,20.1463,1.5846,15.5135,1.5846,17.5822,1.5846,3.6313,1.5846,1.8808,1.5846,13.7150
1.6535,5.7590,1.6535,22.1378,1.6535,22.6285,1.6535,18.7272,1.6535,2.9299,1.6535,4.3493,1.6535,8.9350
1.7224,8.1326,1.7224,20.7522,1.7224,25.1563,1.7224,23.4521,1.7224,3.4358,1.7224,8.7167,1.7224,6.4157
1.7913,10.8695,1.7913,14.6310,1.7913,21.1363,1.7913,28.9870,1.7913,2.6457,1.7913,16.1482,1.7913,7.1751
