X0,Y0,X1,Y1,X2,Y2
0.0000,12.5194,0.0000,15.402,0.0000,9.0710
0.0689,16.8235,0.0689,15.297,0.0689,16.3343
0.1378,19.4810,0.1378,19.191,0.1378,14.4697
0.2067,20.2818,0.2067,22.703,0.2067,14.4400
0.2756,19.2007,0.2756,21.289,0.2756,12.2339
0.3445,17.4584,0.3445,19.441,0.3445,8.3095
0.4134,14.0825,0.4134,17.233,0.4134,5.1892
0.4823,11.7797,0.4823,14.302,0.4823,2.4787
0.5512,10.5637,0.5512,8.485,0.5512,5.3283
0.6201,9.4525,0.6201,10.705,0.6201,4.3256
0.6889,11.5861,0.6889,11.503,0.6889,2.5659
0.7578,13.7053,0.7578,14.665,0.7578,1.5828
0.8267,12.3406,0.8267,14.227,0.8267,0.9045
0.8956,13.7259,0.8956,16.895,0.8956,1.0563
0.9645,15.4373,0.9645,15.085,0.9645,1.5053
1.0334,16.4593,1.0334,14.954,1.0334,2.9526
1.1023,13.1211,1.1023,13.219,1.1023,1.5116
1.1712,10.9543,1.1712,10.052,1.1712,1.7908
1.2401,5.9603,1.2401,6.352,1.2401,2.4500
1.3090,5.9962,1.3090,4.481,1.3090,2.9065
1.3779,6.1261,1.3779,8.359,1.3779,5.7242
1.4468,8.5047,1.4468,11.965,1.4468,6.9899
1.5157,15.3391,1.5157,14.770,1.5157,8.9801
1.5846,22.4455,1.5846,17.950,1.5846,11.2160
1.6535,23.4724,1.6535,17.209,1.6535,13.7729
1.7224,20.7563,1.7224,21.575,1.7224,14.9717
1.7913,13.1010,1.7913,26.917,1.7913,12.9361
1.8602,8.9319,1.8602,22.973,1.8602,9.1200
1.9290,5.8585,1.9290,19.925,1.9290,7.7263
1.9979,5.9213,1.9979,9.951,1.9979,8.4922
2.0668,9.3610,2.0668,5.997,2.0668,9.5579
2.1357,10.2958,2.1357,5.137,2.1357,6.9859
2.2046,12.5131,2.2046,4.854,2.2046,4.8115
2.2735,13.8289,2.2735,3.598,2.2735,3.0682
2.3424,12.3129,2.3424,2.913,2.3424,1.8407
2.4113,8.9232,2.4113,2.757,2.4113,2.3643
2.4802,9.5555,2.4802,1.926,2.4802,2.9049
2.5491,12.2296,2.5491,2.295,2.5491,1.8968
2.6180,13.6566,2.6180,2.967,2.6180,2.5739
2.6869,15.8126,2.6869,1.545,2.6869,4.0056
2.7558,16.5467,2.7558,2.180,2.7558,3.1829
2.8247,18.0657,2.8247,4.766,2.8247,4.6377
2.8936,19.2677,2.8936,6.445,2.8936,3.3174
2.9625,22.9643,2.9625,10.446,2.9625,2.7468
3.0314,26.7523,3.0314,13.678,3.0314,3.3822
3.1003,34.7788,3.1003,17.831,3.1003,3.6966
3.1691,32.2208,3.1691,16.435,3.1691,3.1924
3.2380,23.3082,3.2380,18.136,3.2380,5.6282
3.3069,17.2629,3.3069,15.277,3.3069,6.1181
3.3758,15.7957,3.3758,14.004,3.3758,6.5107
3.4447,17.6716,3.4447,16.161,3.4447,6.8453
3.5136,24.6949,3.5136,21.075,3.5136,7.4441
3.5825,27.5316,3.5825,21.604,3.5825,9.7164
3.6514,30.4976,3.6514,19.280,3.6514,13.0987
3.7203,26.5943,3.7203,16.223,3.7203,17.1593
3.7892,23.6193,3.7892,11.802,3.7892,18.3986
3.8581,23.9088,3.8581,9.200,3.8581,24.5945
3.9270,18.1927,3.9270,7.604,3.9270,28.0046
3.9959,15.6229,3.9959,6.657,3.9959,29.1295
4.0648,14.0991,4.0648,6.920,4.0648,32.0691
4.1337,14.6926,4.1337,7.422,4.1337,36.8207
4.2026,17.3925,4.2026,8.712,4.2026,42.8440
4.2715,15.3014,4.2715,11.826,4.2715,43.5954
4.3404,15.3811,4.3404,14.376,4.3404,40.8073
4.4092,11.8659,4.4092,13.590,4.4092,40.0195
4.4781,10.7715,4.4781,12.258,4.4781,28.4780
4.5470,11.0944,4.5470,8.882,4.5470,21.8088
4.6159,10.9063,4.6159,5.524,4.6159,15.7014
4.6848,11.3411,4.6848,4.948,4.6848,20.5012
4.7537,8.7637,4.7537,4.937,4.7537,19.7325
4.8226,13.0662,4.8226,4.848,4.8226,22.7737
4.8915,18.8909,4.8915,4.393,4.8915,22.0630
4.9604,23.4405,4.9604,3.201,4.9604,21.7015
5.0293,17.1714,5.0293,3.046,5.0293,20.6728
5.0982,11.7861,5.0982,4.140,5.0982,18.9617
5.1671,12.7153,5.1671,6.518,5.1671,15.8333
5.2360,15.9975,5.2360,9.666,5.2360,12.3965
5.3049,17.6329,5.3049,9.010,5.3049,8.5607
5.3738,16.2312,5.3738,7.473,5.3738,5.7963
5.4427,15.7013,5.4427,6.517,5.4427,3.3912
5.5116,19.5312,5.5116,3.546,5.5116,2.1407
5.5805,22.3537,5.5805,2.939,5.5805,2.4550
5.6493,19.0861,5.6493,3.425,5.6493,2.8594
5.7182,11.8092,5.7182,5.246,5.7182,6.0259
5.7871,8.2740,5.7871,8.304,5.7871,14.9649
5.8560,6.0969,5.8560,12.530,5.8560,28.4061
5.9249,4.8969,5.9249,14.811,5.9249,30.0641
5.9938,6.3890,5.9938,14.399,5.9938,24.4068
6.0627,9.2426,6.0627,12.129,6.0627,18.7422
6.1316,11.6749,6.1316,11.402,6.1316,18.2014
6.2005,13.9577,6.2005,10.381,6.2005,20.7651
6.2694,13.5087,6.2694,9.701,6.2694,21.3957
6.3383,8.4944,6.3383,9.619,6.3383,19.5731
6.4072,10.4013,6.4072,7.774,6.4072,18.6608
6.4761,10.0983,6.4761,6.562,6.4761,15.7020
6.5450,5.5167,6.5450,6.734,6.5450,11.4273
6.6139,4.2542,6.6139,6.982,6.6139,7.0368
6.6828,4.1787,6.6828,6.825,6.6828,7.8674
6.7517,6.5874,6.7517,4.857,6.7517,7.9736
6.8206,5.6051,6.8206,4.381,6.8206,8.8061
6.8895,7.6008,6.8895,3.724,6.8895,10.7171
6.9583,10.0518,6.9583,2.526,6.9583,12.0897
7.0272,10.8470,7.0272,3.058,7.0272,16.1775
7.0961,8.2667,7.0961,4.218,7.0961,19.5072
7.1650,7.9027,7.1650,2.833,7.1650,20.2844
7.2339,6.7469,7.2339,2.293,7.2339,18.5326
7.3028,8.2079,7.3028,4.371,7.3028,11.7570
7.3717,8.0732,7.3717,2.694,7.3717,8.8726
