X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6
0.0000,1.03447,0.0000,3.95877,0.0000,1.29571,0.0000,4.29469,0.0000,4.31297,0.0000,4.35247,0.00000,3.49368
0.0689,1.02779,0.0689,3.52706,0.0689,1.55660,0.0689,4.92373,0.0689,4.50709,0.0689,3.75137,0.06889,2.43498
0.1378,1.10759,0.1378,3.02206,0.1378,1.49149,0.1378,5.07092,0.1378,4.29360,0.1378,2.98937,0.13779,1.84882
0.2067,1.64683,0.2067,2.18497,0.2067,2.46211,0.2067,5.59678,0.2067,4.06590,0.2067,1.97636,0.20668,0.98315
0.2756,1.41900,0.2756,1.22672,0.2756,3.33119,0.2756,5.48149,0.2756,2.99478,0.2756,2.57650,0.27558,1.04863
0.3445,1.82916,0.3445,1.37057,0.3445,2.86948,0.3445,3.50840,0.3445,2.06177,0.3445,2.73779,0.34447,1.20858
0.4134,1.77027,0.4134,1.59723,0.4134,3.87675,0.4134,2.77493,0.4134,1.28546,0.4134,1.37201,0.41337,1.02684
0.4823,1.94717,0.4823,1.80572,0.4823,4.93596,0.4823,1.46268,0.4823,1.55860,0.4823,0.82976,0.48226,0.98101
0.5512,2.53555,0.5512,1.86971,0.5512,4.14213,0.5512,1.40683,0.5512,1.65164,0.5512,1.17504,0.55116,1.15030
0.6201,3.66521,0.6201,1.54973,0.6201,4.06337,0.6201,1.04718,0.6201,1.03644,0.6201,1.55251,0.62005,1.18338
0.6889,3.66526,0.6889,1.87462,0.6889,3.85751,0.6889,1.53606,0.6889,0.93276,0.6889,1.10253,0.68894,1.47575
0.7578,3.83178,0.7578,1.89800,0.7578,2.27683,0.7578,1.18296,0.7578,1.26414,0.7578,0.80422,0.75784,2.43501
0.8267,4.70802,0.8267,1.62382,0.8267,3.17317,0.8267,1.30589,0.8267,1.09580,0.8267,0.28143,0.82673,2.03819
0.8956,4.11916,0.8956,2.40923,0.8956,3.99479,0.8956,1.38690,0.8956,1.53089,0.8956,0.92045,0.89563,1.91012
0.9645,4.34430,0.9645,2.51495,0.9645,3.54709,0.9645,1.30080,0.9645,1.46003,0.9645,1.22962,0.96452,2.88583
1.0334,2.67037,1.0334,2.62094,1.0334,2.95463,1.0334,1.22080,1.0334,1.76621,1.0334,0.93457,1.03342,3.23129
1.1023,1.90185,1.1023,2.03056,1.1023,2.44359,1.1023,1.15001,1.1023,1.03683,1.1023,1.15719,1.10231,3.33909
1.1712,1.83851,1.1712,2.13197,1.1712,1.51894,1.1712,1.08703,1.1712,1.02879,1.1712,1.30394,1.17121,3.15321
