X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6
0.0000,4.07530,0.0000,6.83398,0.0000,7.8543,0.0000,4.76320,0.0000,5.32580,0.0000,1.80321,0.0000,6.56498
0.0689,3.06142,0.0689,6.53223,0.0689,6.5907,0.0689,4.56790,0.0689,4.35096,0.0689,2.45002,0.0689,5.99011
0.1378,2.15538,0.1378,5.21178,0.1378,5.7589,0.1378,4.35167,0.1378,3.64976,0.1378,3.71700,0.1378,5.98052
0.2067,1.89988,0.2067,4.31448,0.2067,4.0666,0.2067,2.70213,0.2067,4.54763,0.2067,3.75420,0.2067,4.63607
0.2756,1.47900,0.2756,4.31656,0.2756,2.7358,0.2756,2.09489,0.2756,3.00217,0.2756,3.89814,0.2756,4.33561
0.3445,2.05202,0.3445,3.12777,0.3445,1.7425,0.3445,1.79086,0.3445,3.03174,0.3445,3.78387,0.3445,3.97959
0.4134,1.92809,0.4134,2.61187,0.4134,1.5188,0.4134,2.38867,0.4134,2.44459,0.4134,5.01896,0.4134,3.59716
0.4823,1.61371,0.4823,1.54348,0.4823,1.1934,0.4823,2.20364,0.4823,2.50517,0.4823,4.21814,0.4823,2.69109
0.5512,1.71506,0.5512,1.24221,0.5512,1.1812,0.5512,2.00740,0.5512,1.45168,0.5512,3.70944,0.5512,1.97718
0.6201,0.77337,0.6201,0.77769,0.6201,1.3976,0.6201,1.82379,0.6201,1.76969,0.6201,3.76971,0.6201,1.56252
0.6889,1.27377,0.6889,0.74067,0.6889,1.4411,0.6889,2.21962,0.6889,1.71334,0.6889,3.28326,0.6889,1.67292
0.7578,0.98866,0.7578,0.68847,0.7578,1.3301,0.7578,2.80944,0.7578,1.95054,0.7578,2.98853,0.7578,1.69183
0.8267,0.65128,0.8267,1.27922,0.8267,1.6287,0.8267,1.98748,0.8267,2.55828,0.8267,3.81539,0.8267,1.67058
0.8956,1.06442,0.8956,1.09512,0.8956,1.5700,0.8956,1.92698,0.8956,2.55965,0.8956,2.63774,0.8956,1.81188
