X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,8.18977,0.0000,2.08572,0.0000,1.03952,0.0000,3.1064,0.0000,2.63552,0.0000,3.46886
0.0689,8.11189,0.0689,2.31746,0.0689,0.85532,0.0689,3.0539,0.0689,2.35249,0.0689,2.71541
0.1378,7.04867,0.1378,1.68450,0.1378,0.67138,0.1378,3.7983,0.1378,1.89519,0.1378,2.65232
0.2067,5.16730,0.2067,1.90712,0.2067,1.26241,0.2067,3.4737,0.2067,2.31596,0.2067,1.84987
0.2756,2.98698,0.2756,1.45153,0.2756,2.06431,0.2756,4.2704,0.2756,3.08816,0.2756,2.57160
0.3445,1.59177,0.3445,0.81220,0.3445,1.73496,0.3445,3.7128,0.3445,2.92153,0.3445,1.79774
0.4134,2.04235,0.4134,0.66466,0.4134,1.38865,0.4134,2.8185,0.4134,3.20507,0.4134,1.70813
0.4823,2.62442,0.4823,0.87480,0.4823,1.59049,0.4823,2.2874,0.4823,3.15840,0.4823,1.39387
0.5512,2.40160,0.5512,0.77429,0.5512,1.81106,0.5512,2.4976,0.5512,2.44388,0.5512,1.16477
0.6201,2.29569,0.6201,1.19257,0.6201,1.60528,0.6201,1.7599,0.6201,2.11239,0.6201,1.04877
0.6889,1.80616,0.6889,0.38029,0.6889,2.48258,0.6889,1.3197,0.6889,1.99446,0.6889,0.98359
0.7578,1.78001,0.7578,0.80789,0.7578,2.54229,0.7578,1.7109,0.7578,1.72675,0.7578,0.96129
0.8267,2.13752,0.8267,0.57763,0.8267,2.94922,0.8267,1.9981,0.8267,2.40924,0.8267,1.03239
0.8956,3.36882,0.8956,0.43308,0.8956,2.26366,0.8956,2.7716,0.8956,1.67473,0.8956,1.03576
0.9645,4.39277,0.9645,0.68067,0.9645,1.75183,0.9645,1.8977,0.9645,1.63086,0.9645,1.18580
1.0334,4.99790,1.0334,0.79427,1.0334,0.97840,1.0334,2.0556,1.0334,1.50235,1.0334,1.87981
1.1023,3.36733,1.1023,1.23198,1.1023,0.90034,1.1023,2.7472,1.1023,1.23461,1.1023,1.97050
1.1712,2.58519,1.1712,1.47637,1.1712,1.40504,1.1712,3.7932,1.1712,1.56636,1.1712,2.23482
1.2401,1.89764,1.2401,1.45408,1.2401,1.37487,1.2401,3.5082,1.2401,1.24040,1.2401,1.63311
1.3090,1.31200,1.3090,1.61943,1.3090,1.46616,1.3090,3.4007,1.3090,1.58184,1.3090,0.92778
1.3779,1.35288,1.3779,1.51105,1.3779,1.79923,1.3779,3.7723,1.3779,0.60768,1.3779,0.96029
1.4468,1.67823,1.4468,1.23398,1.4468,1.20693,1.4468,2.7182,1.4468,1.04061,1.4468,1.29998
1.5157,2.47249,1.5157,1.16251,1.5157,1.38911,1.5157,2.3720,1.5157,1.28480,1.5157,2.26657
1.5846,2.79191,1.5846,1.20473,1.5846,1.34752,1.5846,1.8823,1.5846,1.43261,1.5846,1.90247
1.6535,3.09137,1.6535,0.93311,1.6535,1.38538,1.6535,1.4620,1.6535,0.92779,1.6535,1.90643
1.7224,2.86990,1.7224,1.14307,1.7224,1.34011,1.7224,1.2822,1.7224,0.93472,1.7224,2.48826
1.7913,2.01934,1.7913,1.10569,1.7913,1.43059,1.7913,0.8103,1.7913,1.11776,1.7913,2.94021
1.8602,1.84292,1.8602,1.02021,1.8602,1.69667,1.8602,0.9307,1.8602,0.70068,1.8602,2.93614
1.9290,1.27543,1.9290,0.99107,1.9290,1.76241,1.9290,1.0449,1.9290,0.86787,1.9290,3.27204
1.9979,1.56385,1.9979,1.54554,1.9979,2.02681,1.9979,1.0631,1.9979,0.50263,1.9979,3.17060
2.0668,1.17891,2.0668,1.69233,2.0668,1.93686,2.0668,0.8951,2.0668,0.44446,2.0668,3.15949
2.1357,1.30638,2.1357,1.77776,2.1357,2.34573,2.1357,0.9321,2.1357,0.67778,2.1357,2.62293
2.2046,0.83903,2.2046,1.97313,2.2046,1.77191,2.2046,0.6251,2.2046,0.74111,2.2046,1.38523
2.2735,1.34193,2.2735,1.79310,2.2735,2.70157,2.2735,0.4907,2.2735,0.80513,2.2735,1.03695
2.3424,1.35785,2.3424,2.03583,2.3424,2.98304,2.3424,1.5687,2.3424,1.27546,2.3424,1.01185
2.4113,1.02188,2.4113,1.92883,2.4113,2.65393,2.4113,1.4531,2.4113,1.02271,2.4113,0.60874
2.4802,1.06595,2.4802,1.53410,2.4802,2.79231,2.4802,2.0069,2.4802,0.95928,2.4802,0.77950
2.5491,1.93305,2.5491,1.59679,2.5491,3.57090,2.5491,2.3416,2.5491,1.00653,2.5491,1.08757
2.6180,1.78958,2.6180,1.57034,2.6180,4.04097,2.6180,2.2644,2.6180,0.90270,2.6180,1.11086
2.6869,2.32465,2.6869,1.21520,2.6869,6.02234,2.6869,2.8756,2.6869,0.91771,2.6869,1.00195
2.7558,2.55285,2.7558,1.39958,2.7558,4.74070,2.7558,2.8828,2.7558,1.34569,2.7558,1.06690
2.8247,2.10796,2.8247,1.17035,2.8247,5.57577,2.8247,2.2278,2.8247,1.51881,2.8247,1.06652
2.8936,3.19753,2.8936,1.98925,2.8936,3.96138,2.8936,1.2062,2.8936,1.29210,2.8936,0.90962
2.9625,3.77312,2.9625,2.31397,2.9625,2.79721,2.9625,1.1999,2.9625,1.33659,2.9625,1.15827
3.0314,4.85521,3.0314,2.33060,3.0314,2.23997,3.0314,1.6952,3.0314,1.39050,3.0314,1.28943
