Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,3.5902,0.0000,2.16145,0.0000,4.14542,0.0000,3.74781,0.0000,3.3074,0.0000,4.63043
0.0689,3.1387,0.0689,2.86916,0.0689,3.98332,0.0689,4.96199,0.0689,2.7075,0.0689,4.61556
0.1378,4.4631,0.1378,1.63415,0.1378,3.96291,0.1378,4.47296,0.1378,2.2282,0.1378,4.88051
0.2067,4.6273,0.2067,1.71128,0.2067,3.21009,0.2067,3.62824,0.2067,2.6261,0.2067,5.58174
0.2756,4.0302,0.2756,1.59614,0.2756,3.09557,0.2756,2.23750,0.2756,2.4040,0.2756,7.80519
0.3445,3.1740,0.3445,1.21208,0.3445,2.37524,0.3445,2.44023,0.3445,3.0347,0.3445,5.51209
0.4134,2.4647,0.4134,1.53181,0.4134,1.57084,0.4134,2.83960,0.4134,2.9092,0.4134,5.43743
0.4823,1.7566,0.4823,1.28403,0.4823,2.58186,0.4823,3.45758,0.4823,3.4495,0.4823,4.67767
0.5512,1.1448,0.5512,1.84310,0.5512,3.25054,0.5512,4.48591,0.5512,3.1074,0.5512,3.14860
0.6201,1.7241,0.6201,2.24576,0.6201,3.93316,0.6201,3.67183,0.6201,3.0317,0.6201,2.51288
0.6889,1.6620,0.6889,2.40484,0.6889,4.85351,0.6889,2.41364,0.6889,2.7573,0.6889,2.06341
0.7578,1.8352,0.7578,2.53153,0.7578,3.78336,0.7578,1.77053,0.7578,3.0287,0.7578,2.12966
0.8267,2.2732,0.8267,2.53546,0.8267,3.20675,0.8267,1.94677,0.8267,3.2481,0.8267,2.10598
0.8956,2.4587,0.8956,2.19203,0.8956,3.34541,0.8956,2.23548,0.8956,2.7539,0.8956,1.86753
0.9645,2.5379,0.9645,1.66870,0.9645,2.82742,0.9645,1.75301,0.9645,3.0558,0.9645,2.16523
1.0334,2.6563,1.0334,2.50297,1.0334,2.05883,1.0334,1.23245,1.0334,2.6428,1.0334,2.29545
1.1023,2.8092,1.1023,3.40062,1.1023,2.76801,1.1023,1.64520,1.1023,2.3021,1.1023,2.15834
1.1712,4.0875,1.1712,2.32234,1.1712,2.38347,1.1712,1.95914,1.1712,2.3068,1.1712,1.70244
1.2401,4.7807,1.2401,1.77112,1.2401,2.77713,1.2401,2.27075,1.2401,2.5213,1.2401,1.75760
1.3090,4.2454,1.3090,2.03220,1.3090,3.63711,1.3090,1.69212,1.3090,1.9636,1.3090,1.96169
1.3779,3.6433,1.3779,1.79996,1.3779,3.87553,1.3779,1.54682,1.3779,1.7715,1.3779,2.37274
1.4468,2.9487,1.4468,1.35853,1.4468,4.07221,1.4468,1.93302,1.4468,2.0416,1.4468,3.07931
