Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,27.8509,0.0000,3.1924,0.0000,17.169,0.0000,6.3036,0.0000,29.2250,0.0000,39.1454
0.0689,27.8746,0.0689,3.7218,0.0689,18.066,0.0689,6.1155,0.0689,35.0459,0.0689,35.8711
0.1378,32.5825,0.1378,9.6566,0.1378,12.054,0.1378,7.1562,0.1378,30.8813,0.1378,28.7907
0.2067,27.5099,0.2067,21.4342,0.2067,8.583,0.2067,8.5102,0.2067,31.3936,0.2067,17.0408
0.2756,16.3044,0.2756,29.7952,0.2756,8.253,0.2756,10.7963,0.2756,32.9011,0.2756,8.9736
0.3445,9.9468,0.3445,38.5996,0.3445,7.534,0.3445,14.9312,0.3445,32.8648,0.3445,7.7736
0.4134,9.1017,0.4134,42.1547,0.4134,6.372,0.4134,14.9455,0.4134,29.3249,0.4134,7.6711
0.4823,11.4355,0.4823,42.3148,0.4823,6.227,0.4823,23.2041,0.4823,24.2092,0.4823,6.0371
0.5512,14.1671,0.5512,45.9107,0.5512,3.834,0.5512,35.2177,0.5512,19.5490,0.5512,7.0878
0.6201,15.9115,0.6201,55.5856,0.6201,3.373,0.6201,39.8204,0.6201,17.1075,0.6201,7.1863
0.6889,11.8452,0.6889,63.0106,0.6889,4.064,0.6889,45.6628,0.6889,23.8876,0.6889,6.7852
0.7578,7.9653,0.7578,54.7300,0.7578,3.068,0.7578,43.4402,0.7578,25.6136,0.7578,10.4554
0.8267,6.7552,0.8267,39.1501,0.8267,2.793,0.8267,28.8946,0.8267,28.3180,0.8267,12.1349
0.8956,4.1392,0.8956,30.5588,0.8956,3.227,0.8956,21.9213,0.8956,24.7095,0.8956,11.0642
0.9645,3.5269,0.9645,19.0960,0.9645,3.064,0.9645,13.3031,0.9645,24.7987,0.9645,9.0362
1.0334,3.4153,1.0334,9.9302,1.0334,2.178,1.0334,8.9848,1.0334,29.8469,1.0334,6.0965
1.1023,5.2205,1.1023,5.6138,1.1023,0.996,1.1023,3.4555,1.1023,26.0617,1.1023,4.9570
1.1712,5.5425,1.1712,3.6968,1.1712,1.416,1.1712,3.2094,1.1712,18.1218,1.1712,3.6417
1.2401,6.6586,1.2401,3.4359,1.2401,1.573,1.2401,3.1970,1.2401,10.8346,1.2401,3.5099
1.3090,5.7314,1.3090,6.6540,1.3090,2.386,1.3090,5.8000,1.3090,8.6173,1.3090,4.5340
