Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,1.61523,0.0000,1.16152,0.0000,3.17675,0.0000,6.10998,0.0000,2.45444,0.0000,5.81648
0.0689,1.81387,0.0689,1.97970,0.0689,2.94109,0.0689,5.41569,0.0689,3.83277,0.0689,4.61125
0.1378,1.34096,0.1378,2.37235,0.1378,1.63995,0.1378,5.75236,0.1378,5.74767,0.1378,5.07227
0.2067,2.17308,0.2067,3.80179,0.2067,1.30166,0.2067,5.44109,0.2067,5.21277,0.2067,4.26860
0.2756,3.09900,0.2756,3.78379,0.2756,1.53907,0.2756,4.44568,0.2756,4.63070,0.2756,4.09002
0.3445,2.42548,0.3445,2.28292,0.3445,1.74616,0.3445,3.49792,0.3445,3.86410,0.3445,4.83344
0.4134,2.07514,0.4134,2.88122,0.4134,1.64585,0.4134,2.68615,0.4134,3.29027,0.4134,4.12495
0.4823,1.47382,0.4823,1.96725,0.4823,1.56997,0.4823,2.40071,0.4823,2.21507,0.4823,3.94700
0.5512,1.68956,0.5512,2.98768,0.5512,1.91183,0.5512,1.58093,0.5512,2.63304,0.5512,3.43347
0.6201,1.33176,0.6201,2.78742,0.6201,1.26743,0.6201,1.37265,0.6201,2.68110,0.6201,3.34279
0.6889,1.58264,0.6889,1.67922,0.6889,1.13454,0.6889,1.12436,0.6889,3.49451,0.6889,3.17447
0.7578,1.36133,0.7578,1.68509,0.7578,1.54760,0.7578,1.46743,0.7578,3.54019,0.7578,3.38975
0.8267,1.30169,0.8267,1.84950,0.8267,2.03566,0.8267,1.60210,0.8267,4.00368,0.8267,3.23382
0.8956,0.92953,0.8956,1.86097,0.8956,2.01626,0.8956,1.69005,0.8956,4.04496,0.8956,2.82047
0.9645,1.54974,0.9645,1.59153,0.9645,1.30079,0.9645,2.00540,0.9645,3.81985,0.9645,2.74621
1.0334,0.99981,1.0334,1.05279,1.0334,1.64368,1.0334,2.14211,1.0334,4.03405,1.0334,3.13098
1.1023,1.31696,1.1023,1.15850,1.1023,2.17902,1.1023,2.63910,1.1023,2.83229,1.1023,3.32888
1.1712,1.48089,1.1712,2.14585,1.1712,1.91717,1.1712,2.56384,1.1712,3.24400,1.1712,2.96334
1.2401,1.60253,1.2401,2.81789,1.2401,1.62834,1.2401,2.61021,1.2401,4.48475,1.2401,2.46022
