Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,24.1405,0.0000,56.6733,0.0000,8.0721,0.0000,19.3178,0.0000,32.5340
0.0689,25.8073,0.0689,41.1846,0.0689,10.7048,0.0689,28.8078,0.0689,25.7223
0.1378,30.7060,0.1378,30.6655,0.1378,14.5570,0.1378,30.7921,0.1378,18.6505
0.2067,39.9671,0.2067,25.8357,0.2067,15.7334,0.2067,24.5071,0.2067,12.6898
0.2756,43.0153,0.2756,25.3182,0.2756,12.4194,0.2756,16.8338,0.2756,11.3128
0.3445,32.0405,0.3445,19.2851,0.3445,9.7727,0.3445,14.7747,0.3445,10.8746
0.4134,21.0708,0.4134,17.1577,0.4134,5.8847,0.4134,19.4366,0.4134,11.5683
0.4823,12.9862,0.4823,14.6851,0.4823,4.8494,0.4823,22.4053,0.4823,15.2517
0.5512,11.2982,0.5512,11.4699,0.5512,3.9887,0.5512,24.1673,0.5512,16.5892
0.6201,8.2789,0.6201,8.1987,0.6201,4.3086,0.6201,17.5814,0.6201,13.1479
0.6889,9.4041,0.6889,7.5984,0.6889,3.8258,0.6889,10.0945,0.6889,10.7504
0.7578,9.7763,0.7578,7.9394,0.7578,6.2148,0.7578,10.2211,0.7578,8.6918
0.8267,6.0955,0.8267,8.8071,0.8267,9.7778,0.8267,11.4780,0.8267,5.1921
0.8956,3.4677,0.8956,10.4638,0.8956,13.5394,0.8956,10.3805,0.8956,6.0901
0.9645,4.6292,0.9645,12.6287,0.9645,9.9262,0.9645,7.3595,0.9645,6.0121
1.0334,3.4690,1.0334,14.8309,1.0334,7.9584,1.0334,6.0513,1.0334,7.0297
1.1023,3.6941,1.1023,14.9919,1.1023,6.5498,1.1023,6.3038,1.1023,6.5296
1.1712,2.3513,1.1712,12.7233,1.1712,7.0452,1.1712,5.0375,1.1712,5.5647
1.2401,3.7161,1.2401,9.0810,1.2401,7.9844,1.2401,5.3104,1.2401,3.9858
1.3090,5.0398,1.3090,6.7378,1.3090,9.6897,1.3090,4.7825,1.3090,3.5184
1.3779,8.3763,1.3779,4.9122,1.3779,11.2341,1.3779,5.0220,1.3779,5.5203
1.4468,13.1578,1.4468,4.0073,1.4468,10.8713,1.4468,6.8769,1.4468,6.7247
1.5157,15.5482,1.5157,3.6134,1.5157,7.8698,1.5157,9.2744,1.5157,8.8995
1.5846,14.8306,1.5846,2.8554,1.5846,6.7049,1.5846,13.4933,1.5846,11.6802
1.6535,12.1940,1.6535,3.0398,1.6535,3.9047,1.6535,16.5950,1.6535,12.3530
1.7224,10.6290,1.7224,2.8249,1.7224,4.1875,1.7224,17.7537,1.7224,10.7698
1.7913,7.4529,1.7913,2.1735,1.7913,2.1600,1.7913,18.6328,1.7913,8.2174
1.8602,5.9090,1.8602,1.5202,1.8602,3.2820,1.8602,18.2187,1.8602,6.7920
1.9290,3.9866,1.9290,0.4639,1.9290,3.6110,1.9290,24.7584,1.9290,6.1550
1.9979,3.1702,1.9979,1.4864,1.9979,3.7641,1.9979,31.9676,1.9979,6.1453
2.0668,2.2942,2.0668,1.4883,2.0668,4.5121,2.0668,28.7826,2.0668,7.3675
2.1357,2.6936,2.1357,1.1979,2.1357,4.7075,2.1357,22.7106,2.1357,8.0732
2.2046,3.0545,2.2046,1.9238,2.2046,3.6319,2.2046,15.5543,2.2046,7.7683
2.2735,4.0397,2.2735,2.7314,2.2735,3.4583,2.2735,10.4673,2.2735,6.3276
2.3424,4.3723,2.3424,5.7968,2.3424,5.5159,2.3424,9.2299,2.3424,8.0793
2.4113,4.5467,2.4113,5.9150,2.4113,6.8928,2.4113,7.6395,2.4113,10.7135
2.4802,7.9818,2.4802,5.9872,2.4802,9.4423,2.4802,9.6573,2.4802,16.9980
2.5491,7.4655,2.5491,5.9513,2.5491,13.3657,2.5491,14.2805,2.5491,23.9074
2.6180,5.4336,2.6180,6.3843,2.6180,15.2618,2.6180,11.1174,2.6180,30.3758
2.6869,4.8436,2.6869,5.9529,2.6869,17.1113,2.6869,13.0654,2.6869,30.6148
2.7558,2.5721,2.7558,6.7461,2.7558,19.2515,2.7558,14.5163,2.7558,29.0753
2.8247,2.0059,2.8247,5.4833,2.8247,19.4844,2.8247,11.6522,2.8247,28.4853
2.8936,3.3460,2.8936,4.6494,2.8936,24.4603,2.8936,6.7181,2.8936,28.5215
2.9625,2.0290,2.9625,3.3426,2.9625,30.5963,2.9625,3.7177,2.9625,30.8483
3.0314,2.2047,3.0314,3.0292,3.0314,27.9800,3.0314,4.0541,3.0314,29.2910
3.1003,1.9551,3.1003,1.6033,3.1003,22.9867,3.1003,4.6101,3.1003,24.6690
3.1691,1.8879,3.1691,2.5550,3.1691,17.6999,3.1691,5.0139,3.1691,25.4286
3.2380,3.3735,3.2380,3.3022,3.2380,12.7155,3.2380,3.7039,3.2380,25.1524
3.3069,5.5502,3.3069,5.9672,3.3069,9.4450,3.3069,3.0221,3.3069,18.9148
3.3758,8.0248,3.3758,10.2870,3.3758,7.7372,3.3758,3.9296,3.3758,12.7209
3.4447,7.9596,3.4447,13.1478,3.4447,4.6104,3.4447,5.3669,3.4447,12.4147
3.5136,6.7838,3.5136,14.5593,3.5136,4.7454,3.5136,7.5097,3.5136,13.1996
3.5825,5.8104,3.5825,13.5213,3.5825,3.7475,3.5825,13.1488,3.5825,15.2571
3.6514,5.8977,3.6514,12.8659,3.6514,2.6517,3.6514,20.3226,3.6514,14.6625
3.7203,7.7176,3.7203,12.0854,3.7203,2.4181,3.7203,26.2997,3.7203,14.2452
3.7892,6.3270,3.7892,14.0864,3.7892,1.4658,3.7892,26.5625,3.7892,11.4777
3.8581,6.7702,3.8581,13.9009,3.8581,1.8512,3.8581,20.4937,3.8581,8.0488
3.9270,7.5978,3.9270,14.5383,3.9270,1.5023,3.9270,15.0935,3.9270,8.8625
3.9959,9.5244,3.9959,14.1992,3.9959,1.6075,3.9959,9.5507,3.9959,9.6604
4.0648,7.9270,4.0648,18.6306,4.0648,2.1144,4.0648,8.5910,4.0648,11.0858
4.1337,9.4539,4.1337,21.3822,4.1337,2.1034,4.1337,8.2056,4.1337,12.0834
