Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,12.5208,0.0000,7.4123,0.0000,6.11578,0.0000,8.4797
0.0689,12.1956,0.0689,9.1972,0.0689,5.99273,0.0689,13.4038
0.1378,9.5761,0.1378,9.1141,0.1378,5.60786,0.1378,14.9000
0.2067,7.1792,0.2067,8.4892,0.2067,5.20753,0.2067,15.9804
0.2756,6.6194,0.2756,8.0383,0.2756,4.50299,0.2756,12.3628
0.3445,6.6431,0.3445,5.9319,0.3445,3.96077,0.3445,8.7757
0.4134,5.3894,0.4134,4.8091,0.4134,3.53653,0.4134,5.4427
0.4823,4.5184,0.4823,4.8139,0.4823,3.12806,0.4823,4.2797
0.5512,4.1299,0.5512,3.7724,0.5512,4.51250,0.5512,3.4643
0.6201,4.5158,0.6201,3.4353,0.6201,4.06773,0.6201,2.3374
0.6889,4.6786,0.6889,3.2220,0.6889,3.31766,0.6889,2.0275
0.7578,5.5441,0.7578,2.1389,0.7578,3.35252,0.7578,2.3128
0.8267,5.1844,0.8267,1.7263,0.8267,3.24394,0.8267,2.1358
0.8956,4.8320,0.8956,1.9239,0.8956,2.53257,0.8956,3.2220
0.9645,3.7563,0.9645,1.7315,0.9645,2.88080,0.9645,3.4760
1.0334,3.4090,1.0334,1.8360,1.0334,2.46865,1.0334,3.1007
1.1023,3.4512,1.1023,1.8639,1.1023,3.00423,1.1023,2.7964
1.1712,3.4704,1.1712,1.9483,1.1712,2.02265,1.1712,1.9611
1.2401,2.4974,1.2401,1.9175,1.2401,2.09020,1.2401,1.8857
1.3090,2.1476,1.3090,1.6750,1.3090,2.41335,1.3090,2.1565
1.3779,2.5403,1.3779,1.4838,1.3779,2.74105,1.3779,1.4212
1.4468,2.3368,1.4468,1.9378,1.4468,2.64940,1.4468,1.5810
1.5157,2.3506,1.5157,2.1264,1.5157,3.00149,1.5157,1.7459
1.5846,2.6660,1.5846,1.7150,1.5846,3.94771,1.5846,1.4440
1.6535,2.5945,1.6535,2.4027,1.6535,2.86037,1.6535,1.0008
1.7224,2.7568,1.7224,1.7337,1.7224,3.14126,1.7224,1.3371
1.7913,2.5467,1.7913,1.9504,1.7913,2.46741,1.7913,1.7845
1.8602,2.6056,1.8602,1.5674,1.8602,2.30633,1.8602,1.8646
1.9290,2.6529,1.9290,1.6318,1.9290,2.88128,1.9290,1.6929
1.9979,2.4494,1.9979,2.4367,1.9979,2.34660,1.9979,1.2009
2.0668,2.4231,2.0668,2.4823,2.0668,2.74387,2.0668,1.4654
2.1357,2.8959,2.1357,2.7436,2.1357,2.78402,2.1357,1.8296
2.2046,3.7899,2.2046,2.6817,2.2046,1.95800,2.2046,2.6967
2.2735,2.5266,2.2735,2.4824,2.2735,2.11917,2.2735,3.1630
2.3424,2.9838,2.3424,2.8957,2.3424,1.79373,2.3424,3.5092
2.4113,2.8755,2.4113,2.4138,2.4113,1.90461,2.4113,4.8243
2.4802,3.6313,2.4802,2.5804,2.4802,2.41361,2.4802,4.1526
2.5491,3.9552,2.5491,2.9685,2.5491,2.95775,2.5491,2.9103
2.6180,3.2740,2.6180,3.3928,2.6180,4.07547,2.6180,2.5890
2.6869,4.0261,2.6869,1.5947,2.6869,4.17495,2.6869,2.4836
2.7558,3.9477,2.7558,1.0931,2.7558,4.03589,2.7558,1.8049
2.8247,3.1634,2.8247,1.5807,2.8247,3.36480,2.8247,1.1282
2.8936,3.1055,2.8936,1.0107,2.8936,2.92286,2.8936,0.9023
2.9625,3.2543,2.9625,0.2444,2.9625,2.06304,2.9625,1.5242
3.0314,2.5216,3.0314,0.3599,3.0314,1.85915,3.0314,2.1695
3.1003,1.7056,3.1003,0.8064,3.1003,1.59593,3.1003,2.0363
3.1691,1.7661,3.1691,0.9668,3.1691,1.44763,3.1691,3.4844
3.2380,1.1706,3.2380,1.4847,3.2380,2.17699,3.2380,2.9816
3.3069,1.1172,3.3069,2.3828,3.3069,1.81512,3.3069,2.8636
3.3758,1.8683,3.3758,2.2739,3.3758,1.62497,3.3758,2.1219
3.4447,1.7120,3.4447,1.5904,3.4447,2.11892,3.4447,1.8933
3.5136,1.6043,3.5136,1.0395,3.5136,2.08407,3.5136,1.6617
3.5825,1.8393,3.5825,0.5487,3.5825,1.71824,3.5825,1.3431
3.6514,1.8068,3.6514,0.6895,3.6514,1.38036,3.6514,1.2503
3.7203,1.5831,3.7203,1.0202,3.7203,0.94144,3.7203,1.1439
3.7892,2.5660,3.7892,1.3135,3.7892,1.10515,3.7892,1.2667
3.8581,3.8145,3.8581,1.1627,3.8581,1.31488,3.8581,1.7657
3.9270,4.4500,3.9270,1.7385,3.9270,2.21377,3.9270,1.4661
3.9959,4.3205,3.9959,1.7263,3.9959,3.29946,3.9959,2.0517
4.0648,4.3881,4.0648,2.5247,4.0648,3.79267,4.0648,1.7135
4.1337,3.9531,4.1337,2.8214,4.1337,3.96595,4.1337,1.1854
4.2026,3.8102,4.2026,2.5006,4.2026,4.27629,4.2026,1.4530
4.2715,3.0468,4.2715,2.2121,4.2715,3.87106,4.2715,1.2428
4.3404,3.1641,4.3404,1.6654,4.3404,3.66704,4.3404,1.2813
4.4092,3.7528,4.4092,2.5136,4.4092,4.14949,4.4092,1.7179
4.4781,4.1086,4.4781,2.1551,4.4781,3.80878,4.4781,1.9036
4.5470,5.0070,4.5470,2.8033,4.5470,3.29442,4.5470,1.9056
4.6159,4.8278,4.6159,3.8925,4.6159,1.65082,4.6159,1.3486
4.6848,5.4814,4.6848,3.3470,4.6848,1.60350,4.6848,1.7823
4.7537,4.0051,4.7537,2.7855,4.7537,1.76035,4.7537,1.8093
4.8226,4.6936,4.8226,2.7092,4.8226,1.66482,4.8226,1.3153
4.8915,4.2400,4.8915,2.8127,4.8915,1.55095,4.8915,1.0899
4.9604,4.2683,4.9604,1.8824,4.9604,1.02723,4.9604,1.3360
5.0293,3.9674,5.0293,1.3581,5.0293,1.46651,5.0293,2.3213
5.0982,2.4267,5.0982,2.0185,5.0982,2.04419,5.0982,3.0864
5.1671,2.0915,5.1671,2.3818,5.1671,2.03268,5.1671,2.8727
5.2360,2.8449,5.2360,1.7323,5.2360,1.30353,5.2360,3.4458
5.3049,2.4871,5.3049,2.0590,5.3049,1.78820,5.3049,3.0446
5.3738,1.5739,5.3738,2.8971,5.3738,2.63423,5.3738,3.3183
5.4427,1.7657,5.4427,2.7003,5.4427,2.45371,5.4427,2.5409
5.5116,2.1575,5.5116,2.1238,5.5116,2.72353,5.5116,1.7888
5.5805,1.8391,5.5805,2.8722,5.5805,2.90321,5.5805,1.7148
5.6493,1.5082,5.6493,2.5124,5.6493,2.45274,5.6493,1.2000
5.7182,1.6886,5.7182,3.1226,5.7182,2.00407,5.7182,1.0611
5.7871,1.2489,5.7871,2.3352,5.7871,1.94996,5.7871,1.2537
5.8560,1.2600,5.8560,2.9194,5.8560,2.24396,5.8560,1.5630
5.9249,1.8816,5.9249,2.8097,5.9249,2.21510,5.9249,1.5883
5.9938,1.5023,5.9938,3.1534,5.9938,1.85586,5.9938,1.8412
6.0627,2.7044,6.0627,4.1664,6.0627,2.73210,6.0627,2.3470
6.1316,2.2032,6.1316,4.1920,6.1316,3.22537,6.1316,3.0981
6.2005,1.9110,6.2005,4.4243,6.2005,3.32147,6.2005,3.4944
6.2694,2.5585,6.2694,4.0705,6.2694,2.67070,6.2694,4.2263
6.3383,2.6417,6.3383,4.0403,6.3383,2.01147,6.3383,5.2299
6.4072,3.3982,6.4072,2.2554,6.4072,2.10682,6.4072,4.9872
6.4761,4.2613,6.4761,1.3201,6.4761,1.77070,6.4761,4.8083
6.5450,3.4091,6.5450,0.9901,6.5450,2.38442,6.5450,4.3661
6.6139,2.5831,6.6139,0.1664,6.6139,3.62243,6.6139,4.5582
6.6828,2.0552,6.6828,0.3668,6.6828,3.79114,6.6828,3.7754
6.7517,1.8232,6.7517,1.6616,6.7517,3.04043,6.7517,3.8753
6.8206,1.6743,6.8206,1.4912,6.8206,3.69827,6.8206,3.1848
6.8894,1.8760,6.8894,2.0018,6.8894,3.46692,6.8894,3.1477
6.9583,1.7506,6.9583,3.1354,6.9583,3.55983,6.9583,3.4781
7.0272,1.8020,7.0272,4.2075,7.0272,3.34010,7.0272,3.0610
7.0961,2.1117,7.0961,5.3318,7.0961,3.02448,7.0961,2.1618
7.1650,2.6136,7.1650,4.5688,7.1650,2.70027,7.1650,2.1849
7.2339,4.0189,7.2339,4.2346,7.2339,2.11933,7.2339,1.8327
7.3028,3.7586,7.3028,2.9698,7.3028,2.68381,7.3028,1.3348
7.3717,4.2784,7.3717,2.1375,7.3717,2.14699,7.3717,1.4380
7.4406,4.2390,7.4406,1.7390,7.4406,1.77873,7.4406,1.2123
7.5095,2.6507,7.5095,2.0463,7.5095,1.20724,7.5095,1.1164
7.5784,2.5376,7.5784,1.3433,7.5784,1.27867,7.5784,1.3944
7.6473,1.9271,7.6473,1.0358,7.6473,0.94046,7.6473,1.2833
7.7162,1.1302,7.7162,0.6678,7.7162,1.08758,7.7162,1.0259
7.7851,0.8690,7.7851,1.0223,7.7851,1.25337,7.7851,0.9545
7.8540,1.0293,7.8540,1.3873,7.8540,1.06784,7.8540,1.3925
7.9229,0.8126,7.9229,1.8473,7.9229,1.17973,7.9229,1.8954
7.9918,0.5343,7.9918,2.1313,7.9918,1.23381,7.9918,2.2791
8.0607,0.6706,8.0607,2.0272,8.0607,1.63950,8.0607,1.6764
8.1296,0.4147,8.1296,2.0775,8.1296,1.52083,8.1296,1.6139
8.1984,0.7999,8.1984,1.4859,8.1984,1.59289,8.1984,1.6736
8.2673,0.7655,8.2673,1.5509,8.2673,1.71259,8.2673,2.5648
8.3362,1.0624,8.3362,1.3761,8.3362,1.84284,8.3362,3.2812
8.4051,1.0854,8.4051,1.8356,8.4051,1.07419,8.4051,3.6320
8.4740,1.8726,8.4740,2.7023,8.4740,0.62915,8.4740,3.6253
8.5429,2.3801,8.5429,2.3604,8.5429,0.90558,8.5429,3.0088
8.6118,2.4841,8.6118,2.7605,8.6118,0.71407,8.6118,3.1646
8.6807,2.5501,8.6807,3.5737,8.6807,0.91790,8.6807,4.3980
8.7496,3.2031,8.7496,2.7248,8.7496,0.77741,8.7496,4.3491
8.8185,3.0535,8.8185,2.9320,8.8185,0.64586,8.8185,4.4109
8.8874,2.0662,8.8874,2.1795,8.8874,1.06132,8.8874,4.0522
8.9563,1.9225,8.9563,1.5390,8.9563,1.59870,8.9563,4.1465
9.0252,1.3908,9.0252,1.1387,9.0252,2.17912,9.0252,3.4100
9.0941,0.9559,9.0941,0.9082,9.0941,3.07458,9.0941,3.0372
9.1630,1.0713,9.1630,1.1894,9.1630,3.84460,9.1630,1.5077
9.2319,1.1461,9.2319,1.4956,9.2319,4.35236,9.2319,1.1751
9.3008,0.8498,9.3008,1.6628,9.3008,4.03114,9.3008,1.3172
9.3697,0.9289,9.3697,1.3169,9.3697,2.88336,9.3697,0.8253
9.4385,1.8216,9.4385,1.9505,9.4385,2.36958,9.4385,0.7158
9.5074,2.5896,9.5074,2.6886,9.5074,1.64714,9.5074,1.5355
9.5763,3.1687,9.5763,3.0059,9.5763,2.86147,9.5763,1.0473
9.6452,4.2562,9.6452,5.2279,9.6452,3.02149,9.6452,0.7762
9.7141,4.4914,9.7141,6.8758,9.7141,2.11587,9.7141,0.6916
9.7830,3.7098,9.7830,8.6056,9.7830,3.53010,9.7830,1.1231
9.8519,3.9169,9.8519,10.8244,9.8519,3.01021,9.8519,0.7697
9.9208,3.9722,9.9208,8.7885,9.9208,2.68158,9.9208,0.9531
9.9897,2.6452,9.9897,7.2549,9.9897,2.79382,9.9897,0.5075
10.0586,1.8877,10.0586,5.9625,10.0586,3.54478,10.0586,0.5208
10.1275,1.6558,10.1275,4.7577,10.1275,2.90839,10.1275,0.8261
10.1964,1.2483,10.1964,3.8230,10.1964,2.08041,10.1964,0.5358
10.2653,1.3604,10.2653,3.6228,10.2653,1.58603,10.2653,0.5433
10.3342,2.5713,10.3342,3.7021,10.3342,1.60300,10.3342,0.6219
10.4031,2.7252,10.4031,4.0874,10.4031,1.99152,10.4031,0.3981
10.4720,3.6834,10.4720,4.8476,10.4720,2.06081,10.4720,0.5161
10.5409,4.2840,10.5409,5.6509,10.5409,2.11619,10.5409,0.4669
10.6098,4.3382,10.6098,4.7024,10.6098,2.78321,10.6098,0.6897
10.6786,3.1822,10.6786,3.8229,10.6786,2.32823,10.6786,0.8265
10.7475,2.9220,10.7475,2.5977,10.7475,2.82075,10.7475,0.3023
10.8164,3.2211,10.8164,2.3400,10.8164,3.04051,10.8164,0.5038
10.8853,3.3477,10.8853,1.7866,10.8853,3.01297,10.8853,0.9144
10.9542,2.5054,10.9542,2.9222,10.9542,2.65210,10.9542,0.5469
11.0231,2.3202,11.0231,4.3753,11.0231,3.57650,11.0231,0.4603
11.0920,2.6753,11.0920,4.2094,11.0920,2.97383,11.0920,0.5850
11.1609,2.6700,11.1609,3.4424,11.1609,2.55805,11.1609,0.7009
