Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,21.5733,0.0000,21.5068,0.0000,6.036,0.0000,8.9430
0.0689,25.1002,0.0689,34.2563,0.0689,5.283,0.0689,9.0248
0.1378,31.4033,0.1378,49.2034,0.1378,3.242,0.1378,10.1246
0.2067,37.2919,0.2067,61.9033,0.2067,5.227,0.2067,9.0929
0.2756,34.9000,0.2756,62.1288,0.2756,4.455,0.2756,6.6116
0.3445,27.9557,0.3445,54.1313,0.3445,5.907,0.3445,7.2372
0.4134,18.8730,0.4134,43.5950,0.4134,5.210,0.4134,7.1271
0.4823,14.9542,0.4823,36.4336,0.4823,3.904,0.4823,4.8913
0.5512,14.8782,0.5512,27.9320,0.5512,2.462,0.5512,6.3951
0.6201,14.4362,0.6201,22.2718,0.6201,2.249,0.6201,6.1270
0.6889,15.1327,0.6889,23.0755,0.6889,3.456,0.6889,5.4275
0.7578,16.1153,0.7578,24.1773,0.7578,3.179,0.7578,4.8722
0.8267,18.1403,0.8267,24.1274,0.8267,4.443,0.8267,4.1892
0.8956,20.2481,0.8956,21.6368,0.8956,7.779,0.8956,3.5887
0.9645,21.4366,0.9645,18.4465,0.9645,8.850,0.9645,4.5764
1.0334,17.4627,1.0334,15.5246,1.0334,4.291,1.0334,3.1518
1.1023,12.8899,1.1023,16.6905,1.1023,3.293,1.1023,4.6174
1.1712,9.7155,1.1712,16.8836,1.1712,2.613,1.1712,4.6402
1.2401,8.2961,1.2401,14.4511,1.2401,2.450,1.2401,6.4173
1.3090,9.1650,1.3090,15.9283,1.3090,3.093,1.3090,10.8261
1.3779,10.6724,1.3779,14.7222,1.3779,4.734,1.3779,14.2220
1.4468,13.0835,1.4468,11.6538,1.4468,3.784,1.4468,15.5902
1.5157,11.9798,1.5157,11.1131,1.5157,3.803,1.5157,11.5699
1.5846,8.7008,1.5846,11.5291,1.5846,2.148,1.5846,7.4668
1.6535,7.8969,1.6535,13.7837,1.6535,2.220,1.6535,6.8769
1.7224,8.0379,1.7224,14.4774,1.7224,2.957,1.7224,5.9042
1.7913,10.7911,1.7913,13.5847,1.7913,2.016,1.7913,5.5152
1.8602,14.3530,1.8602,10.3255,1.8602,2.037,1.8602,3.3476
1.9290,15.6199,1.9290,7.9401,1.9290,1.718,1.9290,3.6386
1.9979,15.0024,1.9979,4.7981,1.9979,1.164,1.9979,3.0568
2.0668,14.2068,2.0668,4.9094,2.0668,0.511,2.0668,3.1811
2.1357,12.5782,2.1357,3.3292,2.1357,1.839,2.1357,2.8557
2.2046,8.2704,2.2046,1.9198,2.2046,2.367,2.2046,1.9478
2.2735,5.5767,2.2735,2.4655,2.2735,2.448,2.2735,2.3094
2.3424,4.3009,2.3424,2.7700,2.3424,4.496,2.3424,2.7055
2.4113,3.5196,2.4113,3.9736,2.4113,7.694,2.4113,3.7436
2.4802,3.7887,2.4802,3.7694,2.4802,7.469,2.4802,5.2421
2.5491,5.4912,2.5491,5.1971,2.5491,6.810,2.5491,7.0218
2.6180,6.2794,2.6180,4.2327,2.6180,8.902,2.6180,8.8315
2.6869,8.0583,2.6869,4.7882,2.6869,9.867,2.6869,13.5357
2.7558,11.4122,2.7558,3.4378,2.7558,11.302,2.7558,17.5181
2.8247,13.8978,2.8247,4.2828,2.8247,10.136,2.8247,19.3349
2.8936,16.1193,2.8936,5.6216,2.8936,5.957,2.8936,23.2070
2.9625,16.5503,2.9625,6.9720,2.9625,4.353,2.9625,31.0130
3.0314,19.3485,3.0314,6.2120,3.0314,2.817,3.0314,44.0773
3.1003,21.8360,3.1003,5.6918,3.1003,2.087,3.1003,53.9007
3.1691,20.7703,3.1691,3.8816,3.1691,2.937,3.1691,51.9739
3.2380,17.7204,3.2380,4.2099,3.2380,3.215,3.2380,44.8837
3.3069,12.8193,3.3069,4.1764,3.3069,2.545,3.3069,35.7788
3.3758,9.9402,3.3758,3.6750,3.3758,2.035,3.3758,27.3889
3.4447,9.3894,3.4447,3.0352,3.4447,2.513,3.4447,20.3419
3.5136,8.0477,3.5136,3.8967,3.5136,3.799,3.5136,15.9174
3.5825,5.0669,3.5825,2.9078,3.5825,2.507,3.5825,16.5386
3.6514,6.0379,3.6514,4.0185,3.6514,1.831,3.6514,20.5642
3.7203,6.6730,3.7203,4.1459,3.7203,2.226,3.7203,25.9125
3.7892,7.2706,3.7892,2.8068,3.7892,3.340,3.7892,23.6160
3.8581,7.7125,3.8581,3.6242,3.8581,4.371,3.8581,20.6535
3.9270,7.4969,3.9270,2.5395,3.9270,4.675,3.9270,13.5248
3.9959,5.9325,3.9959,2.4982,3.9959,8.213,3.9959,10.7560
4.0648,4.8439,4.0648,2.8873,4.0648,8.140,4.0648,10.6605
4.1337,3.2917,4.1337,3.6808,4.1337,8.746,4.1337,11.6540
4.2026,5.7391,4.2026,4.4609,4.2026,7.633,4.2026,19.0388
4.2715,7.5671,4.2715,3.7747,4.2715,8.725,4.2715,30.9039
4.3404,11.0379,4.3404,5.3487,4.3404,7.086,4.3404,35.3398
4.4092,11.5340,4.4092,11.8258,4.4092,8.304,4.4092,33.5287
4.4781,11.1148,4.4781,13.1077,4.4781,10.659,4.4781,25.2617
4.5470,8.7700,4.5470,16.1326,4.5470,15.196,4.5470,15.6636
4.6159,6.9184,4.6159,18.1451,4.6159,16.425,4.6159,7.6828
4.6848,7.5830,4.6848,19.4216,4.6848,20.316,4.6848,5.6264
4.7537,9.5947,4.7537,19.9088,4.7537,21.537,4.7537,4.0702
