Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,4.4398,0.0000,1.4770,0.0000,3.68090,0.0000,6.0497,0.0000,4.1661,0.0000,5.8754
0.0689,4.1258,0.0689,1.1304,0.0689,4.09920,0.0689,6.1113,0.0689,2.6886,0.0689,7.0136
0.1378,4.7363,0.1378,1.8273,0.1378,3.66739,0.1378,6.3707,0.1378,2.5209,0.1378,7.2723
0.2067,4.8112,0.2067,1.7258,0.2067,2.87966,0.2067,5.7399,0.2067,2.2884,0.2067,6.8109
0.2756,3.5996,0.2756,1.9315,0.2756,2.68633,0.2756,5.2616,0.2756,2.1117,0.2756,5.4821
0.3445,3.0307,0.3445,1.6864,0.3445,2.90140,0.3445,4.0610,0.3445,2.1454,0.3445,3.9351
0.4134,3.3784,0.4134,1.3074,0.4134,2.65180,0.4134,3.7639,0.4134,1.7802,0.4134,3.0963
0.4823,3.7820,0.4823,1.3020,0.4823,2.49504,0.4823,3.0833,0.4823,2.2056,0.4823,2.5148
0.5512,3.1804,0.5512,1.2857,0.5512,2.87736,0.5512,2.6122,0.5512,2.7165,0.5512,2.5046
0.6201,3.2770,0.6201,1.2904,0.6201,3.33995,0.6201,1.9145,0.6201,3.0749,0.6201,2.1634
0.6889,2.6298,0.6889,2.4278,0.6889,4.74080,0.6889,2.7482,0.6889,3.4580,0.6889,2.2572
0.7578,1.9909,0.7578,2.2341,0.7578,5.45498,0.7578,2.6673,0.7578,2.9242,0.7578,3.3010
0.8267,1.4890,0.8267,2.1843,0.8267,6.68589,0.8267,2.0894,0.8267,2.7170,0.8267,3.2043
0.8956,1.5524,0.8956,2.2385,0.8956,8.10012,0.8956,2.4836,0.8956,2.4185,0.8956,2.5577
0.9645,1.8923,0.9645,2.1196,0.9645,6.91565,0.9645,2.5717,0.9645,2.1901,0.9645,2.9125
1.0334,1.5384,1.0334,2.0836,1.0334,6.66025,1.0334,2.1222,1.0334,2.1431,1.0334,2.4034
1.1023,2.0625,1.1023,2.6069,1.1023,6.68821,1.1023,2.5883,1.1023,1.8492,1.1023,2.4234
1.1712,2.1306,1.1712,1.6582,1.1712,6.43562,1.1712,3.1720,1.1712,1.4692,1.1712,2.9378
1.2401,1.8286,1.2401,2.5595,1.2401,5.41335,1.2401,4.3471,1.2401,2.2411,1.2401,3.0620
1.3090,1.9501,1.3090,2.6879,1.3090,4.19566,1.3090,6.9998,1.3090,1.5866,1.3090,3.6341
1.3779,2.6028,1.3779,2.6775,1.3779,3.60907,1.3779,6.9481,1.3779,1.3982,1.3779,2.9874
1.4468,2.0667,1.4468,3.0074,1.4468,4.15961,1.4468,7.0472,1.4468,1.9421,1.4468,2.2411
1.5157,1.3386,1.5157,2.6771,1.5157,4.10627,1.5157,8.0730,1.5157,2.5968,1.5157,2.1056
1.5846,1.6410,1.5846,2.8155,1.5846,4.27429,1.5846,6.9547,1.5846,3.6161,1.5846,1.7341
1.6535,0.9604,1.6535,3.0881,1.6535,3.87732,1.6535,5.3376,1.6535,3.3748,1.6535,2.1854
1.7224,0.9046,1.7224,2.6140,1.7224,3.60542,1.7224,3.6011,1.7224,3.2180,1.7224,2.2378
1.7913,1.2003,1.7913,2.3364,1.7913,3.38613,1.7913,3.4993,1.7913,3.4327,1.7913,3.2442
1.8602,1.8246,1.8602,2.9835,1.8602,2.65071,1.8602,2.5505,1.8602,3.4019,1.8602,3.3561
1.9290,2.0934,1.9290,4.0891,1.9290,3.16789,1.9290,1.7127,1.9290,2.4396,1.9290,3.0037
1.9979,2.8974,1.9979,4.0963,1.9979,2.72892,1.9979,2.4249,1.9979,1.8608,1.9979,3.5779
2.0668,2.8086,2.0668,4.4873,2.0668,3.28172,2.0668,1.7825,2.0668,2.1584,2.0668,4.0224
2.1357,3.9902,2.1357,5.2802,2.1357,3.86138,2.1357,1.3331,2.1357,2.2516,2.1357,4.1554
2.2046,3.2471,2.2046,5.9462,2.2046,4.28686,2.2046,2.2149,2.2046,3.2951,2.2046,4.2715
2.2735,2.6753,2.2735,6.1334,2.2735,5.74484,2.2735,1.7879,2.2735,3.2849,2.2735,4.8054
2.3424,2.0210,2.3424,5.2729,2.3424,5.86256,2.3424,2.3506,2.3424,3.2548,2.3424,5.8057
2.4113,2.0652,2.4113,5.1029,2.4113,5.46446,2.4113,2.3388,2.4113,3.0545,2.4113,6.9729
2.4802,2.5448,2.4802,4.2976,2.4802,5.76444,2.4802,2.7410,2.4802,2.6931,2.4802,8.3919
2.5491,1.4824,2.5491,4.7451,2.5491,7.34300,2.5491,2.2537,2.5491,1.9676,2.5491,12.0646
2.6180,1.1054,2.6180,4.5018,2.6180,7.79709,2.6180,2.5332,2.6180,1.6706,2.6180,12.7650
2.6869,1.4123,2.6869,3.4613,2.6869,6.56757,2.6869,2.4802,2.6869,1.8901,2.6869,8.0953
2.7558,1.4356,2.7558,3.1354,2.7558,4.93862,2.7558,2.7668,2.7558,2.2198,2.7558,4.7224
2.8247,1.2043,2.8247,2.4828,2.8247,4.18313,2.8247,2.1633,2.8247,1.8924,2.8247,2.9207
2.8936,1.1751,2.8936,1.9093,2.8936,3.79530,2.8936,2.1406,2.8936,2.2092,2.8936,1.8496
2.9625,0.9944,2.9625,1.8246,2.9625,3.61148,2.9625,1.8603,2.9625,2.4968,2.9625,1.9356
3.0314,1.5253,3.0314,1.9813,3.0314,2.77689,3.0314,1.6706,3.0314,2.4163,3.0314,1.7339
3.1003,1.3245,3.1003,1.7890,3.1003,3.60760,3.1003,1.6272,3.1003,3.0228,3.1003,1.2065
3.1691,1.1949,3.1691,1.6024,3.1691,2.90113,3.1691,2.0546,3.1691,3.5300,3.1691,1.4920
3.2380,1.7650,3.2380,1.1657,3.2380,2.61425,3.2380,2.1039,3.2380,2.7303,3.2380,1.7589
3.3069,2.9848,3.3069,1.4508,3.3069,1.70644,3.3069,1.4690,3.3069,2.3910,3.3069,2.2004
3.3758,4.0457,3.3758,2.3027,3.3758,1.23109,3.3758,1.1118,3.3758,2.6417,3.3758,1.9417
3.4447,5.0606,3.4447,3.2427,3.4447,1.76994,3.4447,0.6278,3.4447,2.0838,3.4447,1.5059
3.5136,6.4954,3.5136,3.5013,3.5136,1.65738,3.5136,0.5683,3.5136,1.7006,3.5136,1.2875
3.5825,7.3655,3.5825,4.7553,3.5825,2.70677,3.5825,1.0447,3.5825,2.8621,3.5825,1.4037
3.6514,7.2576,3.6514,4.3159,3.6514,2.97844,3.6514,0.8847,3.6514,3.2571,3.6514,0.9376
