Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9
3.4447,1.98822,3.44472,2.35378,3.4447,1.20666,3.4447,1.58711,3.4447,2.60533,3.4447,2.58226,3.4447,2.56068,3.4447,2.1183,3.4447,0.73160,3.44472,4.73940
3.5136,2.12075,3.51362,2.01157,3.5136,0.71858,3.5136,0.98057,3.5136,2.08578,3.5136,2.01333,3.5136,2.75374,3.5136,1.8874,3.5136,1.08787,3.51362,5.60036
3.5825,2.44730,3.58251,2.26953,3.5825,1.07361,3.5825,1.21357,3.5825,2.67111,3.5825,1.78753,3.5825,2.52529,3.5825,2.2422,3.5825,1.15159,3.58251,6.83556
3.6514,2.96778,3.65141,2.34471,3.6514,1.59655,3.6514,0.79512,3.6514,2.81307,3.6514,1.56536,3.6514,2.45442,3.6514,3.2197,3.6514,1.74362,3.65141,5.64598
3.7203,3.10362,3.72030,1.63575,3.7203,1.92001,3.7203,0.70891,3.7203,2.31752,3.7203,2.08976,3.7203,1.65175,3.7203,2.0526,3.7203,1.98343,3.72030,4.80790
3.7892,3.88347,3.78920,1.77624,3.7892,2.83010,3.7892,0.98468,3.7892,1.63169,3.7892,1.85831,3.7892,1.38825,3.7892,2.1945,3.7892,1.49341,3.78920,3.81167
3.8581,4.52321,3.85809,1.76389,3.8581,3.76006,3.8581,0.67769,3.8581,1.73009,3.8581,2.17760,3.8581,1.83817,3.8581,2.2457,3.8581,1.57400,3.85809,3.06755
3.9270,4.86870,3.92699,1.58018,3.9270,2.95428,3.9270,0.90067,3.9270,1.80699,3.9270,2.55783,3.9270,1.53783,3.9270,1.3146,3.9270,1.21548,3.92699,2.31077
3.9959,4.77433,3.99588,1.82585,3.9959,3.82263,3.9959,0.63351,3.9959,1.74004,3.9959,2.14002,3.9959,1.56221,3.9959,1.1948,3.9959,1.22094,3.99588,2.32515
4.0648,5.11367,4.06478,1.65177,4.0648,4.42061,4.0648,0.66779,4.0648,1.34952,4.0648,2.22101,4.0648,1.17181,4.0648,1.5417,4.0648,0.84413,4.06478,1.76386
4.1337,3.67500,4.13367,1.78577,4.1337,4.95041,4.1337,1.13219,4.1337,1.05545,4.1337,2.02461,4.1337,1.37466,4.1337,1.0338,4.1337,0.45496,4.13367,1.48384
4.2026,4.13131,4.20256,1.57981,4.2026,4.67071,4.2026,1.87157,4.2026,0.82684,4.2026,1.84398,4.2026,1.76429,4.2026,1.2320,4.2026,0.58893,4.20256,1.64065
4.2715,3.50216,4.27146,1.92994,4.2715,4.51086,4.2715,1.73814,4.2715,0.65843,4.2715,2.25007,4.2715,2.22113,4.2715,0.9914,4.2715,0.81634,4.27146,0.99340
4.3404,2.99257,4.34035,1.63118,4.3404,4.51312,4.3404,3.24964,4.3404,0.85044,4.3404,2.69044,4.3404,2.36211,4.3404,0.9719,4.3404,1.12527,4.34035,0.69657
4.4092,3.29234,4.40925,2.04019,4.4092,4.03369,4.4092,3.22754,4.4092,0.80209,4.4092,2.19234,4.4092,2.57100,4.4092,0.9375,4.4092,0.89484,4.40925,0.63120
4.4781,3.55276,4.47814,1.82704,4.4781,3.23214,4.4781,3.10724,4.4781,1.23482,4.4781,3.06569,4.4781,2.95719,4.4781,0.9974,4.4781,1.11501,4.47814,1.20924
4.5470,4.45520,4.54704,1.57290,4.5470,2.97680,4.5470,2.41466,4.5470,1.91055,4.5470,3.29093,4.5470,1.87496,4.5470,1.3164,4.5470,1.75210,4.54704,1.46880
4.6159,3.99371,4.61593,1.48597,4.6159,2.28249,4.6159,1.56429,4.6159,2.09888,4.6159,3.01142,4.6159,1.27178,4.6159,2.4372,4.6159,2.29566,4.61593,1.72338
4.6848,3.82111,4.68483,1.43325,4.6848,1.62394,4.6848,1.24564,4.6848,1.86074,4.6848,2.92637,4.6848,1.14076,4.6848,3.2884,4.6848,1.95745,4.68483,1.86690
4.7537,5.19349,4.75372,1.44548,4.7537,1.51628,4.7537,0.99343,4.7537,1.78743,4.7537,2.94442,4.7537,0.96684,4.7537,4.7163,4.7537,1.74238,4.75372,1.40838
4.8226,2.39238,4.82261,1.05521,4.8226,1.80964,4.8226,1.04362,4.8226,1.67725,4.8226,2.47232,4.8226,0.75058,4.8226,6.1400,4.8226,1.71082,4.82261,1.36194
4.8915,3.26943,4.89151,1.92974,4.8915,1.88894,4.8915,1.09155,4.8915,1.29230,4.8915,2.48413,4.8915,0.77350,4.8915,9.0394,4.8915,1.53456,4.89151,1.20303
4.9604,3.23002,4.96040,1.87514,4.9604,1.81242,4.9604,0.91057,4.9604,1.58838,4.9604,2.10492,4.9604,1.23404,4.9604,10.2495,4.9604,1.47511,4.96040,1.38819
5.0293,3.98451,5.02930,1.89217,5.0293,1.86641,5.0293,1.09771,5.0293,1.12978,5.0293,2.02078,5.0293,1.30436,5.0293,10.4042,5.0293,1.76148,5.02930,1.39566
5.0982,5.10448,5.09819,2.18540,5.0982,1.49792,5.0982,2.35496,5.0982,0.99064,5.0982,1.93003,5.0982,1.03719,5.0982,8.0928,5.0982,2.03878,5.09819,1.48458
5.1671,4.62862,5.16709,2.60655,5.1671,1.35721,5.1671,1.88879,5.1671,0.70352,5.1671,0.94004,5.1671,1.18179,5.1671,5.4359,5.1671,1.78441,5.16709,1.90854
5.2360,3.75477,5.23598,2.21295,5.2360,2.98608,5.2360,1.84704,5.2360,0.80154,5.2360,1.36963,5.2360,1.36067,5.2360,3.3737,5.2360,2.85598,5.23598,1.43072
5.3049,3.49366,5.30488,2.61031,5.3049,2.96348,5.3049,1.95482,5.3049,1.10954,5.3049,1.42083,5.3049,1.15882,5.3049,2.4559,5.3049,3.69638,5.30488,1.38404
5.3738,3.31314,5.37377,2.72420,5.3738,4.40507,5.3738,2.06527,5.3738,1.59580,5.3738,1.37331,5.3738,1.45812,5.3738,2.2147,5.3738,6.10357,5.37377,1.30748
5.4427,3.16478,5.44267,4.19725,5.4427,5.23278,5.4427,2.52380,5.4427,1.46756,5.4427,0.92908,5.4427,0.96862,5.4427,2.0641,5.4427,8.77183,5.44267,1.76613
5.5116,3.07464,5.51156,4.85150,5.5116,4.35969,5.5116,2.75434,5.5116,1.48862,5.5116,0.83120,5.5116,1.34982,5.5116,2.1850,5.5116,9.79023,5.51156,1.31409
5.5805,2.71885,5.58045,5.25313,5.5805,4.83264,5.5805,3.54516,5.5805,1.75970,5.5805,0.65258,5.5805,1.29669,5.5805,2.5800,5.5805,8.69671,5.58045,1.09735
5.6493,2.13716,5.64935,5.76093,5.6493,3.93430,5.6493,2.29387,5.6493,0.94643,5.6493,0.90260,5.6493,0.89855,5.6493,2.1903,5.6493,6.53356,5.64935,0.83237
5.7182,1.51148,5.71824,5.45395,5.7182,5.29562,5.7182,1.63433,5.7182,0.65624,5.7182,1.05903,5.7182,0.91243,5.7182,2.5814,5.7182,3.52053,5.71824,0.64728
5.7871,1.40299,5.78714,5.23626,5.7871,7.98973,5.7871,0.97254,5.7871,0.91738,5.7871,1.26931,5.7871,1.53446,5.7871,2.6029,5.7871,3.48228,5.78714,0.75102
5.8560,1.42690,5.85603,4.91819,5.8560,9.08162,5.8560,1.21992,5.8560,1.07310,5.8560,0.69601,5.8560,1.40448,5.8560,2.2292,5.8560,2.19542,5.85603,0.93229
5.9249,1.89006,5.92493,3.90050,5.9249,8.47538,5.9249,1.21325,5.9249,1.35203,5.9249,0.85756,5.9249,1.51874,5.9249,2.2238,5.9249,1.81109,5.92493,1.72363
5.9938,2.49199,5.99382,2.86924,5.9938,6.61302,5.9938,1.06742,5.9938,1.60268,5.9938,0.73758,5.9938,1.71521,5.9938,2.0372,5.9938,1.82786,5.99382,1.75356
6.0627,3.10464,6.06272,2.47056,6.0627,4.06471,6.0627,1.23721,6.0627,2.13687,6.0627,1.05930,6.0627,2.25427,6.0627,2.1346,6.0627,0.75192,6.06272,1.55512
6.1316,2.67445,6.13161,2.26580,6.1316,3.00671,6.1316,2.04637,6.1316,1.94348,6.1316,1.02897,6.1316,2.76711,6.1316,2.2174,6.1316,0.47298,,
6.2005,2.37336,6.20050,1.40686,6.2005,3.30847,6.2005,1.16109,6.2005,2.28180,6.2005,1.05168,6.2005,3.40124,6.2005,1.2480,6.2005,0.78610,,
6.2694,1.98434,6.26940,1.51531,6.2694,2.78272,6.2694,2.00988,6.2694,2.65386,6.2694,1.19108,6.2694,3.71684,6.2694,1.4788,6.2694,0.94401,,
6.3383,1.58711,6.33829,1.60166,6.3383,1.81271,6.3383,1.70483,6.3383,2.59522,6.3383,1.63415,6.3383,4.70570,6.3383,1.3976,6.3383,1.26763,,
6.4072,1.63477,6.40719,1.31953,6.4072,1.75405,6.4072,2.02432,6.4072,2.10772,6.4072,1.59723,6.4072,7.31425,6.4072,1.2257,6.4072,0.92325,,
6.4761,2.42403,6.47608,1.20463,6.4761,1.62175,6.4761,1.81806,6.4761,2.15513,6.4761,1.48205,6.4761,9.71892,6.4761,1.6451,6.4761,0.58338,,
6.5450,3.40490,6.54498,0.80763,6.5450,1.20121,6.5450,1.30908,6.5450,3.40141,6.5450,1.73912,6.5450,8.82796,6.5450,1.6254,6.5450,0.90555,,
6.6139,2.84225,6.61387,1.13943,6.6139,1.27913,6.6139,1.70983,6.6139,3.61198,6.6139,2.00934,6.6139,7.06226,6.6139,1.7910,6.6139,0.43924,,
6.6828,3.12057,6.68277,1.38989,6.6828,1.43463,6.6828,2.19551,6.6828,4.28133,6.6828,2.19808,6.6828,5.35063,6.6828,2.4238,6.6828,1.20547,,
6.7517,3.99195,6.75166,1.62257,6.7517,1.45817,6.7517,2.41691,6.7517,4.74696,6.7517,2.06771,6.7517,4.99083,6.7517,2.7365,6.7517,0.94150,,
6.8206,2.81968,6.82056,1.82374,6.8206,1.41382,6.8206,2.99315,6.8206,3.80650,6.8206,2.01209,6.8206,4.25534,6.8206,2.3400,6.8206,1.21572,,
6.8894,2.74863,6.88945,1.18440,6.8894,2.07906,6.8894,3.08737,6.8894,2.81999,6.8894,1.88506,6.8894,3.08383,6.8894,1.6383,6.8894,1.06781,,
6.9583,2.41971,6.95834,1.74379,6.9583,2.44368,6.9583,2.96758,6.9583,3.14883,6.9583,1.64268,6.9583,3.10645,6.9583,2.0977,6.9583,1.48271,,
7.0272,2.40228,7.02724,1.09523,7.0272,2.83626,7.0272,3.64342,7.0272,1.96866,7.0272,1.05652,7.0272,2.61148,7.0272,1.5905,7.0272,2.00623,,
7.0961,3.11545,7.09613,0.81941,7.0961,2.18220,7.0961,4.51380,7.0961,2.11835,7.0961,1.37935,7.0961,1.78696,7.0961,2.0894,7.0961,1.73393,,
7.1650,2.07806,7.16503,0.64230,7.1650,1.54698,7.1650,5.92200,7.1650,1.95176,7.1650,1.11887,7.1650,1.22963,7.1650,3.0951,7.1650,3.49156,,
7.2339,1.86686,7.23392,0.90747,7.2339,1.03564,7.2339,6.70040,7.2339,0.93815,7.2339,1.26109,7.2339,1.24418,7.2339,3.2346,7.2339,4.34275,,
7.3028,2.23799,7.30282,0.46174,7.3028,1.36715,7.3028,7.47622,7.3028,0.87687,7.3028,1.06459,7.3028,1.52275,7.3028,3.4767,7.3028,4.90137,,
7.3717,2.10330,7.37171,0.70698,7.3717,1.19988,7.3717,8.05098,7.3717,0.99731,7.3717,1.00714,7.3717,1.35563,7.3717,4.1715,7.3717,5.04189,,
7.4406,1.65674,7.44061,0.87053,7.4406,0.89627,7.4406,7.40885,7.4406,0.72188,7.4406,1.01081,7.4406,1.13444,7.4406,3.2695,7.4406,4.13406,,
7.5095,1.46287,7.50950,1.15072,7.5095,0.97056,7.5095,6.16211,7.5095,0.96646,7.5095,0.99993,7.5095,0.98258,7.5095,2.9657,7.5095,4.22145,,
7.5784,0.90085,7.57839,0.95898,7.5784,1.54919,7.5784,4.15857,7.5784,0.92862,7.5784,0.98634,7.5784,1.07717,7.5784,2.9060,7.5784,5.71944,,
7.6473,1.33058,7.64729,1.89552,7.6473,1.83389,7.6473,3.34618,7.6473,0.69622,7.6473,0.84222,7.6473,0.94064,7.6473,3.6985,7.6473,7.93358,,
7.7162,1.70198,7.71618,2.08846,7.7162,1.55612,7.7162,2.29758,7.7162,0.88929,7.7162,1.00651,7.7162,0.62454,7.7162,3.6790,7.7162,9.18849,,
7.7851,0.97809,7.78508,2.03190,7.7851,1.37121,7.7851,5.87425,7.7851,1.13826,7.7851,0.99566,7.7851,0.29301,7.7851,3.2332,7.7851,8.29527,,
7.8540,1.42948,7.85397,1.45835,7.8540,1.67727,7.8540,3.44130,7.8540,1.44932,7.8540,1.53887,7.8540,0.44967,7.8540,3.5915,7.8540,8.03344,,
7.9229,2.72299,7.92287,1.46566,7.9229,1.95770,7.9229,5.11244,7.9229,1.88541,7.9229,1.39197,7.9229,0.85234,7.9229,2.8087,7.9229,6.22946,,
7.9918,3.80414,7.99176,2.00190,7.9918,2.17070,7.9918,6.27889,7.9918,1.95157,7.9918,1.44630,7.9918,1.05724,7.9918,2.4629,7.9918,5.68976,,
8.0607,3.20095,8.06066,1.59040,8.0607,2.95522,8.0607,7.45911,8.0607,1.05566,8.0607,1.70074,8.0607,2.05172,8.0607,2.8297,8.0607,5.44685,,
8.1296,3.27021,8.12955,1.39000,8.1296,2.62312,8.1296,7.29901,8.1296,1.53267,8.1296,1.25105,8.1296,1.95754,8.1296,2.1026,8.1296,4.49935,,
8.1984,3.10490,8.19845,1.17700,8.1984,1.13675,8.1984,6.01270,8.1984,1.81284,8.1984,1.47742,8.1984,2.16484,8.1984,1.7432,8.1984,4.70033,,
8.2673,2.45507,8.26734,2.13598,8.2673,0.96112,8.2673,5.38797,8.2673,1.42990,8.2673,1.49322,8.2673,2.68703,8.2673,1.4320,8.2673,4.19085,,
8.3362,1.93141,8.33623,2.19939,8.3362,1.53285,8.3362,4.65623,8.3362,2.46217,8.3362,1.64150,8.3362,3.32395,8.3362,1.2443,8.3362,3.64571,,
8.4051,1.75422,8.40513,2.78322,8.4051,1.61453,8.4051,3.82269,8.4051,2.80341,8.4051,1.72172,8.4051,2.93248,8.4051,1.0433,8.4051,3.30975,,
8.4740,1.92938,8.47402,2.96212,8.4740,1.88910,8.4740,2.96671,8.4740,2.42269,8.4740,1.89747,8.4740,2.93399,8.4740,1.9725,8.4740,4.07126,,
8.5429,2.00535,8.54292,3.16942,8.5429,2.20258,8.5429,3.53477,8.5429,2.69942,8.5429,1.17695,8.5429,2.80694,8.5429,3.5131,8.5429,4.41049,,
8.6118,2.01771,8.61181,3.48366,8.6118,3.73875,8.6118,3.96206,8.6118,2.64385,8.6118,0.79916,8.6118,3.33863,8.6118,3.9414,8.6118,3.61620,,
8.6807,1.86940,8.68071,3.56760,8.6807,4.68247,8.6807,3.70658,8.6807,2.18242,8.6807,1.00525,8.6807,2.94862,8.6807,4.2437,8.6807,3.25841,,
8.7496,1.97437,,,8.7496,4.11609,8.7496,2.96134,8.7496,2.44002,8.7496,1.03115,8.7496,2.01447,8.7496,4.0237,8.7496,3.54341,,
8.8185,1.86203,,,8.8185,3.21423,8.8185,2.83904,8.8185,2.91311,8.8185,0.73553,8.8185,2.19887,8.8185,3.3753,8.8185,2.51356,,
8.8874,2.72117,,,8.8874,2.87508,8.8874,2.80513,8.8874,4.76775,8.8874,0.48999,8.8874,2.03739,8.8874,2.4761,8.8874,2.32350,,
8.9563,2.43514,,,8.9563,1.78847,8.9563,2.80631,8.9563,3.94489,8.9563,0.83244,8.9563,2.35590,8.9563,2.3511,8.9563,2.37947,,
9.0252,2.49673,,,9.0252,1.63720,9.0252,2.88309,9.0252,3.78742,9.0252,0.79506,9.0252,2.69321,9.0252,1.5031,9.0252,2.08974,,
9.0941,3.70317,,,9.0941,2.06623,9.0941,2.39617,9.0941,3.96931,9.0941,0.79679,9.0941,3.42120,9.0941,2.3261,9.0941,1.19096,,
9.1630,4.76212,,,9.1630,2.38453,9.1630,2.28640,9.1630,3.25671,9.1630,0.63365,9.1630,2.63543,9.1630,1.6104,9.1630,1.64110,,
9.2319,4.19419,,,9.2319,1.82502,9.2319,2.19780,9.2319,4.30742,9.2319,0.73344,9.2319,3.01468,9.2319,1.5913,9.2319,2.13972,,
9.3008,4.42189,,,9.3008,1.43682,9.3008,2.14822,9.3008,5.24942,9.3008,0.81551,9.3008,4.02886,9.3008,1.2332,9.3008,2.29772,,
9.3697,2.93344,,,9.3697,1.19278,9.3697,2.24941,9.3697,5.33334,9.3697,0.88193,9.3697,3.46192,9.3697,1.9944,9.3697,3.21511,,
9.4385,1.91083,,,9.4385,1.55831,9.4385,1.52458,9.4385,4.07667,9.4385,1.38042,9.4385,2.67890,9.4385,1.9946,9.4385,3.23792,,
9.5074,1.74017,,,9.5074,2.07900,9.5074,1.67048,9.5074,3.81239,9.5074,1.70415,9.5074,2.70535,9.5074,2.2762,9.5074,3.00219,,
9.5763,2.20785,,,9.5763,1.96465,9.5763,1.38271,9.5763,3.50922,9.5763,1.75152,9.5763,2.73838,9.5763,2.8121,9.5763,3.36765,,
9.6452,4.34373,,,9.6452,1.99467,9.6452,1.37356,9.6452,2.57432,9.6452,1.98812,9.6452,2.63387,9.6452,3.4795,9.6452,3.22107,,
9.7141,4.13401,,,9.7141,2.99127,9.7141,1.33505,9.7141,2.16035,9.7141,0.89312,9.7141,2.63146,9.7141,4.2502,9.7141,2.88479,,
9.7830,5.69670,,,9.7830,3.45398,9.7830,1.28758,9.7830,1.96069,9.7830,0.79235,9.7830,3.14710,9.7830,5.6202,9.7830,3.08215,,
9.8519,4.71409,,,9.8519,3.13758,9.8519,1.04401,9.8519,1.93500,9.8519,0.73825,9.8519,2.20341,9.8519,6.0137,9.8519,2.13140,,
