Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,6.0562,0.0000,8.6823,0.0000,3.6475,0.0000,9.6442,0.0000,3.8006
0.0689,6.3618,0.0689,8.2871,0.0689,3.3519,0.0689,7.2396,0.0689,4.0306
0.1378,7.9787,0.1378,7.9840,0.1378,2.8398,0.1378,5.8788,0.1378,3.9887
0.2067,8.0296,0.2067,5.9415,0.2067,3.1272,0.2067,4.8597,0.2067,3.6374
0.2756,7.3447,0.2756,4.0883,0.2756,3.9524,0.2756,3.7181,0.2756,3.5018
0.3445,7.6307,0.3445,4.0407,0.3445,3.6373,0.3445,2.6941,0.3445,3.9557
0.4134,5.9722,0.4134,3.7821,0.4134,4.5194,0.4134,2.8635,0.4134,4.2899
0.4823,4.2014,0.4823,3.2082,0.4823,3.4313,0.4823,2.7237,0.4823,3.8215
0.5512,4.4515,0.5512,2.0942,0.5512,3.1121,0.5512,2.2157,0.5512,2.7997
0.6201,4.0640,0.6201,2.5813,0.6201,2.7224,0.6201,1.7397,0.6201,2.0621
0.6889,3.2162,0.6889,2.8026,0.6889,3.5827,0.6889,2.7880,0.6889,2.5172
0.7578,3.5655,0.7578,3.2444,0.7578,3.6618,0.7578,2.8406,0.7578,2.1979
0.8267,3.2018,0.8267,3.7019,0.8267,3.8375,0.8267,3.2327,0.8267,2.6147
0.8956,3.0315,0.8956,3.9383,0.8956,4.2934,0.8956,4.0212,0.8956,2.6505
0.9645,2.5694,0.9645,4.5491,0.9645,3.5089,0.9645,4.3770,0.9645,2.7044
1.0334,1.8966,1.0334,5.0165,1.0334,3.3280,1.0334,3.5488,1.0334,2.7483
1.1023,2.2559,1.1023,3.7994,1.1023,3.9634,1.1023,3.3398,1.1023,2.7340
1.1712,2.6875,1.1712,2.9132,1.1712,3.6489,1.1712,3.6301,1.1712,2.7312
1.2401,2.8399,1.2401,3.0601,1.2401,2.8862,1.2401,2.9955,1.2401,2.7571
1.3090,3.2367,1.3090,2.7036,1.3090,2.8313,1.3090,2.6705,1.3090,3.3843
1.3779,3.2294,1.3779,2.4518,1.3779,2.8326,1.3779,2.7516,1.3779,3.6089
1.4468,3.6139,1.4468,2.5833,1.4468,3.1140,1.4468,3.1953,1.4468,4.0060
1.5157,3.2865,1.5157,1.4139,1.5157,3.7608,1.5157,3.2735,1.5157,4.7774
1.5846,2.5317,1.5846,1.6328,1.5846,3.2975,1.5846,3.2753,1.5846,6.0302
1.6535,2.4276,1.6535,1.9192,1.6535,3.6103,1.6535,3.9323,1.6535,6.9186
1.7224,2.8726,1.7224,1.6052,1.7224,3.5658,1.7224,4.2063,1.7224,6.5834
1.7913,3.8951,1.7913,1.7924,1.7913,3.7300,1.7913,3.4832,1.7913,5.7684
1.8602,4.8347,1.8602,2.4731,1.8602,3.7710,1.8602,2.7931,1.8602,4.8412
1.9290,4.8421,1.9290,2.0112,1.9290,4.9519,1.9290,2.4826,1.9290,4.2472
1.9979,5.4102,1.9979,2.0535,1.9979,5.9457,1.9979,2.0099,1.9979,3.6667
2.0668,4.0540,2.0668,2.5256,2.0668,6.3201,2.0668,1.6327,2.0668,2.7616
2.1357,4.6574,2.1357,3.2082,2.1357,5.7126,2.1357,1.6301,2.1357,2.5059
2.2046,3.9912,2.2046,3.7697,2.2046,4.3542,2.2046,2.3350,2.2046,2.5585
2.2735,4.6424,2.2735,3.9717,2.2735,4.4496,2.2735,2.0086,2.2735,1.8196
2.3424,4.6771,2.3424,5.6440,2.3424,3.9632,2.3424,2.3770,2.3424,2.3934
2.4113,3.7504,2.4113,5.7278,2.4113,4.0704,2.4113,3.2295,2.4113,3.0819
2.4802,4.1784,2.4802,6.3555,2.4802,5.2718,2.4802,3.6716,2.4802,2.1257
2.5491,3.5934,2.5491,5.3298,2.5491,4.9848,2.5491,3.5555,2.5491,1.7201
2.6180,3.7794,2.6180,4.8257,2.6180,5.2800,2.6180,3.2739,2.6180,1.7530
2.6869,3.8982,2.6869,4.4097,2.6869,6.3269,2.6869,3.2262,2.6869,1.5693
2.7558,4.5700,2.7558,3.9401,2.7558,6.3566,2.7558,2.9382,2.7558,2.4244
2.8247,4.9032,2.8247,4.0890,2.8247,6.1169,2.8247,2.4846,2.8247,2.2245
2.8936,5.5695,2.8936,3.3834,2.8936,6.6483,2.8936,2.1498,2.8936,2.0976
2.9625,5.6760,2.9625,3.5504,2.9625,8.6474,2.9625,2.5800,2.9625,1.9324
3.0314,5.3256,3.0314,3.1120,3.0314,8.5341,3.0314,2.9272,3.0314,3.0617
3.1003,6.0435,3.1003,2.4855,3.1003,9.2572,3.1003,3.7661,3.1003,2.8408
3.1691,6.6615,3.1691,2.4426,3.1691,8.6024,3.1691,3.8019,3.1691,3.4212
3.2380,7.3443,3.2380,2.6960,3.2380,7.5193,3.2380,4.2351,3.2380,2.8145
3.3069,6.8759,3.3069,3.0361,3.3069,5.6124,3.3069,3.9639,3.3069,2.3624
3.3758,7.7160,3.3758,3.0320,3.3758,4.4475,3.3758,4.6932,3.3758,2.1961
3.4447,7.5163,3.4447,2.8910,3.4447,4.2062,3.4447,5.5808,3.4447,3.1940
3.5136,6.5142,3.5136,2.3757,3.5136,3.7826,3.5136,6.7901,3.5136,2.9702
3.5825,5.3849,3.5825,2.0786,3.5825,4.9138,3.5825,7.3855,3.5825,2.9226
3.6514,5.6504,3.6514,3.0866,3.6514,4.2171,3.6514,8.3808,3.6514,2.7164
3.7203,4.2772,3.7203,3.5144,3.7203,3.7445,3.7203,9.3021,3.7203,3.2168
3.7892,4.1251,3.7892,3.3209,3.7892,3.4764,3.7892,10.6653,3.7892,3.2882
3.8581,3.5147,3.8581,3.5754,3.8581,3.0255,3.8581,10.8992,3.8581,2.9342
3.9270,4.0669,3.9270,2.7776,3.9270,2.5041,3.9270,9.6849,3.9270,3.4964
3.9959,4.7554,3.9959,3.3254,3.9959,2.8622,3.9959,10.0894,3.9959,4.1665
4.0648,5.1934,4.0648,2.8681,4.0648,3.8032,4.0648,9.9532,4.0648,5.7744
4.1337,4.2146,4.1337,2.3117,4.1337,4.8047,4.1337,8.6455,4.1337,5.9569
4.2026,4.2251,4.2026,3.0393,4.2026,5.2683,4.2026,8.3759,4.2026,6.9039
4.2715,3.4404,4.2715,4.4592,4.2715,4.9888,4.2715,6.5668,4.2715,6.4578
4.3404,3.1434,4.3404,5.7783,4.3404,4.4023,4.3404,5.5778,4.3404,6.5579
4.4092,3.2562,4.4092,6.5770,4.4092,3.3534,4.4092,4.7002,4.4092,7.0070
4.4781,2.2310,4.4781,6.3123,4.4781,4.6191,4.4781,4.3172,4.4781,9.1057
4.5470,2.4084,4.5470,6.3641,4.5470,3.8565,4.5470,4.3579,4.5470,11.5192
4.6159,2.4186,4.6159,5.2340,4.6159,3.5215,4.6159,4.3188,4.6159,13.9063
4.6848,2.6412,4.6848,5.5028,4.6848,3.8008,4.6848,3.8655,4.6848,12.4579
4.7537,2.4087,4.7537,4.9019,4.7537,2.6597,4.7537,3.7998,4.7537,11.7440
4.8226,2.6967,4.8226,4.7818,4.8226,2.6105,4.8226,4.2405,4.8226,10.3306
4.8915,2.4420,4.8915,5.0312,4.8915,2.7782,4.8915,4.1595,4.8915,8.6451
4.9604,1.9447,4.9604,5.3726,4.9604,2.7902,4.9604,3.3880,4.9604,8.5666
5.0293,1.6251,5.0293,5.6880,5.0293,2.7206,5.0293,3.7270,5.0293,8.2073
5.0982,1.7970,5.0982,6.0673,5.0982,2.6241,5.0982,3.1890,5.0982,6.5353
5.1671,2.3246,5.1671,6.2575,5.1671,2.2903,5.1671,2.6886,5.1671,6.2083
5.2360,2.3229,5.2360,6.8902,5.2360,2.7387,5.2360,2.9513,5.2360,6.1971
5.3049,3.1866,5.3049,5.7274,5.3049,3.8651,5.3049,2.3694,5.3049,5.2638
5.3738,2.7460,5.3738,4.9191,5.3738,3.4103,5.3738,2.0520,5.3738,5.3804
5.4427,2.3193,5.4427,5.4580,5.4427,3.2520,5.4427,2.0574,5.4427,4.6251
5.5116,2.7254,5.5116,4.9287,5.5116,3.4227,5.5116,2.7084,5.5116,5.4668
5.5805,1.7722,5.5805,3.9731,5.5805,4.3500,5.5805,3.0927,5.5805,5.0312
5.6493,1.9334,5.6493,3.9612,5.6493,3.8089,5.6493,3.0404,5.6493,4.4583
5.7182,2.2644,5.7182,2.6577,5.7182,2.5756,5.7182,3.6263,5.7182,4.9030
5.7871,2.5980,5.7871,3.2143,5.7871,2.1453,5.7871,4.0194,5.7871,4.9794
5.8560,2.5744,5.8560,2.6658,5.8560,2.0550,5.8560,3.3515,5.8560,5.1327
5.9249,2.5549,5.9249,2.4825,5.9249,1.6326,5.9249,3.4409,5.9249,4.9588
5.9938,3.0645,5.9938,2.5911,5.9938,1.5162,5.9938,3.9410,5.9938,4.5844
6.0627,4.2262,6.0627,2.1384,6.0627,2.3902,6.0627,4.3661,6.0627,4.1452
6.1316,3.3886,6.1316,1.8398,6.1316,2.8709,6.1316,3.9198,6.1316,3.8864
6.2005,5.0022,6.2005,1.4531,6.2005,3.1355,6.2005,3.1076,6.2005,3.4117
6.2694,5.3414,6.2694,1.9472,6.2694,2.7121,6.2694,2.7065,6.2694,4.0248
6.3383,5.2944,6.3383,2.4095,6.3383,2.7968,6.3383,2.2785,6.3383,3.8089
6.4072,7.0455,6.4072,2.0720,6.4072,1.8369,6.4072,2.0975,6.4072,4.1288
6.4761,4.7070,6.4761,1.4679,6.4761,1.8858,6.4761,1.9623,6.4761,4.1623
6.5450,3.3925,6.5450,1.8759,6.5450,2.2803,6.5450,2.0526,6.5450,2.9252
6.6139,2.3232,6.6139,2.1787,6.6139,1.6301,6.6139,2.3384,6.6139,3.0701
6.6828,2.2975,6.6828,1.6747,6.6828,2.0997,6.6828,2.3104,6.6828,3.2378
6.7517,1.6712,6.7517,1.6454,6.7517,1.9541,6.7517,3.1011,6.7517,3.3775
6.8206,1.9707,6.8206,1.0614,6.8206,2.5994,6.8206,2.0130,6.8206,3.3931
6.8894,2.0427,6.8894,1.9534,6.8894,2.5525,6.8894,2.6979,6.8894,3.8670
6.9583,1.9785,6.9583,1.9354,6.9583,2.2701,6.9583,3.3035,6.9583,4.1922
7.0272,2.3184,7.0272,1.8730,7.0272,2.2155,7.0272,4.0384,7.0272,4.3679
7.0961,1.9774,7.0961,1.6471,7.0961,2.0148,7.0961,3.6595,7.0961,4.2230
7.1650,2.2595,7.1650,1.1211,7.1650,1.7503,7.1650,4.0917,7.1650,3.8691
7.2339,1.7522,7.2339,2.0788,7.2339,1.8460,7.2339,3.4687,7.2339,2.8815
7.3028,2.2510,7.3028,2.0656,7.3028,2.0347,7.3028,2.3774,7.3028,3.8972
