Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4
7.3717,2.0812,7.3717,2.2713,7.3717,2.0649,7.3717,1.3712,7.3717,4.2063
7.4406,1.8769,7.4406,1.8609,7.4406,1.9763,7.4406,1.6629,7.4406,4.3620
7.5095,1.8082,7.5095,2.5481,7.5095,2.2018,7.5095,1.4128,7.5095,6.2638
7.5784,2.1635,7.5784,2.5064,7.5784,2.4343,7.5784,2.0829,7.5784,7.6436
7.6473,2.2547,7.6473,3.0712,7.6473,2.6134,7.6473,2.3818,7.6473,8.6954
7.7162,2.5335,7.7162,2.7930,7.7162,3.5656,7.7162,3.4055,7.7162,7.9603
7.7851,2.8266,7.7851,3.3299,7.7851,4.0865,7.7851,3.4521,7.7851,6.2913
7.8540,3.2684,7.8540,3.9914,7.8540,3.7062,7.8540,4.3680,7.8540,5.0649
7.9229,3.3856,7.9229,3.5740,7.9229,3.6008,7.9229,4.6290,7.9229,3.5124
7.9918,2.7591,7.9918,3.6388,7.9918,4.2728,7.9918,4.1295,7.9918,3.0177
8.0607,2.3205,8.0607,3.2119,8.0607,4.4199,8.0607,3.7940,8.0607,2.9779
8.1296,1.6024,8.1296,1.9353,8.1296,4.3859,8.1296,2.7599,8.1296,1.8688
8.1984,1.8522,8.1984,1.8323,8.1984,4.5273,8.1984,3.3447,8.1984,1.5498
8.2673,2.2829,8.2673,2.2516,8.2673,4.0481,8.2673,3.5414,8.2673,2.0060
8.3362,2.1816,8.3362,2.1492,8.3362,4.8165,8.3362,2.7591,8.3362,2.2534
8.4051,2.3618,8.4051,2.8607,8.4051,4.7740,8.4051,3.3419,8.4051,1.9213
8.4740,2.7511,8.4740,2.8053,8.4740,6.2334,8.4740,3.4971,8.4740,2.3752
8.5429,3.0561,8.5429,2.7349,8.5429,7.9721,8.5429,3.7760,8.5429,2.4904
8.6118,3.3658,8.6118,2.9925,8.6118,10.7104,8.6118,3.5375,8.6118,2.8649
8.6807,2.8225,8.6807,3.3263,8.6807,11.5366,8.6807,3.1428,8.6807,3.0232
8.7496,2.8196,8.7496,3.7858,8.7496,10.1430,8.7496,2.2991,8.7496,2.5869
8.8185,3.7074,8.8185,3.1507,8.8185,8.3235,8.8185,2.5504,8.8185,3.1796
8.8874,3.9927,8.8874,2.6044,8.8874,7.1236,8.8874,4.0754,8.8874,2.7350
8.9563,5.3606,8.9563,1.9853,8.9563,5.8178,8.9563,4.6870,8.9563,1.9705
9.0252,7.0317,9.0252,1.6625,9.0252,4.5021,9.0252,3.8643,9.0252,2.6068
9.0941,8.8962,9.0941,1.6223,9.0941,3.4067,9.0941,4.3811,9.0941,2.8952
9.1630,10.6465,9.1630,1.9339,9.1630,3.4594,9.1630,3.8401,9.1630,2.6199
9.2319,9.8224,9.2319,1.7937,9.2319,2.7232,9.2319,4.9542,9.2319,3.1482
9.3008,6.9381,9.3008,1.6353,9.3008,3.0805,9.3008,4.1867,9.3008,3.3971
9.3697,5.5286,9.3697,2.0440,9.3697,3.0819,9.3697,3.8827,9.3697,4.4044
9.4385,5.5168,9.4385,2.6077,9.4385,2.5480,9.4385,4.3422,9.4385,4.7921
9.5074,3.3371,9.5074,2.7349,9.5074,2.4282,9.5074,5.0160,9.5074,3.6269
9.5763,3.7270,9.5763,2.8092,9.5763,3.0318,9.5763,7.3291,9.5763,5.2508
9.6452,2.6960,9.6452,2.8270,9.6452,2.9100,9.6452,9.2252,9.6452,5.0370
9.7141,2.6931,9.7141,2.9936,9.7141,2.8091,9.7141,10.3628,9.7141,5.4564
9.7830,2.1761,9.7830,2.2125,9.7830,2.8057,9.7830,11.2962,9.7830,6.1023
9.8519,1.8849,9.8519,2.4226,9.8519,3.2675,9.8519,10.8716,9.8519,5.3567
9.9208,2.4158,9.9208,2.7547,9.9208,2.9930,9.9208,10.2700,9.9208,4.6650
9.9897,1.6690,9.9897,3.1173,9.9897,3.1023,9.9897,9.6374,9.9897,4.4258
10.0586,2.5648,10.0586,3.5611,10.0586,4.1267,10.0586,7.9971,10.0586,4.3029
10.1275,2.3106,10.1275,3.8399,10.1275,4.7353,10.1275,7.1421,10.1275,4.3666
10.1964,2.0458,10.1964,4.6329,10.1964,6.4609,10.1964,6.6258,10.1964,4.3332
10.2653,2.2766,10.2653,5.4482,10.2653,5.8040,10.2653,5.4267,10.2653,4.1751
10.3342,2.5062,10.3342,5.4193,10.3342,4.9508,10.3342,4.8423,10.3342,5.0116
10.4031,1.7646,10.4031,5.9042,10.4031,5.7197,10.4031,3.4677,10.4031,4.6073
10.4720,1.8298,10.4720,4.6970,10.4720,5.3147,10.4720,3.6861,10.4720,5.5774
10.5409,1.7220,10.5409,5.6048,10.5409,4.4043,10.5409,3.6958,10.5409,5.7128
10.6098,1.6762,10.6098,5.4748,10.6098,3.2353,10.6098,3.4998,10.6098,5.7540
10.6786,2.3494,10.6786,5.9278,10.6786,3.2578,10.6786,3.5399,10.6786,4.7553
10.7475,1.8849,10.7475,5.3618,10.7475,3.3425,10.7475,4.1936,10.7475,4.6843
10.8164,2.3189,10.8164,6.3073,10.8164,3.9824,10.8164,3.8033,10.8164,3.8957
10.8853,1.9426,10.8853,5.9105,10.8853,4.4069,10.8853,2.8812,10.8853,3.3338
10.9542,1.8508,10.9542,5.1957,10.9542,4.6478,10.9542,3.7889,10.9542,2.1964
11.0231,1.6345,11.0231,6.9061,11.0231,4.8369,11.0231,3.6630,11.0231,2.9098
11.0920,1.9669,11.0920,6.2450,11.0920,7.3687,11.0920,3.2919,11.0920,3.1086
11.1609,2.4693,11.1609,7.2756,11.1609,8.0088,11.1609,2.4606,11.1609,2.7133
11.2298,2.3035,11.2298,6.8969,11.2298,8.8488,11.2298,2.7419,11.2298,2.4190
11.2987,2.2993,11.2987,8.5825,11.2987,7.5928,11.2987,2.9446,11.2987,2.9516
11.3676,1.8541,11.3676,8.0056,11.3676,6.5621,11.3676,3.1860,11.3676,2.6719
11.4365,2.4365,11.4365,7.5258,11.4365,5.2264,11.4365,3.0423,11.4365,2.8404
11.5054,3.3326,11.5054,4.5622,11.5054,3.1417,11.5054,2.4388,11.5054,2.0418
11.5743,3.9991,11.5743,2.6474,11.5743,3.4173,11.5743,2.9247,11.5743,2.2696
11.6432,6.0730,11.6432,2.4442,11.6432,2.1205,11.6432,2.7840,11.6432,3.5945
11.7121,7.3987,11.7121,1.9668,11.7121,2.1306,11.7121,2.7855,11.7121,3.5049
11.7810,7.9351,11.7810,1.1103,11.7810,2.0891,11.7810,2.3365,11.7810,4.6602
11.8499,7.5186,11.8499,1.3161,11.8499,1.9876,11.8499,2.0051,11.8499,5.0879
11.9187,6.2944,11.9187,1.9929,11.9187,1.4409,11.9187,2.7566,11.9187,3.4235
11.9876,4.5603,11.9876,1.8643,11.9876,1.7674,11.9876,3.0282,11.9876,2.9458
12.0565,4.0541,12.0565,2.7642,12.0565,1.6718,12.0565,3.0378,12.0565,2.6149
12.1254,3.6335,12.1254,2.9776,12.1254,1.5374,12.1254,3.3562,12.1254,1.8284
12.1943,2.3809,12.1943,2.6112,12.1943,1.2198,12.1943,3.3635,12.1943,2.1202
12.2632,1.7555,12.2632,2.9337,12.2632,1.3830,12.2632,3.5476,12.2632,2.3088
12.3321,2.1985,12.3321,2.5362,12.3321,1.4155,12.3321,3.5011,12.3321,2.7232
12.4010,1.9151,12.4010,3.0490,12.4010,1.9710,12.4010,4.1400,12.4010,2.5485
12.4699,2.6956,12.4699,2.9648,12.4699,1.9858,12.4699,4.3459,12.4699,2.7327
12.5388,2.2281,12.5388,1.9816,12.5388,1.8979,12.5388,5.3946,12.5388,1.7718
12.6077,2.1644,12.6077,2.4622,12.6077,2.5682,12.6077,8.4067,12.6077,1.7797
12.6766,2.2291,12.6766,2.2370,12.6766,2.8968,12.6766,8.7976,12.6766,1.8809
12.7455,1.8718,12.7455,1.9120,12.7455,2.9933,12.7455,7.6284,12.7455,2.1797
12.8144,1.5134,12.8144,1.7493,12.8144,3.7097,12.8144,6.1264,12.8144,2.4039
12.8833,1.8113,12.8833,1.8654,12.8833,4.0133,12.8833,5.2256,12.8833,2.0436
12.9522,2.3336,12.9522,1.7942,12.9522,4.5951,12.9522,5.6288,12.9522,1.8497
13.0211,1.8999,13.0211,2.0154,13.0211,4.5034,13.0211,5.3791,13.0211,2.4050
13.0900,2.3259,13.0900,1.8246,13.0900,4.8954,13.0900,3.7629,13.0900,2.6914
13.1588,2.7520,13.1588,1.2939,13.1588,4.4757,13.1588,2.9911,13.1588,2.4428
13.2277,2.0992,13.2277,1.8469,13.2277,4.3388,13.2277,2.4390,13.2277,1.7928
13.2966,1.6364,13.2966,1.4824,13.2966,4.3549,13.2966,2.4016,13.2966,2.9533
13.3655,1.7081,13.3655,1.1190,13.3655,4.4020,13.3655,1.7445,13.3655,2.6085
13.4344,2.1890,13.4344,1.6927,13.4344,4.7792,13.4344,1.5937,13.4344,3.0549
13.5033,1.8329,13.5033,2.1446,13.5033,5.0112,13.5033,2.0800,13.5033,2.6718
13.5722,2.2687,13.5722,1.8838,13.5722,4.7389,13.5722,1.9142,13.5722,2.2028
13.6411,3.6350,13.6411,1.6921,13.6411,3.9048,13.6411,1.3750,13.6411,2.4774
13.7100,2.8573,13.7100,2.0160,13.7100,3.1831,13.7100,1.2773,13.7100,2.7090
13.7789,3.7844,13.7789,1.9476,13.7789,2.8063,13.7789,1.2785,13.7789,2.3692
13.8478,4.5941,13.8478,2.4985,13.8478,3.0423,13.8478,1.1780,13.8478,2.3951
13.9167,4.2809,13.9167,1.5989,13.9167,2.6693,13.9167,1.5911,13.9167,2.6360
13.9856,5.2125,13.9856,1.3674,13.9856,2.2582,13.9856,1.6618,13.9856,2.3258
14.0545,5.5750,14.0545,0.9840,14.0545,2.2544,14.0545,1.9988,14.0545,2.8077
14.1234,7.2635,14.1234,1.9698,14.1234,2.3473,14.1234,2.8076,14.1234,2.9972
14.1923,7.5130,14.1923,1.7283,14.1923,2.4116,14.1923,2.1783,14.1923,3.6772
14.2612,6.9171,14.2612,2.3212,14.2612,2.6492,14.2612,2.5637,14.2612,3.7685
14.3301,5.9263,14.3301,1.5045,14.3301,2.3142,14.3301,2.9200,14.3301,4.1174
14.3989,6.2955,14.3989,2.3162,14.3989,3.0090,14.3989,3.5651,14.3989,4.3200
14.4678,5.8853,14.4678,3.1527,14.4678,2.5550,14.4678,4.7103,14.4678,4.0882
14.5367,6.7076,14.5367,3.5071,14.5367,2.2555,14.5367,4.4533,14.5367,4.5477
14.6056,6.9662,14.6056,3.1026,14.6056,2.3938,14.6056,3.8039,14.6056,5.5875
14.6745,6.1027,14.6745,3.9725,14.6745,2.3580,14.6745,4.0354,14.6745,6.2387
14.7434,6.7162,14.7434,3.8007,14.7434,1.6337,14.7434,3.8800,14.7434,7.2263
14.8123,6.8026,14.8123,5.3022,14.8123,2.3242,14.8123,3.9311,14.8123,7.1091
14.8812,7.8959,14.8812,6.4018,14.8812,3.2740,14.8812,3.0660,14.8812,7.0990
14.9501,7.9656,14.9501,8.4112,14.9501,2.3877,14.9501,4.3424,14.9501,6.2616
15.0190,7.4394,15.0190,10.8363,15.0190,2.6371,15.0190,5.4356,15.0190,6.0744
15.0879,7.7210,15.0879,12.6277,15.0879,2.2279,15.0879,4.6453,15.0879,5.4908
15.1568,5.2443,15.1568,13.0265,15.1568,2.9098,15.1568,4.4838,15.1568,6.1353
15.2257,4.2859,15.2257,14.1349,15.2257,3.4394,15.2257,3.6878,15.2257,4.7580
15.2946,3.8931,15.2946,15.1850,15.2946,3.6284,15.2946,3.2292,15.2946,3.4341
15.3635,3.5124,15.3635,13.4094,15.3635,3.1658,15.3635,3.1197,15.3635,3.1023
15.4324,2.9286,15.4324,10.3942,15.4324,4.1566,15.4324,2.4159,15.4324,4.0733
15.5013,3.4177,15.5013,8.0400,15.5013,3.9743,15.5013,2.2940,15.5013,3.6630
15.5702,2.7067,15.5702,7.1080,15.5702,4.9853,15.5702,2.3096,15.5702,4.2492
15.6391,2.9794,15.6391,5.7579,15.6391,5.5651,15.6391,2.1517,15.6391,3.6107
15.7079,3.0888,15.7079,5.3908,15.7079,4.3993,15.7079,3.3291,15.7079,3.3842
15.7768,2.8106,15.7768,3.9783,15.7768,4.3794,15.7768,4.3378,15.7768,3.0156
15.8457,2.3830,15.8457,2.9163,15.8457,3.9803,15.8457,4.6030,15.8457,3.1607
15.9146,3.3339,15.9146,2.4436,15.9146,4.2486,15.9146,5.1285,15.9146,2.6695
15.9835,3.3395,15.9835,3.3964,15.9835,3.3268,15.9835,5.1577,15.9835,2.6298
16.0524,3.4837,16.0524,2.5647,16.0524,3.0434,16.0524,6.0935,16.0524,2.8624
16.1213,4.2301,16.1213,1.8476,16.1213,2.9848,16.1213,6.4037,16.1213,2.3052
16.1902,4.9198,16.1902,2.3928,16.1902,3.3851,16.1902,7.9206,16.1902,1.5236
16.2591,6.2046,16.2591,2.9500,16.2591,3.2387,16.2591,7.9025,16.2591,1.5819
16.3280,6.6803,16.3280,3.0329,16.3280,3.8933,16.3280,8.3785,16.3280,2.1153
16.3969,5.4246,16.3969,3.2565,16.3969,3.9436,16.3969,8.8761,16.3969,1.9766
16.4658,4.6754,16.4658,2.2260,16.4658,3.3761,16.4658,9.8355,16.4658,1.9503
16.5347,4.6894,16.5347,2.6505,16.5347,3.2874,16.5347,8.8310,16.5347,2.1244
16.6036,3.7356,16.6036,2.3068,16.6036,3.8187,16.6036,8.5624,16.6036,1.8859
16.6725,3.2718,16.6725,2.9488,16.6725,5.0064,16.6725,6.4583,16.6725,1.9890
16.7414,3.3870,16.7414,2.9602,16.7414,5.5115,16.7414,5.2659,16.7414,2.6431
16.8103,3.3608,16.8103,3.3161,16.8103,4.6029,16.8103,5.0506,16.8103,2.3419
16.8792,2.9522,16.8792,3.1485,16.8792,3.8038,16.8792,5.0249,16.8792,2.2091
16.9480,2.5803,16.9480,1.8201,16.9480,3.7276,16.9480,3.3044,16.9480,2.6493
17.0169,3.8017,17.0169,2.0415,17.0169,4.0426,17.0169,3.2781,17.0169,2.0263
17.0858,4.6110,17.0858,2.1195,17.0858,3.9004,17.0858,3.6775,17.0858,2.6231
17.1547,5.3700,17.1547,3.0604,17.1547,4.2844,17.1547,3.4018,17.1547,2.3442
17.2236,4.2862,17.2236,2.6598,17.2236,4.8593,17.2236,3.2252,17.2236,2.6242
17.2925,4.4999,17.2925,3.3078,17.2925,5.1197,17.2925,3.0441,17.2925,3.2922
17.3614,3.8365,17.3614,2.7867,17.3614,4.5198,17.3614,2.6438,17.3614,3.0226
17.4303,3.1785,17.4303,2.4542,17.4303,4.4904,17.4303,2.0435,17.4303,2.3297
17.4992,2.6774,17.4992,2.0932,17.4992,4.0228,17.4992,2.6902,17.4992,2.6062
17.5681,2.1761,17.5681,2.1189,17.5681,3.7072,17.5681,2.5342,17.5681,3.0663
17.6370,2.2024,17.6370,2.0926,17.6370,4.6794,17.6370,2.7671,17.6370,2.1577
17.7059,2.4344,17.7059,2.2602,17.7059,5.7374,17.7059,3.4932,17.7059,2.4284
17.7748,2.6441,17.7748,2.3007,17.7748,5.6182,17.7748,3.8853,17.7748,1.8735
17.8437,2.9095,17.8437,2.3698,17.8437,6.6777,17.8437,3.4908,17.8437,2.0433
17.9126,2.2499,17.9126,2.0495,17.9126,6.4892,17.9126,3.3848,17.9126,2.3268
17.9815,2.6712,17.9815,3.0883,17.9815,5.0712,17.9815,4.2951,17.9815,2.6512
18.0504,2.5280,18.0504,4.7521,18.0504,4.0414,18.0504,4.8226,18.0504,2.7575
18.1193,3.0411,18.1193,4.9888,18.1193,4.8858,18.1193,4.7097,18.1193,2.7682
18.1881,3.5422,18.1881,5.2289,18.1881,5.3289,18.1881,4.3466,18.1881,2.1112
18.2570,4.3138,18.2570,6.3777,18.2570,5.8997,18.2570,4.3691,18.2570,2.4141
18.3259,4.4713,18.3259,6.9676,18.3259,5.2995,18.3259,3.9523,18.3259,2.4277
18.3948,4.2420,18.3948,7.2970,18.3948,4.9370,18.3948,4.6253,18.3948,1.9777
18.4637,3.6530,18.4637,5.6383,18.4637,3.3238,18.4637,5.2728,18.4637,1.8457
18.5326,4.3361,18.5326,6.2200,18.5326,2.4900,18.5326,5.4959,18.5326,2.4106
18.6015,3.6844,18.6015,5.6563,18.6015,2.1441,18.6015,5.9078,18.6015,2.0694
18.6704,2.8039,18.6704,6.3374,18.6704,2.0076,18.6704,5.5794,18.6704,2.7367
18.7393,3.8239,18.7393,5.5864,18.7393,1.8077,18.7393,5.4211,18.7393,2.7979
18.8082,3.7448,18.8082,6.0530,18.8082,2.0693,18.8082,4.9746,18.8082,3.2925
18.8771,6.0413,18.8771,6.2843,18.8771,1.9210,18.8771,4.8655,18.8771,3.6807
18.9460,7.7215,18.9460,7.4985,18.9460,2.0152,18.9460,4.2523,18.9460,3.1102
19.0149,8.2641,19.0149,5.6737,19.0149,2.4690,19.0149,4.2142,19.0149,2.6634
19.0838,8.0328,19.0838,4.6823,19.0838,2.7343,19.0838,3.8040,19.0838,2.2303
