Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,19.6751,0.0000,3.2355,0.0000,15.8028,0.0000,41.1685,0.0000,14.8420,0.0000,15.3787
0.0689,22.9383,0.0689,4.4500,0.0689,13.1046,0.0689,30.7734,0.0689,13.4494,0.0689,18.3380
0.1378,21.1620,0.1378,4.2453,0.1378,9.1630,0.1378,22.1419,0.1378,11.5296,0.1378,18.1473
0.2067,19.0877,0.2067,3.3934,0.2067,6.0658,0.2067,15.8359,0.2067,8.8620,0.2067,13.8000
0.2756,19.1344,0.2756,1.6226,0.2756,4.1797,0.2756,13.3243,0.2756,5.7076,0.2756,9.8825
0.3445,19.1601,0.3445,2.2183,0.3445,4.0629,0.3445,14.7275,0.3445,4.8740,0.3445,7.3829
0.4134,13.9218,0.4134,3.1822,0.4134,6.1949,0.4134,20.3047,0.4134,5.2401,0.4134,5.2148
0.4823,11.4632,0.4823,2.5639,0.4823,8.5289,0.4823,20.3870,0.4823,5.5186,0.4823,5.5394
0.5512,6.8525,0.5512,6.0939,0.5512,13.9313,0.5512,21.3897,0.5512,5.6959,0.5512,6.4593
0.6201,5.0726,0.6201,8.6004,0.6201,17.2843,0.6201,19.7698,0.6201,5.1418,0.6201,8.1483
0.6889,6.5848,0.6889,9.9938,0.6889,24.9719,0.6889,12.8426,0.6889,3.7578,0.6889,10.4854
0.7578,9.8066,0.7578,10.2046,0.7578,34.9584,0.7578,9.7811,0.7578,3.9862,0.7578,14.5846
0.8267,12.0587,0.8267,9.7757,0.8267,42.0002,0.8267,7.1720,0.8267,5.9940,0.8267,19.9004
0.8956,13.9894,0.8956,7.4913,0.8956,41.2279,0.8956,6.7139,0.8956,6.8381,0.8956,19.3598
0.9645,12.4641,0.9645,7.7138,0.9645,41.1661,0.9645,8.0906,0.9645,6.3912,0.9645,13.5228
1.0334,11.5525,1.0334,10.1671,1.0334,34.0848,1.0334,11.0257,1.0334,5.7551,1.0334,10.9926
1.1023,8.0855,1.1023,11.6423,1.1023,25.9335,1.1023,15.3109,1.1023,6.2320,1.1023,10.8453
1.1712,8.9592,1.1712,15.7225,1.1712,17.2404,1.1712,23.6717,1.1712,5.5312,1.1712,7.2694
1.2401,8.7287,1.2401,22.1278,1.2401,13.8426,1.2401,31.1291,1.2401,4.1844,1.2401,7.7946
1.3090,7.0176,1.3090,26.8674,1.3090,6.7124,1.3090,34.6338,1.3090,6.0548,1.3090,9.3776
1.3779,3.8474,1.3779,26.4043,1.3779,6.2913,1.3779,38.9569,1.3779,6.9976,1.3779,9.0652
1.4468,3.2862,1.4468,23.4866,1.4468,5.9660,1.4468,36.8754,1.4468,9.2352,1.4468,7.6966
1.5157,3.5039,1.5157,21.2435,1.5157,6.0940,1.5157,28.6220,1.5157,9.8024,1.5157,5.8187
1.5846,5.8537,1.5846,20.4004,1.5846,6.5648,1.5846,22.2911,1.5846,8.8062,1.5846,9.3656
1.6535,6.5984,1.6535,15.7682,1.6535,8.1889,1.6535,17.1359,1.6535,6.8929,1.6535,8.3452
1.7224,10.6377,1.7224,14.5117,1.7224,9.8779,1.7224,16.6035,1.7224,6.2944,1.7224,8.8597
1.7913,11.1879,1.7913,12.8160,1.7913,12.1026,1.7913,16.0774,1.7913,5.2113,1.7913,8.0346
1.8602,9.6392,1.8602,13.8221,1.8602,12.2353,1.8602,15.6479,1.8602,7.7798,1.8602,9.1382
1.9290,6.9001,1.9290,21.6302,1.9290,13.0417,1.9290,9.4759,1.9290,8.8251,1.9290,10.1893
1.9979,6.7801,1.9979,31.5075,1.9979,10.6296,1.9979,8.7407,1.9979,11.6496,1.9979,9.6148
2.0668,7.9876,2.0668,36.5845,2.0668,11.8275,2.0668,5.6278,2.0668,14.8246,2.0668,10.8657
2.1357,10.9317,2.1357,41.6415,2.1357,14.9058,2.1357,4.2557,2.1357,17.0633,2.1357,7.0649
2.2046,11.7630,2.2046,44.3543,2.2046,23.8702,2.2046,4.7697,2.2046,17.1202,2.2046,8.6088
2.2735,10.5941,2.2735,38.5703,2.2735,28.1395,2.2735,4.8396,2.2735,13.1060,2.2735,9.2505
2.3424,6.8213,2.3424,35.0416,2.3424,25.1027,2.3424,5.2815,2.3424,8.4911,2.3424,11.1953
