Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,24.6912,0.0000,10.8152,0.0000,13.4361,0.0000,35.749,0.0000,37.2008,0.0000,63.1933
0.0689,35.7936,0.0689,11.9027,0.0689,10.4800,0.0689,31.763,0.0689,29.9571,0.0689,56.2654
0.1378,36.8488,0.1378,13.5727,0.1378,7.9290,0.1378,29.740,0.1378,19.9708,0.1378,37.6820
0.2067,32.8472,0.2067,12.1979,0.2067,6.0341,0.2067,24.770,0.2067,14.9659,0.2067,36.6980
0.2756,26.3992,0.2756,7.4717,0.2756,4.8606,0.2756,20.996,0.2756,14.4882,0.2756,41.0464
0.3445,18.8902,0.3445,6.1425,0.3445,3.9703,0.3445,16.693,0.3445,12.4042,0.3445,33.5854
0.4134,12.0565,0.4134,5.2650,0.4134,2.6809,0.4134,13.944,0.4134,9.5293,0.4134,29.0390
0.4823,9.8612,0.4823,4.1274,0.4823,3.8475,0.4823,12.708,0.4823,7.1338,0.4823,22.9177
0.5512,9.1530,0.5512,3.0945,0.5512,3.8041,0.5512,11.344,0.5512,5.5409,0.5512,14.2073
0.6201,8.8235,0.6201,3.4002,0.6201,3.8782,0.6201,11.463,0.6201,8.2279,0.6201,9.4103
0.6889,7.4977,0.6889,2.3517,0.6889,2.0733,0.6889,8.597,0.6889,8.1984,0.6889,8.1052
0.7578,5.7084,0.7578,3.2353,0.7578,2.6606,0.7578,6.303,0.7578,12.1401,0.7578,5.3584
0.8267,3.9853,0.8267,2.6653,0.8267,3.3003,0.8267,5.225,0.8267,16.7685,0.8267,3.0867
0.8956,4.3310,0.8956,1.4751,0.8956,3.2724,0.8956,4.323,0.8956,21.3710,0.8956,4.4904
0.9645,5.0783,0.9645,2.5554,0.9645,2.8089,0.9645,3.523,0.9645,22.2164,0.9645,6.5135
1.0334,5.9396,1.0334,3.4496,1.0334,2.1435,1.0334,3.918,1.0334,20.8315,1.0334,9.1829
1.1023,5.7047,1.1023,5.4061,1.1023,1.4880,1.1023,3.647,1.1023,17.3723,1.1023,7.5928
1.1712,4.9847,1.1712,6.1510,1.1712,1.3733,1.1712,5.010,1.1712,14.8467,1.1712,8.7300
1.2401,6.4890,1.2401,7.3776,1.2401,2.8239,1.2401,5.927,1.2401,12.5140,1.2401,8.6417
1.3090,4.2636,1.3090,9.9678,1.3090,3.6776,1.3090,9.138,1.3090,10.4272,1.3090,11.6172
1.3779,5.5733,1.3779,15.0755,1.3779,4.3622,1.3779,12.513,1.3779,9.1848,1.3779,13.4737
1.4468,7.1309,1.4468,17.8640,1.4468,4.6171,1.4468,9.893,1.4468,7.6959,1.4468,11.6838
1.5157,5.0482,1.5157,16.7544,1.5157,3.4844,1.5157,9.857,1.5157,5.3115,1.5157,7.5396
1.5846,6.2331,1.5846,13.4523,1.5846,3.8670,1.5846,13.630,1.5846,4.7870,1.5846,4.7378
1.6535,7.9854,1.6535,12.8277,1.6535,3.1476,1.6535,16.039,1.6535,5.4535,1.6535,3.7863
1.7224,8.2186,1.7224,13.7466,1.7224,1.9460,1.7224,16.112,1.7224,4.8343,1.7224,2.9992
1.7913,7.0360,1.7913,9.9526,1.7913,1.6235,1.7913,14.547,1.7913,5.7248,1.7913,3.5025
1.8602,7.1813,1.8602,6.7447,1.8602,1.4718,1.8602,16.002,1.8602,8.3664,1.8602,3.3250
1.9290,7.2634,1.9290,6.0624,1.9290,1.3425,1.9290,15.923,1.9290,8.3053,1.9290,2.3504
1.9979,6.2941,1.9979,7.5568,1.9979,1.4469,1.9979,16.293,1.9979,7.6178,1.9979,2.1554
2.0668,7.1051,2.0668,5.6457,2.0668,1.2417,2.0668,17.213,2.0668,5.7629,2.0668,2.5034
2.1357,10.6043,2.1357,4.5820,2.1357,2.6011,2.1357,18.816,2.1357,5.3237,2.1357,1.2035
2.2046,10.2651,2.2046,4.1480,2.2046,3.9054,2.2046,20.586,2.2046,5.9120,2.2046,1.8512
2.2735,8.8571,2.2735,4.8028,2.2735,4.3902,2.2735,22.847,2.2735,7.2728,2.2735,2.6714
2.3424,7.1670,2.3424,6.1363,2.3424,5.2056,2.3424,19.007,2.3424,6.9030,2.3424,2.1489
2.4113,5.2045,2.4113,6.6482,2.4113,4.1359,2.4113,14.902,2.4113,8.3045,2.4113,3.0779
2.4802,5.3545,2.4802,4.7408,2.4802,5.0409,2.4802,13.332,2.4802,10.3128,2.4802,2.1735
2.5491,7.2860,2.5491,2.9806,2.5491,5.6885,2.5491,11.367,2.5491,9.2000,2.5491,3.2351
2.6180,8.7420,2.6180,3.2639,2.6180,7.7261,2.6180,12.814,2.6180,7.9856,2.6180,3.1379
2.6869,9.6662,2.6869,2.8410,2.6869,7.4608,2.6869,12.782,2.6869,9.0024,2.6869,4.6202
2.7558,8.1296,2.7558,4.4265,2.7558,9.8405,2.7558,12.147,2.7558,10.2580,2.7558,7.7554
2.8247,6.5965,2.8247,5.9698,2.8247,7.5447,2.8247,14.748,2.8247,12.1269,2.8247,8.9325
2.8936,4.1418,2.8936,7.6689,2.8936,6.4190,2.8936,14.630,2.8936,13.1227,2.8936,9.4986
2.9625,2.3117,2.9625,13.4290,2.9625,4.6746,2.9625,19.963,2.9625,14.9708,2.9625,9.4580
3.0314,1.9758,3.0314,16.2495,3.0314,6.2597,3.0314,22.723,3.0314,24.8397,3.0314,6.3250
3.1003,1.3490,3.1003,17.3921,3.1003,6.9157,3.1003,24.046,3.1003,35.5854,3.1003,5.6322
3.1691,0.6648,3.1691,17.1712,3.1691,7.4673,3.1691,22.768,3.1691,42.6467,3.1691,7.1771
3.2380,1.0835,3.2380,14.0933,3.2380,9.9213,3.2380,22.793,3.2380,43.6161,3.2380,8.7884
3.3069,1.6624,3.3069,9.4172,3.3069,10.1086,3.3069,23.967,3.3069,40.0809,3.3069,9.2157
3.3758,4.3207,3.3758,8.9337,3.3758,10.0864,3.3758,33.292,3.3758,31.0843,3.3758,8.2116
3.4447,5.2524,3.4447,8.2193,3.4447,12.3429,3.4447,48.742,3.4447,23.1594,3.4447,8.5857
3.5136,6.6609,3.5136,8.7941,3.5136,11.3595,3.5136,51.612,3.5136,19.9132,3.5136,7.7852
3.5825,9.9688,3.5825,9.5991,3.5825,15.0211,3.5825,44.098,3.5825,21.9855,3.5825,10.2537
3.6514,12.0662,3.6514,10.7325,3.6514,18.9722,3.6514,38.254,3.6514,21.3827,3.6514,14.7317
3.7203,13.6604,3.7203,12.2065,3.7203,22.7582,3.7203,31.068,3.7203,16.7664,3.7203,14.6399
3.7892,10.5990,3.7892,11.0300,3.7892,27.2146,3.7892,25.723,3.7892,14.8148,3.7892,15.0545
