Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,49.0174,0.0000,60.4795,0.0000,25.2430,0.0000,58.3235
0.0689,29.2541,0.0689,57.5595,0.0689,33.6207,0.0689,80.1020
0.1378,21.6674,0.1378,46.0730,0.1378,31.2348,0.1378,87.3782
0.2067,23.7875,0.2067,37.4887,0.2067,20.5312,0.2067,74.7676
0.2756,20.3053,0.2756,33.8058,0.2756,15.2349,0.2756,52.7331
0.3445,14.7364,0.3445,26.8500,0.3445,12.4500,0.3445,33.1850
0.4134,12.5140,0.4134,20.1264,0.4134,13.1651,0.4134,25.4314
0.4823,10.1854,0.4823,17.3862,0.4823,17.9505,0.4823,18.4574
0.5512,11.2969,0.5512,14.0303,0.5512,28.7776,0.5512,10.1997
0.6201,13.1301,0.6201,10.8153,0.6201,31.6407,0.6201,6.8742
0.6889,11.7352,0.6889,7.6664,0.6889,25.8618,0.6889,5.5456
0.7578,9.4072,0.7578,4.4211,0.7578,20.0629,0.7578,5.0631
0.8267,8.6086,0.8267,2.7219,0.8267,14.9236,0.8267,5.1978
0.8956,11.3791,0.8956,2.2271,0.8956,11.1568,0.8956,5.4175
0.9645,12.9229,0.9645,1.7316,0.9645,8.6397,0.9645,7.5073
1.0334,15.8757,1.0334,1.3917,1.0334,6.4428,1.0334,7.4916
1.1023,16.6051,1.1023,1.7412,1.1023,4.0041,1.1023,7.0367
1.1712,10.6886,1.1712,2.4242,1.1712,4.8898,1.1712,5.5309
1.2401,8.7333,1.2401,2.6268,1.2401,4.1469,1.2401,4.0228
1.3090,10.1208,1.3090,2.2299,1.3090,5.0139,1.3090,2.7864
1.3779,7.9449,1.3779,3.2073,1.3779,6.1826,1.3779,4.0783
1.4468,4.5368,1.4468,3.8333,1.4468,8.9398,1.4468,5.1434
1.5157,4.7461,1.5157,4.0628,1.5157,11.7024,1.5157,5.1816
1.5846,6.2350,1.5846,4.3835,1.5846,10.5834,1.5846,3.4586
1.6535,6.7225,1.6535,4.5933,1.6535,10.5979,1.6535,2.8452
1.7224,5.9401,1.7224,3.5704,1.7224,8.7637,1.7224,3.7916
1.7913,7.6738,1.7913,4.7763,1.7913,12.4588,1.7913,6.5835
1.8602,7.6681,1.8602,3.5374,1.8602,11.2141,1.8602,7.5923
1.9290,6.2205,1.9290,5.1481,1.9290,14.1978,1.9290,7.8053
1.9979,4.9527,1.9979,8.1078,1.9979,17.3097,1.9979,9.2079
2.0668,4.2614,2.0668,8.5486,2.0668,16.8669,2.0668,9.4859
2.1357,4.7478,2.1357,8.6336,2.1357,11.9279,2.1357,8.9740
2.2046,5.5583,2.2046,10.1709,2.2046,9.8629,2.2046,8.8118
2.2735,5.2767,2.2735,14.9848,2.2735,6.8031,2.2735,8.3030
2.3424,5.0538,2.3424,14.4194,2.3424,5.8486,2.3424,10.1189
2.4113,6.2000,2.4113,14.2053,2.4113,6.3598,2.4113,10.3897
2.4802,7.7519,2.4802,14.2175,2.4802,11.5584,2.4802,10.8466
2.5491,9.1010,2.5491,11.4942,2.5491,11.3908,2.5491,9.8437
2.6180,12.0364,2.6180,9.0715,2.6180,16.8482,2.6180,5.6612
2.6869,14.1532,2.6869,8.9590,2.6869,16.7063,2.6869,6.0575
2.7558,16.1387,2.7558,7.0574,2.7558,13.3708,2.7558,4.1304
2.8247,18.5894,2.8247,6.4065,2.8247,11.3435,2.8247,4.9826
2.8936,13.8255,2.8936,5.6484,2.8936,11.5916,2.8936,6.1845
2.9625,8.9139,2.9625,7.2859,2.9625,12.2563,2.9625,11.1613
3.0314,5.7810,3.0314,7.1300,3.0314,11.7974,3.0314,19.9786
3.1003,3.9525,3.1003,8.4881,3.1003,10.2857,3.1003,27.8230
3.1691,3.3001,3.1691,9.5912,3.1691,11.1700,3.1691,35.7513
3.2380,3.4375,3.2380,7.4963,3.2380,12.4834,3.2380,27.8537
3.3069,5.7292,3.3069,4.4866,3.3069,7.4661,3.3069,15.1191
3.3758,6.9500,3.3758,4.5181,3.3758,5.3219,3.3758,10.2523
3.4447,6.2872,3.4447,4.6133,3.4447,4.1338,3.4447,12.1422
3.5136,5.3685,3.5136,7.2862,3.5136,5.3270,3.5136,11.9519
3.5825,4.7805,3.5825,10.1065,3.5825,8.6849,3.5825,12.6997
3.6514,7.0172,3.6514,12.5988,3.6514,6.8100,3.6514,9.9360
3.7203,8.2782,3.7203,14.3378,3.7203,6.4768,3.7203,13.3284
3.7892,8.1320,3.7892,12.0824,3.7892,5.8888,3.7892,13.4243
3.8581,7.9803,3.8581,7.9374,3.8581,4.6041,3.8581,12.3691
3.9270,6.9789,3.9270,7.2397,3.9270,4.6691,3.9270,9.1620
3.9959,4.8643,3.9959,4.5289,3.9959,7.8574,3.9959,8.9094
4.0648,5.2429,4.0648,3.9496,4.0648,11.6861,4.0648,7.3305
4.1337,4.9835,4.1337,4.2989,4.1337,14.3483,4.1337,5.9465
4.2026,3.9872,4.2026,3.3648,4.2026,14.8372,4.2026,4.5538
4.2715,6.0041,4.2715,4.6236,4.2715,9.3787,4.2715,4.4190
4.3404,5.2732,4.3404,5.4416,4.3404,7.6665,4.3404,6.2255
4.4092,7.1767,4.4092,5.4239,4.4092,6.8531,4.4092,4.9463
4.4781,12.3854,4.4781,4.8966,4.4781,6.6377,4.4781,3.3523
4.5470,12.8808,4.5470,4.8887,4.5470,4.4883,4.5470,3.6714
4.6159,12.3791,4.6159,3.5880,4.6159,2.7557,4.6159,3.9940
4.6848,11.1301,4.6848,3.1642,4.6848,3.3734,4.6848,4.0053
4.7537,10.7281,4.7537,4.7716,4.7537,3.6037,4.7537,4.2869
4.8226,10.1613,4.8226,4.5769,4.8226,4.4751,4.8226,4.4506
4.8915,9.1958,4.8915,5.8028,4.8915,4.0587,4.8915,5.0378
4.9604,7.3901,4.9604,5.9574,4.9604,6.2882,4.9604,7.0155
5.0293,6.6140,5.0293,4.6098,5.0293,11.9993,5.0293,8.6636
5.0982,4.0676,5.0982,5.5891,5.0982,12.6374,5.0982,9.7968
5.1671,3.7007,5.1671,8.1555,5.1671,8.6456,5.1671,9.7938
5.2360,5.2548,5.2360,10.4787,5.2360,6.5582,5.2360,11.1017
5.3049,7.7492,5.3049,9.0148,5.3049,11.9120,5.3049,10.9137
5.3738,10.0680,5.3738,8.6146,5.3738,12.4171,5.3738,8.4509
5.4427,13.2997,5.4427,11.0682,5.4427,9.8661,5.4427,5.6911
5.5116,12.5548,5.5116,12.3511,5.5116,9.6102,5.5116,4.3229
5.5805,10.6669,5.5805,12.3864,5.5805,8.1009,5.5805,3.5682
5.6493,9.3048,5.6493,15.3334,5.6493,7.5904,5.6493,3.6044
5.7182,6.4557,5.7182,16.4334,5.7182,6.7404,5.7182,3.7612
5.7871,7.4712,5.7871,14.7777,5.7871,4.9919,5.7871,3.0108
5.8560,9.9034,5.8560,12.3497,5.8560,4.6624,5.8560,3.1191
5.9249,13.6097,5.9249,13.5708,5.9249,5.6677,5.9249,4.1257
5.9938,23.5825,5.9938,11.5347,5.9938,9.9562,5.9938,5.2908
6.0627,30.6961,6.0627,14.5751,6.0627,12.5039,6.0627,7.9391
6.1316,28.7239,6.1316,17.2580,6.1316,10.1717,6.1316,8.5500
6.2005,26.9502,6.2005,17.6087,6.2005,9.1531,6.2005,11.5178
6.2694,30.5795,6.2694,16.5655,6.2694,6.9483,6.2694,11.9823
6.3383,32.2060,6.3383,16.1513,6.3383,5.1115,6.3383,17.2993
6.4072,38.9810,6.4072,10.1032,6.4072,7.8514,6.4072,24.6826
