Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,7.2122,0.0000,13.0044,0.0000,3.9804,0.0000,6.4408,0.0000,5.7964
0.0689,5.9812,0.0689,12.3233,0.0689,3.6013,0.0689,6.7327,0.0689,5.8720
0.1378,6.1776,0.1378,9.3869,0.1378,4.4439,0.1378,5.8211,0.1378,3.9389
0.2067,5.8328,0.2067,7.2205,0.2067,4.8074,0.2067,5.5755,0.2067,3.9467
0.2756,7.6255,0.2756,5.3691,0.2756,3.5415,0.2756,3.6481,0.2756,3.6445
0.3445,7.9877,0.3445,5.0178,0.3445,2.8667,0.3445,3.1914,0.3445,2.7220
0.4134,8.7375,0.4134,4.4311,0.4134,1.8714,0.4134,3.5458,0.4134,2.5045
0.4823,6.1096,0.4823,4.3144,0.4823,1.9746,0.4823,3.9768,0.4823,2.3953
0.5512,4.7593,0.5512,4.1309,0.5512,1.2010,0.5512,3.7793,0.5512,2.8852
0.6201,3.9298,0.6201,3.3145,0.6201,1.2749,0.6201,3.8283,0.6201,2.3956
0.6889,4.5451,0.6889,2.8987,0.6889,1.3880,0.6889,2.8660,0.6889,2.3812
0.7578,3.5675,0.7578,2.2579,0.7578,1.5858,0.7578,2.3889,0.7578,2.2326
0.8267,4.7002,0.8267,1.6413,0.8267,1.6672,0.8267,2.3746,0.8267,2.4516
0.8956,5.2061,0.8956,1.8609,0.8956,2.0961,0.8956,2.9937,0.8956,1.9506
0.9645,4.8709,0.9645,1.8562,0.9645,2.3325,0.9645,2.9236,0.9645,1.1581
1.0334,4.1573,1.0334,2.0505,1.0334,3.5288,1.0334,2.2843,1.0334,1.6266
1.1023,2.9741,1.1023,2.5330,1.1023,2.5488,1.1023,2.2316,1.1023,1.7913
1.1712,2.3713,1.1712,2.3562,1.1712,3.9801,1.1712,1.2856,1.1712,1.1899
1.2401,2.6758,1.2401,2.8431,1.2401,3.0548,1.2401,2.0310,1.2401,1.5867
1.3090,2.7550,1.3090,2.8283,1.3090,3.0019,1.3090,2.3520,1.3090,2.5481
1.3779,3.3442,1.3779,3.2276,1.3779,2.6723,1.3779,2.5411,1.3779,2.5714
1.4468,4.1037,1.4468,2.8037,1.4468,2.0281,1.4468,1.8979,1.4468,2.0069
1.5157,5.0007,1.5157,2.5221,1.5157,2.6364,1.5157,2.0946,1.5157,2.1379
1.5846,6.1433,1.5846,2.1462,1.5846,2.7600,1.5846,2.2515,1.5846,1.9992
1.6535,4.2246,1.6535,1.7727,1.6535,2.2665,1.6535,1.6983,1.6535,1.7585
1.7224,3.0314,1.7224,1.3134,1.7224,2.2276,1.7224,2.1414,1.7224,2.0972
1.7913,2.8361,1.7913,1.6702,1.7913,2.2471,1.7913,2.6230,1.7913,1.8744
1.8602,2.6537,1.8602,1.0333,1.8602,2.2739,1.8602,2.6872,1.8602,1.1633
1.9290,2.5188,1.9290,0.5725,1.9290,2.0516,1.9290,4.5107,1.9290,1.8922
1.9979,2.3746,1.9979,0.6393,1.9979,2.7538,1.9979,5.5744,1.9979,1.9561
2.0668,2.7341,2.0668,1.0464,2.0668,2.2134,2.0668,4.3374,2.0668,2.1675
