Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,9.3619,0.0000,3.4644,0.0000,7.4787,0.0000,3.3880,0.0000,7.64478,0.0000,3.6788
0.0689,8.7558,0.0689,4.0525,0.0689,6.5293,0.0689,2.3910,0.0689,7.31701,0.0689,4.4634
0.1378,8.9486,0.1378,4.3596,0.1378,5.3175,0.1378,3.2230,0.1378,6.59717,0.1378,4.5700
0.2067,7.2168,0.2067,5.0082,0.2067,3.9553,0.2067,3.5234,0.2067,6.53093,0.2067,4.8652
0.2756,5.7242,0.2756,5.9489,0.2756,2.9331,0.2756,3.4260,0.2756,5.55263,0.2756,3.7458
0.3445,3.9265,0.3445,7.8960,0.3445,2.9454,0.3445,3.8120,0.3445,4.87033,0.3445,3.9390
0.4134,2.8899,0.4134,9.7352,0.4134,3.0380,0.4134,4.5068,0.4134,4.88648,0.4134,3.6240
0.4823,2.2714,0.4823,10.1007,0.4823,1.9916,0.4823,5.6126,0.4823,4.16610,0.4823,2.6425
0.5512,2.1570,0.5512,11.1291,0.5512,1.9305,0.5512,8.1060,0.5512,3.71556,0.5512,2.0813
0.6201,2.6536,0.6201,11.3059,0.6201,2.5078,0.6201,9.7722,0.6201,3.78382,0.6201,2.6654
0.6889,2.1677,0.6889,10.1805,0.6889,1.4600,0.6889,9.4082,0.6889,3.26636,0.6889,2.3075
0.7578,1.4845,0.7578,10.5212,0.7578,0.9301,0.7578,7.8867,0.7578,3.61133,0.7578,2.5982
0.8267,1.7727,0.8267,8.2052,0.8267,1.4148,0.8267,5.3174,0.8267,3.94709,0.8267,1.8122
0.8956,1.5775,0.8956,5.9122,0.8956,1.7542,0.8956,4.3075,0.8956,4.71034,0.8956,1.5052
0.9645,1.4106,0.9645,4.6863,0.9645,1.5408,0.9645,3.3394,0.9645,4.93893,0.9645,1.7183
1.0334,1.6403,1.0334,2.6695,1.0334,2.1444,1.0334,2.2950,1.0334,4.59337,1.0334,1.8174
1.1023,1.5381,1.1023,2.3517,1.1023,1.6139,1.1023,2.1417,1.1023,4.30747,1.1023,2.2711
1.1712,1.7337,1.1712,2.5897,1.1712,1.5937,1.1712,1.3290,1.1712,3.76708,1.1712,1.9040
1.2401,1.4377,1.2401,2.4297,1.2401,1.1825,1.2401,2.0552,1.2401,3.67288,1.2401,1.7091
1.3090,1.2975,1.3090,2.2690,1.3090,1.4511,1.3090,2.8861,1.3090,2.96480,1.3090,1.9153
1.3779,1.2269,1.3779,2.6118,1.3779,1.3679,1.3779,4.2549,1.3779,2.22814,1.3779,2.4145
1.4468,0.9379,1.4468,2.7270,1.4468,1.0982,1.4468,4.8505,1.4468,2.25639,1.4468,2.8694
1.5157,0.9913,1.5157,3.1645,1.5157,1.5050,1.5157,6.4565,1.5157,2.76096,1.5157,2.4042
1.5846,1.0564,1.5846,2.5261,1.5846,1.3059,1.5846,4.7284,1.5846,2.00338,1.5846,1.9280
1.6535,0.8552,1.6535,2.3754,1.6535,1.4709,1.6535,3.4365,1.6535,1.98772,1.6535,2.3380
1.7224,1.3930,1.7224,2.7762,1.7224,1.3440,1.7224,2.5552,1.7224,2.28896,1.7224,2.4794
1.7913,0.9097,1.7913,1.8388,1.7913,1.9998,1.7913,2.9034,1.7913,3.05633,1.7913,2.3012
1.8602,0.7386,1.8602,1.8596,1.8602,2.2163,1.8602,1.9727,1.8602,2.41781,1.8602,1.8591
1.9290,1.1371,1.9290,2.2970,1.9290,2.7606,1.9290,1.3564,1.9290,2.66094,1.9290,1.3388
1.9979,1.1950,1.9979,3.1118,1.9979,2.7829,1.9979,1.2849,1.9979,3.28425,1.9979,0.9933
2.0668,1.1587,2.0668,4.6079,2.0668,2.8004,2.0668,1.1911,2.0668,2.65102,2.0668,1.5803
2.1357,1.5951,2.1357,3.3519,2.1357,3.5370,2.1357,1.4109,2.1357,2.74461,2.1357,1.7126
2.2046,1.7984,2.2046,3.1225,2.2046,2.6921,2.2046,1.7449,2.2046,2.11210,2.2046,2.1306
2.2735,1.9531,2.2735,2.8043,2.2735,2.2906,2.2735,2.3243,2.2735,2.29718,2.2735,1.9094
2.3424,2.8504,2.3424,2.8483,2.3424,2.2375,2.3424,2.6428,2.3424,2.80142,2.3424,2.1079
2.4113,2.5472,2.4113,2.5776,2.4113,2.6402,2.4113,1.8924,2.4113,2.35370,2.4113,2.5919
2.4802,2.2419,2.4802,2.4160,2.4802,3.0740,2.4802,2.4277,2.4802,2.63988,2.4802,2.1892
2.5491,2.8000,2.5491,2.2517,2.5491,2.8650,2.5491,3.0553,2.5491,2.20195,2.5491,1.2231
2.6180,2.0678,2.6180,2.3244,2.6180,2.8355,2.6180,3.3329,2.6180,2.14451,2.6180,1.2152
2.6869,1.8298,2.6869,2.5608,2.6869,3.0140,2.6869,4.4049,2.6869,1.27122,2.6869,0.6755
2.7558,1.6930,2.7558,2.6429,2.7558,2.8136,2.7558,5.6362,2.7558,1.61264,2.7558,0.8805
2.8247,1.3597,2.8247,3.3261,2.8247,2.7079,2.8247,5.7602,2.8247,1.47951,2.8247,1.4385
2.8936,0.9615,2.8936,4.2638,2.8936,2.5099,2.8936,5.5524,2.8936,1.33174,2.8936,1.6476
2.9625,1.7512,2.9625,5.5691,2.9625,1.6459,2.9625,5.0119,2.9625,1.23721,2.9625,1.5711
3.0314,1.4776,3.0314,7.5456,3.0314,1.3232,3.0314,4.2717,3.0314,1.27071,3.0314,2.3548
3.1003,1.5374,3.1003,7.4564,3.1003,1.5063,3.1003,3.6589,3.1003,1.99357,3.1003,2.0981
3.1691,2.2327,3.1691,6.4504,3.1691,1.7710,3.1691,3.3708,3.1691,1.85350,3.1691,2.5505
3.2380,2.3296,3.2380,5.8582,3.2380,1.0612,3.2380,2.7867,3.2380,2.32869,3.2380,2.2563
3.3069,2.7924,3.3069,5.5255,3.3069,1.1725,3.3069,2.5124,3.3069,2.61964,3.3069,2.9603
3.3758,3.3272,3.3758,4.4654,3.3758,1.9848,3.3758,2.7605,3.3758,4.71405,3.3758,2.2330
3.4447,3.4114,3.4447,4.4726,3.4447,3.0574,3.4447,2.0412,3.4447,7.23912,3.4447,2.2274
3.5136,2.7254,3.5136,5.2118,3.5136,2.8769,3.5136,1.5774,3.5136,8.73200,3.5136,1.8570
3.5825,2.7141,3.5825,3.9771,3.5825,3.1407,3.5825,1.9529,3.5825,8.53526,3.5825,1.5481
3.6514,2.5052,3.6514,3.9595,3.6514,4.7122,3.6514,2.2117,3.6514,8.55666,3.6514,2.1237
3.7203,2.2974,3.7203,2.9881,3.7203,9.0873,3.7203,3.2718,3.7203,6.91953,3.7203,1.5025
3.7892,1.8132,3.7892,1.9912,3.7892,12.9727,3.7892,3.7810,3.7892,4.55104,3.7892,1.6630
3.8581,1.4502,3.8581,2.0922,3.8581,12.2600,3.8581,4.2940,3.8581,2.69141,3.8581,1.1772
3.9270,1.7790,3.9270,1.5080,3.9270,11.4487,3.9270,3.1745,3.9270,2.76702,3.9270,1.1574
3.9959,1.9344,3.9959,1.7693,3.9959,9.2572,3.9959,3.4752,3.9959,1.84100,3.9959,1.3807
4.0648,2.0148,4.0648,2.1279,4.0648,8.8830,4.0648,2.8542,4.0648,1.00279,4.0648,1.1928
4.1337,1.4916,4.1337,1.4940,4.1337,6.6713,4.1337,3.1825,4.1337,1.53134,4.1337,1.8722
4.2026,1.7282,4.2026,1.9426,4.2026,5.5718,4.2026,2.8640,4.2026,1.81773,4.2026,2.7298
4.2715,2.0937,4.2715,2.2271,4.2715,2.8890,4.2715,3.2137,4.2715,1.81450,4.2715,2.3295
4.3404,2.9991,4.3404,1.6701,4.3404,2.8474,4.3404,2.8762,4.3404,1.36165,4.3404,2.2939
