Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,49.1128,0.0000,11.0042,0.0000,14.5873,0.0000,14.2527,0.0000,23.4478,0.0000,18.5281
0.0689,48.8160,0.0689,6.8160,0.0689,16.2958,0.0689,15.0689,0.0689,13.9181,0.0689,14.0882
0.1378,37.2775,0.1378,2.8960,0.1378,17.5761,0.1378,12.7400,0.1378,9.0469,0.1378,10.9887
0.2067,19.2733,0.2067,2.3601,0.2067,18.7593,0.2067,8.2801,0.2067,7.6344,0.2067,14.2601
0.2756,11.0135,0.2756,1.7129,0.2756,21.2945,0.2756,6.2148,0.2756,10.1712,0.2756,19.6193
0.3445,9.3672,0.3445,1.8625,0.3445,24.5599,0.3445,5.8191,0.3445,12.4850,0.3445,20.5999
0.4134,7.8229,0.4134,1.7464,0.4134,31.8671,0.4134,4.4698,0.4134,14.6537,0.4134,17.5306
0.4823,6.4537,0.4823,2.9895,0.4823,42.0340,0.4823,2.0319,0.4823,11.8486,0.4823,11.7230
0.5512,3.5126,0.5512,6.1853,0.5512,44.0099,0.5512,2.0580,0.5512,11.1728,0.5512,6.6998
0.6201,2.7167,0.6201,7.6001,0.6201,37.8999,0.6201,3.0965,0.6201,11.9618,0.6201,6.3421
0.6889,2.5059,0.6889,7.1004,0.6889,26.0910,0.6889,3.1175,0.6889,13.0811,0.6889,6.6551
0.7578,3.0591,0.7578,7.2809,0.7578,20.2249,0.7578,3.5392,0.7578,11.8890,0.7578,4.4797
0.8267,3.1502,0.8267,8.0941,0.8267,15.9766,0.8267,5.4925,0.8267,10.1049,0.8267,3.3750
0.8956,4.1020,0.8956,7.1558,0.8956,9.9818,0.8956,6.1193,0.8956,12.1511,0.8956,3.0887
0.9645,4.8987,0.9645,10.5535,0.9645,5.5596,0.9645,5.6942,0.9645,12.3360,0.9645,3.0625
1.0334,6.4004,1.0334,13.1053,1.0334,4.6928,1.0334,3.1055,1.0334,15.4902,1.0334,2.7964
1.1023,11.1625,1.1023,11.0774,1.1023,4.4082,1.1023,0.8285,1.1023,16.7393,1.1023,4.0771
1.1712,14.2233,1.1712,8.0340,1.1712,3.6793,1.1712,1.0601,1.1712,19.0730,1.1712,4.7316
1.2401,15.4689,1.2401,4.9054,1.2401,4.5374,1.2401,0.7553,1.2401,13.3770,1.2401,3.8821
1.3090,19.5380,1.3090,1.9669,1.3090,8.1513,1.3090,0.9297,1.3090,11.9043,1.3090,3.6863
1.3779,20.1187,1.3779,2.8659,1.3779,13.0568,1.3779,0.8161,1.3779,11.6913,1.3779,6.9666
1.4468,14.9593,1.4468,3.3945,1.4468,15.5338,1.4468,1.7314,1.4468,13.1107,1.4468,7.2904
1.5157,14.9804,1.5157,5.1446,1.5157,22.7480,1.5157,1.4504,1.5157,14.5763,1.5157,11.7742
1.5846,11.7866,1.5846,5.7290,1.5846,22.3246,1.5846,1.1014,1.5846,13.7337,1.5846,17.0602
1.6535,11.0599,1.6535,8.2203,1.6535,19.6840,1.6535,2.1003,1.6535,9.8526,1.6535,15.4129
1.7224,13.3352,1.7224,8.8974,1.7224,13.9322,1.7224,4.0231,1.7224,5.6398,1.7224,15.8097
1.7913,14.2111,1.7913,10.3436,1.7913,10.9301,1.7913,6.8435,1.7913,4.5370,1.7913,11.8528
1.8602,15.8440,1.8602,8.9508,1.8602,9.3169,1.8602,10.2226,1.8602,6.7052,1.8602,9.1624
1.9290,14.2300,1.9290,5.7465,1.9290,10.9875,1.9290,12.0641,1.9290,8.8501,1.9290,6.7291
1.9979,10.6170,1.9979,4.2702,1.9979,9.4070,1.9979,11.3942,1.9979,7.3265,1.9979,4.5430
2.0668,11.0870,2.0668,4.1810,2.0668,10.4823,2.0668,7.5382,2.0668,6.2771,2.0668,5.8429
2.1357,11.5112,2.1357,4.2486,2.1357,7.9664,2.1357,3.8059,2.1357,7.9624,2.1357,9.9733
2.2046,11.1070,2.2046,3.6889,2.2046,6.3993,2.2046,2.6654,2.2046,9.2598,2.2046,9.7667
2.2735,9.1644,2.2735,3.5223,2.2735,3.8151,2.2735,3.3696,2.2735,14.2847,2.2735,10.8620
2.3424,8.0857,2.3424,2.7294,2.3424,4.8646,2.3424,2.5999,2.3424,22.1078,2.3424,8.0885
2.4113,4.6339,2.4113,8.1236,2.4113,4.8106,2.4113,2.3741,2.4113,26.0545,2.4113,4.9362
2.4802,4.4240,2.4802,11.0313,2.4802,5.2123,2.4802,3.7226,2.4802,21.9372,2.4802,2.6748
2.5491,4.5178,2.5491,15.1269,2.5491,7.8583,2.5491,7.8047,2.5491,18.3026,2.5491,2.5692
2.6180,6.3738,2.6180,13.9170,2.6180,7.3950,2.6180,10.6757,2.6180,16.3008,2.6180,3.1794
2.6869,7.9335,2.6869,9.0649,2.6869,8.6669,2.6869,8.9978,2.6869,17.6317,2.6869,1.3788
2.7558,8.5402,2.7558,9.2128,2.7558,10.0230,2.7558,8.5321,2.7558,14.9331,2.7558,2.5749
2.8247,7.1376,2.8247,13.1394,2.8247,14.2418,2.8247,8.1452,2.8247,16.6871,2.8247,2.7266
2.8936,6.9560,2.8936,15.7530,2.8936,18.2316,2.8936,7.9175,2.8936,16.4280,2.8936,2.4269
2.9625,6.0860,2.9625,16.6720,2.9625,19.2507,2.9625,6.0041,2.9625,14.8955,2.9625,3.6404
3.0314,5.0594,3.0314,15.6216,3.0314,19.5726,3.0314,7.6178,3.0314,11.6334,3.0314,3.4125
3.1003,3.9634,3.1003,15.2464,3.1003,13.4425,3.1003,12.2125,3.1003,11.3364,3.1003,4.5756
3.1691,4.1907,3.1691,15.6914,3.1691,14.0990,3.1691,19.0546,3.1691,16.3472,3.1691,7.0050
3.2380,5.6466,3.2380,12.2477,3.2380,15.0811,3.2380,24.6636,3.2380,27.4019,3.2380,7.2333
3.3069,6.6075,3.3069,7.5212,3.3069,14.2665,3.3069,26.4757,3.3069,37.8945,3.3069,8.3738
3.3758,5.2170,3.3758,5.5520,3.3758,14.7769,3.3758,19.8107,3.3758,36.1974,3.3758,13.2242
3.4447,5.6056,3.4447,4.7111,3.4447,13.4507,3.4447,13.1888,3.4447,35.7472,3.4447,18.3600
3.5136,3.8426,3.5136,5.1659,3.5136,9.6819,3.5136,9.7901,3.5136,26.8330,3.5136,18.0041
3.5825,2.2094,3.5825,4.7786,3.5825,8.5411,3.5825,6.8013,3.5825,28.9060,3.5825,15.1467
3.6514,2.6840,3.6514,3.2441,3.6514,5.0999,3.6514,5.0817,3.6514,30.3146,3.6514,9.9957
3.7203,3.1058,3.7203,4.0432,3.7203,3.7549,3.7203,3.6864,3.7203,33.0508,3.7203,7.1414
3.7892,3.4501,3.7892,2.8730,3.7892,6.4551,3.7892,3.8850,3.7892,43.8483,3.7892,6.1635
3.8581,5.6244,3.8581,2.5183,3.8581,9.6801,3.8581,2.8598,3.8581,46.1591,3.8581,4.1137
3.9270,4.6044,3.9270,2.2097,3.9270,7.6163,3.9270,2.6237,3.9270,40.8614,3.9270,2.5255
3.9959,4.7152,3.9959,3.0108,3.9959,6.2038,3.9959,2.7280,3.9959,31.7003,3.9959,3.3985
4.0648,3.3500,4.0648,4.6355,4.0648,5.1005,4.0648,2.5592,4.0648,24.8125,4.0648,4.5376
4.1337,2.4364,4.1337,6.0249,4.1337,3.9909,4.1337,2.9195,4.1337,20.4652,4.1337,6.8386
4.2026,2.1479,4.2026,6.2380,4.2026,3.8632,4.2026,1.5790,4.2026,21.1179,4.2026,4.6644
4.2715,2.8303,4.2715,6.6357,4.2715,2.7286,4.2715,1.5251,4.2715,20.3257,4.2715,3.9304
4.3404,6.3762,4.3404,6.1049,4.3404,2.2748,4.3404,1.4004,4.3404,13.8167,4.3404,4.0477
4.4092,7.0288,4.4092,3.5110,4.4092,2.0660,4.4092,1.0141,4.4092,9.9594,4.4092,3.9453
4.4781,8.1493,4.4781,2.4829,4.4781,0.9999,4.4781,0.7160,4.4781,8.3454,4.4781,4.0967
