Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,7.0367,0.0000,17.0647,0.0000,10.5452,0.0000,39.4139,0.0000,13.9824,0.0000,23.0424
0.0689,11.9283,0.0689,23.8500,0.0689,5.0924,0.0689,46.6202,0.0689,14.3079,0.0689,20.6840
0.1378,15.2069,0.1378,33.0430,0.1378,2.6615,0.1378,57.2542,0.1378,12.6345,0.1378,24.9250
0.2067,17.6934,0.2067,48.6451,0.2067,2.9303,0.2067,52.5617,0.2067,9.6504,0.2067,23.7130
0.2756,23.5950,0.2756,37.5966,0.2756,5.5164,0.2756,46.1908,0.2756,7.1926,0.2756,21.6510
0.3445,30.1051,0.3445,27.0234,0.3445,9.9894,0.3445,32.5931,0.3445,6.6129,0.3445,19.1636
0.4134,26.4414,0.4134,21.5353,0.4134,9.5156,0.4134,19.8083,0.4134,10.3394,0.4134,17.4913
0.4823,19.7970,0.4823,17.1762,0.4823,7.2055,0.4823,13.7617,0.4823,16.9611,0.4823,16.8188
0.5512,15.5767,0.5512,13.2814,0.5512,8.7085,0.5512,12.9491,0.5512,24.2495,0.5512,13.0397
0.6201,11.8601,0.6201,9.7504,0.6201,11.3638,0.6201,12.3787,0.6201,30.3386,0.6201,12.6575
0.6889,9.8529,0.6889,5.3662,0.6889,14.5815,0.6889,12.8653,0.6889,35.0532,0.6889,11.6579
0.7578,4.7483,0.7578,4.3746,0.7578,16.8748,0.7578,13.7332,0.7578,38.8413,0.7578,11.8697
0.8267,3.6105,0.8267,5.2703,0.8267,15.2751,0.8267,16.6348,0.8267,38.0432,0.8267,13.1430
0.8956,5.1248,0.8956,6.2233,0.8956,10.9748,0.8956,19.3658,0.8956,35.2281,0.8956,16.3953
0.9645,8.5756,0.9645,8.7549,0.9645,9.7084,0.9645,24.3238,0.9645,31.3809,0.9645,20.4167
1.0334,15.0028,1.0334,10.9434,1.0334,11.5733,1.0334,30.0466,1.0334,22.9033,1.0334,24.4331
1.1023,21.2301,1.1023,15.2703,1.1023,10.9601,1.1023,29.3366,1.1023,20.3940,1.1023,23.5302
1.1712,20.9530,1.1712,21.8513,1.1712,9.3527,1.1712,19.0536,1.1712,22.6275,1.1712,24.7990
1.2401,22.8161,1.2401,27.4453,1.2401,6.1978,1.2401,16.2305,1.2401,24.9365,1.2401,21.2833
1.3090,26.5666,1.3090,37.3826,1.3090,4.4526,1.3090,12.7163,1.3090,35.2927,1.3090,18.8607
