Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9
2.2735,8.6553,2.27352,18.6270,2.2735,15.1701,2.2735,35.456,2.2735,6.6036,2.2735,0.8466,2.2735,8.5063,2.2735,10.7509,2.2735,26.5837,2.27352,6.8204
2.3424,13.4357,2.34241,17.5512,2.3424,14.8192,2.3424,36.934,2.3424,7.2381,2.3424,1.1644,2.3424,8.7359,2.3424,12.5677,2.3424,27.6644,2.34241,8.1901
2.4113,16.4836,2.41131,13.6260,2.4113,10.4235,2.4113,41.210,2.4113,14.5726,2.4113,1.4544,2.4113,8.6925,2.4113,11.1336,2.4113,24.0399,2.41131,9.5188
2.4802,18.9060,2.48020,10.1078,2.4802,8.8914,2.4802,37.048,2.4802,18.6739,2.4802,2.7167,2.4802,8.6763,2.4802,5.9992,2.4802,20.5894,2.48020,11.6247
2.5491,17.2186,2.54910,7.9924,2.5491,9.9369,2.5491,34.974,2.5491,20.1087,2.5491,2.7151,2.5491,8.0368,2.5491,5.1941,2.5491,15.1257,2.54910,12.5577
2.6180,16.6472,2.61799,5.9699,2.6180,15.9219,2.6180,33.177,2.6180,14.4249,2.6180,3.2697,2.6180,9.2293,2.6180,8.8413,2.6180,13.9469,2.61799,15.0685
2.6869,12.3548,2.68689,4.6462,2.6869,19.5000,2.6869,23.936,2.6869,13.6086,2.6869,6.0852,2.6869,10.1166,2.6869,12.0111,2.6869,13.6472,2.68689,15.6256
2.7558,7.5103,2.75578,5.6098,2.7558,13.6480,2.7558,18.878,2.7558,13.5582,2.7558,10.8990,2.7558,8.5048,2.7558,13.6237,2.7558,12.6111,2.75578,15.9038
2.8247,5.2067,2.82467,7.7987,2.8247,5.6582,2.8247,14.687,2.8247,14.5695,2.8247,16.1002,2.8247,7.6300,2.8247,9.8254,2.8247,11.0947,2.82467,23.5409
2.8936,4.1717,2.89357,11.3088,2.8936,3.3897,2.8936,10.805,2.8936,17.3783,2.8936,16.6459,2.8936,5.4391,2.8936,7.1355,2.8936,8.1221,2.89357,22.1124
2.9625,3.0203,2.96246,9.1363,2.9625,3.0115,2.9625,8.532,2.9625,20.5858,2.9625,13.8221,2.9625,5.0155,2.9625,7.4905,2.9625,8.1903,2.96246,14.3349
3.0314,3.7112,3.03136,6.1787,3.0314,3.3764,3.0314,7.780,3.0314,22.0225,3.0314,13.8657,3.0314,3.9141,3.0314,11.5758,3.0314,7.7072,3.03136,14.2888
3.1003,4.0659,3.10025,4.4330,3.1003,4.3116,3.1003,6.351,3.1003,18.1039,3.1003,17.9451,3.1003,3.7817,3.1003,16.1447,3.1003,10.8271,3.10025,14.9051
3.1691,4.7078,3.16915,3.1474,3.1691,6.2562,3.1691,5.908,3.1691,20.2027,3.1691,15.6750,3.1691,4.3695,3.1691,15.3940,3.1691,11.6475,3.16915,25.2025
3.2380,6.2138,3.23804,4.9338,3.2380,5.6167,3.2380,6.755,3.2380,20.5942,3.2380,13.6021,3.2380,4.0259,3.2380,14.3472,3.2380,12.2618,3.23804,35.5329
3.3069,7.8707,3.30694,6.3720,3.3069,7.1099,3.3069,6.293,3.3069,20.4275,3.3069,10.6973,3.3069,4.2369,3.3069,12.4170,3.3069,9.3365,3.30694,41.0132
3.3758,10.1279,3.37583,6.8874,3.3758,6.9730,3.3758,5.591,3.3758,15.8534,3.3758,10.3987,3.3758,7.2175,3.3758,14.4341,3.3758,7.7471,3.37583,47.8458
3.4447,13.8431,3.44472,5.7695,3.4447,9.6707,3.4447,4.863,3.4447,12.0035,3.4447,7.5056,3.4447,7.0818,3.4447,17.2916,3.4447,6.5073,3.44472,45.7734
3.5136,14.6434,3.51362,4.4506,3.5136,9.9297,3.5136,3.892,3.5136,10.2508,3.5136,7.4466,3.5136,7.5319,3.5136,18.6318,3.5136,6.8016,3.51362,40.5839
3.5825,15.1285,3.58251,4.4804,3.5825,15.5550,3.5825,3.739,3.5825,9.1779,3.5825,5.8066,3.5825,8.0948,3.5825,20.8413,3.5825,9.7128,3.58251,41.8551
3.6514,14.9724,3.65141,4.2713,3.6514,22.1928,3.6514,2.547,3.6514,9.5450,3.6514,3.9177,3.6514,5.8509,3.6514,20.8233,3.6514,12.3559,3.65141,34.6947
3.7203,18.2005,3.72030,5.4020,3.7203,22.5709,3.7203,1.590,3.7203,7.4780,3.7203,3.4213,3.7203,4.3932,3.7203,19.3441,3.7203,10.0296,3.72030,27.8927
3.7892,19.1484,3.78920,7.2550,3.7892,20.2211,3.7892,1.319,3.7892,5.3627,3.7892,3.4301,3.7892,2.4395,3.7892,16.7649,3.7892,8.1272,3.78920,23.5433
3.8581,23.2232,3.85809,8.8121,3.8581,21.1672,3.8581,1.608,3.8581,4.6928,3.8581,4.3842,3.8581,2.3468,3.8581,13.8205,3.8581,5.6229,3.85809,17.0164
3.9270,27.6657,3.92699,9.1872,3.9270,30.0017,3.9270,1.318,3.9270,4.6899,3.9270,3.8740,3.9270,2.5307,3.9270,11.6106,3.9270,4.5779,3.92699,16.2787
3.9959,28.1392,3.99588,7.8057,3.9959,36.6525,3.9959,1.858,3.9959,3.5893,3.9959,3.3812,3.9959,2.1816,3.9959,11.4585,3.9959,3.6311,3.99588,16.5861
4.0648,23.6966,4.06478,7.2533,4.0648,44.1960,4.0648,2.525,4.0648,2.4023,4.0648,3.1186,4.0648,2.0437,4.0648,11.7010,4.0648,3.4013,4.06478,13.4933
4.1337,21.5244,4.13367,5.6262,4.1337,51.5676,4.1337,3.023,4.1337,2.6614,4.1337,3.8413,4.1337,2.7863,4.1337,8.6751,4.1337,1.5719,4.13367,11.2456
4.2026,16.0509,4.20256,4.7898,4.2026,56.7177,4.2026,2.916,4.2026,2.7535,4.2026,4.1417,4.2026,5.0986,4.2026,6.2024,4.2026,2.0150,4.20256,7.6660
4.2715,11.8382,4.27146,3.8695,4.2715,52.1270,4.2715,2.945,4.2715,1.9849,4.2715,5.9052,4.2715,8.0655,4.2715,5.7429,4.2715,1.7188,4.27146,4.5429
4.3404,13.7124,4.34035,5.4264,4.3404,44.9607,4.3404,3.554,4.3404,2.0752,4.3404,8.4498,4.3404,10.1507,4.3404,4.0346,4.3404,3.4627,4.34035,2.8090
4.4092,14.4897,4.40925,5.5899,4.4092,37.2718,4.4092,5.580,4.4092,3.2633,4.4092,11.5833,4.4092,9.5679,4.4092,3.9285,4.4092,5.7492,4.40925,1.7958
4.4781,12.0666,4.47814,5.5448,4.4781,30.7741,4.4781,6.690,4.4781,3.8523,4.4781,11.7232,4.4781,6.5201,4.4781,4.5192,4.4781,7.1430,4.47814,1.3027
4.5470,17.0811,4.54704,5.8723,4.5470,20.2986,4.5470,4.835,4.5470,6.2076,4.5470,14.3955,4.5470,6.4683,4.5470,6.9022,4.5470,9.0603,4.54704,1.6518
4.6159,21.3984,4.61593,3.3150,4.6159,13.3903,4.6159,3.197,4.6159,8.8743,4.6159,17.5332,4.6159,3.4180,4.6159,10.9460,4.6159,8.4405,4.61593,1.6230
4.6848,25.3139,4.68483,2.1583,4.6848,9.9496,4.6848,1.912,4.6848,8.1278,4.6848,12.4348,4.6848,2.4291,4.6848,15.9232,4.6848,9.5436,4.68483,1.4714
4.7537,20.0427,4.75372,1.6467,4.7537,8.3009,4.7537,2.121,4.7537,6.3568,4.7537,10.6835,4.7537,1.2876,4.7537,22.7451,4.7537,8.8735,4.75372,2.1688
4.8226,12.2067,4.82261,1.6096,4.8226,8.0760,4.8226,2.229,4.8226,5.3009,4.8226,6.5194,4.8226,1.8034,4.8226,31.3115,4.8226,6.0214,4.82261,2.4169
4.8915,11.6692,4.89151,3.0777,4.8915,6.9481,4.8915,1.333,4.8915,3.7670,4.8915,3.9860,4.8915,1.3638,4.8915,43.8715,4.8915,4.8051,4.89151,4.0603
4.9604,18.2673,4.96040,4.6656,4.9604,4.7995,4.9604,1.483,4.9604,5.2810,4.9604,2.2373,4.9604,1.2500,4.9604,58.2673,4.9604,3.4674,4.96040,5.0746
5.0293,23.4911,5.02930,5.1127,5.0293,7.2537,5.0293,0.578,5.0293,6.9146,5.0293,1.9293,5.0293,2.4984,5.0293,58.3862,5.0293,4.0335,5.02930,5.6925
5.0982,21.5641,5.09819,6.7880,5.0982,12.2844,5.0982,0.784,5.0982,7.7745,5.0982,3.6481,5.0982,1.4551,5.0982,39.0765,5.0982,8.0631,5.09819,5.3144
5.1671,19.2101,5.16709,8.2032,5.1671,18.3169,5.1671,1.007,5.1671,4.2906,5.1671,5.6831,5.1671,0.3479,5.1671,26.1550,5.1671,12.0559,5.16709,2.7942
5.2360,12.0937,5.23598,10.4954,5.2360,26.7763,5.2360,1.454,5.2360,3.0377,5.2360,5.5098,5.2360,1.0418,5.2360,16.0419,5.2360,21.6221,5.23598,1.1871
5.3049,7.8971,5.30488,16.3679,5.3049,36.9499,5.3049,0.875,5.3049,2.1184,5.3049,4.3612,5.3049,0.6117,5.3049,10.5565,5.3049,40.8554,5.30488,1.4219
5.3738,3.5326,5.37377,18.8344,5.3738,44.6766,5.3738,0.952,5.3738,1.7876,5.3738,2.4626,5.3738,0.8250,5.3738,8.5859,5.3738,49.2693,5.37377,2.0171
5.4427,1.7877,5.44267,27.5852,5.4427,44.4584,5.4427,1.868,5.4427,1.1716,5.4427,0.8458,5.4427,1.5416,5.4427,9.1777,5.4427,54.8243,5.44267,1.9832
5.5116,1.8404,5.51156,36.5447,5.5116,38.5638,5.5116,1.869,5.5116,1.9147,5.5116,0.9005,5.5116,1.8324,5.5116,9.3036,5.5116,47.5974,5.51156,1.0030
5.5805,1.6083,5.58045,44.5646,5.5805,38.7073,5.5805,2.714,5.5805,2.0792,5.5805,0.9718,5.5805,2.3388,5.5805,10.8882,5.5805,37.5997,5.58045,0.7696
5.6493,2.3419,5.64935,59.1151,5.6493,36.1857,5.6493,1.521,5.6493,1.4233,5.6493,0.9996,5.6493,2.9861,5.6493,10.8158,5.6493,26.6056,5.64935,1.0794
5.7182,1.9214,5.71824,67.3258,5.7182,39.2033,5.7182,2.048,5.7182,1.9009,5.7182,1.3169,5.7182,1.6643,5.7182,9.3887,5.7182,18.5739,5.71824,1.5492
5.7871,2.2709,5.78714,75.3114,5.7871,49.9717,5.7871,3.342,5.7871,2.5292,5.7871,0.8766,5.7871,2.2917,5.7871,9.0188,5.7871,13.0420,5.78714,2.0674
5.8560,2.8450,5.85603,62.5291,5.8560,57.5604,5.8560,2.652,5.8560,3.6078,5.8560,1.0066,5.8560,1.0286,5.8560,6.7217,5.8560,8.0723,5.85603,1.6070
5.9249,3.3537,5.92493,41.5930,5.9249,51.9214,5.9249,3.410,5.9249,4.9179,5.9249,2.6639,5.9249,2.5466,5.9249,4.8476,5.9249,5.4435,5.92493,1.9435
5.9938,4.6752,5.99382,27.4882,5.9938,31.5072,5.9938,2.406,5.9938,5.3352,5.9938,2.6834,5.9938,3.0098,5.9938,3.7891,5.9938,3.9241,5.99382,1.9393
6.0627,6.2761,6.06272,24.3944,6.0627,18.6109,6.0627,1.990,6.0627,6.2442,6.0627,1.9380,6.0627,4.0012,6.0627,4.1745,6.0627,2.2154,6.06272,1.0472
6.1316,6.0830,6.13161,23.1217,6.1316,9.9418,6.1316,1.480,6.1316,10.8684,6.1316,1.3547,6.1316,4.7023,6.1316,3.2124,6.1316,2.1671,,
6.2005,6.6619,6.20050,26.6165,6.2005,7.1321,6.2005,3.813,6.2005,15.7085,6.2005,2.9637,6.2005,5.4038,6.2005,3.2006,6.2005,2.3715,,
6.2694,8.3342,6.26940,27.5385,6.2694,3.9546,6.2694,4.829,6.2694,15.5313,6.2694,4.4969,6.2694,9.5065,6.2694,2.7076,6.2694,1.4591,,
6.3383,9.0898,6.33829,29.4360,6.3383,2.9269,6.3383,5.512,6.3383,17.4112,6.3383,4.7622,6.3383,12.0827,6.3383,2.7069,6.3383,1.1306,,
6.4072,10.6439,6.40719,29.1430,6.4072,2.5354,6.4072,5.805,6.4072,19.0222,6.4072,6.0375,6.4072,18.8790,6.4072,4.0775,6.4072,1.4880,,
6.4761,10.6910,6.47608,21.4891,6.4761,2.0063,6.4761,6.231,6.4761,24.0737,6.4761,8.0737,6.4761,26.7888,6.4761,3.8574,6.4761,0.9966,,
6.5450,9.6892,6.54498,16.0775,6.5450,2.4376,6.5450,5.884,6.5450,29.1104,6.5450,12.9243,6.5450,34.1343,6.5450,3.8830,6.5450,1.9523,,
6.6139,9.8230,6.61387,9.9455,6.6139,3.8063,6.6139,7.755,6.6139,32.8054,6.6139,12.7335,6.6139,29.3889,6.6139,4.2327,6.6139,2.2630,,
6.6828,11.5137,6.68277,8.8516,6.6828,7.0219,6.6828,9.728,6.6828,23.6364,6.6828,10.0459,6.6828,22.5656,6.6828,5.2703,6.6828,1.7724,,
6.7517,8.8049,6.75166,11.2898,6.7517,10.6904,6.7517,9.805,6.7517,21.3057,6.7517,10.1058,6.7517,12.0879,6.7517,4.0920,6.7517,1.5606,,
6.8206,7.0502,6.82056,10.5919,6.8206,13.7731,6.8206,18.154,6.8206,20.0544,6.8206,10.2079,6.8206,6.9161,6.8206,5.5590,6.8206,1.9184,,
6.8894,7.4635,6.88945,12.1087,6.8894,18.3306,6.8894,22.033,6.8894,18.2013,6.8894,7.9056,6.8894,6.7970,6.8894,8.1523,6.8894,1.3411,,
6.9583,8.2435,6.95834,9.6458,6.9583,14.8904,6.9583,22.632,6.9583,12.3613,6.9583,4.7529,6.9583,6.2959,6.9583,7.8716,6.9583,2.3437,,
7.0272,9.1002,7.02724,7.7195,7.0272,10.5849,7.0272,25.488,7.0272,8.3484,7.0272,4.4724,7.0272,6.9437,7.0272,7.0403,7.0272,4.8480,,
7.0961,10.7334,7.09613,4.8252,7.0961,7.6437,7.0961,29.372,7.0961,6.0325,7.0961,4.9074,7.0961,7.8499,7.0961,7.0740,7.0961,12.3669,,
7.1650,10.6210,7.16503,5.4536,7.1650,6.1622,7.1650,34.216,7.1650,4.8468,7.1650,4.9013,7.1650,8.8358,7.1650,8.7095,7.1650,18.3785,,
7.2339,11.5250,7.23392,7.6413,7.2339,4.4315,7.2339,35.394,7.2339,6.1238,7.2339,3.5632,7.2339,10.2794,7.2339,8.8544,7.2339,25.3346,,
7.3028,9.5419,7.30282,10.6591,7.3028,4.9924,7.3028,39.138,7.3028,3.9032,7.3028,3.5303,7.3028,8.7010,7.3028,8.7879,7.3028,28.2301,,
7.3717,8.1166,7.37171,13.5644,7.3717,4.5522,7.3717,36.001,7.3717,6.3957,7.3717,7.0037,7.3717,6.2029,7.3717,9.5837,7.3717,32.0225,,
7.4406,7.1333,7.44061,13.1814,7.4406,4.4582,7.4406,41.039,7.4406,4.1272,7.4406,10.5028,7.4406,5.0337,7.4406,9.9207,7.4406,35.5822,,
7.5095,7.4047,7.50950,13.5268,7.5095,3.4433,7.5095,45.054,7.5095,2.3337,7.5095,12.3644,7.5095,4.9548,7.5095,9.8118,7.5095,59.7369,,
7.5784,5.2694,7.57839,9.5264,7.5784,2.4393,7.5784,36.056,7.5784,1.8553,7.5784,9.5983,7.5784,3.5104,7.5784,10.5924,7.5784,71.1405,,
7.6473,4.1144,7.64729,6.6063,7.6473,3.4550,7.6473,22.716,7.6473,2.4328,7.6473,4.7398,7.6473,2.6982,7.6473,15.2321,7.6473,63.7936,,
7.7162,3.8658,7.71618,4.0922,7.7162,3.2148,7.7162,14.737,7.7162,2.7086,7.7162,1.9595,7.7162,3.3593,7.7162,17.8083,7.7162,51.2224,,
7.7851,4.2631,7.78508,5.9996,7.7851,4.4152,7.7851,25.383,7.7851,3.2909,7.7851,1.6992,7.7851,2.9567,7.7851,13.4122,7.7851,37.1655,,
7.8540,6.1334,7.85397,6.2864,7.8540,4.9709,7.8540,32.820,7.8540,5.0050,7.8540,1.2940,7.8540,3.5273,7.8540,12.2193,7.8540,31.9991,,
7.9229,7.6937,7.92287,11.2687,7.9229,5.4291,7.9229,39.738,7.9229,5.1467,7.9229,1.0338,7.9229,4.2281,7.9229,7.6378,7.9229,26.4314,,
7.9918,10.4618,7.99176,10.0497,7.9918,9.2663,7.9918,37.622,7.9918,4.5270,7.9918,1.7248,7.9918,4.6769,7.9918,3.9269,7.9918,16.7652,,
8.0607,16.3251,8.06066,11.2921,8.0607,7.4731,8.0607,31.034,8.0607,5.4545,8.0607,1.6293,8.0607,6.1189,8.0607,3.9641,8.0607,13.7888,,
8.1296,21.9271,8.12955,10.8059,8.1296,5.1358,8.1296,28.090,8.1296,9.8062,8.1296,2.2861,8.1296,6.9643,8.1296,3.9615,8.1296,12.9992,,
8.1984,21.2989,8.19845,17.8002,8.1984,3.5325,8.1984,28.652,8.1984,11.5921,8.1984,2.8555,8.1984,8.0154,8.1984,5.0798,8.1984,12.0081,,
8.2673,21.8179,8.26734,26.4243,8.2673,2.6583,8.2673,28.563,8.2673,10.6978,8.2673,4.0880,8.2673,9.2360,8.2673,7.5026,8.2673,12.3141,,
8.3362,20.2046,8.33623,27.6078,8.3362,3.0629,8.3362,27.386,8.3362,11.5553,8.3362,4.3326,8.3362,9.3102,8.3362,5.8912,8.3362,13.1115,,
8.4051,18.6392,8.40513,22.7236,8.4051,4.1586,8.4051,21.611,8.4051,13.2249,8.4051,2.8426,8.4051,9.7121,8.4051,7.9777,8.4051,11.9811,,
8.4740,15.0691,8.47402,15.2952,8.4740,5.8453,8.4740,19.076,8.4740,17.3219,8.4740,1.6504,8.4740,8.2962,8.4740,8.6580,8.4740,9.1999,,
8.5429,12.3631,8.54292,12.0223,8.5429,9.1241,8.5429,19.304,8.5429,22.3829,8.5429,1.7054,8.5429,8.8729,8.5429,9.4948,8.5429,6.9485,,
8.6118,9.9233,8.61181,12.1304,8.6118,14.0399,8.6118,18.080,8.6118,28.5134,8.6118,1.6577,8.6118,10.0883,8.6118,10.9087,8.6118,5.9950,,
8.6807,10.4255,8.68071,8.5756,8.6807,14.6701,8.6807,12.331,8.6807,30.6131,8.6807,2.2975,8.6807,9.8427,8.6807,16.4402,8.6807,5.3545,,
8.7496,8.5861,,,8.7496,12.6330,8.7496,8.170,8.7496,35.2742,8.7496,1.8731,8.7496,8.2925,8.7496,21.8319,8.7496,6.8153,,
8.8185,7.7753,,,8.8185,8.1278,8.8185,7.808,8.8185,45.1356,8.8185,2.3438,8.8185,8.0557,8.8185,21.1961,8.8185,6.1703,,
8.8874,6.8702,,,8.8874,7.0972,8.8874,8.480,8.8874,58.0751,8.8874,2.5863,8.8874,9.9894,8.8874,14.2554,8.8874,5.4989,,
8.9563,11.9353,,,8.9563,11.0241,8.9563,6.781,8.9563,57.9259,8.9563,3.4589,8.9563,7.7133,8.9563,9.6617,8.9563,5.8848,,
9.0252,25.2348,,,9.0252,10.7102,9.0252,4.004,9.0252,50.3185,9.0252,3.8506,9.0252,8.8242,9.0252,7.4926,9.0252,5.4725,,
9.0941,31.8876,,,9.0941,8.1375,9.0941,4.545,9.0941,46.6428,9.0941,5.2279,9.0941,9.3509,9.0941,9.7870,9.0941,6.3869,,
9.1630,29.5873,,,9.1630,8.0157,9.1630,3.599,9.1630,40.3574,9.1630,4.7165,9.1630,10.7787,9.1630,10.9316,9.1630,10.7695,,
9.2319,22.9920,,,9.2319,4.9183,9.2319,2.870,9.2319,37.2653,9.2319,5.9442,9.2319,9.7972,9.2319,11.6959,9.2319,14.1998,,
9.3008,13.0005,,,9.3008,4.1298,9.3008,3.501,9.3008,35.9718,9.3008,8.1915,9.3008,9.4559,9.3008,12.7458,9.3008,16.1228,,
9.3697,7.7637,,,9.3697,3.5175,9.3697,5.170,9.3697,32.7122,9.3697,12.4012,9.3697,8.6727,9.3697,9.2872,9.3697,16.2400,,
9.4385,8.8323,,,9.4385,3.8051,9.4385,7.407,9.4385,28.3215,9.4385,11.2886,9.4385,5.6684,9.4385,7.6470,9.4385,12.3940,,
9.5074,11.5173,,,9.5074,3.8968,9.5074,11.816,9.5074,27.7448,9.5074,11.5100,9.5074,3.7810,9.5074,6.3183,9.5074,8.9192,,
9.5763,15.3763,,,9.5763,7.9920,9.5763,14.401,9.5763,26.1274,9.5763,13.1900,9.5763,4.3206,9.5763,6.9208,9.5763,8.3253,,
9.6452,21.1310,,,9.6452,8.9404,9.6452,17.193,9.6452,23.6677,9.6452,12.1386,9.6452,7.3782,9.6452,11.0330,9.6452,9.2668,,
9.7141,24.6021,,,9.7141,8.6998,9.7141,14.454,9.7141,22.9410,9.7141,10.4419,9.7141,10.6288,9.7141,16.3471,9.7141,7.5285,,
9.7830,29.7862,,,9.7830,6.4289,9.7830,8.907,9.7830,21.1570,9.7830,7.8137,9.7830,12.2699,9.7830,19.5356,9.7830,3.8353,,
9.8519,33.7969,,,9.8519,4.9950,9.8519,5.527,9.8519,20.0430,9.8519,6.6946,9.8519,12.8993,9.8519,27.9880,9.8519,2.6410,,
9.9208,40.7550,,,9.9208,3.7990,9.9208,3.603,9.9208,22.7718,9.9208,5.4281,9.9208,11.4292,9.9208,36.0621,9.9208,1.9084,,
9.9897,45.3118,,,9.9897,3.8067,9.9897,3.627,9.9897,19.5990,9.9897,6.2806,9.9897,11.8476,9.9897,39.1233,9.9897,2.7713,,
