Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,4.3072,0.0000,3.50496,0.0000,6.9142,0.0000,4.81198
0.0689,5.3939,0.0689,2.70500,0.0689,5.2669,0.0689,5.34037
0.1378,5.8743,0.1378,3.28237,0.1378,4.0677,0.1378,6.21171
0.2067,4.8461,0.2067,2.85306,0.2067,3.3950,0.2067,5.05579
0.2756,4.3739,0.2756,2.85051,0.2756,3.9350,0.2756,3.80440
0.3445,3.2117,0.3445,3.01635,0.3445,3.5724,0.3445,4.13743
0.4134,3.7788,0.4134,3.17895,0.4134,3.0998,0.4134,3.25051
0.4823,3.7698,0.4823,2.94714,0.4823,2.2625,0.4823,4.15295
0.5512,2.7988,0.5512,2.95658,0.5512,1.9153,0.5512,4.92970
0.6201,2.8605,0.6201,3.23584,0.6201,1.4598,0.6201,4.68252
0.6889,2.2648,0.6889,2.64007,0.6889,2.4367,0.6889,4.81072
0.7578,2.6416,0.7578,3.17811,0.7578,2.2851,0.7578,6.59170
0.8267,2.3910,0.8267,2.64359,0.8267,1.8835,0.8267,5.66573
0.8956,1.7309,0.8956,2.55302,0.8956,1.7923,0.8956,5.31615
0.9645,1.6801,0.9645,2.93171,0.9645,2.3902,0.9645,4.10827
1.0334,1.7762,1.0334,3.28297,1.0334,2.2849,1.0334,3.59837
1.1023,1.9231,1.1023,2.54189,1.1023,2.3348,1.1023,2.73015
1.1712,1.9572,1.1712,2.08368,1.1712,1.8148,1.1712,2.38593
1.2401,1.9591,1.2401,2.84480,1.2401,1.8013,1.2401,2.29450
1.3090,1.9013,1.3090,1.97812,1.3090,2.5944,1.3090,1.61666
1.3779,1.5983,1.3779,1.91354,1.3779,1.9377,1.3779,2.63900
1.4468,1.4856,1.4468,2.58354,1.4468,1.4526,1.4468,3.12130
1.5157,1.7079,1.5157,2.85869,1.5157,1.6171,1.5157,3.47677
1.5846,2.1188,1.5846,2.47128,1.5846,1.8331,1.5846,3.36602
1.6535,2.1243,1.6535,2.35530,1.6535,1.7907,1.6535,3.00341
1.7224,1.7403,1.7224,1.77760,1.7224,1.9297,1.7224,3.41408
1.7913,1.8742,1.7913,1.55507,1.7913,1.9782,1.7913,3.95628
1.8602,2.1550,1.8602,1.66589,1.8602,2.0298,1.8602,3.39646
1.9290,3.1433,1.9290,2.07348,1.9290,2.8463,1.9290,2.98862
1.9979,4.2651,1.9979,1.63091,1.9979,3.3416,1.9979,2.30424
2.0668,3.2376,2.0668,1.77390,2.0668,4.0301,2.0668,1.85949
2.1357,2.9928,2.1357,3.00825,2.1357,5.1146,2.1357,2.12790
2.2046,3.0228,2.2046,3.26772,2.2046,4.5845,2.2046,1.50315
2.2735,2.6204,2.2735,3.75821,2.2735,4.1186,2.2735,1.84289
2.3424,1.9860,2.3424,4.04961,2.3424,3.0778,2.3424,1.25028
2.4113,2.0821,2.4113,3.71590,2.4113,2.4804,2.4113,1.59033
2.4802,2.8749,2.4802,3.46183,2.4802,2.6008,2.4802,1.28165
2.5491,2.4635,2.5491,2.88114,2.5491,1.3652,2.5491,2.12226
2.6180,2.7587,2.6180,2.29450,2.6180,2.1456,2.6180,2.18880
2.6869,3.5811,2.6869,2.62704,2.6869,2.4436,2.6869,1.96520
2.7558,3.4936,2.7558,2.69884,2.7558,3.7960,2.7558,2.19072
2.8247,2.5712,2.8247,3.30559,2.8247,3.4593,2.8247,2.41163
2.8936,2.4289,2.8936,3.51325,2.8936,3.1422,2.8936,2.84776
2.9625,2.5334,2.9625,3.93934,2.9625,2.6282,2.9625,2.81181
3.0314,3.3022,3.0314,3.43197,3.0314,2.0507,3.0314,3.43876
3.1003,3.7215,3.1003,3.75903,3.1003,1.8510,3.1003,2.43837
3.1691,4.3031,3.1691,4.37736,3.1691,2.0353,3.1691,2.67144
3.2380,4.6129,3.2380,4.61248,3.2380,1.8841,3.2380,3.81128
3.3069,4.9419,3.3069,3.97972,3.3069,1.7379,3.3069,2.61510
3.3758,4.4910,3.3758,2.96831,3.3758,2.3471,3.3758,3.39363
3.4447,3.2886,3.4447,3.00737,3.4447,2.4045,3.4447,3.72758
3.5136,3.0075,3.5136,3.19284,3.5136,1.6193,3.5136,4.16406
3.5825,2.5513,3.5825,3.11048,3.5825,2.1862,3.5825,5.81480
3.6514,2.2252,3.6514,2.87369,3.6514,2.2278,3.6514,6.78943
3.7203,2.0055,3.7203,2.56291,3.7203,2.5348,3.7203,7.54914
3.7892,2.3740,3.7892,2.52306,3.7892,3.1219,3.7892,8.60319
3.8581,1.9800,3.8581,3.19522,3.8581,4.1484,3.8581,7.27568
3.9270,1.9982,3.9270,2.39627,3.9270,4.5811,3.9270,6.31101
3.9959,2.5020,3.9959,2.09135,3.9959,3.5961,3.9959,4.98460
4.0648,2.6167,4.0648,2.64992,4.0648,3.7124,4.0648,4.08398
4.1337,3.3037,4.1337,2.86915,4.1337,4.0523,4.1337,3.78108
4.2026,3.3673,4.2026,2.60770,4.2026,3.5844,4.2026,3.59364
4.2715,3.5951,4.2715,1.94024,4.2715,3.4615,4.2715,4.43791
4.3404,4.2899,4.3404,2.41228,4.3404,3.7470,4.3404,4.18391
4.4092,4.5186,4.4092,2.50619,4.4092,2.0658,4.4092,4.03321
4.4781,5.2760,4.4781,2.55321,4.4781,1.9047,4.4781,4.73323
4.5470,4.8101,4.5470,2.57931,4.5470,2.2380,4.5470,4.90138
4.6159,3.5648,4.6159,3.11317,4.6159,2.6410,4.6159,4.60601
4.6848,4.5247,4.6848,3.30857,4.6848,2.2313,4.6848,3.71029
4.7537,4.9901,4.7537,2.62482,4.7537,2.2445,4.7537,3.96109
4.8226,5.8919,4.8226,3.36168,4.8226,3.2526,4.8226,4.03913
4.8915,6.1006,4.8915,3.31838,4.8915,3.6902,4.8915,4.64856
4.9604,5.1611,4.9604,2.82097,4.9604,4.0219,4.9604,3.11868
5.0293,4.8482,5.0293,3.43749,5.0293,2.9654,5.0293,2.28727
5.0982,4.7799,5.0982,4.20614,5.0982,2.9848,5.0982,1.81722
5.1671,4.5291,5.1671,5.55733,5.1671,2.8189,5.1671,2.06817
5.2360,4.4956,5.2360,7.71862,5.2360,2.2918,5.2360,1.58951
5.3049,3.7218,5.3049,7.58311,5.3049,1.7547,5.3049,1.37259
5.3738,4.1224,5.3738,5.42540,5.3738,1.6668,5.3738,1.25088
5.4427,4.6662,5.4427,3.63267,5.4427,1.7814,5.4427,1.20246
5.5116,4.6624,5.5116,2.74841,5.5116,1.9170,5.5116,1.12622
5.5805,6.2252,5.5805,1.79520,5.5805,1.9750,5.5805,1.47313
5.6493,8.7939,5.6493,1.27235,5.6493,2.0398,5.6493,2.42226
5.7182,11.7647,5.7182,1.06375,5.7182,2.1890,5.7182,3.34225
5.7871,13.2109,5.7871,0.62781,5.7871,3.1195,5.7871,4.03158
5.8560,9.9130,5.8560,0.78428,5.8560,3.4061,5.8560,4.94591
5.9249,6.0104,5.9249,0.79954,5.9249,3.7449,5.9249,5.18324
5.9938,3.7594,5.9938,1.26053,5.9938,3.5866,5.9938,5.80409
6.0627,3.3013,6.0627,1.35263,6.0627,3.8950,6.0627,6.98301
6.1316,2.6812,6.1316,1.25052,6.1316,4.0766,6.1316,6.57669
6.2005,2.5578,6.2005,0.97258,6.2005,4.8720,6.2005,5.12427
6.2694,2.5021,6.2694,0.90059,6.2694,5.4621,6.2694,5.17990
6.3383,2.6743,6.3383,0.91284,6.3383,4.6671,6.3383,5.83001
6.4072,2.7191,6.4072,1.33699,6.4072,4.3209,6.4072,6.03731
6.4761,2.9458,6.4761,1.33866,6.4761,4.5067,6.4761,4.21120
6.5450,2.7411,6.5450,1.37833,6.5450,4.2433,6.5450,2.79247
