Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,3.5251,0.0000,8.1480,0.0000,48.1023,0.0000,28.2911,0.0000,6.5595
0.0689,2.5927,0.0689,7.6582,0.0689,46.6761,0.0689,33.6615,0.0689,8.8251
0.1378,1.6914,0.1378,10.3300,0.1378,37.2671,0.1378,22.9303,0.1378,13.3605
0.2067,0.9577,0.2067,13.7028,0.2067,30.0046,0.2067,18.6173,0.2067,17.9156
0.2756,1.3587,0.2756,12.3826,0.2756,24.7723,0.2756,20.0257,0.2756,16.5738
0.3445,0.7208,0.3445,9.1217,0.3445,17.8502,0.3445,17.6596,0.3445,12.5831
0.4134,0.5462,0.4134,4.9124,0.4134,14.4144,0.4134,13.7774,0.4134,10.0118
0.4823,0.3509,0.4823,3.5911,0.4823,10.3686,0.4823,10.2205,0.4823,13.1131
0.5512,0.3306,0.5512,3.1305,0.5512,9.8938,0.5512,8.3641,0.5512,21.7489
0.6201,0.6509,0.6201,4.0606,0.6201,7.0903,0.6201,6.7307,0.6201,22.1388
0.6889,1.1193,0.6889,4.6638,0.6889,6.5356,0.6889,7.5572,0.6889,21.8640
0.7578,1.0371,0.7578,7.2466,0.7578,9.0638,0.7578,4.4187,0.7578,16.6241
0.8267,1.6327,0.8267,8.2425,0.8267,13.8152,0.8267,4.9034,0.8267,12.2396
0.8956,0.9739,0.8956,6.8683,0.8956,22.5543,0.8956,4.3518,0.8956,6.3783
0.9645,2.2436,0.9645,6.0517,0.9645,31.3553,0.9645,2.5029,0.9645,4.9131
1.0334,2.6208,1.0334,4.5791,1.0334,31.1902,1.0334,2.6244,1.0334,4.5667
1.1023,1.8818,1.1023,4.4695,1.1023,32.0728,1.1023,4.0119,1.1023,3.8507
1.1712,2.6682,1.1712,5.9050,1.1712,23.5738,1.1712,3.8991,1.1712,3.3312
1.2401,1.5585,1.2401,7.2032,1.2401,15.6886,1.2401,3.5904,1.2401,3.4789
