Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4
1.3090,2.4778,1.3090,6.8283,1.3090,11.4390,1.3090,2.9444,1.3090,3.1189
1.3779,4.0050,1.3779,9.1483,1.3779,18.3365,1.3779,2.2224,1.3779,2.7459
1.4468,3.1285,1.4468,7.1644,1.4468,23.6833,1.4468,1.8508,1.4468,2.6039
1.5157,4.2086,1.5157,6.7005,1.5157,35.4468,1.5157,1.3006,1.5157,3.3498
1.5846,4.0210,1.5846,5.4527,1.5846,37.8116,1.5846,1.9797,1.5846,5.1221
1.6535,2.7627,1.6535,6.9193,1.6535,34.6623,1.6535,1.7243,1.6535,5.3513
1.7224,3.6977,1.7224,7.6638,1.7224,31.1215,1.7224,1.9886,1.7224,3.8535
1.7913,2.3229,1.7913,8.4152,1.7913,24.9708,1.7913,2.5934,1.7913,3.2922
1.8602,2.1924,1.8602,10.9148,1.8602,19.5940,1.8602,2.9956,1.8602,2.4907
1.9290,2.3753,1.9290,10.6626,1.9290,17.4348,1.9290,3.0060,1.9290,2.0089
1.9979,3.0807,1.9979,10.8667,1.9979,17.0627,1.9979,3.1965,1.9979,1.6883
2.0668,4.2904,2.0668,10.9311,2.0668,12.8831,2.0668,2.8341,2.0668,1.3802
2.1357,2.9826,2.1357,7.8536,2.1357,10.3595,2.1357,2.4680,2.1357,1.6906
2.2046,2.3270,2.2046,7.4714,2.2046,9.7221,2.2046,2.8410,2.2046,2.4487
2.2735,2.9347,2.2735,10.2832,2.2735,7.8192,2.2735,4.6722,2.2735,2.0575
2.3424,4.4643,2.3424,11.4565,2.3424,5.3366,2.3424,3.0201,2.3424,2.8078
2.4113,6.0612,2.4113,6.6726,2.4113,4.3874,2.4113,3.1735,2.4113,3.0262
2.4802,6.1433,2.4802,5.9737,2.4802,4.5718,2.4802,3.9636,2.4802,4.5161
2.5491,6.0124,2.5491,4.4076,2.5491,6.1200,2.5491,4.3388,2.5491,6.7156
2.6180,3.1176,2.6180,4.3864,2.6180,6.1908,2.6180,2.5525,2.6180,10.4565
2.6869,2.8133,2.6869,4.4381,2.6869,5.9872,2.6869,2.3681,2.6869,10.9922
2.7558,2.7045,2.7558,5.9515,2.7558,4.6902,2.7558,3.7188,2.7558,9.6733
2.8247,2.8028,2.8247,6.7034,2.8247,4.5250,2.8247,4.3833,2.8247,7.4854
2.8936,3.5806,2.8936,6.8949,2.8936,6.6820,2.8936,4.9714,2.8936,5.6853
2.9625,4.3367,2.9625,7.1540,2.9625,10.0388,2.9625,4.8009,2.9625,4.2263
3.0314,5.9196,3.0314,9.0383,3.0314,14.2851,3.0314,5.1402,3.0314,3.7797
3.1003,6.4433,3.1003,10.5553,3.1003,12.6985,3.1003,5.9797,3.1003,2.4125
3.1691,6.0431,3.1691,10.7743,3.1691,13.2030,3.1691,9.6869,3.1691,2.4321
3.2380,5.8477,3.2380,10.3958,3.2380,11.5596,3.2380,10.4454,3.2380,2.2515
3.3069,5.7924,3.3069,8.3227,3.3069,13.8894,3.3069,11.7775,3.3069,3.8739
3.3758,5.4383,3.3758,8.3366,3.3758,9.5077,3.3758,7.9237,3.3758,3.7051
3.4447,7.5044,3.4447,12.8743,3.4447,8.3637,3.4447,5.7239,3.4447,2.9516
3.5136,7.0034,3.5136,18.1787,3.5136,7.2732,3.5136,5.6861,3.5136,3.7046
3.5825,8.2144,3.5825,23.7107,3.5825,5.2945,3.5825,11.2612,3.5825,4.1168
3.6514,7.5699,3.6514,32.3247,3.6514,6.0167,3.6514,22.6098,3.6514,4.0750
3.7203,7.4839,3.7203,43.9206,3.7203,3.9666,3.7203,32.1593,3.7203,3.8801
3.7892,9.3444,3.7892,48.0619,3.7892,3.7616,3.7892,32.3667,3.7892,4.8558
3.8581,11.9304,3.8581,49.9141,3.8581,2.5495,3.8581,24.0171,3.8581,6.8537
3.9270,21.6128,3.9270,44.1847,3.9270,1.8192,3.9270,18.1324,3.9270,10.6723
3.9959,34.4341,3.9959,33.3212,3.9959,2.0162,3.9959,14.1053,3.9959,13.1403
4.0648,40.6081,4.0648,29.1699,4.0648,2.3791,4.0648,10.6039,4.0648,15.7179
4.1337,45.8106,4.1337,25.7210,4.1337,3.4270,4.1337,10.5296,4.1337,17.4352
4.2026,42.9486,4.2026,22.6940,4.2026,5.5920,4.2026,9.6086,4.2026,15.1208
4.2715,36.9996,4.2715,16.8497,4.2715,8.5282,4.2715,8.5056,4.2715,13.2687
4.3404,26.9145,4.3404,16.6808,4.3404,11.2694,4.3404,8.1571,4.3404,11.5081
4.4092,24.0477,4.4092,14.2289,4.4092,15.0848,4.4092,9.0123,4.4092,12.8412
4.4781,16.7106,4.4781,17.1053,4.4781,18.8258,4.4781,9.1665,4.4781,19.8065
4.5470,11.6744,4.5470,16.1540,4.5470,23.5307,4.5470,9.1160,4.5470,23.8198
4.6159,11.6227,4.6159,14.1131,4.6159,22.6200,4.6159,9.6165,4.6159,29.7458
4.6848,8.9273,4.6848,9.6522,4.6848,19.1302,4.6848,10.7551,4.6848,29.4500
4.7537,5.4064,4.7537,6.3231,4.7537,17.6763,4.7537,13.1844,4.7537,22.9973
4.8226,5.7791,4.8226,4.4457,4.8226,18.3993,4.8226,11.4861,4.8226,23.0561
4.8915,10.5766,4.8915,3.0691,4.8915,23.8082,4.8915,12.8569,4.8915,23.0519
4.9604,15.8797,4.9604,2.4723,4.9604,34.4900,4.9604,11.9250,4.9604,27.7156
5.0293,17.2871,5.0293,2.7996,5.0293,34.6951,5.0293,9.8502,5.0293,32.2033
5.0982,16.8469,5.0982,3.1621,5.0982,21.8457,5.0982,10.2785,5.0982,30.6618
5.1671,12.7195,5.1671,2.2209,5.1671,9.6548,5.1671,9.9048,5.1671,28.4961
5.2360,12.3157,5.2360,2.5980,5.2360,5.5606,5.2360,8.9698,5.2360,23.7489
5.3049,12.3464,5.3049,3.6503,5.3049,4.2697,5.3049,10.6503,5.3049,18.4145
5.3738,14.4239,5.3738,4.1527,5.3738,2.7946,5.3738,16.7522,5.3738,12.0132
5.4427,15.0301,5.4427,5.7747,5.4427,3.3663,5.4427,21.5855,5.4427,9.9372
5.5116,13.0323,5.5116,10.4624,5.5116,2.2608,5.5116,25.5025,5.5116,9.1720
5.5805,9.1085,5.5805,11.3858,5.5805,2.3514,5.5805,34.6873,5.5805,9.5824
5.6493,7.9817,5.6493,14.8002,5.6493,4.8323,5.6493,40.6844,5.6493,9.7622
5.7182,7.0077,5.7182,18.3755,5.7182,13.3018,5.7182,42.2976,5.7182,10.7604
5.7871,5.9794,5.7871,12.2003,5.7871,22.3371,5.7871,36.8108,5.7871,10.5331
5.8560,3.6021,5.8560,8.4616,5.8560,23.9342,5.8560,26.0089,5.8560,13.8735
5.9249,3.5059,5.9249,6.4240,5.9249,22.8837,5.9249,15.6750,5.9249,15.0211
5.9938,4.1363,5.9938,6.5859,5.9938,20.5288,5.9938,12.8719,5.9938,11.4327
6.0627,6.7796,6.0627,4.7570,6.0627,13.1053,6.0627,12.2306,6.0627,13.2977
6.1316,11.1021,6.1316,3.9049,6.1316,9.5387,6.1316,15.7660,6.1316,9.2505
6.2005,11.5796,6.2005,4.1888,6.2005,7.4755,6.2005,21.3131,6.2005,6.2072
6.2694,13.3819,6.2694,3.4281,6.2694,9.1381,6.2694,27.9700,6.2694,5.3519
6.3383,10.3443,6.3383,2.5250,6.3383,16.0746,6.3383,27.1669,6.3383,7.6658
6.4072,7.1744,6.4072,3.3208,6.4072,22.4098,6.4072,20.5431,6.4072,7.8640
6.4761,5.2837,6.4761,2.2709,6.4761,24.5713,6.4761,20.9340,6.4761,8.5926
6.5450,6.5229,6.5450,1.8287,6.5450,23.1538,6.5450,22.1200,6.5450,9.1352
6.6139,7.1229,6.6139,1.7400,6.6139,19.7965,6.6139,30.1543,6.6139,9.2142
6.6828,11.4416,6.6828,1.7730,6.6828,20.9428,6.6828,44.6771,6.6828,8.0496
6.7517,12.6517,6.7517,1.7785,6.7517,20.7129,6.7517,55.5681,6.7517,6.6500
6.8206,16.7331,6.8206,1.9206,6.8206,17.0569,6.8206,58.6884,6.8206,5.7705
6.8894,19.2489,6.8894,1.8681,6.8894,17.2464,6.8894,41.0115,6.8894,7.3946
6.9583,21.1755,6.9583,2.2179,6.9583,17.4567,6.9583,28.8951,6.9583,7.5604
7.0272,24.6291,7.0272,1.9554,7.0272,16.9776,7.0272,19.8029,7.0272,8.6474
7.0961,26.0764,7.0961,2.3054,7.0961,20.8840,7.0961,13.6309,7.0961,10.9265
7.1650,22.5965,7.1650,1.4251,7.1650,24.7469,7.1650,11.0757,7.1650,8.8168
7.2339,17.2166,7.2339,1.4785,7.2339,25.1109,7.2339,10.6740,7.2339,7.2701
7.3028,10.4282,7.3028,1.1660,7.3028,23.5465,7.3028,8.6217,7.3028,7.8393
7.3717,6.8323,7.3717,0.7068,7.3717,16.3154,7.3717,8.2742,7.3717,5.3033
7.4406,9.1062,7.4406,1.1818,7.4406,10.6250,7.4406,7.8308,7.4406,4.9165
7.5095,8.0729,7.5095,2.1012,7.5095,8.1221,7.5095,7.9588,7.5095,4.8776
7.5784,11.9315,7.5784,2.5399,7.5784,5.2226,7.5784,7.9082,7.5784,4.4341
7.6473,18.1648,7.6473,4.2894,7.6473,3.2774,7.6473,7.0465,7.6473,6.0299
7.7162,26.3795,7.7162,8.0875,7.7162,2.3159,7.7162,8.4914,7.7162,3.3370
7.7851,29.2524,7.7851,13.8089,7.7851,1.9864,7.7851,7.7450,7.7851,2.9538
7.8540,35.1580,7.8540,20.3086,7.8540,2.4795,7.8540,8.0488,7.8540,4.4927
7.9229,32.7187,7.9229,30.0086,7.9229,2.9819,7.9229,8.1439,7.9229,8.4612
7.9918,31.9015,7.9918,32.8495,7.9918,3.7612,7.9918,9.4350,7.9918,11.8441
8.0607,22.4753,8.0607,31.2524,8.0607,8.1157,8.0607,5.6059,8.0607,15.0352
8.1296,16.8079,8.1296,26.5613,8.1296,12.0487,8.1296,4.5222,8.1296,13.7952
8.1984,13.8902,8.1984,20.7638,8.1984,18.0753,8.1984,4.7376,8.1984,9.6956
8.2673,9.1751,8.2673,15.1023,8.2673,18.0456,8.2673,2.7810,8.2673,9.4254
8.3362,8.1012,8.3362,10.8421,8.3362,15.0683,8.3362,1.9289,8.3362,7.9442
8.4051,5.4365,8.4051,10.0187,8.4051,11.6859,8.4051,2.6700,8.4051,7.3466
8.4740,4.2432,8.4740,10.3158,8.4740,11.8748,8.4740,2.3764,8.4740,6.8962
8.5429,3.5780,8.5429,8.1458,8.5429,11.8128,8.5429,2.1615,8.5429,8.3084
8.6118,3.4835,8.6118,6.3031,8.6118,10.5125,8.6118,3.7143,8.6118,8.0744
8.6807,4.5194,8.6807,5.9934,8.6807,10.9215,8.6807,6.7780,8.6807,7.1431
8.7496,5.0970,8.7496,4.4018,8.7496,12.2345,8.7496,8.4551,8.7496,7.6341
8.8185,3.9286,8.8185,3.4453,8.8185,11.9297,8.8185,7.6116,8.8185,7.1651
8.8874,3.4508,8.8874,3.2060,8.8874,11.7723,8.8874,6.5969,8.8874,5.2751
8.9563,3.5965,8.9563,4.3074,8.9563,9.3684,8.9563,4.5339,8.9563,7.4343
9.0252,3.0388,9.0252,5.4024,9.0252,10.8717,9.0252,5.1259,9.0252,6.5568
9.0941,2.3485,9.0941,3.3976,9.0941,10.8300,9.0941,4.8995,9.0941,6.6046
9.1630,2.2520,9.1630,2.4227,9.1630,11.5579,9.1630,8.5781,9.1630,6.5325
9.2319,2.5738,9.2319,2.7123,9.2319,11.4843,9.2319,14.0429,9.2319,7.6789
9.3008,2.2457,9.3008,3.5350,9.3008,16.2231,9.3008,21.3300,9.3008,7.9890
9.3697,3.0166,9.3697,1.7754,9.3697,20.4486,9.3697,19.2291,9.3697,15.7697
9.4385,2.4614,9.4385,1.8598,9.4385,25.4606,9.4385,15.1428,9.4385,23.1283
9.5074,2.2702,9.5074,2.9511,9.5074,26.5358,9.5074,8.5183,9.5074,26.2113
9.5763,2.3033,9.5763,1.3014,9.5763,21.2043,9.5763,6.1493,9.5763,25.1993
9.6452,2.7756,9.6452,1.1360,9.6452,16.1852,9.6452,5.7757,9.6452,24.9544
9.7141,5.0628,9.7141,1.8197,9.7141,10.1299,9.7141,7.5145,9.7141,25.5770
9.7830,7.4865,9.7830,1.2068,9.7830,11.5983,9.7830,7.7966,9.7830,23.9582
9.8519,9.8675,9.8519,0.5554,9.8519,8.8426,9.8519,10.6720,9.8519,27.3193
9.9208,16.4832,9.9208,0.8954,9.9208,6.9046,9.9208,11.6391,9.9208,26.1542
9.9897,23.8497,9.9897,1.2548,9.9897,3.1854,9.9897,13.9657,9.9897,21.6420
10.0586,28.9664,10.0586,1.3296,10.0586,2.7528,10.0586,19.7911,10.0586,15.7450
10.1275,28.5558,10.1275,0.7897,10.1275,4.5159,10.1275,23.1565,10.1275,11.3779
10.1964,22.4246,10.1964,0.7853,10.1964,8.4490,10.1964,20.9759,10.1964,7.4484
10.2653,16.0685,10.2653,1.3936,10.2653,14.3881,10.2653,19.1145,10.2653,6.6882
10.3342,16.2815,10.3342,1.3920,10.3342,18.3298,10.3342,20.7373,10.3342,5.8234
10.4031,14.9614,10.4031,0.9054,10.4031,16.6266,10.4031,17.2510,10.4031,3.5633
10.4720,13.4081,10.4720,0.4980,10.4720,10.6497,10.4720,15.7039,10.4720,2.1475
10.5409,11.1185,10.5409,1.2632,10.5409,5.7466,10.5409,11.4008,10.5409,2.0704
10.6098,10.5301,10.6098,1.1903,10.6098,5.1559,10.6098,7.0156,10.6098,4.1450
10.6786,7.9933,10.6786,2.2327,10.6786,4.3723,10.6786,6.8945,10.6786,2.7927
10.7475,6.2411,10.7475,2.3898,10.7475,3.1622,10.7475,5.8017,10.7475,3.0620
10.8164,5.9532,10.8164,3.4912,10.8164,2.9900,10.8164,3.9828,10.8164,6.4009
10.8853,4.7607,10.8853,4.1357,10.8853,2.8948,10.8853,2.9426,10.8853,9.8690
10.9542,5.6547,10.9542,6.6457,10.9542,3.8192,10.9542,2.0354,10.9542,9.2364
11.0231,6.8209,11.0231,9.1262,11.0231,6.2236,11.0231,2.4912,11.0231,8.4909
11.0920,8.3929,11.0920,11.6806,11.0920,8.1185,11.0920,1.3772,11.0920,7.4307
11.1609,14.3469,11.1609,12.2225,11.1609,11.1370,11.1609,1.0006,11.1609,6.1064
11.2298,15.9365,11.2298,11.4746,11.2298,11.7498,11.2298,3.1970,11.2298,7.6356
11.2987,14.0223,11.2987,10.7700,11.2987,11.5195,11.2987,5.1297,11.2987,8.4220
11.3676,16.8080,11.3676,10.9681,11.3676,10.5818,11.3676,10.5797,11.3676,5.9344
11.4365,26.2985,11.4365,9.1756,11.4365,10.3596,11.4365,15.8464,11.4365,3.6328
11.5054,40.7745,11.5054,6.1871,11.5054,11.5012,11.5054,23.9425,11.5054,3.2087
11.5743,43.5221,11.5743,5.2162,11.5743,12.3880,11.5743,28.3008,11.5743,4.4927
11.6432,34.8987,11.6432,3.5417,11.6432,11.6621,11.6432,30.2503,11.6432,4.5519
11.7121,23.4946,11.7121,2.7854,11.7121,12.0448,11.7121,29.2769,11.7121,6.0200
11.7810,14.7563,11.7810,1.9358,11.7810,9.8149,11.7810,31.7367,11.7810,3.7727
11.8499,10.0213,11.8499,3.4118,11.8499,6.5023,11.8499,33.2976,11.8499,4.3693
11.9187,8.6397,11.9187,6.3442,11.9187,5.9205,11.9187,30.9928,11.9187,3.2167
11.9876,7.7579,11.9876,8.5064,11.9876,4.7357,11.9876,28.2066,11.9876,3.1077
12.0565,6.9951,12.0565,11.8140,12.0565,3.1649,12.0565,22.0534,12.0565,5.6011
12.1254,5.8340,12.1254,15.1892,12.1254,1.9604,12.1254,17.3132,12.1254,9.9739
12.1943,5.2884,12.1943,23.4040,12.1943,1.8737,12.1943,16.7630,12.1943,20.3815
12.2632,4.7216,12.2632,34.4245,12.2632,2.4077,12.2632,16.6151,12.2632,22.8723
12.3321,4.6897,12.3321,44.5681,12.3321,5.7053,12.3321,13.7445,12.3321,18.9542
12.4010,2.5779,12.4010,58.0552,12.4010,10.9373,12.4010,13.2546,12.4010,13.7901
12.4699,1.8887,12.4699,59.8714,12.4699,17.7062,12.4699,13.8447,12.4699,11.2175
12.5388,2.1413,12.5388,46.9045,12.5388,24.3683,12.5388,11.3982,12.5388,6.7437
12.6077,1.9487,12.6077,49.7069,12.6077,18.9178,12.6077,12.7751,12.6077,6.0674
12.6766,2.0818,12.6766,59.0945,12.6766,16.6118,12.6766,13.5113,12.6766,5.2078
12.7455,3.7378,12.7455,71.2560,12.7455,14.8338,12.7455,13.3499,12.7455,4.9412
12.8144,3.6323,12.8144,78.6177,12.8144,10.5125,12.8144,16.1964,12.8144,8.5611
12.8833,3.5892,12.8833,69.1872,12.8833,9.2086,12.8833,20.3496,12.8833,14.4111
12.9522,4.8639,12.9522,53.7782,12.9522,10.0056,12.9522,20.0963,12.9522,15.0352
13.0211,5.4433,13.0211,36.2669,13.0211,10.6062,13.0211,21.8683,13.0211,13.1893
13.0900,5.4494,13.0900,28.7159,13.0900,9.5426,13.0900,19.1525,13.0900,12.9663
13.1588,4.9623,13.1588,27.5749,13.1588,8.1762,13.1588,14.3787,13.1588,12.3529
13.2277,3.3727,13.2277,17.5859,13.2277,7.9577,13.2277,20.4415,13.2277,8.1033
13.2966,2.2054,13.2966,11.1136,13.2966,7.1236,13.2966,25.7779,13.2966,3.5033
13.3655,1.4993,13.3655,10.2385,13.3655,7.3095,13.3655,32.3753,13.3655,1.6641
13.4344,1.4958,13.4344,9.4421,13.4344,7.5303,13.4344,22.5167,13.4344,1.3796
13.5033,3.3765,13.5033,9.6248,13.5033,6.0923,13.5033,13.3929,13.5033,1.4273
13.5722,4.4446,13.5722,12.0761,13.5722,3.7427,13.5722,8.2629,13.5722,2.1102
13.6411,7.8145,13.6411,21.8817,13.6411,2.3910,13.6411,4.9229,13.6411,2.0684
13.7100,9.9980,13.7100,35.3756,13.7100,1.6605,13.7100,5.0902,13.7100,1.4801
13.7789,9.6845,13.7789,31.3549,13.7789,1.8964,13.7789,5.0855,13.7789,1.7643
13.8478,8.7252,13.8478,23.6251,13.8478,2.8635,13.8478,3.7099,13.8478,2.0531
13.9167,8.5953,13.9167,14.3175,13.9167,3.3289,13.9167,3.4196,13.9167,1.9037
13.9856,8.0324,13.9856,10.1595,13.9856,8.2605,13.9856,1.0039,13.9856,2.0458
14.0545,11.2957,14.0545,10.9970,14.0545,8.9271,14.0545,2.7433,14.0545,1.7614
14.1234,11.1943,14.1234,12.6641,14.1234,8.3993,14.1234,2.9833,14.1234,2.0364
14.1923,9.2902,14.1923,12.0238,14.1923,5.5974,14.1923,3.0982,14.1923,1.9979
14.2612,4.5603,14.2612,8.4747,14.2612,4.1274,14.2612,2.4965,14.2612,2.1766
14.3301,3.4141,14.3301,6.1103,14.3301,3.6868,14.3301,1.3710,14.3301,3.0750
14.3989,1.6461,14.3989,5.7782,14.3989,5.1143,14.3989,2.2321,14.3989,3.0114
14.4678,2.1255,14.4678,4.9247,14.4678,6.9686,14.4678,3.1453,14.4678,3.2308
14.5367,1.6574,14.5367,2.7698,14.5367,5.8438,14.5367,7.1290,14.5367,3.4820
14.6056,2.6195,14.6056,1.9052,14.6056,7.6779,14.6056,17.4000,14.6056,3.1389
14.6745,2.9855,14.6745,1.9850,14.6745,9.9262,14.6745,22.2133,14.6745,5.2347
14.7434,2.5147,14.7434,2.0353,14.7434,14.5398,14.7434,27.3997,14.7434,7.4130
14.8123,3.7423,14.8123,1.1101,14.8123,18.8821,14.8123,19.5664,14.8123,8.2693
14.8812,5.4574,14.8812,1.6895,14.8812,16.3489,14.8812,14.0495,14.8812,11.3822
14.9501,7.2576,14.9501,1.5954,14.9501,12.4089,14.9501,15.4172,14.9501,14.2591
15.0190,10.2454,15.0190,1.4514,15.0190,10.9424,15.0190,17.6206,15.0190,17.4135
15.0879,11.0971,15.0879,2.2767,15.0879,13.3600,15.0879,16.7868,15.0879,17.9250
15.1568,17.7348,15.1568,4.1325,15.1568,19.3680,15.1568,16.2092,15.1568,19.4375
15.2257,33.9405,15.2257,7.8784,15.2257,16.6841,15.2257,18.2865,15.2257,20.8704
15.2946,49.8641,15.2946,10.2418,15.2946,10.5973,15.2946,17.4769,15.2946,23.3463
15.3635,56.4757,15.3635,7.9230,15.3635,7.4894,15.3635,16.1314,15.3635,23.2178
15.4324,48.7467,15.4324,7.6279,15.4324,8.3660,15.4324,9.7584,15.4324,18.7783
15.5013,31.5590,15.5013,7.3206,15.5013,11.1121,15.5013,9.6814,15.5013,15.7978
15.5702,26.5285,15.5702,5.6538,15.5702,12.7263,15.5702,9.1902,15.5702,14.1088
15.6391,19.1652,15.6391,5.5407,15.6391,11.8550,15.6391,9.5430,15.6391,9.6304
15.7079,17.3826,15.7079,2.7048,15.7079,14.0304,15.7079,12.1202,15.7079,6.8767
15.7768,13.9867,15.7768,2.8141,15.7768,15.6864,15.7768,10.7101,15.7768,4.5178
15.8457,12.2027,15.8457,1.7056,15.8457,18.0070,15.8457,6.3678,15.8457,3.3266
15.9146,12.2527,15.9146,2.0991,15.9146,18.6454,15.9146,3.3150,15.9146,3.6759
15.9835,14.6444,15.9835,2.5586,15.9835,20.4647,15.9835,2.7979,15.9835,3.0678
16.0524,13.1880,16.0524,2.7925,16.0524,27.2137,16.0524,2.7441,16.0524,3.9433
16.1213,13.2593,16.1213,2.4654,16.1213,31.7182,16.1213,1.7486,16.1213,3.2168
16.1902,10.6559,16.1902,2.0686,16.1902,38.9789,16.1902,1.2663,16.1902,2.8483
16.2591,8.6549,16.2591,1.3014,16.2591,47.9614,16.2591,2.4161,16.2591,1.5429
16.3280,6.1533,16.3280,2.3256,16.3280,49.7978,16.3280,2.0136,16.3280,2.6103
16.3969,3.9853,16.3969,2.2655,16.3969,57.5710,16.3969,2.0230,16.3969,2.0044
16.4658,3.2337,16.4658,2.3590,16.4658,60.3610,16.4658,3.0332,16.4658,0.8411
16.5347,2.9602,16.5347,2.4783,16.5347,53.7038,16.5347,5.0584,16.5347,2.1602
16.6036,2.9684,16.6036,1.4604,16.6036,42.0982,16.6036,8.0901,16.6036,1.9081
16.6725,2.4199,16.6725,0.5360,16.6725,33.7458,16.6725,11.1682,16.6725,2.9969
16.7414,2.8371,16.7414,0.4740,16.7414,24.5846,16.7414,11.8858,16.7414,2.2873
16.8103,3.6242,16.8103,0.5271,16.8103,18.3156,16.8103,9.4644,16.8103,2.8729
16.8792,4.5125,16.8792,2.0616,16.8792,19.4723,16.8792,6.5809,16.8792,3.3475
16.9480,6.9279,16.9480,4.4055,16.9480,20.5729,16.9480,4.4046,16.9480,5.7117
17.0169,8.1133,17.0169,8.0803,17.0169,18.5395,17.0169,4.0103,17.0169,9.6450
17.0858,6.8988,17.0858,15.7217,17.0858,13.6468,17.0858,3.0898,17.0858,8.8408
17.1547,3.4484,17.1547,21.3827,17.1547,7.5556,17.1547,2.9311,17.1547,8.7976
17.2236,3.2289,17.2236,18.8998,17.2236,4.9311,17.2236,3.9801,17.2236,7.5087
17.2925,3.0796,17.2925,20.6765,17.2925,4.9605,17.2925,4.2784,17.2925,6.2852
17.3614,4.8910,17.3614,19.7282,17.3614,3.0842,17.3614,5.0254,17.3614,4.3114
17.4303,8.8408,17.4303,20.2787,17.4303,1.4327,17.4303,6.9427,17.4303,4.3236
17.4992,11.1002,17.4992,19.2444,17.4992,1.7421,17.4992,6.6923,17.4992,2.7287
17.5681,12.1237,17.5681,22.0850,17.5681,1.4716,17.5681,7.8129,17.5681,2.4771
17.6370,8.1254,17.6370,24.6549,17.6370,1.4797,17.6370,12.3872,17.6370,3.0159
17.7059,7.8342,17.7059,28.8066,17.7059,0.8330,17.7059,18.4370,17.7059,3.8274
17.7748,8.4966,17.7748,31.9139,17.7748,1.4140,17.7748,23.9974,17.7748,4.2014
17.8437,5.8481,17.8437,44.3557,17.8437,2.1745,17.8437,36.2037,17.8437,5.4596
17.9126,2.9513,17.9126,59.6406,17.9126,3.5827,17.9126,49.6391,17.9126,6.6209
17.9815,3.0587,17.9815,68.4745,17.9815,3.0840,17.9815,71.3655,17.9815,7.6085
18.0504,2.7321,18.0504,74.8014,18.0504,3.1598,18.0504,73.9360,18.0504,8.3643
18.1193,5.4243,18.1193,72.8473,18.1193,5.5291,18.1193,57.7922,18.1193,9.1379
18.1881,6.3567,18.1881,68.2144,18.1881,4.9351,18.1881,32.9044,18.1881,10.0637
18.2570,7.7250,18.2570,65.8359,18.2570,4.7814,18.2570,20.2483,18.2570,12.5298
18.3259,6.5923,18.3259,55.3722,18.3259,5.6689,18.3259,11.6594,18.3259,13.3380
18.3948,5.3975,18.3948,44.2472,18.3948,5.6808,18.3948,7.0145,18.3948,18.7977
18.4637,4.2481,18.4637,28.4855,18.4637,5.3206,18.4637,5.9212,18.4637,30.4098
18.5326,2.9360,18.5326,17.7301,18.5326,7.9750,18.5326,5.0851,18.5326,56.7655
18.6015,3.2597,18.6015,9.2417,18.6015,10.3075,18.6015,5.8997,18.6015,79.8041
18.6704,4.1107,18.6704,7.1900,18.6704,10.2032,18.6704,7.5933,18.6704,87.0238
18.7393,4.6498,18.7393,3.3442,18.7393,9.4295,18.7393,8.5011,18.7393,48.2739
18.8082,5.3742,18.8082,2.8439,18.8082,9.8920,18.8082,10.3315,18.8082,28.8901
18.8771,7.5521,18.8771,6.2424,18.8771,9.7661,18.8771,8.8813,18.8771,17.7915
18.9460,6.3805,18.9460,7.6674,18.9460,9.2630,18.9460,7.1658,18.9460,13.7909
19.0149,8.4780,19.0149,6.3988,19.0149,9.2881,19.0149,4.8823,19.0149,11.7020
19.0838,12.5905,19.0838,6.1268,19.0838,4.7741,19.0838,4.4535,19.0838,9.0956
