Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,5.1832,0.0000,5.27235,0.0000,1.8350,0.0000,3.67636,0.0000,3.6098,0.0000,2.64984
0.0689,4.6572,0.0689,7.45256,0.0689,1.8750,0.0689,5.45357,0.0689,3.8323,0.0689,3.22009
0.1378,4.9068,0.1378,7.47267,0.1378,2.4374,0.1378,6.60587,0.1378,4.9397,0.1378,3.30407
0.2067,4.0144,0.2067,7.46064,0.2067,2.4261,0.2067,6.15473,0.2067,5.4845,0.2067,3.63782
0.2756,3.0022,0.2756,5.85520,0.2756,1.9798,0.2756,6.76484,0.2756,5.1369,0.2756,3.73058
0.3445,4.2414,0.3445,5.16439,0.3445,2.2441,0.3445,5.05755,0.3445,5.0012,0.3445,3.45618
0.4134,4.0539,0.4134,4.82574,0.4134,2.3407,0.4134,4.61495,0.4134,5.3636,0.4134,2.68080
0.4823,4.6294,0.4823,3.53900,0.4823,1.4506,0.4823,3.89960,0.4823,4.0777,0.4823,2.81619
0.5512,6.1572,0.5512,4.59222,0.5512,1.0652,0.5512,3.99382,0.5512,3.2444,0.5512,2.55483
0.6201,4.7896,0.6201,3.62626,0.6201,0.6589,0.6201,4.64845,0.6201,3.6195,0.6201,2.41671
0.6889,4.9254,0.6889,3.47735,0.6889,1.0006,0.6889,5.89976,0.6889,3.0681,0.6889,2.13492
0.7578,3.2501,0.7578,2.88404,0.7578,1.0696,0.7578,5.93309,0.7578,1.8852,0.7578,2.33358
0.8267,3.1453,0.8267,2.31785,0.8267,1.1996,0.8267,7.33724,0.8267,2.3843,0.8267,1.96886
0.8956,2.9260,0.8956,1.97859,0.8956,1.7637,0.8956,7.73693,0.8956,2.5580,0.8956,2.32007
0.9645,3.0174,0.9645,2.47495,0.9645,1.7416,0.9645,8.70121,0.9645,2.8460,0.9645,1.89144
1.0334,2.8507,1.0334,3.03803,1.0334,3.0414,1.0334,8.88824,1.0334,3.7570,1.0334,2.02853
1.1023,3.2499,1.1023,2.86187,1.1023,3.2761,1.1023,8.97436,1.1023,2.8959,1.1023,1.89751
1.1712,3.0850,1.1712,2.60818,1.1712,2.7338,1.1712,9.90682,1.1712,2.8044,1.1712,1.65891
1.2401,4.1781,1.2401,2.30282,1.2401,2.4493,1.2401,10.18462,1.2401,2.4688,1.2401,2.13297
1.3090,5.2728,1.3090,2.46386,1.3090,2.2831,1.3090,7.09954,1.3090,1.6854,1.3090,2.49558
1.3779,4.5339,1.3779,2.45482,1.3779,2.3230,1.3779,4.98811,1.3779,1.3992,1.3779,3.44670
1.4468,5.4026,1.4468,1.29961,1.4468,2.8174,1.4468,2.88809,1.4468,1.2240,1.4468,3.30181
1.5157,4.6931,1.5157,1.78023,1.5157,2.3225,1.5157,2.32734,1.5157,1.5354,1.5157,2.66594
1.5846,3.9479,1.5846,2.10725,1.5846,2.3922,1.5846,2.32355,1.5846,1.8229,1.5846,3.36098
1.6535,3.9008,1.6535,1.61300,1.6535,2.7953,1.6535,2.10191,1.6535,1.6563,1.6535,3.93090
1.7224,2.6645,1.7224,1.54498,1.7224,2.3097,1.7224,2.53930,1.7224,1.4134,1.7224,3.03284
1.7913,1.9138,1.7913,1.36654,1.7913,1.8877,1.7913,2.74365,1.7913,1.4660,1.7913,2.46766
1.8602,1.7159,1.8602,0.79649,1.8602,1.7412,1.8602,3.38876,1.8602,1.1798,1.8602,3.20785
1.9290,1.2696,1.9290,1.57331,1.9290,1.3338,1.9290,3.26275,1.9290,1.0643,1.9290,2.60211
1.9979,1.3642,1.9979,2.21902,1.9979,0.9458,1.9979,2.13910,1.9979,1.6444,1.9979,2.71506
2.0668,1.7687,2.0668,3.27083,2.0668,0.9372,2.0668,1.70421,2.0668,1.6147,2.0668,2.80748
2.1357,2.1596,2.1357,4.13329,2.1357,1.2682,2.1357,1.65106,2.1357,1.4785,2.1357,3.09843
2.2046,2.0562,2.2046,4.46077,2.2046,1.4829,2.2046,1.87838,2.2046,1.5928,2.2046,2.85178
2.2735,2.2554,2.2735,4.17368,2.2735,1.2968,2.2735,2.17458,2.2735,2.0708,2.2735,2.85288
2.3424,1.8916,2.3424,4.39344,2.3424,1.0672,2.3424,2.09695,2.3424,1.6402,2.3424,3.44685
2.4113,1.2116,2.4113,3.61144,2.4113,1.3819,2.4113,2.98902,2.4113,1.4244,2.4113,3.16429
2.4802,1.1566,2.4802,2.93757,2.4802,1.4956,2.4802,2.57729,2.4802,0.9657,2.4802,2.99978
