Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,2.8421,0.0000,5.21931,0.0000,1.3045,0.0000,4.3780,0.0000,3.9924,0.0000,3.6297
0.0689,2.8270,0.0689,5.10473,0.0689,2.3093,0.0689,2.9375,0.0689,3.9357,0.0689,3.0489
0.1378,4.2871,0.1378,4.78653,0.1378,2.6817,0.1378,2.8243,0.1378,5.0547,0.1378,3.6190
0.2067,5.9678,0.2067,5.49157,0.2067,2.1350,0.2067,3.4001,0.2067,5.8286,0.2067,3.2718
0.2756,6.0614,0.2756,3.61379,0.2756,2.8144,0.2756,2.3256,0.2756,9.6513,0.2756,3.7841
0.3445,5.3631,0.3445,2.90259,0.3445,2.3285,0.3445,2.0987,0.3445,12.0042,0.3445,4.2715
0.4134,5.3481,0.4134,3.00816,0.4134,2.7207,0.4134,1.9005,0.4134,11.2764,0.4134,4.4407
0.4823,4.5535,0.4823,2.82546,0.4823,2.5281,0.4823,2.0501,0.4823,11.7267,0.4823,4.2488
0.5512,3.1363,0.5512,1.92042,0.5512,2.0591,0.5512,2.4024,0.5512,7.6715,0.5512,5.3124
0.6201,2.4429,0.6201,1.85004,0.6201,1.3134,0.6201,2.5458,0.6201,7.2228,0.6201,4.1092
0.6889,2.6650,0.6889,1.54745,0.6889,1.8396,0.6889,2.4920,0.6889,4.5400,0.6889,3.9949
0.7578,2.3762,0.7578,1.49053,0.7578,2.6924,0.7578,2.0643,0.7578,3.4504,0.7578,3.2071
0.8267,2.4400,0.8267,1.65034,0.8267,2.7647,0.8267,2.7590,0.8267,2.4560,0.8267,3.7806
0.8956,2.2880,0.8956,1.84543,0.8956,2.4104,0.8956,2.9078,0.8956,2.0783,0.8956,2.9892
0.9645,1.8366,0.9645,2.48736,0.9645,2.1513,0.9645,2.5959,0.9645,2.1469,0.9645,3.0111
1.0334,2.2590,1.0334,2.16073,1.0334,1.6987,1.0334,2.3449,1.0334,1.9003,1.0334,3.0936
1.1023,2.3338,1.1023,2.18401,1.1023,1.1608,1.1023,2.1327,1.1023,2.8459,1.1023,2.2524
1.1712,2.5906,1.1712,2.13387,1.1712,1.5728,1.1712,2.0394,1.1712,2.7651,1.1712,1.9353
1.2401,1.9189,1.2401,1.25146,1.2401,1.3936,1.2401,1.9086,1.2401,3.2438,1.2401,2.0670
1.3090,2.3160,1.3090,1.25974,1.3090,1.0450,1.3090,2.1931,1.3090,2.8518,1.3090,1.9555
1.3779,2.8170,1.3779,1.98932,1.3779,0.9291,1.3779,2.9210,1.3779,2.9306,1.3779,1.3342
1.4468,3.0656,1.4468,1.98988,1.4468,1.0759,1.4468,2.2174,1.4468,2.4290,1.4468,1.7642
1.5157,2.2500,1.5157,1.74024,1.5157,1.6018,1.5157,1.8532,1.5157,1.7142,1.5157,1.7176
1.5846,1.8091,1.5846,1.81085,1.5846,1.9558,1.5846,2.0520,1.5846,2.8535,1.5846,1.0839
1.6535,1.3735,1.6535,2.10725,1.6535,1.4415,1.6535,1.7841,1.6535,3.9802,1.6535,1.1649
1.7224,1.6544,1.7224,2.13094,1.7224,1.8378,1.7224,1.4042,1.7224,3.5690,1.7224,1.7452
1.7913,1.6447,1.7913,2.78815,1.7913,2.0596,1.7913,1.9441,1.7913,4.2939,1.7913,1.8287
1.8602,2.6547,1.8602,2.51806,1.8602,1.7305,1.8602,2.0313,1.8602,2.9392,1.8602,1.9329
1.9290,2.9726,1.9290,2.44499,1.9290,1.7049,1.9290,2.1954,1.9290,2.7672,1.9290,2.5303
1.9979,3.1578,1.9979,1.73701,1.9979,1.7387,1.9979,2.6227,1.9979,2.9016,1.9979,2.3180
2.0668,2.8101,2.0668,1.35454,2.0668,1.4104,2.0668,2.6341,2.0668,2.6656,2.0668,1.7016
2.1357,2.9660,2.1357,1.70745,2.1357,1.9944,2.1357,2.8345,2.1357,2.8237,2.1357,2.0494
2.2046,2.5261,2.2046,1.36192,2.2046,1.8294,2.2046,2.7737,2.2046,3.1570,2.2046,1.1932
2.2735,2.7479,2.2735,1.80485,2.2735,2.8789,2.2735,2.9713,2.2735,2.3460,2.2735,1.1513
2.3424,2.5601,2.3424,1.61988,2.3424,3.2806,2.3424,2.2519,2.3424,2.0370,2.3424,1.1479
2.4113,2.0198,2.4113,2.45173,2.4113,4.2617,2.4113,2.6227,2.4113,2.3956,2.4113,1.5320
2.4802,2.0525,2.4802,2.71129,2.4802,5.9730,2.4802,2.7022,2.4802,2.3200,2.4802,1.7996
2.5491,1.5366,2.5491,1.60752,2.5491,6.1106,2.5491,3.1386,2.5491,2.9207,2.5491,2.2745
2.6180,1.5766,2.6180,1.84691,2.6180,6.2728,2.6180,2.5395,2.6180,3.4033,2.6180,2.6258
2.6869,1.4445,2.6869,1.83945,2.6869,6.6865,2.6869,1.9962,2.6869,3.6794,2.6869,2.4989
2.7558,1.6054,2.7558,1.82625,2.7558,4.0909,2.7558,1.9416,2.7558,3.1397,2.7558,2.0201
