,condition,sample_num,mean_tissue,mean_edges,mean_interiors,mean_edges_minus_interiors
0,TJ_abiRNAi,06,6.78074742078801,8.102744048807065,6.367993750523115,1.7347502982839496
1,TJ_fat2N1032,13,6.857913293485662,10.18091025742934,5.500704675125607,4.680205582303734
2,TJ,07,13.654872136109105,14.378019264738892,13.459084357170155,0.9189349075687367
