,position (um),Fat2 intensity,Abi intensity
0,0.0,24.6912,4.9189
1,0.0689,35.7936,7.0565
2,0.1378,36.8488,7.8693
3,0.2067,32.8472,9.4559
4,0.2756,26.3992,8.0276
5,0.3445,18.8902,6.009
6,0.4134,12.0565,3.1823
7,0.4823,9.8612,2.1533
8,0.5512,9.153,1.5014
9,0.6201,8.8235,1.4497
10,0.6889,7.4977,1.7732
11,0.7578,5.7084,1.943
12,0.8267,3.9853,1.5036
13,0.8956,4.331,1.935
14,0.9645,5.0783,3.0262
15,1.0334,5.9396,2.5587
16,1.1023,5.7047,1.8109
17,1.1712,4.9847,2.8972
18,1.2401,6.489,2.7045
19,1.309,4.2636,2.4469
20,1.3779,5.5733,2.6349
21,1.4468,7.1309,2.3859
22,1.5157,5.0482,3.1426
23,1.5846,6.2331,2.6583
24,1.6535,7.9854,2.2836
25,1.7224,8.2186,2.1141
26,1.7913,7.036,2.1051
27,1.8602,7.1813,2.2112
28,1.929,7.2634,1.8403
29,1.9979,6.2941,1.6622
30,2.0668,7.1051,1.2551
31,2.1357,10.6043,2.5924
32,2.2046,10.2651,2.849
33,2.2735,8.8571,3.0784
34,2.3424,7.167,3.3793
35,2.4113,5.2045,3.2354
36,2.4802,5.3545,3.1379
37,2.5491,7.286,3.2133
38,2.618,8.742,2.2812
39,2.6869,9.6662,2.4878
40,2.7558,8.1296,2.5311
41,2.8247,6.5965,2.9546
42,2.8936,4.1418,2.7065
43,2.9625,2.3117,2.5306
44,3.0314,1.9758,2.0868
45,3.1003,1.349,1.9694
46,3.1691,0.6648,1.5104
47,3.238,1.0835,1.0618
48,3.3069,1.6624,0.6605
49,3.3758,4.3207,0.8653
50,3.4447,5.2524,0.9003
51,3.5136,6.6609,0.9353
52,3.5825,9.9688,1.191
53,3.6514,12.0662,1.8822
54,3.7203,13.6604,3.1802
55,3.7892,10.599,3.2123
56,3.8581,7.6429,3.6437
57,3.927,5.4566,3.7715
58,3.9959,1.9956,3.531
59,4.0648,3.488,3.3272
60,4.1337,2.9696,3.0888
61,4.2026,3.4755,2.8772
62,4.2715,3.1299,3.501
63,4.3404,3.6416,2.8345
64,4.4092,2.8043,2.7234
65,4.4781,3.313,2.7407
66,4.547,2.7556,1.5982
67,4.6159,2.5681,1.5351
68,4.6848,3.5307,1.9918
69,4.7537,5.1622,3.0755
70,4.8226,6.792,3.3288
71,4.8915,9.3174,3.0911
72,4.9604,13.4026,2.6899
73,5.0293,18.383,3.508
74,5.0982,27.7822,4.9944
75,5.1671,34.3345,5.1189
76,5.236,36.4781,6.5349
77,5.3049,34.812,6.3086
78,5.3738,25.6348,6.072
79,5.4427,20.5134,6.9088
80,5.5116,16.5916,6.5233
81,5.5805,13.8161,5.7246
82,5.6493,12.0177,4.628
83,5.7182,10.3356,3.8508
84,5.7871,10.388,2.8875
85,5.856,9.0857,2.5187
86,5.9249,7.7609,1.5443
87,5.9938,5.5114,2.4385
88,6.0627,4.0121,1.9454
89,6.1316,3.4181,1.6667
90,6.2005,2.5997,1.7363
91,6.2694,3.1743,1.548
92,6.3383,2.5351,1.2763
93,6.4072,2.5295,1.5808
94,6.4761,2.6095,1.9958
95,6.545,5.4483,2.8095
96,6.6139,7.3787,3.4327
97,6.6828,11.0835,3.508
98,6.7517,14.8398,3.8816
99,6.8206,23.3017,4.4033
100,6.8894,26.2458,3.7929
101,6.9583,23.639,2.6967
102,7.0272,17.6675,2.9267
103,7.0961,13.1466,3.1886
104,7.165,9.2509,3.7386
105,7.2339,10.1832,4.9366
106,7.3028,11.3874,6.5058
107,7.3717,14.4564,7.9999
108,7.4406,21.7054,10.5749
109,7.5095,26.2528,11.0649
110,7.5784,29.2638,8.6379
111,7.6473,22.5511,5.2319
112,7.7162,14.4631,3.3903
113,7.7851,5.8644,1.7273
114,7.854,4.376,1.3786
115,7.9229,3.9735,0.9032
116,7.9918,2.824,0.8941
117,8.0607,4.0248,1.3035
118,8.1296,3.7868,1.6637
119,8.1984,3.9708,1.3261
120,8.2673,4.4235,1.2729
121,8.3362,5.5251,1.1825
122,8.4051,5.0732,1.1476
123,8.474,3.2075,1.0621
124,8.5429,3.7231,0.986
125,8.6118,3.3924,1.2525
126,8.6807,1.9237,0.7489
127,8.7496,1.5064,0.9418
128,8.8185,1.4687,0.5403
129,8.8874,1.0011,0.9851
130,8.9563,0.8958,1.0548
131,9.0252,0.9485,1.0835
132,9.0941,1.1439,1.1904
133,9.163,1.9274,1.0808
134,9.2319,1.9055,0.7096
135,9.3008,2.1168,0.8846
136,9.3697,1.8342,1.0637
137,9.4385,1.0371,0.8203
138,9.5074,1.5083,0.96
139,9.5763,2.3589,1.0017
140,9.6452,1.7911,0.9339
141,9.7141,2.3979,0.6678
142,9.783,3.8777,0.964
143,9.8519,2.9761,1.2068
144,9.9208,2.4707,1.0106
145,9.9897,2.6614,0.6793
146,10.0586,2.4264,0.7062
147,10.1275,2.1272,0.7843
148,10.1964,2.9966,0.864
149,10.2653,2.4698,0.7954
150,10.3342,2.7937,0.8501
151,10.4031,2.0934,1.0989
152,10.472,2.9016,1.01
153,10.5409,3.4614,0.8633
154,10.6098,3.3365,0.9414
155,10.6786,6.5715,1.7395
156,10.7475,6.1737,1.6111
157,10.8164,7.171,1.7621
158,10.8853,6.8835,0.599
159,10.9542,6.3202,1.0924
160,11.0231,9.5786,1.811
161,11.092,9.5804,1.7847
162,11.1609,8.7866,1.8758
163,11.2298,11.2613,1.8373
164,11.2987,9.3415,2.4554
165,11.3676,9.3662,2.3646
166,11.4365,7.6874,3.3717
167,11.5054,6.8193,3.7764
168,11.5743,3.5191,2.9284
169,11.6432,2.573,3.3775
170,11.7121,4.176,3.5117
171,11.781,3.7255,3.2665
172,11.8499,3.9926,2.4287
173,11.9187,3.0101,2.1857
174,11.9876,2.853,2.4766
175,12.0565,2.225,2.4645
176,12.1254,2.3815,2.5237
177,12.1943,2.7316,2.4237
178,12.2632,5.2201,1.9187
179,12.3321,10.9961,1.7447
180,12.401,13.4121,2.1534
181,12.4699,18.4489,3.0722
182,12.5388,21.0584,4.3196
183,12.6077,17.1566,5.2835
184,12.6766,14.891,5.9461
185,12.7455,12.993,5.0019
186,12.8144,13.8835,4.5989
187,12.8833,21.8755,4.4795
188,12.9522,29.1707,4.6966
189,13.0211,39.2127,4.2446
190,13.09,35.0515,4.2467
191,13.1588,28.9477,4.6194
192,13.2277,29.3977,4.7969
193,13.2966,38.4243,5.5255
194,13.3655,39.0986,5.0951
195,13.4344,25.6746,4.9122
196,13.5033,17.3739,5.4349
197,13.5722,14.2009,5.5949
198,13.6411,18.4081,6.819
199,13.71,19.6181,8.029
200,13.7789,20.1768,10.1953
201,13.8478,20.4538,8.4453
202,13.9167,19.9932,6.4892
203,13.9856,14.3624,5.7365
204,14.0545,13.0277,4.0193
205,14.1234,9.0164,3.2524
206,14.1923,7.2312,3.4043
207,14.2612,5.1756,2.8401
208,14.3301,5.2706,1.5684
209,14.3989,5.6622,1.2968
210,14.4678,6.3241,2.5436
211,14.5367,10.3119,3.4357
212,14.6056,15.4197,3.9045
213,14.6745,21.9339,4.009
214,14.7434,25.998,4.3717
215,14.8123,23.2637,5.8411
216,14.8812,21.6253,7.1447
217,14.9501,28.4121,7.6221
218,15.019,36.0353,6.9848
219,15.0879,41.6697,7.7408
220,15.1568,49.9151,9.4292
221,15.2257,53.6918,8.981
222,15.2946,41.1518,7.8848
223,15.3635,26.8327,5.6878
224,15.4324,17.613,4.3738
225,15.5013,16.6315,3.1164
226,15.5702,15.7801,3.1126
227,15.6391,14.8993,3.4401
228,15.7079,13.3754,2.2689
229,15.7768,11.2196,2.5037
230,15.8457,10.8647,2.2171
231,15.9146,12.7314,2.3016
