,position (um),Fat2 intensity,Abi intensity
0,0.0,27.8509,9.3619
1,0.0689,27.8746,8.7558
2,0.1378,32.5825,8.9486
3,0.2067,27.5099,7.2168
4,0.2756,16.3044,5.7242
5,0.3445,9.9468,3.9265
6,0.4134,9.1017,2.8899
7,0.4823,11.4355,2.2714
8,0.5512,14.1671,2.157
9,0.6201,15.9115,2.6536
10,0.6889,11.8452,2.1677
11,0.7578,7.9653,1.4845
12,0.8267,6.7552,1.7727
13,0.8956,4.1392,1.5775
14,0.9645,3.5269,1.4106
15,1.0334,3.4153,1.6403
16,1.1023,5.2205,1.5381
17,1.1712,5.5425,1.7337
18,1.2401,6.6586,1.4377
19,1.309,5.7314,1.2975
20,1.3779,4.5932,1.2269
21,1.4468,3.4295,0.9379
22,1.5157,2.2763,0.9913
23,1.5846,1.5958,1.0564
24,1.6535,1.5135,0.8552
25,1.7224,1.5702,1.393
26,1.7913,2.5063,0.9097
27,1.8602,2.1745,0.7386
28,1.929,3.1615,1.1371
29,1.9979,3.5035,1.195
30,2.0668,4.0964,1.1587
31,2.1357,5.2279,1.5951
32,2.2046,6.7086,1.7984
33,2.2735,7.8366,1.9531
34,2.3424,9.0326,2.8504
35,2.4113,7.7569,2.5472
36,2.4802,5.6938,2.2419
37,2.5491,5.0119,2.8
38,2.618,3.6492,2.0678
39,2.6869,2.7309,1.8298
40,2.7558,2.4899,1.693
41,2.8247,3.0613,1.3597
42,2.8936,2.542,0.9615
43,2.9625,3.2535,1.7512
44,3.0314,2.969,1.4776
45,3.1003,3.0314,1.5374
46,3.1691,3.2208,2.2327
47,3.238,4.7798,2.3296
48,3.3069,3.2194,2.7924
49,3.3758,4.1134,3.3272
50,3.4447,4.4002,3.4114
51,3.5136,4.262,2.7254
52,3.5825,3.9977,2.7141
53,3.6514,2.673,2.5052
54,3.7203,2.277,2.2974
55,3.7892,2.5291,1.8132
56,3.8581,1.9629,1.4502
57,3.927,1.6815,1.779
58,3.9959,1.7456,1.9344
59,4.0648,2.1773,2.0148
60,4.1337,3.655,1.4916
61,4.2026,5.4849,1.7282
62,4.2715,8.1837,2.0937
63,4.3404,9.3774,2.9991
64,4.4092,9.9601,3.4283
65,4.4781,12.9173,4.3038
66,4.547,15.3901,5.7668
67,4.6159,28.4105,8.5461
68,4.6848,38.6419,10.6366
69,4.7537,51.2066,13.2485
70,4.8226,47.0789,9.9359
