,position (um),Fat2 intensity,Abi intensity
0,0.0,71.2614,9.0151
1,0.0689,75.9841,10.2093
2,0.1378,61.6035,12.0219
3,0.2067,36.6809,10.4876
4,0.2756,18.8083,8.8443
5,0.3445,11.7261,5.2762
6,0.4134,7.1976,3.7864
7,0.4823,4.0691,2.9868
8,0.5512,3.6791,2.5132
9,0.6201,1.183,2.0829
10,0.6889,1.5557,2.3923
11,0.7578,1.5145,1.6417
12,0.8267,0.9134,1.1472
13,0.8956,1.2478,1.7896
14,0.9645,1.1209,1.8054
15,1.0334,1.6845,1.5698
16,1.1023,1.0849,1.6898
17,1.1712,1.3641,1.1123
18,1.2401,1.9607,1.2402
19,1.309,2.5644,1.5421
20,1.3779,2.2838,1.1615
21,1.4468,1.049,1.2391
22,1.5157,1.6677,1.6052
23,1.5846,1.125,1.8662
24,1.6535,1.9432,1.5468
25,1.7224,1.2643,1.5015
26,1.7913,1.5675,1.3693
27,1.8602,1.7371,1.2335
28,1.929,2.122,1.704
29,1.9979,1.7927,1.588
30,2.0668,1.972,1.7468
31,2.1357,2.1115,1.906
32,2.2046,2.6075,1.6532
33,2.2735,2.8257,1.9563
34,2.3424,2.3162,1.7781
35,2.4113,3.1644,2.2535
36,2.4802,3.3237,2.7498
37,2.5491,4.6145,2.739
38,2.618,3.8078,3.5836
39,2.6869,3.7284,3.0153
40,2.7558,5.357,2.7462
41,2.8247,5.9031,3.0876
42,2.8936,7.7065,3.2795
43,2.9625,9.3856,4.2396
44,3.0314,12.3123,4.5124
45,3.1003,18.4821,3.9252
46,3.1691,30.8872,5.1363
47,3.238,47.2055,8.0945
48,3.3069,56.0723,9.2127
49,3.3758,59.2005,9.4082
50,3.4447,48.6173,7.7977
51,3.5136,34.4304,7.0228
52,3.5825,22.6687,5.292
53,3.6514,16.2759,5.1781
54,3.7203,15.3762,5.3219
55,3.7892,11.853,3.6746
56,3.8581,12.2561,3.1447
57,3.927,13.5824,3.3186
58,3.9959,15.1631,3.2717
59,4.0648,14.5686,3.4634
60,4.1337,9.5374,3.9182
61,4.2026,6.9158,3.2666
62,4.2715,4.6421,3.6101
63,4.3404,2.6339,3.7872
64,4.4092,3.238,2.9108
65,4.4781,6.268,3.065
66,4.547,5.63,2.6419
67,4.6159,5.8692,2.7622
68,4.6848,6.2489,3.059
69,4.7537,8.5571,3.5713
70,4.8226,11.5373,3.3912
71,4.8915,12.6032,3.771
72,4.9604,9.7611,2.5578
73,5.0293,9.1217,2.9782
74,5.0982,7.3602,2.8795
75,5.1671,6.2614,2.3421
76,5.236,5.702,2.2224
77,5.3049,6.2311,2.9186
78,5.3738,10.37,2.6012
79,5.4427,14.3621,3.5483
80,5.5116,15.3145,3.0535
81,5.5805,10.4029,2.4168
82,5.6493,6.5724,1.7392
83,5.7182,3.1198,1.254
84,5.7871,1.2652,1.4526
85,5.856,1.2195,2.1199
86,5.9249,1.8421,2.1972
87,5.9938,2.3583,1.6363
88,6.0627,4.4934,1.7119
89,6.1316,4.3897,1.9295
90,6.2005,5.2374,2.1073
91,6.2694,7.8523,3.0256
92,6.3383,8.1695,3.9577
93,6.4072,12.5192,4.6089
94,6.4761,14.2397,5.3671
95,6.545,16.5591,5.453
96,6.6139,21.1072,4.9539
97,6.6828,20.673,4.8884
