,position (um),Fat2 intensity,Abi intensity
0,0.0,7.0367,1.61523
1,0.0689,11.9283,1.81387
2,0.1378,15.2069,1.34096
3,0.2067,17.6934,2.17308
4,0.2756,23.595,3.099
5,0.3445,30.1051,2.42548
6,0.4134,26.4414,2.07514
7,0.4823,19.797,1.47382
8,0.5512,15.5767,1.68956
9,0.6201,11.8601,1.33176
10,0.6889,9.8529,1.58264
11,0.7578,4.7483,1.36133
12,0.8267,3.6105,1.30169
13,0.8956,5.1248,0.92953
14,0.9645,8.5756,1.54974
15,1.0334,15.0028,0.99981
16,1.1023,21.2301,1.31696
17,1.1712,20.953,1.48089
18,1.2401,22.8161,1.60253
19,1.309,26.5666,2.14978
20,1.3779,25.7952,1.60909
21,1.4468,21.3483,1.37399
22,1.5157,20.2661,1.98523
23,1.5846,18.2827,2.01647
24,1.6535,21.6444,2.42022
25,1.7224,30.1033,2.62923
26,1.7913,36.672,3.29874
27,1.8602,35.2925,2.28902
28,1.929,31.5492,2.39041
29,1.9979,33.7422,2.15563
30,2.0668,30.1082,2.22208
31,2.1357,22.9401,2.38562
32,2.2046,25.4395,1.7325
33,2.2735,23.8812,1.80923
34,2.3424,22.1014,1.93956
35,2.4113,23.6327,2.15336
36,2.4802,19.4334,1.53228
37,2.5491,16.6909,1.85336
38,2.618,14.8722,1.09588
39,2.6869,10.6563,0.62972
40,2.7558,8.2916,0.63187
41,2.8247,5.6607,0.65932
42,2.8936,6.9816,1.24109
43,2.9625,11.8262,1.31647
44,3.0314,11.8819,1.69318
45,3.1003,14.6826,1.75108
46,3.1691,14.4611,1.09364
47,3.238,13.5347,1.15117
48,3.3069,10.8561,1.21494
49,3.3758,7.233,2.09652
50,3.4447,3.9954,1.37415
51,3.5136,2.9312,0.70892
52,3.5825,2.9672,0.86966
53,3.6514,2.1917,0.68644
54,3.7203,4.4349,1.08695
55,3.7892,6.5825,1.05172
56,3.8581,5.536,1.73301
57,3.927,6.8466,2.16059
