,condition,sample_num,mean_tissue,mean_edges,mean_interiors,mean_edges_minus_interiors
0,fat2,14,5.45546918018981,7.6555731379421355,4.705168056758456,2.9504050811836793
1,wt,09,7.023013076952994,10.986842988521179,5.519573334334015,5.467269654187164
