,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,3.0,2.0,12.0
1,0.07345,6.2857,3.2143,19.4286
2,0.14689,5.7143,6.2857,21.4286
3,0.22034,0.4286,3.2857,21.2857
4,0.29379,17.8571,7.4286,24.8571
5,0.36723,14.3571,10.5714,19.3571
6,0.44068,45.7143,12.8571,28.5714
7,0.51413,38.0,11.0,33.0
8,0.58758,37.8571,7.7143,57.0
9,0.66102,31.5714,8.3571,52.4286
10,0.73447,12.4286,10.1429,66.2857
11,0.80792,5.7143,6.0,61.7143
12,0.88136,4.2857,3.4286,59.7143
13,0.95481,17.7857,3.0,53.7857
14,1.02826,4.0,5.0,52.0
15,1.1017,4.7143,3.8571,60.7143
16,1.17515,5.0,6.0,51.8571
17,1.2486,0.7857,3.5,42.7857
18,1.32204,1.8571,4.1429,38.2857
19,1.39549,5.7857,3.1429,37.3571
20,1.46894,5.0,2.5714,37.1429
21,1.54239,1.5,3.0,27.5
22,1.61583,0.8571,3.7143,16.5714
23,1.68928,0.7143,3.2857,16.7857
24,1.76273,3.5714,1.8571,18.7143
25,1.83617,0.2143,7.1429,15.5
26,1.90962,3.2857,6.4286,16.1429
27,1.98307,0.1429,6.2857,10.3571
28,2.05651,3.0,13.0,14.0
