,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,3.0,3.0,8.0
1,0.07345,1.0,4.0,17.0
2,0.14689,6.0,4.0,3.0
3,0.22034,3.0,8.0,8.0
4,0.29379,13.0,6.0,6.0
5,0.36723,3.0,6.0,13.0
6,0.44068,10.0,10.0,18.0
7,0.51413,22.0,13.0,22.0
8,0.58758,54.0,21.0,29.0
9,0.66102,75.0,32.0,82.0
10,0.73447,112.0,30.0,130.0
11,0.80792,71.0,39.0,222.0
12,0.88136,77.0,19.0,233.0
13,0.95481,23.0,18.0,255.0
14,1.02826,18.0,12.0,250.0
15,1.1017,14.0,10.0,255.0
16,1.17515,15.0,9.0,255.0
17,1.2486,2.0,6.0,228.0
18,1.32204,1.0,7.0,242.0
19,1.39549,9.0,6.0,179.0
20,1.46894,4.0,7.0,149.0
21,1.54239,9.0,0.0,110.0
22,1.61583,4.0,1.0,76.0
23,1.68928,4.0,1.0,55.0
24,1.76273,4.0,4.0,36.0
25,1.83617,10.0,3.0,39.0
26,1.90962,10.0,8.0,28.0
27,1.98307,2.0,4.0,26.0
28,2.05651,0.0,3.0,19.0
29,2.12996,0.0,4.0,14.0
30,2.20341,0.0,2.0,13.0
31,2.27685,0.0,4.0,13.0
