,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,4.0,7.0,9.5
1,0.07345,1.3467,3.7722,6.162
2,0.14689,0.1989,2.0333,5.942
3,0.22034,4.77,1.83,8.69
4,0.29379,3.9889,6.1556,10.153
5,0.36723,1.25,3.7778,12.389
6,0.44068,2.53,5.79,12.66
7,0.51413,6.9456,6.4311,14.352
8,0.58758,14.4778,19.4644,29.611
9,0.66102,29.92,23.47,47.01
10,0.73447,36.8056,16.6944,78.556
11,0.80792,62.8867,15.49,116.61
12,0.88136,33.48,17.96,109.88
13,0.95481,16.5789,13.7156,132.714
14,1.02826,14.2411,10.0233,151.328
15,1.1017,9.5,11.5,148.75
16,1.17515,15.2489,9.9556,135.953
17,1.2486,10.16,11.6056,130.571
18,1.32204,4.67,15.51,140.6
19,1.39549,10.6556,19.5133,137.432
20,1.46894,9.4444,15.9444,130.722
21,1.54239,5.8,12.13,99.7
22,1.61583,3.1533,9.8311,80.258
23,1.68928,1.4267,7.0678,55.736
24,1.76273,2.84,4.34,42.32
25,1.83617,4.25,2.3611,39.556
26,1.90962,3.2411,3.0389,31.73
27,1.98307,2.82,3.88,23.79
28,2.05651,1.6622,1.4333,21.742
29,2.12996,1.7256,2.8156,16.483
30,2.20341,1.25,4.0,18.0
