,position (um),Ena intensity,Abi intensity,phal intensity
0,0.0,1.0,9.0,22.0
1,0.07345,1.377,3.3899,21.645
2,0.14689,1.8626,6.9324,33.632
3,0.22034,2.6723,8.4154,31.95
4,0.29379,5.6744,12.6479,31.851
5,0.36723,1.8826,10.5446,23.511
6,0.44068,4.0276,16.2006,22.296
7,0.51413,10.9594,19.6717,29.812
8,0.58758,26.5776,38.2634,35.667
9,0.66102,40.1417,47.4759,49.566
10,0.73447,54.7144,54.7231,83.818
11,0.80792,70.2217,55.8323,125.813
12,0.88136,63.8702,36.0822,156.436
13,0.95481,38.6436,27.1525,188.243
14,1.02826,20.9324,21.8751,216.648
15,1.1017,15.5587,19.6549,230.415
16,1.17515,8.2066,19.1547,230.722
17,1.2486,4.7193,18.7307,243.4
18,1.32204,3.4949,12.973,253.755
19,1.39549,6.4965,12.0357,247.263
20,1.46894,15.1412,9.5116,241.558
21,1.54239,2.9773,8.7934,232.87
22,1.61583,3.5251,4.9567,218.206
23,1.68928,2.338,9.4705,187.915
24,1.76273,3.3721,8.6279,155.039
25,1.83617,5.4024,15.4175,138.889
26,1.90962,2.3137,10.3532,119.362
27,1.98307,1.1709,9.0,102.456
28,2.05651,1.1412,8.3023,86.148
29,2.12996,4.8026,7.5717,70.736
30,2.20341,3.079,7.7361,54.675
31,2.27685,3.3575,7.0763,45.389
32,2.3503,4.8264,6.9086,41.757
33,2.42375,2.1147,6.4548,38.844
34,2.4972,0.2044,7.1125,35.176
35,2.57064,0.9405,6.0503,28.315
36,2.64409,0.9254,3.4337,26.244
37,2.71754,0.2726,1.3975,25.999
38,2.79098,2.0411,3.6479,26.047
39,2.86443,2.2845,2.9037,25.856
40,2.93788,1.3726,1.1628,17.719
41,3.01132,4.086,1.5133,18.688
42,3.08477,2.4029,3.6176,17.091
43,3.15822,2.0,5.0,12.0
